source_machine,accuracy,checkpoint_role,dataset_hash,eval_precision,event_id,logical_source_id,loss,machine,model,num_examples,peak_allocated_mib,seed,shape,status,train_precision,wall_clock_sec
2080ti,1.0,best,b5a14d15ac1321e868ed153a60a440ab1170bf0bf9dbab035adeabc115b1a47d,fp32,formal-2080ti-gdn-s125-fp32-last-evalfp32-256x64-n1000-b128-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,0.012235704422462731,2080ti,gdn,1000,,125,256x64,deduplicated,fp32,
2080ti,0.99921875,best,bdc202e48037c839a7c56b7e1f7c9c7d6f368d38e006a46d739da726c94fd649,fp32,formal-2080ti-gdn-s125-fp32-last-evalfp32-512x64-n1000-b128-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,0.019342188267037274,2080ti,gdn,1000,,125,512x64,deduplicated,fp32,
2080ti,0.9999765625,best,042872131264d4b41ea03a6cdbf7733e3e4301ca773349ec9434d827bd9c4a5e,fp32,formal-2080ti-gdn-s125-fp32-last-evalfp32-512x128-n1000-b128-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,0.12382209157198668,2080ti,gdn,1000,,125,512x128,deduplicated,fp32,
2080ti,0.971109375,best,4e659938a27b5e33a3d99d261f1b2680fdeb1cd8c74363ea5a71ac4d1c36296c,fp32,formal-2080ti-gdn-s125-fp32-last-evalfp32-1024x256-n1000-b64-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,1.1680387488007546,2080ti,gdn,1000,,125,1024x256,deduplicated,fp32,
2080ti,0.9710859375,best,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,fp32,formal-2080ti-gdn-s125-fp32-last-evalfp32-1024x256-n500-b64-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,1.1665327464342117,2080ti,gdn,500,,125,1024x256,deduplicated,fp32,
2080ti,0.47774609375,best,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,fp32,formal-2080ti-gdn-s125-fp32-last-evalfp32-2048x512-n500-b32-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,4.102018445014954,2080ti,gdn,500,,125,2048x512,deduplicated,fp32,
2080ti,0.069318359375,best,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,fp32,formal-2080ti-gdn-s125-fp32-last-evalfp32-4096x1024-n500-b16-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,7.295630248069763,2080ti,gdn,500,,125,4096x1024,deduplicated,fp32,
2080ti,0.293640625,best,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,fp32,formal-2080ti-gdn-s125-fp32-last-evalfp32-8190x512-n500-b8-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,5.437836306571961,2080ti,gdn,500,,125,8190x512,deduplicated,fp32,
2080ti,0.003156814889749512,best,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,fp32,formal-2080ti-gdn-s125-fp32-last-evalfp32-8190x2047-n500-b8-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,9.059554649353027,2080ti,gdn,500,,125,8190x2047,deduplicated,fp32,
2080ti,1.0,best,59caf02282ef418abc77da09411e4dd086ec2be1f3a8df5bef214a3311d9fead,fp16,formal-2080ti-gdn-s125-fp32-last-evalfp16-64x4-n1000-b128-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,0.0007458819206804037,2080ti,gdn,1000,,125,64x4,deduplicated,fp32,
2080ti,1.0,best,712f2ed078441018d5e5105403984e30f54b89ce85313998e4ffaed260977d1b,fp16,formal-2080ti-gdn-s125-fp32-last-evalfp16-64x8-n1000-b128-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,0.0007989847434218973,2080ti,gdn,1000,,125,64x8,deduplicated,fp32,
2080ti,1.0,best,7298e6d64228dc9b8e75d90a58ceed496d8665e6ebf015689030e2593ffbf970,fp16,formal-2080ti-gdn-s125-fp32-last-evalfp16-64x16-n1000-b128-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,0.0011719703500857577,2080ti,gdn,1000,,125,64x16,deduplicated,fp32,
2080ti,1.0,best,a23066631270a2b388cbcbb247516054c1ccd018cd0270e1167315940e48a0a9,fp16,formal-2080ti-gdn-s125-fp32-last-evalfp16-128x32-n1000-b128-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,0.002698781546903774,2080ti,gdn,1000,,125,128x32,deduplicated,fp32,
2080ti,1.0,best,b5a14d15ac1321e868ed153a60a440ab1170bf0bf9dbab035adeabc115b1a47d,fp16,formal-2080ti-gdn-s125-fp32-last-evalfp16-256x64-n1000-b128-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,0.012233253341168164,2080ti,gdn,1000,,125,256x64,deduplicated,fp32,
2080ti,0.999234375,best,bdc202e48037c839a7c56b7e1f7c9c7d6f368d38e006a46d739da726c94fd649,fp16,formal-2080ti-gdn-s125-fp32-last-evalfp16-512x64-n1000-b128-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,0.01933958845958114,2080ti,gdn,1000,,125,512x64,deduplicated,fp32,
2080ti,0.9999765625,best,042872131264d4b41ea03a6cdbf7733e3e4301ca773349ec9434d827bd9c4a5e,fp16,formal-2080ti-gdn-s125-fp32-last-evalfp16-512x128-n1000-b128-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,0.12380681781470776,2080ti,gdn,1000,,125,512x128,deduplicated,fp32,
2080ti,0.97109765625,best,4e659938a27b5e33a3d99d261f1b2680fdeb1cd8c74363ea5a71ac4d1c36296c,fp16,formal-2080ti-gdn-s125-fp32-last-evalfp16-1024x256-n1000-b64-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,1.1680955615639688,2080ti,gdn,1000,,125,1024x256,deduplicated,fp32,
2080ti,0.9710625,best,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,fp16,formal-2080ti-gdn-s125-fp32-last-evalfp16-1024x256-n500-b64-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,1.1665956091880798,2080ti,gdn,500,,125,1024x256,deduplicated,fp32,
2080ti,0.47769140625,best,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,fp16,formal-2080ti-gdn-s125-fp32-last-evalfp16-2048x512-n500-b32-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,4.102276010036468,2080ti,gdn,500,,125,2048x512,deduplicated,fp32,
2080ti,0.069310546875,best,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,fp16,formal-2080ti-gdn-s125-fp32-last-evalfp16-4096x1024-n500-b16-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,7.295862443923951,2080ti,gdn,500,,125,4096x1024,deduplicated,fp32,
2080ti,0.2935390625,best,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,fp16,formal-2080ti-gdn-s125-fp32-last-evalfp16-8190x512-n500-b8-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,5.438062170028687,2080ti,gdn,500,,125,8190x512,deduplicated,fp32,
2080ti,0.0031489985710941256,best,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,fp16,formal-2080ti-gdn-s125-fp32-last-evalfp16-8190x2047-n500-b8-0ede15fdea489dbd-ze56fa9ab-f9a8bf707,2080ti-gdn-s125-fp32-best,9.059608320236206,2080ti,gdn,500,,125,8190x2047,deduplicated,fp32,
2080ti,1.0,last,59caf02282ef418abc77da09411e4dd086ec2be1f3a8df5bef214a3311d9fead,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-64x4-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,0.0033483417129609736,2080ti,flash,1000,760.1943359375,125,64x4,completed,fp32,9.217289980966598
2080ti,1.0,last,712f2ed078441018d5e5105403984e30f54b89ce85313998e4ffaed260977d1b,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-64x8-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,0.0037314036518801006,2080ti,flash,1000,766.13525390625,125,64x8,completed,fp32,9.081445945892483
2080ti,1.0,last,7298e6d64228dc9b8e75d90a58ceed496d8665e6ebf015689030e2593ffbf970,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-64x16-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,0.0054473540121689435,2080ti,flash,1000,775.2529296875,125,64x16,completed,fp32,9.084613892016932
2080ti,0.99771875,last,a23066631270a2b388cbcbb247516054c1ccd018cd0270e1167315940e48a0a9,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-128x32-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,0.021861183397937568,2080ti,flash,1000,1236.7197265625,125,128x32,completed,fp32,9.157224575988948
2080ti,0.9984375,last,b5a14d15ac1321e868ed153a60a440ab1170bf0bf9dbab035adeabc115b1a47d,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-256x64-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,0.025054471941199155,2080ti,flash,1000,2142.7509765625,125,256x64,completed,fp32,9.678540318040177
2080ti,0.9943125,last,bdc202e48037c839a7c56b7e1f7c9c7d6f368d38e006a46d739da726c94fd649,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-512x64-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,0.051535179235972464,2080ti,flash,1000,4195.34619140625,125,512x64,completed,fp32,10.209993749158457
2080ti,0.997828125,last,042872131264d4b41ea03a6cdbf7733e3e4301ca773349ec9434d827bd9c4a5e,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-512x128-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,0.07102117818966508,2080ti,flash,1000,4195.34619140625,125,512x128,completed,fp32,10.26404267991893
2080ti,0.97498046875,last,4e659938a27b5e33a3d99d261f1b2680fdeb1cd8c74363ea5a71ac4d1c36296c,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-1024x256-n1000-b64-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,0.3459038266390562,2080ti,flash,1000,4194.34716796875,125,1024x256,completed,fp32,11.761624149046838
2080ti,0.974953125,last,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-1024x256-n500-b64-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,0.34576093876361846,2080ti,flash,500,4194.34716796875,125,1024x256,completed,fp32,10.391617132117972
2080ti,0.81597265625,last,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-2048x512-n500-b32-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,1.3214299342632294,2080ti,flash,500,4193.84912109375,125,2048x512,completed,fp32,12.60135000385344
2080ti,0.433861328125,last,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-4096x1024-n500-b16-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,3.18175221824646,2080ti,flash,500,4193.603515625,125,4096x1024,completed,fp32,20.539410731056705
2080ti,0.68679296875,last,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-8190x512-n500-b16-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,1.963974698781967,2080ti,flash,500,8436.7685546875,125,8190x512,completed,fp32,32.44872530293651
2080ti,0.14037713393568993,last,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-8190x2047-n500-b16-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,5.269681784629822,2080ti,flash,500,8436.7685546875,125,8190x2047,completed,fp32,32.68801895505749
2080ti,1.0,last,59caf02282ef418abc77da09411e4dd086ec2be1f3a8df5bef214a3311d9fead,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-64x4-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,0.0033503041062504053,2080ti,flash,1000,668.25390625,125,64x4,completed,fp32,9.108314937911928
2080ti,1.0,last,712f2ed078441018d5e5105403984e30f54b89ce85313998e4ffaed260977d1b,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-64x8-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,0.0037325513300020246,2080ti,flash,1000,674.07470703125,125,64x8,completed,fp32,9.186223399126902
2080ti,1.0,last,7298e6d64228dc9b8e75d90a58ceed496d8665e6ebf015689030e2593ffbf970,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-64x16-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,0.005448097490007058,2080ti,flash,1000,682.19873046875,125,64x16,completed,fp32,9.131093401927501
2080ti,0.99771875,last,a23066631270a2b388cbcbb247516054c1ccd018cd0270e1167315940e48a0a9,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-128x32-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,0.021857173250522464,2080ti,flash,1000,1293.13427734375,125,128x32,completed,fp32,9.521622530883178
2080ti,0.9984375,last,b5a14d15ac1321e868ed153a60a440ab1170bf0bf9dbab035adeabc115b1a47d,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-256x64-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,0.025049101053737102,2080ti,flash,1000,2573.71240234375,125,256x64,completed,fp32,9.823428401025012
2080ti,0.994328125,last,bdc202e48037c839a7c56b7e1f7c9c7d6f368d38e006a46d739da726c94fd649,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-512x64-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,0.05148964894376695,2080ti,flash,1000,5134.86865234375,125,512x64,completed,fp32,10.112430301029235
2080ti,0.9978515625,last,042872131264d4b41ea03a6cdbf7733e3e4301ca773349ec9434d827bd9c4a5e,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-512x128-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,0.07098995236493646,2080ti,flash,1000,5134.86865234375,125,512x128,completed,fp32,10.465760136954486
2080ti,0.9749453125,last,4e659938a27b5e33a3d99d261f1b2680fdeb1cd8c74363ea5a71ac4d1c36296c,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-1024x256-n1000-b64-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,0.3457414614111185,2080ti,flash,1000,5134.8681640625,125,1024x256,completed,fp32,11.793494703015313
2080ti,0.97509375,last,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-1024x256-n500-b64-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,0.34563949558138846,2080ti,flash,500,5134.8681640625,125,1024x256,completed,fp32,10.2953749129083
2080ti,0.81601171875,last,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-2048x512-n500-b32-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,1.3210672974586486,2080ti,flash,500,5134.8681640625,125,2048x512,completed,fp32,12.824211769970134
2080ti,0.433904296875,last,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-4096x1024-n500-b16-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,3.1811792125701905,2080ti,flash,500,5134.8681640625,125,4096x1024,completed,fp32,21.79277538205497
2080ti,0.68674609375,last,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-8190x512-n500-b8-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,1.9635438866615296,2080ti,flash,500,5134.8681640625,125,8190x512,completed,fp32,52.91487093712203
2080ti,0.14044845786690713,last,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-8190x2047-n500-b8-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-last,5.2691683015823365,2080ti,flash,500,5134.8681640625,125,8190x2047,completed,fp32,52.26219667796977
2080ti,1.0,best,59caf02282ef418abc77da09411e4dd086ec2be1f3a8df5bef214a3311d9fead,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-64x4-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,0.0033483417129609736,2080ti,flash,1000,,125,64x4,deduplicated,fp32,
2080ti,1.0,best,712f2ed078441018d5e5105403984e30f54b89ce85313998e4ffaed260977d1b,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-64x8-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,0.0037314036518801006,2080ti,flash,1000,,125,64x8,deduplicated,fp32,
2080ti,1.0,best,7298e6d64228dc9b8e75d90a58ceed496d8665e6ebf015689030e2593ffbf970,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-64x16-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,0.0054473540121689435,2080ti,flash,1000,,125,64x16,deduplicated,fp32,
2080ti,0.99771875,best,a23066631270a2b388cbcbb247516054c1ccd018cd0270e1167315940e48a0a9,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-128x32-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,0.021861183397937568,2080ti,flash,1000,,125,128x32,deduplicated,fp32,
2080ti,0.9984375,best,b5a14d15ac1321e868ed153a60a440ab1170bf0bf9dbab035adeabc115b1a47d,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-256x64-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,0.025054471941199155,2080ti,flash,1000,,125,256x64,deduplicated,fp32,
2080ti,0.9943125,best,bdc202e48037c839a7c56b7e1f7c9c7d6f368d38e006a46d739da726c94fd649,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-512x64-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,0.051535179235972464,2080ti,flash,1000,,125,512x64,deduplicated,fp32,
2080ti,0.997828125,best,042872131264d4b41ea03a6cdbf7733e3e4301ca773349ec9434d827bd9c4a5e,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-512x128-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,0.07102117818966508,2080ti,flash,1000,,125,512x128,deduplicated,fp32,
2080ti,0.97498046875,best,4e659938a27b5e33a3d99d261f1b2680fdeb1cd8c74363ea5a71ac4d1c36296c,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-1024x256-n1000-b64-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,0.3459038266390562,2080ti,flash,1000,,125,1024x256,deduplicated,fp32,
2080ti,0.974953125,best,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-1024x256-n500-b64-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,0.34576093876361846,2080ti,flash,500,,125,1024x256,deduplicated,fp32,
2080ti,0.81597265625,best,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-2048x512-n500-b32-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,1.3214299342632294,2080ti,flash,500,,125,2048x512,deduplicated,fp32,
2080ti,0.433861328125,best,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-4096x1024-n500-b16-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,3.18175221824646,2080ti,flash,500,,125,4096x1024,deduplicated,fp32,
2080ti,0.68679296875,best,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-8190x512-n500-b16-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,1.963974698781967,2080ti,flash,500,,125,8190x512,deduplicated,fp32,
2080ti,0.14037713393568993,best,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,fp32,formal-2080ti-flash-s125-fp32-last-evalfp32-8190x2047-n500-b16-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,5.269681784629822,2080ti,flash,500,,125,8190x2047,deduplicated,fp32,
2080ti,1.0,best,59caf02282ef418abc77da09411e4dd086ec2be1f3a8df5bef214a3311d9fead,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-64x4-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,0.0033503041062504053,2080ti,flash,1000,,125,64x4,deduplicated,fp32,
2080ti,1.0,best,712f2ed078441018d5e5105403984e30f54b89ce85313998e4ffaed260977d1b,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-64x8-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,0.0037325513300020246,2080ti,flash,1000,,125,64x8,deduplicated,fp32,
2080ti,1.0,best,7298e6d64228dc9b8e75d90a58ceed496d8665e6ebf015689030e2593ffbf970,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-64x16-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,0.005448097490007058,2080ti,flash,1000,,125,64x16,deduplicated,fp32,
2080ti,0.99771875,best,a23066631270a2b388cbcbb247516054c1ccd018cd0270e1167315940e48a0a9,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-128x32-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,0.021857173250522464,2080ti,flash,1000,,125,128x32,deduplicated,fp32,
2080ti,0.9984375,best,b5a14d15ac1321e868ed153a60a440ab1170bf0bf9dbab035adeabc115b1a47d,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-256x64-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,0.025049101053737102,2080ti,flash,1000,,125,256x64,deduplicated,fp32,
2080ti,0.994328125,best,bdc202e48037c839a7c56b7e1f7c9c7d6f368d38e006a46d739da726c94fd649,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-512x64-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,0.05148964894376695,2080ti,flash,1000,,125,512x64,deduplicated,fp32,
2080ti,0.9978515625,best,042872131264d4b41ea03a6cdbf7733e3e4301ca773349ec9434d827bd9c4a5e,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-512x128-n1000-b128-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,0.07098995236493646,2080ti,flash,1000,,125,512x128,deduplicated,fp32,
2080ti,0.9749453125,best,4e659938a27b5e33a3d99d261f1b2680fdeb1cd8c74363ea5a71ac4d1c36296c,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-1024x256-n1000-b64-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,0.3457414614111185,2080ti,flash,1000,,125,1024x256,deduplicated,fp32,
2080ti,0.97509375,best,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-1024x256-n500-b64-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,0.34563949558138846,2080ti,flash,500,,125,1024x256,deduplicated,fp32,
2080ti,0.81601171875,best,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-2048x512-n500-b32-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,1.3210672974586486,2080ti,flash,500,,125,2048x512,deduplicated,fp32,
2080ti,0.433904296875,best,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-4096x1024-n500-b16-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,3.1811792125701905,2080ti,flash,500,,125,4096x1024,deduplicated,fp32,
2080ti,0.68674609375,best,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-8190x512-n500-b8-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,1.9635438866615296,2080ti,flash,500,,125,8190x512,deduplicated,fp32,
2080ti,0.14044845786690713,best,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,fp16,formal-2080ti-flash-s125-fp32-last-evalfp16-8190x2047-n500-b8-4c42cadc73a36f06-ze56fa9ab-f9a8bf707,2080ti-flash-s125-fp32-best,5.2691683015823365,2080ti,flash,500,,125,8190x2047,deduplicated,fp32,
