source_machine,accuracy,checkpoint_role,dataset_hash,eval_precision,event_id,logical_source_id,loss,machine,model,num_examples,peak_allocated_mib,seed,shape,status,train_precision,wall_clock_sec
3090,0.9988125,last,b5a14d15ac1321e868ed153a60a440ab1170bf0bf9dbab035adeabc115b1a47d,fp16,formal-3090-flash-s125-fp32-last-evalfp16-256x64-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,0.023410975290462373,3090,flash,1000,2573.71240234375,125,256x64,completed,fp32,8.089747314341366
3090,0.994328125,last,bdc202e48037c839a7c56b7e1f7c9c7d6f368d38e006a46d739da726c94fd649,fp16,formal-3090-flash-s125-fp32-last-evalfp16-512x64-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,0.050434026929549874,3090,flash,1000,5134.86865234375,125,512x64,completed,fp32,8.383601323701441
3090,0.99759375,last,042872131264d4b41ea03a6cdbf7733e3e4301ca773349ec9434d827bd9c4a5e,fp16,formal-3090-flash-s125-fp32-last-evalfp16-512x128-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,0.06600564768910408,3090,flash,1000,5134.86865234375,125,512x128,completed,fp32,8.602527576498687
3090,0.977796875,last,4e659938a27b5e33a3d99d261f1b2680fdeb1cd8c74363ea5a71ac4d1c36296c,fp16,formal-3090-flash-s125-fp32-last-evalfp16-1024x256-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,0.2978179105222225,3090,flash,1000,10257.18115234375,125,1024x256,completed,fp32,9.303978614509106
3090,0.97796875,last,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,fp16,formal-3090-flash-s125-fp32-last-evalfp16-1024x256-n500-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,0.29554631912708285,3090,flash,500,10257.18115234375,125,1024x256,completed,fp32,8.561430499888957
3090,0.8426953125,last,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,fp16,formal-3090-flash-s125-fp32-last-evalfp16-2048x512-n500-b64-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,1.1419941684007644,3090,flash,500,10257.1806640625,125,2048x512,completed,fp32,9.576659639365971
3090,0.4898828125,last,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,fp16,formal-3090-flash-s125-fp32-last-evalfp16-4096x1024-n500-b32-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,2.884108721733093,3090,flash,500,10257.1806640625,125,4096x1024,completed,fp32,13.97879699897021
3090,0.72116015625,last,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,fp16,formal-3090-flash-s125-fp32-last-evalfp16-8190x512-n500-b16-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,1.7492129147052764,3090,flash,500,10257.1806640625,125,8190x512,completed,fp32,26.748406850732863
3090,0.1742110435962677,last,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,fp16,formal-3090-flash-s125-fp32-last-evalfp16-8190x2047-n500-b16-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,5.002166209220886,3090,flash,500,10257.1806640625,125,8190x2047,completed,fp32,27.66833432484418
3090,0.99975,last,59caf02282ef418abc77da09411e4dd086ec2be1f3a8df5bef214a3311d9fead,bf16,formal-3090-flash-s125-fp32-last-evalbf16-64x4-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,0.004865893384907395,3090,flash,1000,669.77294921875,125,64x4,completed,fp32,7.711529382504523
3090,1.0,last,712f2ed078441018d5e5105403984e30f54b89ce85313998e4ffaed260977d1b,bf16,formal-3090-flash-s125-fp32-last-evalbf16-64x8-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,0.004214345103595406,3090,flash,1000,675.50732421875,125,64x8,completed,fp32,7.664531351998448
3090,1.0,last,7298e6d64228dc9b8e75d90a58ceed496d8665e6ebf015689030e2593ffbf970,bf16,formal-3090-flash-s125-fp32-last-evalbf16-64x16-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,0.006128483025124296,3090,flash,1000,685.74951171875,125,64x16,completed,fp32,7.7924460880458355
3090,0.99725,last,a23066631270a2b388cbcbb247516054c1ccd018cd0270e1167315940e48a0a9,bf16,formal-3090-flash-s125-fp32-last-evalbf16-128x32-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,0.023347337638959288,3090,flash,1000,1293.13427734375,125,128x32,completed,fp32,7.7670347429811954
3090,0.998796875,last,b5a14d15ac1321e868ed153a60a440ab1170bf0bf9dbab035adeabc115b1a47d,bf16,formal-3090-flash-s125-fp32-last-evalbf16-256x64-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,0.023438996558543295,3090,flash,1000,2573.71240234375,125,256x64,completed,fp32,8.267458565533161
3090,0.9943125,last,bdc202e48037c839a7c56b7e1f7c9c7d6f368d38e006a46d739da726c94fd649,bf16,formal-3090-flash-s125-fp32-last-evalbf16-512x64-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,0.050338502077385786,3090,flash,1000,5134.86865234375,125,512x64,completed,fp32,8.412465538829565
3090,0.997546875,last,042872131264d4b41ea03a6cdbf7733e3e4301ca773349ec9434d827bd9c4a5e,bf16,formal-3090-flash-s125-fp32-last-evalbf16-512x128-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,0.06637813084945082,3090,flash,1000,5134.86865234375,125,512x128,completed,fp32,8.83486093301326
3090,0.97741015625,last,4e659938a27b5e33a3d99d261f1b2680fdeb1cd8c74363ea5a71ac4d1c36296c,bf16,formal-3090-flash-s125-fp32-last-evalbf16-1024x256-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,0.29928087306022644,3090,flash,1000,10257.18115234375,125,1024x256,completed,fp32,9.593533069826663
3090,0.9775078125,last,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,bf16,formal-3090-flash-s125-fp32-last-evalbf16-1024x256-n500-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,0.29700934371352194,3090,flash,500,10257.18115234375,125,1024x256,completed,fp32,8.710583992302418
3090,0.8414609375,last,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,bf16,formal-3090-flash-s125-fp32-last-evalbf16-2048x512-n500-b64-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,1.1472686232328415,3090,flash,500,10257.1806640625,125,2048x512,completed,fp32,9.627428804524243
3090,0.488029296875,last,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,bf16,formal-3090-flash-s125-fp32-last-evalbf16-4096x1024-n500-b32-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,2.8939928903579712,3090,flash,500,10257.1806640625,125,4096x1024,completed,fp32,14.218725801445544
3090,0.71903125,last,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,bf16,formal-3090-flash-s125-fp32-last-evalbf16-8190x512-n500-b16-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,1.7594420766830445,3090,flash,500,10257.1806640625,125,8190x512,completed,fp32,26.509007618762553
3090,0.17290962707996368,last,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,bf16,formal-3090-flash-s125-fp32-last-evalbf16-8190x2047-n500-b16-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-last,5.014754622459412,3090,flash,500,10257.1806640625,125,8190x2047,completed,fp32,27.11099579092115
3090,0.99975,best,59caf02282ef418abc77da09411e4dd086ec2be1f3a8df5bef214a3311d9fead,fp32,formal-3090-flash-s125-fp32-last-evalfp32-64x4-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.0047411077150609346,3090,flash,1000,,125,64x4,deduplicated,fp32,
3090,1.0,best,712f2ed078441018d5e5105403984e30f54b89ce85313998e4ffaed260977d1b,fp32,formal-3090-flash-s125-fp32-last-evalfp32-64x8-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.004188166844658553,3090,flash,1000,,125,64x8,deduplicated,fp32,
3090,1.0,best,7298e6d64228dc9b8e75d90a58ceed496d8665e6ebf015689030e2593ffbf970,fp32,formal-3090-flash-s125-fp32-last-evalfp32-64x16-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.006121418249793351,3090,flash,1000,,125,64x16,deduplicated,fp32,
3090,0.99709375,best,a23066631270a2b388cbcbb247516054c1ccd018cd0270e1167315940e48a0a9,fp32,formal-3090-flash-s125-fp32-last-evalfp32-128x32-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.023331865785177798,3090,flash,1000,,125,128x32,deduplicated,fp32,
3090,0.9988125,best,b5a14d15ac1321e868ed153a60a440ab1170bf0bf9dbab035adeabc115b1a47d,fp32,formal-3090-flash-s125-fp32-last-evalfp32-256x64-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.023416050198022276,3090,flash,1000,,125,256x64,deduplicated,fp32,
3090,0.994328125,best,bdc202e48037c839a7c56b7e1f7c9c7d6f368d38e006a46d739da726c94fd649,fp32,formal-3090-flash-s125-fp32-last-evalfp32-512x64-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.05043012473266572,3090,flash,1000,,125,512x64,deduplicated,fp32,
3090,0.9975859375,best,042872131264d4b41ea03a6cdbf7733e3e4301ca773349ec9434d827bd9c4a5e,fp32,formal-3090-flash-s125-fp32-last-evalfp32-512x128-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.0660179489031434,3090,flash,1000,,125,512x128,deduplicated,fp32,
3090,0.977703125,best,4e659938a27b5e33a3d99d261f1b2680fdeb1cd8c74363ea5a71ac4d1c36296c,fp32,formal-3090-flash-s125-fp32-last-evalfp32-1024x256-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.2978654853105545,3090,flash,1000,,125,1024x256,deduplicated,fp32,
3090,0.97809375,best,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,fp32,formal-3090-flash-s125-fp32-last-evalfp32-1024x256-n500-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.29558212754130364,3090,flash,500,,125,1024x256,deduplicated,fp32,
3090,0.84273046875,best,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,fp32,formal-3090-flash-s125-fp32-last-evalfp32-2048x512-n500-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,1.142230117559433,3090,flash,500,,125,2048x512,deduplicated,fp32,
3090,0.489646484375,best,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,fp32,formal-3090-flash-s125-fp32-last-evalfp32-4096x1024-n500-b32-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,2.884459628582001,3090,flash,500,,125,4096x1024,deduplicated,fp32,
3090,0.721359375,best,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,fp32,formal-3090-flash-s125-fp32-last-evalfp32-8190x512-n500-b32-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,1.7494293456077576,3090,flash,500,,125,8190x512,deduplicated,fp32,
3090,0.1742725971341133,best,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,fp32,formal-3090-flash-s125-fp32-last-evalfp32-8190x2047-n500-b32-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,5.00250101184845,3090,flash,500,,125,8190x2047,deduplicated,fp32,
3090,0.99975,best,59caf02282ef418abc77da09411e4dd086ec2be1f3a8df5bef214a3311d9fead,fp16,formal-3090-flash-s125-fp32-last-evalfp16-64x4-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.004734385786345228,3090,flash,1000,,125,64x4,deduplicated,fp32,
3090,1.0,best,712f2ed078441018d5e5105403984e30f54b89ce85313998e4ffaed260977d1b,fp16,formal-3090-flash-s125-fp32-last-evalfp16-64x8-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.0041871771458536385,3090,flash,1000,,125,64x8,deduplicated,fp32,
3090,1.0,best,7298e6d64228dc9b8e75d90a58ceed496d8665e6ebf015689030e2593ffbf970,fp16,formal-3090-flash-s125-fp32-last-evalfp16-64x16-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.006117071540560574,3090,flash,1000,,125,64x16,deduplicated,fp32,
3090,0.997125,best,a23066631270a2b388cbcbb247516054c1ccd018cd0270e1167315940e48a0a9,fp16,formal-3090-flash-s125-fp32-last-evalfp16-128x32-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.023333784777671097,3090,flash,1000,,125,128x32,deduplicated,fp32,
3090,0.9988125,best,b5a14d15ac1321e868ed153a60a440ab1170bf0bf9dbab035adeabc115b1a47d,fp16,formal-3090-flash-s125-fp32-last-evalfp16-256x64-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.023410975290462373,3090,flash,1000,,125,256x64,deduplicated,fp32,
3090,0.994328125,best,bdc202e48037c839a7c56b7e1f7c9c7d6f368d38e006a46d739da726c94fd649,fp16,formal-3090-flash-s125-fp32-last-evalfp16-512x64-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.050434026929549874,3090,flash,1000,,125,512x64,deduplicated,fp32,
3090,0.99759375,best,042872131264d4b41ea03a6cdbf7733e3e4301ca773349ec9434d827bd9c4a5e,fp16,formal-3090-flash-s125-fp32-last-evalfp16-512x128-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.06600564768910408,3090,flash,1000,,125,512x128,deduplicated,fp32,
3090,0.977796875,best,4e659938a27b5e33a3d99d261f1b2680fdeb1cd8c74363ea5a71ac4d1c36296c,fp16,formal-3090-flash-s125-fp32-last-evalfp16-1024x256-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.2978179105222225,3090,flash,1000,,125,1024x256,deduplicated,fp32,
3090,0.97796875,best,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,fp16,formal-3090-flash-s125-fp32-last-evalfp16-1024x256-n500-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.29554631912708285,3090,flash,500,,125,1024x256,deduplicated,fp32,
3090,0.8426953125,best,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,fp16,formal-3090-flash-s125-fp32-last-evalfp16-2048x512-n500-b64-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,1.1419941684007644,3090,flash,500,,125,2048x512,deduplicated,fp32,
3090,0.4898828125,best,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,fp16,formal-3090-flash-s125-fp32-last-evalfp16-4096x1024-n500-b32-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,2.884108721733093,3090,flash,500,,125,4096x1024,deduplicated,fp32,
3090,0.72116015625,best,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,fp16,formal-3090-flash-s125-fp32-last-evalfp16-8190x512-n500-b16-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,1.7492129147052764,3090,flash,500,,125,8190x512,deduplicated,fp32,
3090,0.1742110435962677,best,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,fp16,formal-3090-flash-s125-fp32-last-evalfp16-8190x2047-n500-b16-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,5.002166209220886,3090,flash,500,,125,8190x2047,deduplicated,fp32,
3090,0.99975,best,59caf02282ef418abc77da09411e4dd086ec2be1f3a8df5bef214a3311d9fead,bf16,formal-3090-flash-s125-fp32-last-evalbf16-64x4-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.004865893384907395,3090,flash,1000,,125,64x4,deduplicated,fp32,
3090,1.0,best,712f2ed078441018d5e5105403984e30f54b89ce85313998e4ffaed260977d1b,bf16,formal-3090-flash-s125-fp32-last-evalbf16-64x8-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.004214345103595406,3090,flash,1000,,125,64x8,deduplicated,fp32,
3090,1.0,best,7298e6d64228dc9b8e75d90a58ceed496d8665e6ebf015689030e2593ffbf970,bf16,formal-3090-flash-s125-fp32-last-evalbf16-64x16-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.006128483025124296,3090,flash,1000,,125,64x16,deduplicated,fp32,
3090,0.99725,best,a23066631270a2b388cbcbb247516054c1ccd018cd0270e1167315940e48a0a9,bf16,formal-3090-flash-s125-fp32-last-evalbf16-128x32-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.023347337638959288,3090,flash,1000,,125,128x32,deduplicated,fp32,
3090,0.998796875,best,b5a14d15ac1321e868ed153a60a440ab1170bf0bf9dbab035adeabc115b1a47d,bf16,formal-3090-flash-s125-fp32-last-evalbf16-256x64-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.023438996558543295,3090,flash,1000,,125,256x64,deduplicated,fp32,
3090,0.9943125,best,bdc202e48037c839a7c56b7e1f7c9c7d6f368d38e006a46d739da726c94fd649,bf16,formal-3090-flash-s125-fp32-last-evalbf16-512x64-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.050338502077385786,3090,flash,1000,,125,512x64,deduplicated,fp32,
3090,0.997546875,best,042872131264d4b41ea03a6cdbf7733e3e4301ca773349ec9434d827bd9c4a5e,bf16,formal-3090-flash-s125-fp32-last-evalbf16-512x128-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.06637813084945082,3090,flash,1000,,125,512x128,deduplicated,fp32,
3090,0.97741015625,best,4e659938a27b5e33a3d99d261f1b2680fdeb1cd8c74363ea5a71ac4d1c36296c,bf16,formal-3090-flash-s125-fp32-last-evalbf16-1024x256-n1000-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.29928087306022644,3090,flash,1000,,125,1024x256,deduplicated,fp32,
3090,0.9775078125,best,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,bf16,formal-3090-flash-s125-fp32-last-evalbf16-1024x256-n500-b128-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,0.29700934371352194,3090,flash,500,,125,1024x256,deduplicated,fp32,
3090,0.8414609375,best,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,bf16,formal-3090-flash-s125-fp32-last-evalbf16-2048x512-n500-b64-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,1.1472686232328415,3090,flash,500,,125,2048x512,deduplicated,fp32,
3090,0.488029296875,best,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,bf16,formal-3090-flash-s125-fp32-last-evalbf16-4096x1024-n500-b32-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,2.8939928903579712,3090,flash,500,,125,4096x1024,deduplicated,fp32,
3090,0.71903125,best,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,bf16,formal-3090-flash-s125-fp32-last-evalbf16-8190x512-n500-b16-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,1.7594420766830445,3090,flash,500,,125,8190x512,deduplicated,fp32,
3090,0.17290962707996368,best,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,bf16,formal-3090-flash-s125-fp32-last-evalbf16-8190x2047-n500-b16-bfb5ff5d1dc6eb6e-ze56fa9ab-f9a8bf707,3090-flash-s125-fp32-best,5.014754622459412,3090,flash,500,,125,8190x2047,deduplicated,fp32,
3090,1.0,last,59caf02282ef418abc77da09411e4dd086ec2be1f3a8df5bef214a3311d9fead,fp32,formal-3090-gdn-s123-fp16-last-evalfp32-64x4-n1000-b128-190e5352c6d88b48-ze56fa9ab-f9a8bf707,3090-gdn-s123-fp16-last,0.000781407070462592,3090,gdn,1000,607.8671875,123,64x4,completed,fp16,19.612803355790675
3090,1.0,last,712f2ed078441018d5e5105403984e30f54b89ce85313998e4ffaed260977d1b,fp32,formal-3090-gdn-s123-fp16-last-evalfp32-64x8-n1000-b128-190e5352c6d88b48-ze56fa9ab-f9a8bf707,3090-gdn-s123-fp16-last,0.0007908294470980764,3090,gdn,1000,607.8671875,123,64x8,completed,fp16,19.612669908441603
3090,1.0,last,7298e6d64228dc9b8e75d90a58ceed496d8665e6ebf015689030e2593ffbf970,fp32,formal-3090-gdn-s123-fp16-last-evalfp32-64x16-n1000-b128-190e5352c6d88b48-ze56fa9ab-f9a8bf707,3090-gdn-s123-fp16-last,0.0011683385100914165,3090,gdn,1000,607.8671875,123,64x16,completed,fp16,19.682670545764267
3090,1.0,last,a23066631270a2b388cbcbb247516054c1ccd018cd0270e1167315940e48a0a9,fp32,formal-3090-gdn-s123-fp16-last-evalfp32-128x32-n1000-b128-190e5352c6d88b48-ze56fa9ab-f9a8bf707,3090-gdn-s123-fp16-last,0.002691164154210128,3090,gdn,1000,1045.59765625,123,128x32,completed,fp16,20.754590176045895
3090,1.0,last,b5a14d15ac1321e868ed153a60a440ab1170bf0bf9dbab035adeabc115b1a47d,fp32,formal-3090-gdn-s123-fp16-last-evalfp32-256x64-n1000-b128-190e5352c6d88b48-ze56fa9ab-f9a8bf707,3090-gdn-s123-fp16-last,0.012282090118154884,3090,gdn,1000,2077.97265625,123,256x64,completed,fp16,22.98376788198948
3090,0.999296875,last,bdc202e48037c839a7c56b7e1f7c9c7d6f368d38e006a46d739da726c94fd649,fp32,formal-3090-gdn-s123-fp16-last-evalfp32-512x64-n1000-b128-190e5352c6d88b48-ze56fa9ab-f9a8bf707,3090-gdn-s123-fp16-last,0.01933200361113995,3090,gdn,1000,4142.72265625,123,512x64,completed,fp16,27.75417506136
3090,0.9999609375,last,042872131264d4b41ea03a6cdbf7733e3e4301ca773349ec9434d827bd9c4a5e,fp32,formal-3090-gdn-s123-fp16-last-evalfp32-512x128-n1000-b128-190e5352c6d88b48-ze56fa9ab-f9a8bf707,3090-gdn-s123-fp16-last,0.1258998587206006,3090,gdn,1000,4142.72265625,123,512x128,completed,fp16,27.87517702486366
3090,0.969828125,last,4e659938a27b5e33a3d99d261f1b2680fdeb1cd8c74363ea5a71ac4d1c36296c,fp32,formal-3090-gdn-s123-fp16-last-evalfp32-1024x256-n1000-b128-190e5352c6d88b48-ze56fa9ab-f9a8bf707,3090-gdn-s123-fp16-last,1.1711598919034005,3090,gdn,1000,8272.22265625,123,1024x256,completed,fp16,37.11039990000427
3090,0.9699296875,last,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,fp32,formal-3090-gdn-s123-fp16-last-evalfp32-1024x256-n500-b128-190e5352c6d88b48-ze56fa9ab-f9a8bf707,3090-gdn-s123-fp16-last,1.170737991809845,3090,gdn,500,8272.22265625,123,1024x256,completed,fp16,34.96998542081565
3090,0.47824609375,last,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,fp32,formal-3090-gdn-s123-fp16-last-evalfp32-2048x512-n500-b64-190e5352c6d88b48-ze56fa9ab-f9a8bf707,3090-gdn-s123-fp16-last,4.099892384529114,3090,gdn,500,8272.22265625,123,2048x512,completed,fp16,37.346799592487514
3090,0.073595703125,last,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,fp32,formal-3090-gdn-s123-fp16-last-evalfp32-4096x1024-n500-b32-190e5352c6d88b48-ze56fa9ab-f9a8bf707,3090-gdn-s123-fp16-last,7.292128486633301,3090,gdn,500,8272.22265625,123,4096x1024,completed,fp16,45.08237798511982
3090,0.29612109375,last,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,fp32,formal-3090-gdn-s123-fp16-last-evalfp32-8190x512-n500-b16-190e5352c6d88b48-ze56fa9ab-f9a8bf707,3090-gdn-s123-fp16-last,5.412892638206482,3090,gdn,500,8272.22265625,123,8190x512,completed,fp16,53.15252458117902
3090,0.0035427455243188886,last,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,fp32,formal-3090-gdn-s123-fp16-last-evalfp32-8190x2047-n500-b16-190e5352c6d88b48-ze56fa9ab-f9a8bf707,3090-gdn-s123-fp16-last,9.057509218215943,3090,gdn,500,8272.22265625,123,8190x2047,completed,fp16,52.58749143220484
3090,1.0,last,59caf02282ef418abc77da09411e4dd086ec2be1f3a8df5bef214a3311d9fead,fp16,formal-3090-gdn-s123-fp16-last-evalfp16-64x4-n1000-b128-190e5352c6d88b48-ze56fa9ab-f9a8bf707,3090-gdn-s123-fp16-last,0.0007816057596646715,3090,gdn,1000,653.5146484375,123,64x4,completed,fp16,19.42261155601591
3090,1.0,last,712f2ed078441018d5e5105403984e30f54b89ce85313998e4ffaed260977d1b,fp16,formal-3090-gdn-s123-fp16-last-evalfp16-64x8-n1000-b128-190e5352c6d88b48-ze56fa9ab-f9a8bf707,3090-gdn-s123-fp16-last,0.0007908833484398201,3090,gdn,1000,653.5146484375,123,64x8,completed,fp16,19.490545368753374
