setting,seed,metric,history_csv
hard04,123,valid/attn/gd_residual_sum_zeta_mean,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_sum_zeta_max,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_sum_zeta_p95,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_uncapped_sum_zeta_mean,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_uncapped_sum_zeta_max,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_uncapped_sum_zeta_p95,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_write_strength_cap_active,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_write_strength_effective_cap,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_m_norm_cap_hit_ratio,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_m_norm_cap_active,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_m_norm_effective_cap,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_update_norm_cap_active,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_update_norm_effective_cap,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_beta_mean,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_beta_max,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_beta_cap_hit_ratio,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_beta_cap_active,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_beta_effective_cap,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_read_margin_top1_top2_mean,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_read_margin_top1_top2_p05,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_read_entropy_mean,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_read_selected_mass_mean,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,123,valid/attn/gd_residual_read_selected_mass_p05,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-09-47-13/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_sum_zeta_mean,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_sum_zeta_max,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_sum_zeta_p95,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_uncapped_sum_zeta_mean,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_uncapped_sum_zeta_max,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_uncapped_sum_zeta_p95,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_write_strength_cap_active,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_write_strength_effective_cap,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_m_norm_cap_hit_ratio,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_m_norm_cap_active,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_m_norm_effective_cap,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_update_norm_cap_active,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_update_norm_effective_cap,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_beta_mean,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_beta_max,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_beta_cap_hit_ratio,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_beta_cap_active,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_beta_effective_cap,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_read_margin_top1_top2_mean,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_read_margin_top1_top2_p05,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_read_entropy_mean,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_read_selected_mass_mean,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,124,valid/attn/gd_residual_read_selected_mass_p05,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-2026-05-29-05-35-44/gd-cb64-r16-s124-d123-b64-ga4-fp32-noearly4ep-wcap0p04-probe/data/history.csv
hard04,125,valid/attn/gd_residual_sum_zeta_mean,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
hard04,125,valid/attn/gd_residual_sum_zeta_max,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
hard04,125,valid/attn/gd_residual_sum_zeta_p95,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
hard04,125,valid/attn/gd_residual_uncapped_sum_zeta_mean,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
hard04,125,valid/attn/gd_residual_uncapped_sum_zeta_max,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
hard04,125,valid/attn/gd_residual_uncapped_sum_zeta_p95,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
hard04,125,valid/attn/gd_residual_write_strength_cap_active,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
hard04,125,valid/attn/gd_residual_write_strength_effective_cap,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
hard04,125,valid/attn/gd_residual_m_norm_cap_hit_ratio,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
hard04,125,valid/attn/gd_residual_m_norm_cap_active,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
hard04,125,valid/attn/gd_residual_m_norm_effective_cap,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
hard04,125,valid/attn/gd_residual_beta_mean,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
hard04,125,valid/attn/gd_residual_beta_max,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
hard04,125,valid/attn/gd_residual_beta_cap_hit_ratio,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
hard04,125,valid/attn/gd_residual_beta_cap_active,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
hard04,125,valid/attn/gd_residual_beta_effective_cap,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
hard04,125,valid/attn/gd_residual_read_margin_top1_top2_mean,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
hard04,125,valid/attn/gd_residual_read_margin_top1_top2_p05,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
hard04,125,valid/attn/gd_residual_read_entropy_mean,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
hard04,125,valid/attn/gd_residual_read_selected_mass_mean,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
hard04,125,valid/attn/gd_residual_read_selected_mass_p05,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-2026-05-30-02-09-46/gd-cb64-r16-s125-d123-b64-ga4-fp32-noearly4ep-wcap0p04-hard04-s125-minconfirm-probe/data/history.csv
caprel0406late,123,valid/attn/gd_residual_sum_zeta_mean,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-wcapfinal0p06-wcaprel2820to8468-caprel0406late-s123-2026-05-30-15-50-41/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-wcapfinal0p06-wcaprel2820to8468-caprel0406late-s123-probe/data/history.csv
caprel0406late,123,valid/attn/gd_residual_sum_zeta_max,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-wcapfinal0p06-wcaprel2820to8468-caprel0406late-s123-2026-05-30-15-50-41/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-wcapfinal0p06-wcaprel2820to8468-caprel0406late-s123-probe/data/history.csv
caprel0406late,123,valid/attn/gd_residual_sum_zeta_p95,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-wcapfinal0p06-wcaprel2820to8468-caprel0406late-s123-2026-05-30-15-50-41/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-wcapfinal0p06-wcaprel2820to8468-caprel0406late-s123-probe/data/history.csv
caprel0406late,123,valid/attn/gd_residual_uncapped_sum_zeta_mean,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-wcapfinal0p06-wcaprel2820to8468-caprel0406late-s123-2026-05-30-15-50-41/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-wcapfinal0p06-wcaprel2820to8468-caprel0406late-s123-probe/data/history.csv
caprel0406late,123,valid/attn/gd_residual_uncapped_sum_zeta_max,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260529-seed-instability-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-wcapfinal0p06-wcaprel2820to8468-caprel0406late-s123-2026-05-30-15-50-41/gd-cb64-r16-s123-d123-b64-ga4-fp32-noearly4ep-wcap0p04-wcapfinal0p06-wcaprel2820to8468-caprel0406late-s123-probe/data/history.csv
