source_actual_kernel_dtype,source_artifact,source_batch_accum_profile,source_ckpt_epoch,source_ckpt_exists,source_ckpt_identity,source_ckpt_mtime_utc,source_ckpt_path,source_ckpt_path_abs,source_ckpt_sha256,source_ckpt_size_bytes,source_ckpt_step,source_ckpt_type,source_comparison_scope,source_config,source_config_family,source_config_id,source_configured_max_epochs,source_conv_size,source_data_seed,source_dtype_policy,source_dynamic_capacity_per_layer,source_dynamic_capacity_total,source_early_stopping_disabled,source_effective_train_batch_size,source_eval_batch_size,source_expand_v,source_final_epoch,source_final_valid_accuracy,source_final_valid_loss,source_final_valid_mqar_case_accuracy_1024x256,source_gdn_kernel_dtype,source_gradient_accumulation_steps,source_hidden_states_dtype,source_kernel_input_dtype,source_ledger_path,source_model_family,source_num_codebook_vectors,source_num_heads,source_outer_model_dtype,source_rank,source_role,source_run_id,source_run_type,source_scope,source_seed,source_train_batch_size,source_train_config_path,source_train_config_path_abs,source_train_config_sha256,source_trainable_params,source_use_gate,source_use_short_conv,source_validations_per_epoch
not_recorded,docs/artifacts/20260517-gd-same-seed-repeat/same-seed-repeat-final.csv,b64_ga4,3,true,sha256:2fbc7c8811cd77e02fef33083569b9c23b0f11edaf3a4c46c86620a9bf193a25,2026-05-18T12:35:08.852273+00:00,checkpoints/flash-vqg-20260517-gd-same-seed-repeat-r16-s124-gpu0-2026-05-18-07-25-51/gd-r16-wk4-mu01-t025-cb256-s124-d123-noearly4ep-repeat-gpu0/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260517-gd-same-seed-repeat-r16-s124-gpu0-2026-05-18-07-25-51/gd-r16-wk4-mu01-t025-cb256-s124-d123-noearly4ep-repeat-gpu0/last.pt,2fbc7c8811cd77e02fef33083569b9c23b0f11edaf3a4c46c86620a9bf193a25,8946117,,last.pt_epoch4_final,gd_residual_v1_cb256_noearly4ep,cb256-r16-s124-d123-repeat,cb256-r16,cb256-r16-s124-d123-repeat,4,,123,float32,,524288,true,256,16,,4,0.9758974609375,0.19637173414230347,0.8464375,not_recorded,4,float32,float32,docs/artifacts/gd-residual-v1/rank-seed-effect-summary.csv,flash,256,,float32,16,cb256-r16,gd-r16-wk4-mu01-t025-cb256-s124-d123-noearly4ep-repeat-gpu0,same_gpu_repeat,b64_ga4_fp32_historical_inferred,124,64,checkpoints/flash-vqg-20260517-gd-same-seed-repeat-r16-s124-gpu0-2026-05-18-07-25-51/gd-r16-wk4-mu01-t025-cb256-s124-d123-noearly4ep-repeat-gpu0/train_config.json,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260517-gd-same-seed-repeat-r16-s124-gpu0-2026-05-18-07-25-51/gd-r16-wk4-mu01-t025-cb256-s124-d123-noearly4ep-repeat-gpu0/train_config.json,874ea270e3b245fec28b54b4258f497c31b3d7c5fb831a5d6da184f283956a41,1184966,,,2
not_recorded,docs/artifacts/20260517-gd-rank-stability-r16-robustness/rank-stability-r16-robustness-final.csv,b64_ga4,3,true,sha256:eab1cd619184b7272066894f4f58da650cb0de96ccb9742f6a7e73093cc916f4,2026-05-17T17:33:35.458534+00:00,checkpoints/flash-vqg-20260517-gd-r4-wk4-mu01-t025-cb256-s125-d123-noearly-2026-05-17-12-51-29/gd-r4-wk4-mu01-t025-cb256-s125-d123-noearly4ep-r4r8-seed125/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260517-gd-r4-wk4-mu01-t025-cb256-s125-d123-noearly-2026-05-17-12-51-29/gd-r4-wk4-mu01-t025-cb256-s125-d123-noearly4ep-r4r8-seed125/last.pt,eab1cd619184b7272066894f4f58da650cb0de96ccb9742f6a7e73093cc916f4,8939973,,last.pt_epoch4_final,gd_residual_v1_cb256_noearly4ep,cb256-r4-s125,cb256-r4,cb256-r4-s125,4,,123,float32,,131072,true,256,16,,4,0.95087841796875,0.28544360399246216,0.73907421875,not_recorded,4,float32,float32,docs/artifacts/gd-residual-v1/rank-seed-effect-summary.csv,flash,256,,float32,4,cb256-r4,gd-r4-wk4-mu01-t025-cb256-s125-d123-noearly4ep-r4r8-seed125,original,b64_ga4_fp32_historical_inferred,125,64,checkpoints/flash-vqg-20260517-gd-r4-wk4-mu01-t025-cb256-s125-d123-noearly-2026-05-17-12-51-29/gd-r4-wk4-mu01-t025-cb256-s125-d123-noearly4ep-r4r8-seed125/train_config.json,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260517-gd-r4-wk4-mu01-t025-cb256-s125-d123-noearly-2026-05-17-12-51-29/gd-r4-wk4-mu01-t025-cb256-s125-d123-noearly4ep-r4r8-seed125/train_config.json,123474c5fa72465c356d42b7b4bcf63250922f954cb18c9bd8acd809f8fc3662,1183430,,,2
not_recorded,docs/artifacts/20260517-gd-rank-stability-r16-robustness/rank-stability-r16-robustness-final.csv,b64_ga4,3,true,sha256:00a38977bd24744eacef066f9f9378ffebf94120634bae2425a5ccd565b89a4e,2026-05-17T17:06:23.848724+00:00,checkpoints/flash-vqg-20260517-gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly-2026-05-17-12-51-29/gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-r4r8-seed125/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260517-gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly-2026-05-17-12-51-29/gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-r4r8-seed125/last.pt,00a38977bd24744eacef066f9f9378ffebf94120634bae2425a5ccd565b89a4e,8942021,,last.pt_epoch4_final,gd_residual_v1_cb256_noearly4ep,cb256-r8-s125,cb256-r8,cb256-r8-s125,4,,123,float32,,262144,true,256,16,,4,0.996052734375,0.04600127413868904,0.98284375,not_recorded,4,float32,float32,docs/artifacts/gd-residual-v1/rank-seed-effect-summary.csv,flash,256,,float32,8,cb256-r8,gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-r4r8-seed125,original,b64_ga4_fp32_historical_inferred,125,64,checkpoints/flash-vqg-20260517-gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly-2026-05-17-12-51-29/gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-r4r8-seed125/train_config.json,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260517-gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly-2026-05-17-12-51-29/gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-r4r8-seed125/train_config.json,8cd009d2b5862ffa545f3afeb25d94fba229bf0b8fb5a07dcb73a6d4468ef077,1183942,,,2
not_recorded,docs/artifacts/20260517-gd-same-seed-repeat/same-seed-repeat-final.csv,b64_ga4,3,true,sha256:c7234b3bdec3e01de05b7fbe474221e025259f35e49feba6517bb43a7619f4b7,2026-05-18T11:22:49.075829+00:00,checkpoints/flash-vqg-20260517-gd-same-seed-repeat-r8-s125-gpu1-2026-05-18-07-25-51/gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-repeat-gpu1/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260517-gd-same-seed-repeat-r8-s125-gpu1-2026-05-18-07-25-51/gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-repeat-gpu1/last.pt,c7234b3bdec3e01de05b7fbe474221e025259f35e49feba6517bb43a7619f4b7,8942021,,last.pt_epoch4_final,gd_residual_v1_cb256_noearly4ep,cb256-r8-s125-d123-repeat,cb256-r8,cb256-r8-s125-d123-repeat,4,,123,float32,,262144,true,256,16,,4,0.99581787109375,0.047220628708601,0.98122265625,not_recorded,4,float32,float32,docs/artifacts/gd-residual-v1/rank-seed-effect-summary.csv,flash,256,,float32,8,cb256-r8,gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-repeat-gpu1,same_gpu_repeat,b64_ga4_fp32_historical_inferred,125,64,checkpoints/flash-vqg-20260517-gd-same-seed-repeat-r8-s125-gpu1-2026-05-18-07-25-51/gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-repeat-gpu1/train_config.json,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260517-gd-same-seed-repeat-r8-s125-gpu1-2026-05-18-07-25-51/gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-repeat-gpu1/train_config.json,7513b22040401fef1ee98f0ded422862962a4fae1db5e8d27f801691cfd6894a,1183942,,,2
not_recorded,docs/artifacts/20260517-gd-rank-stability-r16-robustness/rank-stability-r16-robustness-final.csv,b64_ga4,3,true,sha256:527d2df2d7158965d6996fef80ddb24fbe606e15681fa877d74cddf742c993ec,2026-05-17T22:05:23.583850+00:00,checkpoints/flash-vqg-20260517-gd-r16-wk4-mu01-t025-cb256-s125-d123-noearly-2026-05-17-17-39-47/gd-r16-wk4-mu01-t025-cb256-s125-d123-noearly4ep-r16-robustness/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260517-gd-r16-wk4-mu01-t025-cb256-s125-d123-noearly-2026-05-17-17-39-47/gd-r16-wk4-mu01-t025-cb256-s125-d123-noearly4ep-r16-robustness/last.pt,527d2df2d7158965d6996fef80ddb24fbe606e15681fa877d74cddf742c993ec,8946117,,last.pt_epoch4_final,gd_residual_v1_cb256_noearly4ep,cb256-r16-s125,cb256-r16,cb256-r16-s125,4,,123,float32,,524288,true,256,16,,4,0.99691357421875,0.04959365352988243,0.98517578125,not_recorded,4,float32,float32,docs/artifacts/gd-residual-v1/rank-seed-effect-summary.csv,flash,256,,float32,16,cb256-r16,gd-r16-wk4-mu01-t025-cb256-s125-d123-noearly4ep-r16-robustness,original,b64_ga4_fp32_historical_inferred,125,64,checkpoints/flash-vqg-20260517-gd-r16-wk4-mu01-t025-cb256-s125-d123-noearly-2026-05-17-17-39-47/gd-r16-wk4-mu01-t025-cb256-s125-d123-noearly4ep-r16-robustness/train_config.json,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260517-gd-r16-wk4-mu01-t025-cb256-s125-d123-noearly-2026-05-17-17-39-47/gd-r16-wk4-mu01-t025-cb256-s125-d123-noearly4ep-r16-robustness/train_config.json,176e013da26ea465f0ce2294ecab68286e740726eb31fc224d106b27961f1e2b,1184966,,,2
not_recorded,docs/artifacts/20260518-gd-batch128-ga2-probe/batch128-ga2-probe-final.csv,b128_ga2,3,true,sha256:1e288cad4b21ab2612bd7049097d1189e733d8136239d5adf3e367faf07130b5,2026-05-18T21:24:42.265283+00:00,checkpoints/flash-vqg-20260518-gd-batch128-ga2-probe-2026-05-18-18-44-21/gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-b128-ga2-probe/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260518-gd-batch128-ga2-probe-2026-05-18-18-44-21/gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-b128-ga2-probe/last.pt,1e288cad4b21ab2612bd7049097d1189e733d8136239d5adf3e367faf07130b5,8942021,,last.pt_epoch4_final,gd_residual_v1_cb256_noearly4ep_batch_accum_probe,cb256-r8-s125-d123-b128-ga2-probe,cb256-r8,cb256-r8-s125-d123-b128-ga2-probe,4,,123,float32,,262144,true,256,16,,4,0.9936767578125,0.06541332602500916,0.9675390625,not_recorded,2,float32,float32,docs/artifacts/gd-residual-v1/rank-seed-effect-summary.csv,flash,256,,float32,8,cb256-r8,gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-b128-ga2-probe,batch_accum_probe,batch_accum_probe,125,128,checkpoints/flash-vqg-20260518-gd-batch128-ga2-probe-2026-05-18-18-44-21/gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-b128-ga2-probe/train_config.json,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260518-gd-batch128-ga2-probe-2026-05-18-18-44-21/gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-b128-ga2-probe/train_config.json,cff36a1f770d86c2a05e64b11ef6e11127811335ef8d4213df4cac030c31fc23,1183942,,,2
not_recorded,docs/artifacts/20260519-gd-rank-gdn-capacity-up/flash-final.csv,b128_ga2,3,true,sha256:904da2c401dd10ff9630a37be43cccf6753f890a3dfd5711e07e45ef91e8a241,2026-05-19T07:50:42.465153+00:00,checkpoints/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r10-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r10-wk4-mu01-t025-cb256-s125-d123-noearly4ep/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r10-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r10-wk4-mu01-t025-cb256-s125-d123-noearly4ep/last.pt,904da2c401dd10ff9630a37be43cccf6753f890a3dfd5711e07e45ef91e8a241,8943045,,last.pt_epoch4_final,gd_residual_v1_cb256_noearly4ep_b128ga2,cb256-r10-s125-d123,cb256-r10,cb256-r10-s125-d123,4,,123,float32,,327680,true,256,32,,4,0.99646728515625,0.04676618427038193,0.98512109375,not_recorded,2,float32,float32,docs/artifacts/gd-residual-v1/rank-seed-effect-summary.csv,flash,256,,float32,10,cb256-r10,gd-r10-wk4-mu01-t025-cb256-s125-d123-noearly4ep,rank_search,rank_search_b128_ga2,125,128,checkpoints/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r10-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r10-wk4-mu01-t025-cb256-s125-d123-noearly4ep/train_config.json,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r10-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r10-wk4-mu01-t025-cb256-s125-d123-noearly4ep/train_config.json,d45c21f3a5180a2b1706e3ac02cd383134a3d4c329e7c5ef4ffc00645215b84d,1184198,,,2
not_recorded,docs/artifacts/20260519-gd-rank-gdn-capacity-up/flash-final.csv,b128_ga2,3,true,sha256:fe7646864e6386841dc6560e23d9e6efeaeed130bee732cbe2d5e59c3f6ec467,2026-05-19T08:24:34.032727+00:00,checkpoints/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep/last.pt,fe7646864e6386841dc6560e23d9e6efeaeed130bee732cbe2d5e59c3f6ec467,8940997,,last.pt_epoch4_final,gd_residual_v1_cb256_noearly4ep_b128ga2,cb256-r6-s125-d123,cb256-r6,cb256-r6-s125-d123,4,,123,float32,,196608,true,256,32,,4,0.979705078125,0.1457810252904892,0.89425,not_recorded,2,float32,float32,docs/artifacts/gd-residual-v1/rank-seed-effect-summary.csv,flash,256,,float32,6,cb256-r6,gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep,rank_search,rank_search_b128_ga2,125,128,checkpoints/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep/train_config.json,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r6-s125-b128-ga2-eb32-2026-05-19-05-54-14/gd-r6-wk4-mu01-t025-cb256-s125-d123-noearly4ep/train_config.json,c2d03daeaa975df2138a561e6fefb83b4050ed8e74fcdccce60452e2f68282df,1183686,,,2
not_recorded,docs/artifacts/20260519-gd-rank-gdn-capacity-up/flash-final.csv,b128_ga2,3,true,sha256:19591a79c3791aa8a1a52ff733944209cbe6c10be31303d069c5455259713d1a,2026-05-19T11:15:18.471532+00:00,checkpoints/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep/last.pt,19591a79c3791aa8a1a52ff733944209cbe6c10be31303d069c5455259713d1a,8942021,,last.pt_epoch4_final,gd_residual_v1_cb256_noearly4ep_b128ga2,cb256-r8-s126-d123,cb256-r8,cb256-r8-s126-d123,4,,123,float32,,262144,true,256,32,,4,0.97027001953125,0.2337193489074707,0.80008203125,not_recorded,2,float32,float32,docs/artifacts/gd-residual-v1/rank-seed-effect-summary.csv,flash,256,,float32,8,cb256-r8,gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep,rank_search,rank_search_b128_ga2,126,128,checkpoints/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep/train_config.json,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r8-s126-b128-ga2-eb32-2026-05-19-08-25-06/gd-r8-wk4-mu01-t025-cb256-s126-d123-noearly4ep/train_config.json,f67b32c01d1e96d7e0f6f98d520f1223cbd387773a3ad378c165e6725b6027f9,1183942,,,2
not_recorded,docs/artifacts/20260519-gd-rank-gdn-capacity-up/flash-final.csv,b64_ga4,3,true,sha256:8aa7966caa83411e95ac0030e30e07ebaff9afc30737fcc39d9a4090fd7864f6,2026-05-19T13:19:53.571442+00:00,checkpoints/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r16-s126-b64-ga4-eb16-2026-05-19-07-51-57/gd-r16-wk4-mu01-t025-cb256-s126-d123-noearly4ep/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r16-s126-b64-ga4-eb16-2026-05-19-07-51-57/gd-r16-wk4-mu01-t025-cb256-s126-d123-noearly4ep/last.pt,8aa7966caa83411e95ac0030e30e07ebaff9afc30737fcc39d9a4090fd7864f6,8946117,,last.pt_epoch4_final,gd_residual_v1_cb256_noearly4ep_b64ga4_fallback,cb256-r16-s126-d123,cb256-r16,cb256-r16-s126-d123,4,,123,float32,,524288,true,256,16,,4,0.99070703125,0.10523050278425217,0.9426953125,not_recorded,4,float32,float32,docs/artifacts/gd-residual-v1/rank-seed-effect-summary.csv,flash,256,,float32,16,cb256-r16,gd-r16-wk4-mu01-t025-cb256-s126-d123-noearly4ep,rank_anchor,b64_ga4_fp32_historical_inferred,126,64,checkpoints/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r16-s126-b64-ga4-eb16-2026-05-19-07-51-57/gd-r16-wk4-mu01-t025-cb256-s126-d123-noearly4ep/train_config.json,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r16-s126-b64-ga4-eb16-2026-05-19-07-51-57/gd-r16-wk4-mu01-t025-cb256-s126-d123-noearly4ep/train_config.json,a2d44f4ab769656c08694e2a86065d5629613630fef26c9f2b8cc30f77a7f9ba,1184966,,,2
float32,docs/artifacts/20260519-gd-r10-gdn-official-b64-fp32/flash-r10-final.csv,b64_ga4,3,true,sha256:443ea8bd8d6482e9df08577a3e075bc34fd68ca42c5793b6d39b3142037b2147,2026-05-19T21:14:14.088861+00:00,checkpoints/flash-vqg-20260519-gd-r10-gdn-official-b64-fp32-flash-r10-s123-2026-05-19-17-43-20/gd-r10-s123-d123-b64-ga4-fp32-noearly4ep/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260519-gd-r10-gdn-official-b64-fp32-flash-r10-s123-2026-05-19-17-43-20/gd-r10-s123-d123-b64-ga4-fp32-noearly4ep/last.pt,443ea8bd8d6482e9df08577a3e075bc34fd68ca42c5793b6d39b3142037b2147,8943045,,last.pt_epoch4_final,gd_residual_v1_cb256_r10_noearly4ep_b64_ga4_fp32,cb256-r10-s123-d123,cb256-r10,cb256-r10-s123-d123,4,,123,float32,,327680,true,256,16,,4,0.98174560546875,0.14956353604793549,0.89201953125,float32,4,float32,float32,docs/artifacts/gd-residual-v1/rank-seed-effect-summary.csv,flash,256,,float32,10,cb256-r10,gd-r10-s123-d123-b64-ga4-fp32-noearly4ep,r10_seed_stability_official_b64_ga4_fp32,b64_ga4_fp32_official,123,64,checkpoints/flash-vqg-20260519-gd-r10-gdn-official-b64-fp32-flash-r10-s123-2026-05-19-17-43-20/gd-r10-s123-d123-b64-ga4-fp32-noearly4ep/train_config.json,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260519-gd-r10-gdn-official-b64-fp32-flash-r10-s123-2026-05-19-17-43-20/gd-r10-s123-d123-b64-ga4-fp32-noearly4ep/train_config.json,0a42aed61895c9a330e6a4a7922893c2171ef5f3a58e1e65d56a263bb6437db6,1184198,,,2
float32,docs/artifacts/20260519-gd-r10-gdn-official-b64-fp32/flash-r10-final.csv,b64_ga4,3,true,sha256:7a748a0cfb6fac43633bc0844a63ce2f0b6e0ce8eee27134cd213fb93c93f7cf,2026-05-19T22:14:17.873500+00:00,checkpoints/flash-vqg-20260519-gd-r10-gdn-official-b64-fp32-flash-r10-s124-2026-05-19-17-43-20/gd-r10-s124-d123-b64-ga4-fp32-noearly4ep/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260519-gd-r10-gdn-official-b64-fp32-flash-r10-s124-2026-05-19-17-43-20/gd-r10-s124-d123-b64-ga4-fp32-noearly4ep/last.pt,7a748a0cfb6fac43633bc0844a63ce2f0b6e0ce8eee27134cd213fb93c93f7cf,8943045,,last.pt_epoch4_final,gd_residual_v1_cb256_r10_noearly4ep_b64_ga4_fp32,cb256-r10-s124-d123,cb256-r10,cb256-r10-s124-d123,4,,123,float32,,327680,true,256,16,,4,0.99668359375,0.04493362084031105,0.9852421875,float32,4,float32,float32,docs/artifacts/gd-residual-v1/rank-seed-effect-summary.csv,flash,256,,float32,10,cb256-r10,gd-r10-s124-d123-b64-ga4-fp32-noearly4ep,r10_seed_stability_official_b64_ga4_fp32,b64_ga4_fp32_official,124,64,checkpoints/flash-vqg-20260519-gd-r10-gdn-official-b64-fp32-flash-r10-s124-2026-05-19-17-43-20/gd-r10-s124-d123-b64-ga4-fp32-noearly4ep/train_config.json,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260519-gd-r10-gdn-official-b64-fp32-flash-r10-s124-2026-05-19-17-43-20/gd-r10-s124-d123-b64-ga4-fp32-noearly4ep/train_config.json,ddfd988e258f268333818af61cddb139c0fe01db4174baecedac1660353f8529,1184198,,,2
float32,docs/artifacts/20260519-gd-r10-gdn-official-b64-fp32/flash-r10-final.csv,b64_ga4,3,true,sha256:0f2f6d9d594b0ecbb11af94ebb2f4324b92d730c9b1d533104a91ca69c6b39b9,2026-05-20T01:00:40.279221+00:00,checkpoints/flash-vqg-20260519-gd-r10-gdn-official-b64-fp32-flash-r10-s125-2026-05-19-21-14-43/gd-r10-s125-d123-b64-ga4-fp32-noearly4ep/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260519-gd-r10-gdn-official-b64-fp32-flash-r10-s125-2026-05-19-21-14-43/gd-r10-s125-d123-b64-ga4-fp32-noearly4ep/last.pt,0f2f6d9d594b0ecbb11af94ebb2f4324b92d730c9b1d533104a91ca69c6b39b9,8943045,,last.pt_epoch4_final,gd_residual_v1_cb256_r10_noearly4ep_b64_ga4_fp32,cb256-r10-s125-d123,cb256-r10,cb256-r10-s125-d123,4,,123,float32,,327680,true,256,16,,4,0.99725146484375,0.039301443845033646,0.99073046875,float32,4,float32,float32,docs/artifacts/gd-residual-v1/rank-seed-effect-summary.csv,flash,256,,float32,10,cb256-r10,gd-r10-s125-d123-b64-ga4-fp32-noearly4ep,r10_seed_stability_official_b64_ga4_fp32,b64_ga4_fp32_official,125,64,checkpoints/flash-vqg-20260519-gd-r10-gdn-official-b64-fp32-flash-r10-s125-2026-05-19-21-14-43/gd-r10-s125-d123-b64-ga4-fp32-noearly4ep/train_config.json,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260519-gd-r10-gdn-official-b64-fp32-flash-r10-s125-2026-05-19-21-14-43/gd-r10-s125-d123-b64-ga4-fp32-noearly4ep/train_config.json,7be09050e0c50c57823780272007f138822b8e053bfd177f26591a812988f9b7,1184198,,,2
float32,docs/artifacts/20260519-gd-r10-gdn-official-b64-fp32/flash-r10-final.csv,b64_ga4,3,true,sha256:d6c4ce3ec3b2805a2b23b6dc5cc15f2ef2d5769569c074c0796c509d79856b4a,2026-05-20T03:39:00.094897+00:00,checkpoints/flash-vqg-20260519-gd-r10-gdn-official-b64-fp32-flash-r10-s126-2026-05-19-22-14-47/gd-r10-s126-d123-b64-ga4-fp32-noearly4ep/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260519-gd-r10-gdn-official-b64-fp32-flash-r10-s126-2026-05-19-22-14-47/gd-r10-s126-d123-b64-ga4-fp32-noearly4ep/last.pt,d6c4ce3ec3b2805a2b23b6dc5cc15f2ef2d5769569c074c0796c509d79856b4a,8943045,,last.pt_epoch4_final,gd_residual_v1_cb256_r10_noearly4ep_b64_ga4_fp32,cb256-r10-s126-d123,cb256-r10,cb256-r10-s126-d123,4,,123,float32,,327680,true,256,16,,4,0.96753125,0.24004417657852173,0.7871953125,float32,4,float32,float32,docs/artifacts/gd-residual-v1/rank-seed-effect-summary.csv,flash,256,,float32,10,cb256-r10,gd-r10-s126-d123-b64-ga4-fp32-noearly4ep,r10_seed_stability_official_b64_ga4_fp32,b64_ga4_fp32_official,126,64,checkpoints/flash-vqg-20260519-gd-r10-gdn-official-b64-fp32-flash-r10-s126-2026-05-19-22-14-47/gd-r10-s126-d123-b64-ga4-fp32-noearly4ep/train_config.json,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260519-gd-r10-gdn-official-b64-fp32-flash-r10-s126-2026-05-19-22-14-47/gd-r10-s126-d123-b64-ga4-fp32-noearly4ep/train_config.json,919c5c08a7aec30828a3da67753260e6a559a67badf804e04702b5762a83e88d,1184198,,,2
