variant,variant_kind,description,completed_machines,completed_count,final_1024x256_2080ti,final_1024x256_3090,final_gap,final_gap_percentage_points,final_within_4pp,best_1024x256_2080ti,best_1024x256_3090,best_gap,best_gap_percentage_points,best_within_4pp,fox_remote_read_topk,fox_remote_read_topk_initial,fox_remote_read_topk_final,release_start,release_end,schedule,dense_read_chunked
baseline-r2,fixed,"default-dropout fixed read_topk=2, no update_norm_cap, training-minibatch event trace enabled","2080ti,3090",2,0.664,0.786,0.122,12.2,False,0.664,0.786,0.122,12.2,False,2,,,0,0,linear_int,False
ucap0p5-r2,fixed,"default-dropout fixed read_topk=2, update_norm_cap=0.5, training-minibatch event trace enabled","2080ti,3090",2,0.827,0.542,0.2849999999999999,28.499999999999993,False,0.827,0.542,0.2849999999999999,28.499999999999993,False,2,,,0,0,linear_int,False
