target,machine,optimizer_step,micro_step,layer_idx,records,update_norm_max,update_norm_mean,update_norm_p95,err_norm_mean,err_norm_p95,actual_cap_hit_ratio,hypothetical_cap_hit_ratio,actual_cap_scale_mean,actual_cap_scale_min,hypothetical_cap_scale_mean,hypothetical_cap_scale_min,top_code_idx,top_code_share,top_head_idx,top_head_share
baseline-r2,3090,512,3,1,64,0.9939303398132324,0.7773823020979762,0.9114795327186584,2.586634874343872,3.105834722518921,0.0,1.0,1.0,1.0,0.6478139224025107,0.5030533629690327,39,1.0,0,1.0
baseline-r2,3090,703,0,1,64,4.045694351196289,3.011963278055191,3.8367819786071777,10.083345100283623,12.102193832397461,0.0,1.0,1.0,1.0,0.168847307030898,0.12358817957964442,39,1.0,0,1.0
baseline-r2,3090,703,1,1,64,3.9856367111206055,3.065601848065853,3.7633790969848633,9.977680958807468,11.332157135009766,0.0,1.0,1.0,1.0,0.16561621513625632,0.12545047033637433,39,1.0,0,1.0
baseline-r2,3090,703,2,1,64,4.083294868469238,3.1026761680841446,3.790172576904297,10.194094605743885,11.890093803405762,0.0,1.0,1.0,1.0,0.162996132174096,0.12245013306801475,39,1.0,0,1.0
ucap0p5-r2,2080ti,0,0,1,64,0.20476563274860382,0.1632864624261856,0.18983934819698334,0.7720012944191694,0.8808113932609558,0.0,0.0,1.0,1.0,1.0,1.0,11,0.078125,0,0.578125
ucap0p5-r2,2080ti,0,1,1,64,0.19053135812282562,0.16089331964030862,0.17969681322574615,0.7472099252045155,0.8613194823265076,0.0,0.0,1.0,1.0,1.0,1.0,30,0.125,1,0.515625
ucap0p5-r2,2080ti,0,2,1,64,0.21929703652858734,0.16588077740743756,0.17968197166919708,0.7485168473795056,0.8390737771987915,0.0,0.0,1.0,1.0,1.0,1.0,30,0.109375,0,0.625
ucap0p5-r2,2080ti,0,3,1,64,0.18981175124645233,0.15993148717097938,0.17269368469715118,0.7290983060374856,0.8303217887878418,0.0,0.0,1.0,1.0,1.0,1.0,48,0.078125,0,0.640625
ucap0p5-r2,2080ti,1,0,1,64,0.2379445880651474,0.17179965181276202,0.18706537783145905,0.7361533679068089,0.8463762402534485,0.0,0.0,1.0,1.0,1.0,1.0,30,0.09375,0,0.515625
ucap0p5-r2,2080ti,1,1,1,64,0.21613763272762299,0.1734678230714053,0.1929074227809906,0.7553258705884218,0.8499045968055725,0.0,0.0,1.0,1.0,1.0,1.0,30,0.109375,0,0.5625
ucap0p5-r2,2080ti,1,2,1,64,0.19330456852912903,0.1670084702782333,0.1915370523929596,0.7398354690521955,0.8383541703224182,0.0,0.0,1.0,1.0,1.0,1.0,30,0.078125,0,0.53125
ucap0p5-r2,2080ti,1,3,1,64,0.20841169357299805,0.1656248120125383,0.18409956991672516,0.7376426933333278,0.8716497421264648,0.0,0.0,1.0,1.0,1.0,1.0,29,0.09375,0,0.53125
ucap0p5-r2,2080ti,2,0,1,64,0.21878933906555176,0.16775811789557338,0.1956891268491745,0.7591536985710263,0.8670920729637146,0.0,0.0,1.0,1.0,1.0,1.0,41,0.0625,0,0.515625
ucap0p5-r2,2080ti,2,1,1,64,0.23399700224399567,0.18249305826611817,0.20035119354724884,0.7410924276337028,0.8699074387550354,0.0,0.0,1.0,1.0,1.0,1.0,30,0.109375,0,0.625
ucap0p5-r2,2080ti,2,2,1,64,0.19598692655563354,0.16823871433734894,0.18099844455718994,0.7414605468511581,0.8264856934547424,0.0,0.0,1.0,1.0,1.0,1.0,34,0.09375,0,0.515625
ucap0p5-r2,2080ti,2,3,1,64,0.2253974825143814,0.18197272601537406,0.20454497635364532,0.7636657878756523,0.944364607334137,0.0,0.0,1.0,1.0,1.0,1.0,30,0.109375,0,0.625
ucap0p5-r2,2080ti,4,0,1,64,0.2023746818304062,0.17223429353907704,0.1979561746120453,0.7526562726125121,0.8792635798454285,0.0,0.0,1.0,1.0,1.0,1.0,32,0.09375,1,0.546875
ucap0p5-r2,2080ti,4,1,1,64,0.22657644748687744,0.17437254963442683,0.19485469162464142,0.7458320697769523,0.8644846677780151,0.0,0.0,1.0,1.0,1.0,1.0,30,0.0625,0,0.59375
ucap0p5-r2,2080ti,4,2,1,64,0.2123953402042389,0.18590215547010303,0.202682226896286,0.7573779253289104,0.8540290594100952,0.0,0.0,1.0,1.0,1.0,1.0,30,0.078125,1,0.515625
ucap0p5-r2,2080ti,4,3,1,64,0.21505123376846313,0.183833863819018,0.21221740543842316,0.7515339720994234,0.8808044195175171,0.0,0.0,1.0,1.0,1.0,1.0,34,0.09375,0,0.515625
ucap0p5-r2,2080ti,8,0,1,64,0.22751964628696442,0.1798391519114375,0.2104632705450058,0.776121093891561,0.891016960144043,0.0,0.0,1.0,1.0,1.0,1.0,28,0.0625,0,0.625
ucap0p5-r2,2080ti,8,1,1,64,0.24328398704528809,0.18080819793976843,0.2076345682144165,0.7513126349076629,0.8566462397575378,0.0,0.0,1.0,1.0,1.0,1.0,32,0.109375,0,0.5625
ucap0p5-r2,2080ti,8,2,1,64,0.2516811490058899,0.18099086545407772,0.2262127846479416,0.7533918051049113,0.8917890787124634,0.0,0.0,1.0,1.0,1.0,1.0,48,0.09375,0,0.609375
ucap0p5-r2,2080ti,8,3,1,64,0.22726039588451385,0.1806403852533549,0.2033805251121521,0.7540719313547015,0.8576652407646179,0.0,0.0,1.0,1.0,1.0,1.0,48,0.0625,0,0.5
ucap0p5-r2,2080ti,16,0,1,64,0.22388169169425964,0.1907956174109131,0.20748937129974365,0.7721612127497792,0.8650603294372559,0.0,0.0,1.0,1.0,1.0,1.0,59,0.1875,0,0.546875
ucap0p5-r2,2080ti,16,1,1,64,0.21515053510665894,0.18060837127268314,0.1981891691684723,0.7676846403628588,0.9158772826194763,0.0,0.0,1.0,1.0,1.0,1.0,52,0.171875,1,0.515625
ucap0p5-r2,2080ti,16,2,1,64,0.25057029724121094,0.20060904417186975,0.22033226490020752,0.7654718589037657,0.8504884839057922,0.0,0.0,1.0,1.0,1.0,1.0,39,0.171875,0,0.5625
ucap0p5-r2,2080ti,16,3,1,64,0.2315961718559265,0.198358200956136,0.2186877429485321,0.7543120943009853,0.8702927827835083,0.0,0.0,1.0,1.0,1.0,1.0,52,0.21875,1,0.53125
ucap0p5-r2,2080ti,24,0,1,64,0.2590925991535187,0.21049144840799272,0.23226170241832733,0.743890275247395,0.8306028246879578,0.0,0.0,1.0,1.0,1.0,1.0,39,0.9375,0,0.9375
ucap0p5-r2,2080ti,24,1,1,64,0.25158554315567017,0.21738771558739245,0.24049217998981476,0.7459081569686532,0.831820547580719,0.0,0.0,1.0,1.0,1.0,1.0,39,0.921875,0,0.953125
ucap0p5-r2,2080ti,24,2,1,64,0.29181042313575745,0.2284519204404205,0.24835464358329773,0.7756347618997097,0.8933493494987488,0.0,0.0,1.0,1.0,1.0,1.0,39,0.9375,0,0.96875
ucap0p5-r2,2080ti,24,3,1,64,0.2834945619106293,0.21251786779612303,0.23538504540920258,0.7477373406291008,0.8520940542221069,0.0,0.0,1.0,1.0,1.0,1.0,39,0.9375,0,0.96875
ucap0p5-r2,2080ti,32,0,1,64,0.33025431632995605,0.2631805769633502,0.3054639399051666,0.7687170132994652,0.9084036350250244,0.0,0.0,1.0,1.0,1.0,1.0,39,1.0,0,1.0
ucap0p5-r2,2080ti,32,1,1,64,0.3024592697620392,0.26603717589750886,0.2903580069541931,0.7717313040047884,0.8642774224281311,0.0,0.0,1.0,1.0,1.0,1.0,39,1.0,0,1.0
ucap0p5-r2,2080ti,32,2,1,64,0.36203667521476746,0.28335002809762955,0.30908939242362976,0.8165136519819498,0.9411026239395142,0.0,0.0,1.0,1.0,1.0,1.0,39,1.0,0,1.0
ucap0p5-r2,2080ti,32,3,1,64,0.33217525482177734,0.2631083589512855,0.2865680456161499,0.7750416910275817,0.8910239338874817,0.0,0.0,1.0,1.0,1.0,1.0,39,1.0,0,1.0
ucap0p5-r2,2080ti,48,0,1,64,0.4867079257965088,0.3941016411408782,0.44704383611679077,1.299012852832675,1.5043827295303345,0.0,0.0,1.0,1.0,1.0,1.0,50,0.625,1,0.625
ucap0p5-r2,2080ti,48,1,1,64,0.6025961637496948,0.41028574481606483,0.4944087862968445,1.371442780829966,1.6876331567764282,0.046875,0.046875,0.9958954732167166,0.8297431156786151,0.9958954733094961,0.829743085134689,50,0.671875,1,0.671875
ucap0p5-r2,2080ti,48,2,1,64,0.49423664808273315,0.38469558907672763,0.4604213535785675,1.3000343535095453,1.567747712135315,0.0,0.0,1.0,1.0,1.0,1.0,50,0.703125,1,0.703125
ucap0p5-r2,2080ti,48,3,1,64,0.5373546481132507,0.3981371116824448,0.48169100284576416,1.333274175412953,1.5985506772994995,0.046875,0.046875,0.9980953899885162,0.9304842130344936,0.9980953899378033,0.9304841816397985,50,0.625,1,0.625
ucap0p5-r2,2080ti,64,0,1,64,0.5938622355461121,0.318532831966877,0.3986073136329651,1.106508699245751,1.408604383468628,0.015625,0.015625,0.9975304076840088,0.8419460917765651,0.9975304079925889,0.8419461115256859,50,0.90625,1,0.90625
ucap0p5-r2,2080ti,64,1,1,64,0.387870728969574,0.31330912094563246,0.3647218346595764,1.1588108707219362,1.480789065361023,0.0,0.0,1.0,1.0,1.0,1.0,50,0.921875,1,0.921875
ucap0p5-r2,2080ti,64,2,1,64,0.468680739402771,0.3176950472407043,0.39179715514183044,1.1861273739486933,1.492017149925232,0.0,0.0,1.0,1.0,1.0,1.0,50,0.921875,1,0.921875
ucap0p5-r2,2080ti,64,3,1,64,0.39675626158714294,0.30320747662335634,0.3708338141441345,1.2178274737671018,1.5139998197555542,0.0,0.0,1.0,1.0,1.0,1.0,50,0.96875,1,0.96875
ucap0p5-r2,2080ti,96,0,1,64,0.5222616791725159,0.35786187509074807,0.4258299469947815,1.0138368383049965,1.4627429246902466,0.015625,0.015625,0.9993339757036591,0.9573744450341846,0.9993339761446375,0.9573744732568015,50,0.78125,1,0.78125
ucap0p5-r2,2080ti,96,1,1,64,0.4897764027118683,0.36926445504650474,0.45113304257392883,1.0522681064903736,1.42216157913208,0.0,0.0,1.0,1.0,1.0,1.0,50,0.75,1,0.75
ucap0p5-r2,2080ti,96,2,1,64,0.5017364621162415,0.3317298614419997,0.43985429406166077,0.9746485287323594,1.3960158824920654,0.015625,0.015625,0.9999459233229264,0.9965390926672892,0.9999459233629308,0.9965390952275676,50,0.71875,1,0.71875
ucap0p5-r2,2080ti,96,3,1,64,0.5087187886238098,0.33611052529886365,0.43978965282440186,1.0532025462016463,1.3878589868545532,0.015625,0.015625,0.9997322073295014,0.9828612690880913,0.9997322075077755,0.9828612804976282,50,0.75,1,0.75
ucap0p5-r2,2080ti,128,0,1,64,0.3868238031864166,0.26010647625662386,0.3549414277076721,0.7568086739629507,0.9600643515586853,0.0,0.0,1.0,1.0,1.0,1.0,50,0.71875,1,0.71875
ucap0p5-r2,2080ti,128,1,1,64,0.4581747353076935,0.31399006117135286,0.41321852803230286,0.7393379285931587,0.8666787147521973,0.0,0.0,1.0,1.0,1.0,1.0,50,0.75,1,0.75
ucap0p5-r2,2080ti,128,2,1,64,0.5151196122169495,0.30177718214690685,0.4290657043457031,0.7604141966439784,0.9585795998573303,0.015625,0.015625,0.9995413804172293,0.9706483467026712,0.9995413804186699,0.9706483467948768,50,0.671875,1,0.671875
ucap0p5-r2,2080ti,128,3,1,64,0.4029461443424225,0.2629626551643014,0.34202682971954346,0.7662821523845196,0.9486162066459656,0.0,0.0,1.0,1.0,1.0,1.0,50,0.671875,1,0.671875
ucap0p5-r2,2080ti,192,0,1,64,0.7755034565925598,0.40406186506152153,0.5775771141052246,1.6850293623283505,2.3035836219787598,0.125,0.125,0.9832567199639214,0.644742425827547,0.9832567217095983,0.6447424518220993,50,0.703125,1,0.703125
ucap0p5-r2,2080ti,192,1,1,64,0.6377994418144226,0.42586754728108644,0.5710610151290894,1.3460766123607755,1.9247522354125977,0.125,0.125,0.9872670521566205,0.7839455076768733,0.9872670519493983,0.7839454963735804,50,0.796875,1,0.796875
ucap0p5-r2,2080ti,192,2,1,64,0.8274511694908142,0.3808683445677161,0.5007694959640503,1.5579196773469448,2.2871131896972656,0.0625,0.0625,0.9927859263059307,0.6042652654661006,0.9927859269061772,0.6042652647499227,50,0.640625,1,0.640625
ucap0p5-r2,2080ti,192,3,1,64,1.1736143827438354,0.48660886846482754,0.7452425360679626,1.7413062155246735,2.412564754486084,0.3125,0.3125,0.9386414351758001,0.4260342774760443,0.9386414364325475,0.4260343153183177,50,0.65625,1,0.65625
ucap0p5-r2,2080ti,256,0,1,64,0.6165981292724609,0.4777398589067161,0.545905590057373,1.3088884400203824,1.7148760557174683,0.234375,0.234375,0.9851303874969942,0.8109009608852149,0.9851303849971844,0.8109009357358287,39,1.0,0,1.0
ucap0p5-r2,2080ti,256,1,1,64,0.7652920484542847,0.5522614819929004,0.6343851089477539,1.4121726863086224,1.8920506238937378,1.0,1.0,0.9110436414216492,0.6533453276480867,0.9110436367107076,0.6533453483671834,39,1.0,0,1.0
ucap0p5-r2,2080ti,256,2,1,64,0.8663365244865417,0.5057689351961017,0.6400750875473022,1.305078118108213,1.7468528747558594,0.34375,0.34375,0.9630078388455072,0.5771429759541913,0.9630078394069708,0.5771429298751299,39,1.0,0,1.0
ucap0p5-r2,2080ti,256,3,1,64,0.7054383754730225,0.4965458484366536,0.6075838208198547,1.315007071942091,1.673325538635254,0.34375,0.34375,0.9665281197429278,0.708779131843978,0.9665281191908535,0.7087791327835427,39,1.0,0,1.0
ucap0p5-r2,2080ti,384,0,1,64,2.0319454669952393,1.8539917096495628,1.983586311340332,2.1277019288390875,2.3724091053009033,1.0,1.0,0.2700256133228231,0.2460695924491469,0.27002561365165284,0.24606959592246355,39,1.0,0,1.0
ucap0p5-r2,2080ti,384,1,1,64,2.4678955078125,1.8841349612921476,2.128997802734375,2.096808396279812,2.3285629749298096,1.0,1.0,0.2666214339155812,0.20260177111038247,0.2666214351712651,0.20260177078696145,39,1.0,0,1.0
ucap0p5-r2,2080ti,384,2,1,64,2.464642286300659,2.072060529142618,2.361041784286499,2.3030995689332485,2.6083128452301025,1.0,1.0,0.2420798739247385,0.2028691982498508,0.2420798752059827,0.2028691963856882,39,1.0,0,1.0
ucap0p5-r2,2080ti,384,3,1,64,2.3864028453826904,1.9931240901350975,2.2251930236816406,2.1955668702721596,2.4407825469970703,1.0,1.0,0.2518100480205603,0.20952037709678725,0.251810049234884,0.20952036701071675,39,1.0,0,1.0
ucap0p5-r2,2080ti,512,0,1,64,0.3250836431980133,0.23579514562152326,0.27875521779060364,2.012553596869111,2.441397190093994,0.0,0.0,1.0,1.0,1.0,1.0,50,0.984375,1,0.984375
ucap0p5-r2,2080ti,512,1,1,64,0.3202691674232483,0.24180593970231712,0.28482750058174133,2.047927163541317,2.4644615650177,0.0,0.0,1.0,1.0,1.0,1.0,50,0.984375,1,0.984375
ucap0p5-r2,2080ti,512,2,1,64,0.35761967301368713,0.22149933432228863,0.29997262358665466,2.11828557215631,2.490770101547241,0.0,0.0,1.0,1.0,1.0,1.0,50,0.953125,1,0.953125
ucap0p5-r2,2080ti,512,3,1,64,0.2873128056526184,0.20846774335950613,0.24993741512298584,2.0207104310393333,2.3034512996673584,0.0,0.0,1.0,1.0,1.0,1.0,50,0.984375,1,0.984375
ucap0p5-r2,2080ti,703,0,1,64,0.6059706807136536,0.4917369126342237,0.5512511730194092,2.695736013352871,3.1813576221466064,0.375,0.375,0.9768167191828679,0.8251223897497545,0.9768167189397009,0.8251224290441717,50,1.0,1,1.0
ucap0p5-r2,2080ti,703,1,1,64,0.7231005430221558,0.5260422807186842,0.5669811964035034,2.965142797678709,3.9470338821411133,0.78125,0.78125,0.9517886905768123,0.6914667484977668,0.9517886953424477,0.6914667743302746,50,1.0,1,1.0
ucap0p5-r2,2080ti,703,2,1,64,0.680311918258667,0.5062296041287482,0.6018736362457275,2.7183254286646843,3.238595962524414,0.46875,0.46875,0.9657532341778018,0.7349569998678577,0.9657532334108806,0.7349569904343362,50,1.0,1,1.0
ucap0p5-r2,3090,0,0,1,64,0.2202511429786682,0.16495453868992627,0.18914736807346344,0.7830238100141287,0.9427764415740967,0.0,0.0,1.0,1.0,1.0,1.0,37,0.078125,0,0.609375
ucap0p5-r2,3090,0,1,1,64,0.1909554898738861,0.1587509368546307,0.17375797033309937,0.7468147119507194,0.8853175044059753,0.0,0.0,1.0,1.0,1.0,1.0,30,0.09375,1,0.515625
ucap0p5-r2,3090,0,2,1,64,0.2233160138130188,0.16758613125421107,0.19029639661312103,0.7623870084062219,0.870532751083374,0.0,0.0,1.0,1.0,1.0,1.0,30,0.125,0,0.65625
ucap0p5-r2,3090,0,3,1,64,0.20007893443107605,0.15989222028292716,0.17908936738967896,0.7557365521788597,0.9116650819778442,0.0,0.0,1.0,1.0,1.0,1.0,19,0.078125,0,0.53125
ucap0p5-r2,3090,1,0,1,64,0.20715850591659546,0.1726407497189939,0.19726330041885376,0.7370747225359082,0.8411670923233032,0.0,0.0,1.0,1.0,1.0,1.0,30,0.09375,1,0.515625
ucap0p5-r2,3090,1,1,1,64,0.21251842379570007,0.17290194472298026,0.19247671961784363,0.7643040297552943,0.8839158415794373,0.0,0.0,1.0,1.0,1.0,1.0,57,0.078125,0,0.59375
ucap0p5-r2,3090,1,2,1,64,0.19928616285324097,0.16574887977913022,0.18931764364242554,0.7613845523446798,0.863853394985199,0.0,0.0,1.0,1.0,1.0,1.0,33,0.078125,0,0.625
ucap0p5-r2,3090,1,3,1,64,0.19523538649082184,0.16112229181453586,0.18318669497966766,0.732395039871335,0.8522410988807678,0.0,0.0,1.0,1.0,1.0,1.0,30,0.0625,0,0.53125
ucap0p5-r2,3090,2,0,1,64,0.19820533692836761,0.17144543584436178,0.19163261353969574,0.7398366685956717,0.8713462948799133,0.0,0.0,1.0,1.0,1.0,1.0,32,0.078125,0,0.640625
ucap0p5-r2,3090,2,1,1,64,0.20293787121772766,0.18083365284837782,0.1954759955406189,0.7594611616805196,0.8634693622589111,0.0,0.0,1.0,1.0,1.0,1.0,30,0.109375,1,0.53125
ucap0p5-r2,3090,2,2,1,64,0.2134978324174881,0.1693077557720244,0.18990786373615265,0.7300394363701344,0.8234597444534302,0.0,0.0,1.0,1.0,1.0,1.0,30,0.078125,0,0.546875
ucap0p5-r2,3090,2,3,1,64,0.20856259763240814,0.1798502083402127,0.19413670897483826,0.7516103321686387,0.8536335825920105,0.0,0.0,1.0,1.0,1.0,1.0,30,0.09375,0,0.5625
ucap0p5-r2,3090,4,0,1,64,0.20797523856163025,0.17031192453578115,0.1906057596206665,0.7493239641189575,0.8987513780593872,0.0,0.0,1.0,1.0,1.0,1.0,30,0.09375,0,0.5625
ucap0p5-r2,3090,4,1,1,64,0.23619145154953003,0.1740271495655179,0.20202359557151794,0.7453208258375525,0.8648543357849121,0.0,0.0,1.0,1.0,1.0,1.0,41,0.078125,0,0.53125
ucap0p5-r2,3090,4,2,1,64,0.20341087877750397,0.18642073054797947,0.20035001635551453,0.7603133423253894,0.8673425912857056,0.0,0.0,1.0,1.0,1.0,1.0,30,0.109375,0,0.515625
ucap0p5-r2,3090,4,3,1,64,0.21989747881889343,0.1860030700918287,0.20880073308944702,0.7538038128986955,0.898112416267395,0.0,0.0,1.0,1.0,1.0,1.0,11,0.078125,1,0.546875
ucap0p5-r2,3090,8,0,1,64,0.22781862318515778,0.1808000272139907,0.19687087833881378,0.7638969961553812,0.858959972858429,0.0,0.0,1.0,1.0,1.0,1.0,11,0.09375,0,0.5625
ucap0p5-r2,3090,8,1,1,64,0.24708734452724457,0.17654188419692218,0.19664844870567322,0.7500545382499695,0.8357976675033569,0.0,0.0,1.0,1.0,1.0,1.0,19,0.078125,0,0.515625
ucap0p5-r2,3090,8,2,1,64,0.248381569981575,0.18156027095392346,0.2075175940990448,0.7536958903074265,0.8810485601425171,0.0,0.0,1.0,1.0,1.0,1.0,48,0.09375,1,0.515625
ucap0p5-r2,3090,8,3,1,64,0.2340187281370163,0.18262161826714873,0.20543165504932404,0.7440786566585302,0.841318666934967,0.0,0.0,1.0,1.0,1.0,1.0,30,0.109375,1,0.5
ucap0p5-r2,3090,16,0,1,64,0.25403979420661926,0.1936286126729101,0.21601265668869019,0.7741660233587027,0.8931806087493896,0.0,0.0,1.0,1.0,1.0,1.0,52,0.140625,0,0.5625
ucap0p5-r2,3090,16,1,1,64,0.22779497504234314,0.1854845774360001,0.21156349778175354,0.766673332080245,0.8813467025756836,0.0,0.0,1.0,1.0,1.0,1.0,39,0.15625,0,0.625
ucap0p5-r2,3090,16,2,1,64,0.26838985085487366,0.20643290714360774,0.22759297490119934,0.7909180643036962,0.8991479873657227,0.0,0.0,1.0,1.0,1.0,1.0,39,0.203125,0,0.546875
ucap0p5-r2,3090,16,3,1,64,0.22648507356643677,0.19939493876881897,0.21461759507656097,0.7640636498108506,0.8690189123153687,0.0,0.0,1.0,1.0,1.0,1.0,5,0.15625,0,0.578125
ucap0p5-r2,3090,24,0,1,64,0.2483789175748825,0.21482017845846713,0.24375876784324646,0.7446782849729061,0.845571756362915,0.0,0.0,1.0,1.0,1.0,1.0,39,0.9375,0,0.984375
ucap0p5-r2,3090,24,1,1,64,0.26182258129119873,0.22044736868701875,0.24274592101573944,0.7479784600436687,0.8475996851921082,0.0,0.0,1.0,1.0,1.0,1.0,39,0.90625,0,0.96875
ucap0p5-r2,3090,24,2,1,64,0.26361313462257385,0.2278773714788258,0.2583228349685669,0.7660209480673075,0.8768146634101868,0.0,0.0,1.0,1.0,1.0,1.0,39,0.9375,0,0.984375
ucap0p5-r2,3090,24,3,1,64,0.2863815128803253,0.21385073754936457,0.24371598660945892,0.7431848850101233,0.8520534634590149,0.0,0.0,1.0,1.0,1.0,1.0,39,0.890625,0,0.96875
ucap0p5-r2,3090,32,0,1,64,0.34107333421707153,0.2662268984131515,0.305585652589798,0.7757495539262891,0.9309611916542053,0.0,0.0,1.0,1.0,1.0,1.0,39,0.984375,0,0.984375
ucap0p5-r2,3090,32,1,1,64,0.2964016795158386,0.2657013712450862,0.28930070996284485,0.7809608019888401,0.9084380865097046,0.0,0.0,1.0,1.0,1.0,1.0,39,1.0,0,1.0
ucap0p5-r2,3090,32,2,1,64,0.3360608220100403,0.2860698658041656,0.3186262845993042,0.810387852601707,0.921626091003418,0.0,0.0,1.0,1.0,1.0,1.0,39,1.0,0,1.0
ucap0p5-r2,3090,32,3,1,64,0.31855258345603943,0.26776113640516996,0.28952929377555847,0.782654881477356,0.9000825881958008,0.0,0.0,1.0,1.0,1.0,1.0,39,1.0,0,1.0
ucap0p5-r2,3090,48,0,1,64,0.5898464322090149,0.4679204192943871,0.5381309986114502,1.4661931674927473,1.7905069589614868,0.203125,0.203125,0.9873312839729743,0.8476782726172439,0.9873312841342456,0.8476782645399178,39,0.921875,0,0.921875
ucap0p5-r2,3090,48,1,1,64,0.5662322640419006,0.47667450178414583,0.5469112396240234,1.5068964939564466,1.7420541048049927,0.265625,0.265625,0.9836495031490696,0.8830298623244015,0.9836495055273233,0.8830298655729736,39,0.859375,0,0.859375
ucap0p5-r2,3090,48,2,1,64,0.6132751107215881,0.4641902856528759,0.5582613348960876,1.52714772708714,1.842830777168274,0.1875,0.1875,0.9866054536290728,0.8152948040913494,0.9866054517021589,0.8152947857474486,39,0.859375,0,0.859375
ucap0p5-r2,3090,48,3,1,64,0.5924432277679443,0.46578759141266346,0.538064181804657,1.4790578614920378,1.7714871168136597,0.203125,0.203125,0.9892367229049344,0.8439627611975545,0.9892367219112694,0.8439627234558352,39,0.90625,0,0.90625
ucap0p5-r2,3090,64,0,1,64,0.46249422430992126,0.33546748850494623,0.41164058446884155,1.179143345914781,1.4980151653289795,0.0,0.0,1.0,1.0,1.0,1.0,50,0.6875,1,0.6875
ucap0p5-r2,3090,64,1,1,64,0.41162803769111633,0.3346106209792197,0.38431429862976074,1.244166886433959,1.5402650833129883,0.0,0.0,1.0,1.0,1.0,1.0,50,0.59375,1,0.59375
ucap0p5-r2,3090,64,2,1,64,0.47055840492248535,0.33418472995981574,0.4256177544593811,1.2355447048321366,1.5345149040222168,0.0,0.0,1.0,1.0,1.0,1.0,50,0.71875,1,0.71875
ucap0p5-r2,3090,64,3,1,64,0.46378782391548157,0.3198735835030675,0.3818986713886261,1.271946151740849,1.5984370708465576,0.0,0.0,1.0,1.0,1.0,1.0,50,0.609375,1,0.609375
ucap0p5-r2,3090,96,0,1,64,0.5755378007888794,0.39117008401080966,0.4942879378795624,0.970707050524652,1.2949743270874023,0.046875,0.046875,0.9965862995845497,0.8687526302702973,0.996586300414675,0.8687526680517924,50,0.59375,1,0.59375
ucap0p5-r2,3090,96,1,1,64,0.4755936861038208,0.36441792780533433,0.4568817913532257,1.0720244348049164,1.3837865591049194,0.0,0.0,1.0,1.0,1.0,1.0,50,0.703125,1,0.703125
ucap0p5-r2,3090,96,2,1,64,0.5404607057571411,0.33794422587379813,0.4251936674118042,0.9961412539705634,1.2699053287506104,0.015625,0.015625,0.9988302592844963,0.9251365942077621,0.9988302599602136,0.925136637453672,50,0.65625,1,0.65625
ucap0p5-r2,3090,96,3,1,64,0.5333306193351746,0.3425780339166522,0.4609738290309906,1.0443217558786273,1.3744456768035889,0.015625,0.015625,0.9990235125069428,0.9375048004443387,0.9990235120425651,0.9375047707241655,50,0.640625,1,0.640625
ucap0p5-r2,3090,128,0,1,64,0.3923811614513397,0.26380465226247907,0.35268667340278625,0.7688212972134352,0.9455408453941345,0.0,0.0,1.0,1.0,1.0,1.0,50,0.625,1,0.625
ucap0p5-r2,3090,128,1,1,64,0.37462928891181946,0.30078739300370216,0.3460821509361267,0.7304452732205391,0.8750911951065063,0.0,0.0,1.0,1.0,1.0,1.0,50,0.53125,1,0.53125
ucap0p5-r2,3090,128,2,1,64,0.5544969439506531,0.2791087022051215,0.37760597467422485,0.7664685044437647,0.9502803087234497,0.015625,0.015625,0.9984643467556716,0.901718192362984,0.998464347263734,0.9017182248789761,50,0.65625,1,0.65625
ucap0p5-r2,3090,128,3,1,64,0.5104148983955383,0.26809349399991333,0.3743993639945984,0.7653589844703674,0.9912603497505188,0.015625,0.015625,0.9996811759914185,0.979595263450786,0.999681175475203,0.9795952304129895,50,0.515625,1,0.515625
ucap0p5-r2,3090,192,0,1,64,1.3660582304000854,0.6971850795671344,0.8840279579162598,3.0442116260528564,3.9845848083496094,1.0,1.0,0.7394500715919702,0.3660165969182479,0.739450076469805,0.366016608130652,39,0.796875,0,0.796875
ucap0p5-r2,3090,192,1,1,64,1.3387069702148438,0.7703015450388193,1.1044658422470093,2.6825158912688494,3.8958470821380615,1.0,1.0,0.6700628244257127,0.3734947562238298,0.6700628237709871,0.37349473120301824,39,0.640625,0,0.640625
ucap0p5-r2,3090,192,2,1,64,1.6896661520004272,0.75009785592556,1.005228877067566,3.010773291811347,3.8884928226470947,1.0,1.0,0.6967471630227733,0.2959164291100756,0.6967471605171025,0.2959164444455733,39,0.703125,0,0.703125
ucap0p5-r2,3090,192,3,1,64,1.1857225894927979,0.7286253673955798,1.0066313743591309,2.9328467808663845,3.8018224239349365,1.0,1.0,0.7075019252689833,0.4216837800112923,0.7075019242014262,0.42168379385761634,39,0.71875,0,0.71875
ucap0p5-r2,3090,256,0,1,64,1.279707431793213,0.7301768083125353,1.0478252172470093,3.264578765258193,4.67855167388916,1.0,1.0,0.7035980432154301,0.3907143122858452,0.7035980451844235,0.3907143051434546,39,0.890625,0,0.890625
ucap0p5-r2,3090,256,1,1,64,1.7845834493637085,0.7753605367615819,1.035387635231018,2.6860574763268232,3.8395681381225586,1.0,1.0,0.6701694363090152,0.28017741232239746,0.6701694397796566,0.28017742749899116,39,0.828125,0,0.828125
