target,machine,optimizer_step,micro_step,layer_idx,records,update_norm_max,update_norm_mean,update_norm_p95,err_norm_mean,err_norm_p95,actual_cap_hit_ratio,hypothetical_cap_hit_ratio,actual_cap_scale_mean,actual_cap_scale_min,hypothetical_cap_scale_mean,hypothetical_cap_scale_min,top_code_idx,top_code_share,top_head_idx,top_head_share
baseline-r2,2080ti,8,3,1,64,0.22726038098335266,0.18064038455486298,0.20338056981563568,0.754071936942637,0.8576652407646179,0.0,0.0,1.0,1.0,1.0,1.0,48,0.0625,0,0.5
baseline-r2,2080ti,16,0,1,64,0.22388167679309845,0.1907956232316792,0.20748943090438843,0.7721612052991986,0.8650603294372559,0.0,0.0,1.0,1.0,1.0,1.0,59,0.1875,0,0.546875
baseline-r2,2080ti,16,1,1,64,0.21515055000782013,0.1806083768606186,0.19818918406963348,0.7676846440881491,0.9158772230148315,0.0,0.0,1.0,1.0,1.0,1.0,52,0.171875,1,0.515625
baseline-r2,2080ti,16,2,1,64,0.25057029724121094,0.2006090439390391,0.2203322798013687,0.765471862629056,0.8504884243011475,0.0,0.0,1.0,1.0,1.0,1.0,39,0.171875,0,0.5625
baseline-r2,2080ti,16,3,1,64,0.2315961718559265,0.19835820770822465,0.21868763864040375,0.7543120803311467,0.8702927827835083,0.0,0.0,1.0,1.0,1.0,1.0,52,0.21875,1,0.53125
baseline-r2,2080ti,24,0,1,64,0.2590925693511963,0.2104914472438395,0.23226167261600494,0.7438902761787176,0.830602765083313,0.0,0.0,1.0,1.0,1.0,1.0,39,0.9375,0,0.9375
baseline-r2,2080ti,24,1,1,64,0.25158554315567017,0.21738771768286824,0.24049219489097595,0.745908155106008,0.8318204879760742,0.0,0.0,1.0,1.0,1.0,1.0,39,0.921875,0,0.953125
baseline-r2,2080ti,24,2,1,64,0.29181042313575745,0.22845192532986403,0.24835464358329773,0.7756347563117743,0.893349289894104,0.0,0.0,1.0,1.0,1.0,1.0,39,0.9375,0,0.96875
baseline-r2,2080ti,24,3,1,64,0.28349459171295166,0.21251786476932466,0.23538504540920258,0.747737331315875,0.8520939946174622,0.0,0.0,1.0,1.0,1.0,1.0,39,0.9375,0,0.96875
baseline-r2,2080ti,32,0,1,64,0.33025431632995605,0.2631805771961808,0.305463969707489,0.7687170235440135,0.9084036946296692,0.0,0.0,1.0,1.0,1.0,1.0,39,1.0,0,1.0
baseline-r2,2080ti,32,1,1,64,0.3024592995643616,0.2660371782258153,0.2903579771518707,0.7717313105240464,0.8642774224281311,0.0,0.0,1.0,1.0,1.0,1.0,39,1.0,0,1.0
baseline-r2,2080ti,32,2,1,64,0.3620366156101227,0.2833500257693231,0.30908942222595215,0.8165136482566595,0.9411025047302246,0.0,0.0,1.0,1.0,1.0,1.0,39,1.0,0,1.0
baseline-r2,2080ti,32,3,1,64,0.3321753144264221,0.263108363840729,0.2865680456161499,0.7750416938215494,0.8910239934921265,0.0,0.0,1.0,1.0,1.0,1.0,39,1.0,0,1.0
baseline-r2,2080ti,48,0,1,64,0.48668622970581055,0.394099781755358,0.4470349848270416,1.2990126218646765,1.5043857097625732,0.0,0.0,1.0,1.0,1.0,1.0,50,0.625,1,0.625
baseline-r2,2080ti,48,1,1,64,0.6025941371917725,0.4099946138449013,0.49440327286720276,1.3688934780657291,1.6876333951950073,0.0,0.046875,1.0,1.0,0.9958953035850157,0.829745875607279,50,0.671875,1,0.671875
baseline-r2,2080ti,48,2,1,64,0.49423059821128845,0.3846938172355294,0.46041902899742126,1.300034511834383,1.5677374601364136,0.0,0.0,1.0,1.0,1.0,1.0,50,0.703125,1,0.703125
baseline-r2,2080ti,48,3,1,64,0.5373548865318298,0.39794176956638694,0.48169106245040894,1.3326831450685859,1.5985580682754517,0.0,0.046875,1.0,1.0,0.9980955426258038,0.9304837687939828,50,0.625,1,0.625
baseline-r2,2080ti,64,0,1,64,0.5939417481422424,0.3185302368365228,0.39862966537475586,1.1065187864005566,1.4086151123046875,0.0,0.015625,1.0,1.0,0.9975286468423651,0.8418333979113648,50,0.90625,1,0.90625
baseline-r2,2080ti,64,1,1,64,0.38792476058006287,0.3133053253404796,0.36478424072265625,1.158835545182228,1.4808374643325806,0.0,0.0,1.0,1.0,1.0,1.0,50,0.921875,1,0.921875
baseline-r2,2080ti,64,2,1,64,0.4686640799045563,0.3176744980737567,0.39178863167762756,1.1861544018611312,1.4920344352722168,0.0,0.0,1.0,1.0,1.0,1.0,50,0.921875,1,0.921875
baseline-r2,2080ti,64,3,1,64,0.39671191573143005,0.303192968480289,0.3708485960960388,1.2178543116897345,1.51404869556427,0.0,0.0,1.0,1.0,1.0,1.0,50,0.96875,1,0.96875
baseline-r2,2080ti,96,0,1,64,0.5222554206848145,0.3578471951186657,0.42572149634361267,1.0138186365365982,1.4627420902252197,0.0,0.015625,1.0,1.0,0.99933415540667,0.9573859460268852,50,0.78125,1,0.78125
baseline-r2,2080ti,96,1,1,64,0.4898160994052887,0.3692163904197514,0.4509553015232086,1.0523041551932693,1.4222100973129272,0.0,0.0,1.0,1.0,1.0,1.0,50,0.75,1,0.75
baseline-r2,2080ti,96,2,1,64,0.5019094944000244,0.3317214217968285,0.4398515820503235,0.9746802086010575,1.3959742784500122,0.0,0.015625,1.0,1.0,0.9999405553185718,0.9961955403885974,50,0.71875,1,0.71875
baseline-r2,2080ti,96,3,1,64,0.5087850689888,0.3360759187489748,0.4398374855518341,1.0521167907863855,1.387730598449707,0.0,0.015625,1.0,1.0,0.9997302068961599,0.982733241354232,50,0.75,1,0.75
baseline-r2,2080ti,128,0,1,64,0.3869733214378357,0.26010928419418633,0.35494908690452576,0.7567535387352109,0.9600598216056824,0.0,0.0,1.0,1.0,1.0,1.0,50,0.71875,1,0.71875
baseline-r2,2080ti,128,1,1,64,0.4581654369831085,0.3139796806499362,0.4130972623825073,0.7393639925867319,0.8666205406188965,0.0,0.0,1.0,1.0,1.0,1.0,50,0.75,1,0.75
baseline-r2,2080ti,128,2,1,64,0.5153191685676575,0.3018242029938847,0.42920824885368347,0.7604165244847536,0.9584252238273621,0.0,0.015625,1.0,1.0,0.999535507267205,0.9702724651011189,50,0.671875,1,0.671875
baseline-r2,2080ti,128,3,1,64,0.4032328128814697,0.26293793926015496,0.34211522340774536,0.7661801725625992,0.9487531781196594,0.0,0.0,1.0,1.0,1.0,1.0,50,0.671875,1,0.671875
baseline-r2,2080ti,192,0,1,64,0.759344220161438,0.39077486051246524,0.5598828792572021,1.6159616205841303,2.219242572784424,0.0,0.109375,1.0,1.0,0.9870193775659715,0.658462903548142,50,0.703125,1,0.703125
baseline-r2,2080ti,192,1,1,64,0.6312482357025146,0.4144387198612094,0.5622500777244568,1.28669885545969,1.843715786933899,0.0,0.09375,1.0,1.0,0.9886320916997485,0.7920814217303137,50,0.8125,1,0.8125
baseline-r2,2080ti,192,2,1,64,0.7949786186218262,0.3675616583786905,0.4810478389263153,1.5134742753580213,2.201517343521118,0.0,0.015625,1.0,1.0,0.9942023083287997,0.6289477330431846,50,0.6875,1,0.6875
baseline-r2,2080ti,192,3,1,64,1.122734546661377,0.46414466807618737,0.7094485759735107,1.6438865456730127,2.32761287689209,0.0,0.25,1.0,1.0,0.949019091177934,0.4453412442743715,50,0.671875,1,0.671875
baseline-r2,2080ti,256,0,1,64,1.2364685535430908,0.4734023315832019,0.7993390560150146,2.641518095508218,3.5684077739715576,0.0,0.28125,1.0,1.0,0.9465318276634386,0.40437744944443105,39,0.65625,0,0.65625
baseline-r2,2080ti,256,1,1,64,1.3974058628082275,0.6371072493493557,0.9777784943580627,2.3610628247261047,3.3666908740997314,0.0,0.984375,1.0,1.0,0.8233963672449894,0.35780585534055204,50,0.5625,1,0.5625
baseline-r2,2080ti,256,2,1,64,1.9795398712158203,0.6633554231375456,1.2639894485473633,2.856258351355791,3.8516056537628174,0.0,0.640625,1.0,1.0,0.8277043768456303,0.25258395007366197,39,0.53125,0,0.53125
baseline-r2,2080ti,256,3,1,64,0.9687763452529907,0.5726115074940026,0.8538548946380615,2.8099988028407097,3.98824143409729,0.0,0.546875,1.0,1.0,0.8742933456280539,0.5161149964591959,50,0.515625,1,0.515625
baseline-r2,2080ti,384,0,1,64,2.9177446365356445,2.3996169827878475,2.598836660385132,2.689089622348547,2.983186960220337,0.0,1.0,1.0,1.0,0.20887111410973203,0.17136523660743322,39,1.0,0,1.0
baseline-r2,2080ti,384,1,1,64,2.58320951461792,2.2810691744089127,2.534944772720337,2.5336042381823063,2.811283826828003,0.0,1.0,1.0,1.0,0.21987061786209738,0.1935576642818128,39,1.0,0,1.0
baseline-r2,2080ti,384,2,1,64,2.612291097640991,2.4005525559186935,2.5632100105285645,2.65830197930336,2.8736417293548584,0.0,1.0,1.0,1.0,0.20855310961620227,0.19140286488420874,39,1.0,0,1.0
baseline-r2,2080ti,384,3,1,64,2.7407066822052,2.3494029864668846,2.620419979095459,2.611325591802597,2.986147403717041,0.0,1.0,1.0,1.0,0.21343684484863276,0.18243469950520022,39,1.0,0,1.0
baseline-r2,2080ti,512,0,1,64,1.7283693552017212,1.322824889793992,1.489045262336731,2.64613164588809,3.114712953567505,0.0,1.0,1.0,1.0,0.3798583112512832,0.2892900169140317,5,0.34375,0,1.0
baseline-r2,2080ti,512,1,1,64,1.5956501960754395,1.3250912018120289,1.5041636228561401,2.6220961399376392,3.0062553882598877,0.0,1.0,1.0,1.0,0.3789098201685625,0.31335188704251626,25,0.46875,0,1.0
baseline-r2,2080ti,512,2,1,64,1.466229796409607,1.2268420681357384,1.3985294103622437,2.5648558493703604,2.977051258087158,0.0,1.0,1.0,1.0,0.40962715661877663,0.34101066642102235,39,0.46875,0,1.0
baseline-r2,2080ti,512,3,1,64,1.5302444696426392,1.2353393603116274,1.463034987449646,2.5017082057893276,3.030742883682251,0.0,1.0,1.0,1.0,0.40740101264660844,0.32674517694337163,39,0.5625,0,1.0
baseline-r2,2080ti,703,0,1,64,1.794954776763916,1.5372260548174381,1.7449908256530762,3.47399490326643,3.9013776779174805,0.0,1.0,1.0,1.0,0.3266227289683276,0.27855855003848,39,0.28125,0,1.0
baseline-r2,2080ti,703,1,1,64,2.096376657485962,1.6739724054932594,1.8897321224212646,3.6384408213198185,4.25225305557251,0.0,1.0,1.0,1.0,0.299962036303333,0.23850675794092036,39,0.453125,0,1.0
baseline-r2,2080ti,703,2,1,64,2.357897996902466,1.6322106327861547,1.8785316944122314,3.581427939236164,4.086726188659668,0.0,1.0,1.0,1.0,0.3083751957860978,0.2120532782405525,39,0.40625,0,1.0
baseline-r2,3090,0,0,1,64,0.2202511429786682,0.16495453868992627,0.18914736807346344,0.7830238100141287,0.9427764415740967,0.0,0.0,1.0,1.0,1.0,1.0,37,0.078125,0,0.609375
baseline-r2,3090,0,1,1,64,0.1909554898738861,0.1587509368546307,0.17375797033309937,0.7468147119507194,0.8853175044059753,0.0,0.0,1.0,1.0,1.0,1.0,30,0.09375,1,0.515625
baseline-r2,3090,0,2,1,64,0.2233160138130188,0.16758613125421107,0.19029639661312103,0.7623870084062219,0.870532751083374,0.0,0.0,1.0,1.0,1.0,1.0,30,0.125,0,0.65625
baseline-r2,3090,0,3,1,64,0.20007893443107605,0.15989222028292716,0.17908936738967896,0.7557365521788597,0.9116650819778442,0.0,0.0,1.0,1.0,1.0,1.0,19,0.078125,0,0.53125
baseline-r2,3090,1,0,1,64,0.20715850591659546,0.1726407497189939,0.19726330041885376,0.7370747225359082,0.8411670923233032,0.0,0.0,1.0,1.0,1.0,1.0,30,0.09375,1,0.515625
baseline-r2,3090,1,1,1,64,0.21251842379570007,0.17290194472298026,0.19247671961784363,0.7643040297552943,0.8839158415794373,0.0,0.0,1.0,1.0,1.0,1.0,57,0.078125,0,0.59375
baseline-r2,3090,1,2,1,64,0.19928616285324097,0.16574887977913022,0.18931764364242554,0.7613845523446798,0.863853394985199,0.0,0.0,1.0,1.0,1.0,1.0,33,0.078125,0,0.625
baseline-r2,3090,1,3,1,64,0.19523538649082184,0.16112229181453586,0.18318669497966766,0.732395039871335,0.8522410988807678,0.0,0.0,1.0,1.0,1.0,1.0,30,0.0625,0,0.53125
baseline-r2,3090,2,0,1,64,0.19820533692836761,0.17144543584436178,0.19163261353969574,0.7398366685956717,0.8713462948799133,0.0,0.0,1.0,1.0,1.0,1.0,32,0.078125,0,0.640625
baseline-r2,3090,2,1,1,64,0.20293787121772766,0.18083365284837782,0.1954759955406189,0.7594611616805196,0.8634693622589111,0.0,0.0,1.0,1.0,1.0,1.0,30,0.109375,1,0.53125
baseline-r2,3090,2,2,1,64,0.2134978324174881,0.1693077557720244,0.18990786373615265,0.7300394363701344,0.8234597444534302,0.0,0.0,1.0,1.0,1.0,1.0,30,0.078125,0,0.546875
baseline-r2,3090,2,3,1,64,0.20856259763240814,0.1798502083402127,0.19413670897483826,0.7516103321686387,0.8536335825920105,0.0,0.0,1.0,1.0,1.0,1.0,30,0.09375,0,0.5625
baseline-r2,3090,4,0,1,64,0.20797520875930786,0.1703119243029505,0.1906057894229889,0.7493239669129252,0.8987513780593872,0.0,0.0,1.0,1.0,1.0,1.0,30,0.09375,0,0.5625
baseline-r2,3090,4,1,1,64,0.23619146645069122,0.17402714723721147,0.20202359557151794,0.7453208127990365,0.8648543357849121,0.0,0.0,1.0,1.0,1.0,1.0,41,0.078125,0,0.53125
baseline-r2,3090,4,2,1,64,0.20341087877750397,0.18642072845250368,0.20035000145435333,0.7603133395314217,0.8673425912857056,0.0,0.0,1.0,1.0,1.0,1.0,30,0.109375,0,0.515625
baseline-r2,3090,4,3,1,64,0.21989746391773224,0.18600307404994965,0.20880070328712463,0.7538038175553083,0.898112416267395,0.0,0.0,1.0,1.0,1.0,1.0,11,0.078125,1,0.546875
baseline-r2,3090,8,0,1,64,0.22781863808631897,0.18080002744682133,0.19687095284461975,0.7638970008119941,0.858959972858429,0.0,0.0,1.0,1.0,1.0,1.0,11,0.09375,0,0.5625
baseline-r2,3090,8,1,1,64,0.24708735942840576,0.17654188559390604,0.1966484785079956,0.7500545373186469,0.8357976675033569,0.0,0.0,1.0,1.0,1.0,1.0,19,0.078125,0,0.515625
baseline-r2,3090,8,2,1,64,0.24838154017925262,0.18156027444638312,0.2075175642967224,0.7536959024146199,0.8810485005378723,0.0,0.0,1.0,1.0,1.0,1.0,48,0.09375,1,0.515625
baseline-r2,3090,8,3,1,64,0.2340187281370163,0.18262161710299551,0.20543166995048523,0.7440786510705948,0.8413186073303223,0.0,0.0,1.0,1.0,1.0,1.0,30,0.109375,1,0.5
baseline-r2,3090,16,0,1,64,0.2540411651134491,0.1936287886928767,0.21601258218288422,0.774165946058929,0.8931803703308105,0.0,0.0,1.0,1.0,1.0,1.0,52,0.140625,0,0.5625
baseline-r2,3090,16,1,1,64,0.22779296338558197,0.18548462796024978,0.2115643173456192,0.7666734242811799,0.8813467025756836,0.0,0.0,1.0,1.0,1.0,1.0,39,0.15625,0,0.625
baseline-r2,3090,16,2,1,64,0.2683899402618408,0.2064329192508012,0.22759422659873962,0.7909178407862782,0.8991473317146301,0.0,0.0,1.0,1.0,1.0,1.0,39,0.203125,0,0.546875
baseline-r2,3090,16,3,1,64,0.22648507356643677,0.1993949708994478,0.21461758017539978,0.7640637056902051,0.8690187931060791,0.0,0.0,1.0,1.0,1.0,1.0,5,0.15625,0,0.578125
baseline-r2,3090,24,0,1,64,0.24838007986545563,0.21482154773548245,0.24375763535499573,0.7446788223460317,0.8455703258514404,0.0,0.0,1.0,1.0,1.0,1.0,39,0.9375,0,0.984375
baseline-r2,3090,24,1,1,64,0.26182258129119873,0.22044793283566833,0.2427436113357544,0.7479788335040212,0.8476029634475708,0.0,0.0,1.0,1.0,1.0,1.0,39,0.90625,0,0.96875
baseline-r2,3090,24,2,1,64,0.2636159658432007,0.2278785607777536,0.2583228647708893,0.766020817682147,0.8768151998519897,0.0,0.0,1.0,1.0,1.0,1.0,39,0.9375,0,0.984375
baseline-r2,3090,24,3,1,64,0.2863839268684387,0.21385117783211172,0.2437227964401245,0.7431849613785744,0.8520580530166626,0.0,0.0,1.0,1.0,1.0,1.0,39,0.890625,0,0.96875
baseline-r2,3090,32,0,1,64,0.34108757972717285,0.2662310984451324,0.30559241771698,0.775748897343874,0.930959165096283,0.0,0.0,1.0,1.0,1.0,1.0,39,0.984375,0,0.984375
baseline-r2,3090,32,1,1,64,0.29640820622444153,0.26570593006908894,0.2893065810203552,0.7809592569246888,0.908423125743866,0.0,0.0,1.0,1.0,1.0,1.0,39,1.0,0,1.0
baseline-r2,3090,32,2,1,64,0.33607086539268494,0.28607520600780845,0.31862354278564453,0.8103872863575816,0.9216209053993225,0.0,0.0,1.0,1.0,1.0,1.0,39,1.0,0,1.0
baseline-r2,3090,32,3,1,64,0.3185661733150482,0.26776527846232057,0.2895336449146271,0.7826541662216187,0.9000818133354187,0.0,0.0,1.0,1.0,1.0,1.0,39,1.0,0,1.0
baseline-r2,3090,48,0,1,64,0.5898776054382324,0.46788973780348897,0.5381627082824707,1.4660521447658539,1.7905607223510742,0.0,0.203125,1.0,1.0,0.9873359663985204,0.847633467333515,39,0.921875,0,0.921875
baseline-r2,3090,48,1,1,64,0.5662252306938171,0.47653177473694086,0.546911358833313,1.5064023789018393,1.7362079620361328,0.0,0.265625,1.0,1.0,0.9837120292853865,0.8830408340994115,39,0.859375,0,0.859375
baseline-r2,3090,48,2,1,64,0.6137985587120056,0.4641369627788663,0.5582613348960876,1.52692417986691,1.842856526374817,0.0,0.1875,1.0,1.0,0.9865732132857117,0.8145995015843628,39,0.859375,0,0.859375
baseline-r2,3090,48,3,1,64,0.5924476385116577,0.46563533786684275,0.5380986332893372,1.478511145338416,1.7714645862579346,0.0,0.203125,1.0,1.0,0.989228026696823,0.843956440194607,39,0.90625,0,0.90625
baseline-r2,3090,64,0,1,64,0.4624864161014557,0.3354725926183164,0.411627858877182,1.179145093075931,1.498002529144287,0.0,0.0,1.0,1.0,1.0,1.0,50,0.6875,1,0.6875
baseline-r2,3090,64,1,1,64,0.4116087853908539,0.33462197752669454,0.3843110501766205,1.2441701078787446,1.540255069732666,0.0,0.0,1.0,1.0,1.0,1.0,50,0.59375,1,0.59375
baseline-r2,3090,64,2,1,64,0.47054794430732727,0.3341864962130785,0.42559921741485596,1.2355448184534907,1.534490704536438,0.0,0.0,1.0,1.0,1.0,1.0,50,0.71875,1,0.71875
baseline-r2,3090,64,3,1,64,0.4637865424156189,0.31988089764490724,0.3818855881690979,1.2719466658309102,1.5983729362487793,0.0,0.0,1.0,1.0,1.0,1.0,50,0.609375,1,0.609375
baseline-r2,3090,96,0,1,64,0.5754557251930237,0.3911719978787005,0.4943554997444153,0.9707060176879168,1.2949893474578857,0.0,0.046875,1.0,1.0,0.996585717662446,0.8688765757474848,50,0.59375,1,0.59375
baseline-r2,3090,96,1,1,64,0.47556883096694946,0.36442395532503724,0.45695751905441284,1.0720214918255806,1.3836884498596191,0.0,0.0,1.0,1.0,1.0,1.0,50,0.703125,1,0.703125
baseline-r2,3090,96,2,1,64,0.5403873324394226,0.3379324614070356,0.4250349998474121,0.9961029635742307,1.2697807550430298,0.0,0.015625,1.0,1.0,0.9988322226827241,0.9252622516943436,50,0.65625,1,0.65625
baseline-r2,3090,96,3,1,64,0.5333243012428284,0.34252080554142594,0.46096479892730713,1.0442172279581428,1.374358892440796,0.0,0.015625,1.0,1.0,0.999023685577976,0.9375158769904702,50,0.640625,1,0.640625
baseline-r2,3090,128,0,1,64,0.39274919033050537,0.2638148912228644,0.35297343134880066,0.7688174769282341,0.9455095529556274,0.0,0.0,1.0,1.0,1.0,1.0,50,0.625,1,0.625
baseline-r2,3090,128,1,1,64,0.3748866021633148,0.30101080099120736,0.3459349274635315,0.7260200227610767,0.8751515746116638,0.0,0.0,1.0,1.0,1.0,1.0,50,0.515625,1,0.515625
baseline-r2,3090,128,2,1,64,0.5632501840591431,0.27939289645291865,0.38415417075157166,0.7664803648367524,0.9503247737884521,0.0,0.015625,1.0,1.0,0.9982453904962766,0.8877049917617043,50,0.65625,1,0.65625
baseline-r2,3090,128,3,1,64,0.5105306506156921,0.26807557605206966,0.37433087825775146,0.765361153986305,0.9914283752441406,0.0,0.015625,1.0,1.0,0.9996777051178578,0.9793731275428962,50,0.515625,1,0.515625
baseline-r2,3090,192,0,1,64,1.1044743061065674,0.6998991454020143,0.9154473543167114,2.80362106859684,3.769531488418579,0.0,1.0,1.0,1.0,0.7312982489923883,0.45270405770014943,39,0.71875,0,0.71875
baseline-r2,3090,192,1,1,64,1.7563223838806152,0.7853144146502018,1.1401835680007935,2.535083878785372,3.6415131092071533,0.0,1.0,1.0,1.0,0.6677871997599273,0.28468577556658137,39,0.609375,0,0.609375
baseline-r2,3090,192,2,1,64,1.4282103776931763,0.7560043223202229,1.1175222396850586,2.818300995975733,3.6678786277770996,0.0,1.0,1.0,1.0,0.6931450513062215,0.35008847982717534,39,0.65625,0,0.65625
baseline-r2,3090,192,3,1,64,1.2344496250152588,0.7530165230855346,0.995171844959259,2.8071900960057974,3.6424458026885986,0.0,1.0,1.0,1.0,0.6847717333058062,0.40503880423133476,39,0.59375,0,0.59375
baseline-r2,3090,256,0,1,64,2.4950292110443115,1.143767406232655,1.8080991506576538,4.84908415004611,6.770299911499023,0.0,1.0,1.0,1.0,0.4599571773349999,0.20039845537147905,39,0.890625,0,0.890625
baseline-r2,3090,256,1,1,64,2.0065054893493652,1.0876112394034863,1.3274294137954712,4.0833432376384735,5.40208625793457,0.0,1.0,1.0,1.0,0.47142700077141686,0.24918945034241163,39,0.796875,0,0.796875
baseline-r2,3090,256,2,1,64,1.937572956085205,1.1167002003639936,1.4916431903839111,4.603177800774574,6.1205549240112305,0.0,1.0,1.0,1.0,0.45921783365293223,0.25805479913914137,39,0.890625,0,0.890625
baseline-r2,3090,256,3,1,64,1.8126537799835205,1.1698674960061908,1.5741451978683472,4.809778310358524,6.359519958496094,0.0,1.0,1.0,1.0,0.4399002396888683,0.27583866567422805,39,0.875,0,0.875
baseline-r2,3090,384,0,1,64,1.0207359790802002,0.7367791682481766,0.8969124555587769,3.8074479307979345,4.705164909362793,0.0,1.0,1.0,1.0,0.6868850859664555,0.4898426334012025,39,1.0,0,1.0
baseline-r2,3090,384,1,1,64,1.0682462453842163,0.755573108792305,0.9055263996124268,3.8329447098076344,4.828796863555908,0.0,1.0,1.0,1.0,0.6700128381537619,0.4680568756131363,39,1.0,0,1.0
baseline-r2,3090,384,2,1,64,1.234553337097168,0.7945913057774305,1.1021173000335693,3.776738753542304,4.878156661987305,0.0,1.0,1.0,1.0,0.6433710499028451,0.4050047778216378,39,1.0,0,1.0
baseline-r2,3090,384,3,1,64,1.2806476354599,0.7666012933477759,0.9223483204841614,3.8485749308019876,4.637756824493408,0.0,1.0,1.0,1.0,0.6619005766258014,0.39042745729229605,39,1.0,0,1.0
baseline-r2,3090,512,0,1,64,1.330653190612793,0.8895167643204331,1.0185520648956299,2.7787348330020905,3.375850200653076,0.0,1.0,1.0,1.0,0.56749119665681,0.3757553083908661,39,1.0,0,1.0
baseline-r2,3090,512,1,1,64,1.0718278884887695,0.8444324471056461,1.0155009031295776,2.709292707964778,3.3749306201934814,0.0,1.0,1.0,1.0,0.5957569565659958,0.46649280669957016,39,1.0,0,1.0
baseline-r2,3090,512,2,1,64,1.0737650394439697,0.7897208081558347,1.0473190546035767,2.657283701002598,3.3332672119140625,0.0,1.0,1.0,1.0,0.642614540776475,0.4656512194315026,39,1.0,0,1.0
