target,machine,layer_idx,head_idx,code_idx,records,share_of_target_machine_events,update_norm_max,update_norm_p95,actual_cap_hit_ratio,hypothetical_cap_hit_ratio
baseline-r2,2080ti,1,0,37,23,0.005363805970149254,0.22751963138580322,0.20366954803466797,0.0,0.0
baseline-r2,2080ti,1,0,52,23,0.005363805970149254,0.19247707724571228,0.19239108264446259,0.0,0.0
baseline-r2,2080ti,1,0,62,23,0.005363805970149254,0.23184289038181305,0.20092448592185974,0.0,0.0
baseline-r2,2080ti,1,1,41,23,0.005363805970149254,0.2379445880651474,0.23399700224399567,0.0,0.0
baseline-r2,2080ti,1,0,57,22,0.005130597014925373,0.1945621818304062,0.19268304109573364,0.0,0.0
baseline-r2,2080ti,1,1,12,22,0.005130597014925373,0.21868763864040375,0.21853284537792206,0.0,0.0
baseline-r2,2080ti,1,0,42,20,0.0046641791044776115,0.20707233250141144,0.20035119354724884,0.0,0.0
baseline-r2,2080ti,1,0,23,19,0.004430970149253731,0.19232846796512604,0.18317227065563202,0.0,0.0
baseline-r2,2080ti,1,0,36,18,0.004197761194029851,0.2110632061958313,0.19632968306541443,0.0,0.0
baseline-r2,2080ti,1,1,33,18,0.004197761194029851,0.24953998625278473,0.24328398704528809,0.0,0.0
baseline-r2,2080ti,1,1,53,18,0.004197761194029851,0.20090672373771667,0.18982844054698944,0.0,0.0
baseline-r2,2080ti,1,1,55,18,0.004197761194029851,0.21106337010860443,0.20392607152462006,0.0,0.0
baseline-r2,2080ti,1,1,20,16,0.0037313432835820895,0.1936691403388977,0.19190973043441772,0.0,0.0
baseline-r2,2080ti,1,0,15,14,0.0032649253731343282,0.1858658492565155,0.17804878950119019,0.0,0.0
baseline-r2,2080ti,1,1,22,14,0.0032649253731343282,0.20078057050704956,0.18869948387145996,0.0,0.0
baseline-r2,2080ti,1,1,56,14,0.0032649253731343282,0.17818108201026917,0.17633056640625,0.0,0.0
baseline-r2,2080ti,1,0,9,13,0.003031716417910448,0.22190049290657043,0.1860532909631729,0.0,0.0
baseline-r2,2080ti,1,0,61,13,0.003031716417910448,1.84123957157135,1.7215945720672607,0.0,0.8461538461538461
baseline-r2,2080ti,1,1,8,13,0.003031716417910448,0.19252413511276245,0.18645155429840088,0.0,0.0
baseline-r2,2080ti,1,1,32,13,0.003031716417910448,0.20841169357299805,0.1905365139245987,0.0,0.0
baseline-r2,2080ti,1,0,50,12,0.002798507462686567,1.6535221338272095,1.6472625732421875,0.0,0.5833333333333334
baseline-r2,2080ti,1,1,36,12,0.002798507462686567,0.18929770588874817,0.17221641540527344,0.0,0.0
baseline-r2,2080ti,1,1,57,12,0.002798507462686567,0.21221740543842316,0.18671093881130219,0.0,0.0
baseline-r2,2080ti,1,1,7,11,0.0025652985074626866,0.20766770839691162,0.20766770839691162,0.0,0.0
baseline-r2,2080ti,1,1,24,11,0.0025652985074626866,0.18625225126743317,0.18625225126743317,0.0,0.0
baseline-r2,2080ti,1,1,28,11,0.0025652985074626866,0.2315961718559265,0.2315961718559265,0.0,0.0
baseline-r2,2080ti,1,0,28,10,0.0023320895522388058,0.18495310842990875,0.18495310842990875,0.0,0.0
baseline-r2,2080ti,1,0,47,10,0.0023320895522388058,1.6726560592651367,1.6726560592651367,0.0,0.4
baseline-r2,2080ti,1,0,21,9,0.0020988805970149254,0.20588356256484985,0.20588356256484985,0.0,0.0
baseline-r2,2080ti,1,1,9,9,0.0020988805970149254,0.1974397599697113,0.1974397599697113,0.0,0.0
baseline-r2,2080ti,1,1,48,9,0.0020988805970149254,0.21875077486038208,0.21875077486038208,0.0,0.0
baseline-r2,2080ti,1,1,51,9,0.0020988805970149254,0.187005877494812,0.187005877494812,0.0,0.0
baseline-r2,2080ti,1,0,27,8,0.0018656716417910447,0.2011968493461609,0.2011968493461609,0.0,0.0
baseline-r2,2080ti,1,0,35,8,0.0018656716417910447,0.18614114820957184,0.18614114820957184,0.0,0.0
baseline-r2,2080ti,1,0,40,8,0.0018656716417910447,0.22657641768455505,0.22657641768455505,0.0,0.0
baseline-r2,2080ti,1,0,45,8,0.0018656716417910447,0.20173627138137817,0.20173627138137817,0.0,0.0
baseline-r2,2080ti,1,0,63,8,0.0018656716417910447,0.2218845933675766,0.2218845933675766,0.0,0.0
baseline-r2,2080ti,1,1,29,8,0.0018656716417910447,0.18181389570236206,0.18181389570236206,0.0,0.0
baseline-r2,2080ti,1,0,0,7,0.0016324626865671641,1.7245486974716187,1.7245486974716187,0.0,0.42857142857142855
baseline-r2,2080ti,1,0,4,7,0.0016324626865671641,0.1844755858182907,0.1844755858182907,0.0,0.0
baseline-r2,2080ti,1,0,16,7,0.0016324626865671641,0.19570542871952057,0.19570542871952057,0.0,0.0
baseline-r2,2080ti,1,0,24,7,0.0016324626865671641,0.17855225503444672,0.17855225503444672,0.0,0.0
baseline-r2,2080ti,1,1,47,7,0.0016324626865671641,0.18253490328788757,0.18253490328788757,0.0,0.0
baseline-r2,2080ti,1,0,14,6,0.0013992537313432835,0.20408782362937927,0.20408782362937927,0.0,0.0
baseline-r2,2080ti,1,0,20,6,0.0013992537313432835,0.18791654706001282,0.18791654706001282,0.0,0.0
baseline-r2,2080ti,1,0,26,6,0.0013992537313432835,0.17889150977134705,0.17889150977134705,0.0,0.0
baseline-r2,2080ti,1,1,10,6,0.0013992537313432835,0.2253974825143814,0.2253974825143814,0.0,0.0
baseline-r2,2080ti,1,1,18,6,0.0013992537313432835,0.184238463640213,0.184238463640213,0.0,0.0
baseline-r2,2080ti,1,1,42,6,0.0013992537313432835,0.1807597279548645,0.1807597279548645,0.0,0.0
baseline-r2,2080ti,1,0,13,5,0.0011660447761194029,0.17240199446678162,0.17240199446678162,0.0,0.0
baseline-r2,2080ti,1,0,43,5,0.0011660447761194029,0.19438143074512482,0.19438143074512482,0.0,0.0
baseline-r2,2080ti,1,0,49,5,0.0011660447761194029,0.18481308221817017,0.18481308221817017,0.0,0.0
baseline-r2,2080ti,1,0,55,5,0.0011660447761194029,0.1918003410100937,0.1918003410100937,0.0,0.0
baseline-r2,2080ti,1,1,5,5,0.0011660447761194029,0.18400925397872925,0.18400925397872925,0.0,0.0
baseline-r2,2080ti,1,1,34,5,0.0011660447761194029,0.1820174902677536,0.1820174902677536,0.0,0.0
baseline-r2,2080ti,1,1,38,5,0.0011660447761194029,0.1768753081560135,0.1768753081560135,0.0,0.0
baseline-r2,2080ti,1,1,58,5,0.0011660447761194029,0.18974505364894867,0.18974505364894867,0.0,0.0
baseline-r2,2080ti,1,0,7,4,0.0009328358208955224,0.17804355919361115,0.17804355919361115,0.0,0.0
baseline-r2,2080ti,1,0,17,4,0.0009328358208955224,0.19304630160331726,0.19304630160331726,0.0,0.0
baseline-r2,2080ti,1,0,18,4,0.0009328358208955224,0.18354105949401855,0.18354105949401855,0.0,0.0
baseline-r2,2080ti,1,0,38,4,0.0009328358208955224,0.18706537783145905,0.18706537783145905,0.0,0.0
baseline-r2,2080ti,1,0,51,4,0.0009328358208955224,1.4437975883483887,1.4437975883483887,0.0,0.5
baseline-r2,2080ti,1,0,56,4,0.0009328358208955224,0.1828550547361374,0.1828550547361374,0.0,0.0
baseline-r2,2080ti,1,1,0,4,0.0009328358208955224,0.1702689826488495,0.1702689826488495,0.0,0.0
baseline-r2,2080ti,1,1,6,4,0.0009328358208955224,0.17977306246757507,0.17977306246757507,0.0,0.0
