run_id,model_family,seed,data_seed,num_heads,expand_k,expand_v,head_k_dim,head_v_dim,dynamic_state_capacity,dtype_policy,GDN_KERNEL_DTYPE,gpu,gpu_name,train_batch_size,eval_batch_size,validation_eval_batch_size,gradient_accumulation_steps,effective_train_batch_size,batch_accum_profile,configured_max_epochs,final_epoch,checkpoint_path,checkpoint_hash,started_at_utc,ended_at_utc,wall_clock_sec,status,fla_version,torch_version,triton_version,valid_loss,valid_accuracy,valid_mqar_case_accuracy_1024x256,source_artifact,run_type,zoology_branch,zoology_commit,note
gdn-s123-fixedinit-s124-d123-b64ga4-formal,GatedDeltaNetExpandedK,123,123,2,4,4,256,256,131072,float32_ieee_tf32_off,float32,1,NVIDIA GeForce RTX 2080 Ti,64,16,16,4,256,b64_ga4,4,4,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s123-fixedinit-s124-d123-b64ga4-formal/last.pt,86e6ca05a1d11615d928643d8947b60b704f50ad5dc67d2462ee07ed55c8145f,2026-07-24T19:56:27.230140+00:00,2026-07-24T20:15:19.554784+00:00,1132.324654466007,completed,0.4.2,2.6.0+cu118,3.2.0,0.16895278509360245,0.99578955078125,0.96737109375,docs/artifacts/20260725-01-current-baselines-longer-mqar/machines/2080ti/training-final.csv,current_baseline_length_generalization_4ep,20260725-01-current-baselines-longer-mqar,0dd957274ca9609d0c151aef0e9b620fcd574e79,Current GDN ek4-ev4 baseline 4ep retraining on 2080ti from fixed canonical seed124 init; Longer-MQAR source run.
gdn-s124-fixedinit-s124-d123-b64ga4-formal,GatedDeltaNetExpandedK,124,123,2,4,4,256,256,131072,float32_ieee_tf32_off,float32,1,NVIDIA GeForce RTX 2080 Ti,64,16,16,4,256,b64_ga4,4,4,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s124-fixedinit-s124-d123-b64ga4-formal/last.pt,b5732f7001f6c35089254ab51fa2d0ee5a1c280b7a416ea24843e2f427399dbe,2026-07-24T20:41:52.612905+00:00,2026-07-24T21:00:39.523012+00:00,1126.9101186229382,completed,0.4.2,2.6.0+cu118,3.2.0,0.17123541775857568,0.99566748046875,0.96635546875,docs/artifacts/20260725-01-current-baselines-longer-mqar/machines/2080ti/training-final.csv,current_baseline_length_generalization_4ep,20260725-01-current-baselines-longer-mqar,0dd957274ca9609d0c151aef0e9b620fcd574e79,Current GDN ek4-ev4 baseline 4ep retraining on 2080ti from fixed canonical seed124 init; Longer-MQAR source run.
gdn-s125-fixedinit-s124-d123-b64ga4-formal,GatedDeltaNetExpandedK,125,123,2,4,4,256,256,131072,float32_ieee_tf32_off,float32,1,NVIDIA GeForce RTX 2080 Ti,64,16,16,4,256,b64_ga4,4,4,/home/lyj/mnt/project/zoology/checkpoints/fvqg-20260725-01-current-baselines-longer-mqar-2080ti/20260725-01-current-baselines-longer-mqar-2080ti-formal/gdn-s125-fixedinit-s124-d123-b64ga4-formal/last.pt,c5548f8d6b65a1eaf619f546e41054db714b23c0c6e75476c75602a3d568e873,2026-07-24T21:27:12.022368+00:00,2026-07-24T21:45:56.334679+00:00,1124.3123196281958,completed,0.4.2,2.6.0+cu118,3.2.0,0.16717036652872116,0.996248046875,0.9710625,docs/artifacts/20260725-01-current-baselines-longer-mqar/machines/2080ti/training-final.csv,current_baseline_length_generalization_4ep,20260725-01-current-baselines-longer-mqar,0dd957274ca9609d0c151aef0e9b620fcd574e79,Current GDN ek4-ev4 baseline 4ep retraining on 2080ti from fixed canonical seed124 init; Longer-MQAR source run.
