experiment_id,timestamp,machine,source_host,gpu,queue,variant,status,started_at,finished_at,duration_seconds,duration_minutes,embed_dropout,resid_dropout,drop_path,max_epochs,max_train_steps,expected_effective_optimizer_steps,gradient_accumulation_steps,num_codebook_vectors,fox_remote_read_topk,fox_gd_residual_write_topk,fox_gd_residual_rank,fox_gd_residual_update_norm_cap,warmup_start_train_steps,warmup_end_train_steps,warmup_eval_policy,read_trace_enabled,read_trace_train_steps,valid_loss,valid_accuracy,final_1024x256_accuracy,gd_residual_lambda_mean,gd_residual_inject_ratio,gd_residual_update_norm_max,gd_residual_update_norm_p95,gd_residual_m_norm_max,gd_residual_read_selected_mass_mean,gd_residual_read_margin_top1_top2_mean,gd_residual_read_entropy_mean,train_result_is_null,metrics_source,log_path,log_sha256,config_path,config_sha256,result_json_path,result_json_sha256,zoology_commit,flash_vqg_commit
20260703-02-flash-vqg-injection-warmup-repro-rerun,20260703T025329Z,2080ti,mclab-2080ti,0,reprowarm-2080ti-gpu0-linear512,inj-warmup-linear512-r2,completed,2026-07-03T10:56:04+08:00,2026-07-03T12:21:04+08:00,5100.0,85.0,0.1,0.0,0.0,1,704,704,4,64,2,4,16,,0,2048,scheduled,False,[],0.307,0.972,0.846,0.407,0.165,4.56,0.153,13.2,0.407,2.88,0.264,True,parsed_from_final_validation_log_line,zoology/experiments/flash_vqg/scripts/20260703-02-flash-vqg-injection-warmup-repro-rerun/outputs/reprowarm-2080ti-gpu0-linear512-20260703T025329Z/logs/inj-warmup-linear512-r2.log,1b343ba71502203ecdb0e65d235cbca43f22180e60ff73b50a9735f775f8ae41,zoology/experiments/flash_vqg/scripts/20260703-02-flash-vqg-injection-warmup-repro-rerun/outputs/reprowarm-2080ti-gpu0-linear512-20260703T025329Z/configs/inj-warmup-linear512-r2.json,caa069cbc325fcb0225178ba9ff82369a04cb8791da85d87af00574305886582,zoology/experiments/flash_vqg/scripts/20260703-02-flash-vqg-injection-warmup-repro-rerun/outputs/reprowarm-2080ti-gpu0-linear512-20260703T025329Z/results/inj-warmup-linear512-r2.json,f2594c5b9a6622240dbd059e3b6fe1b470ffe373c4a6105c846eced35883fa56,3ba3e6e,a51b6b0
20260703-02-flash-vqg-injection-warmup-repro-rerun,20260703T025329Z,2080ti,mclab-2080ti,1,reprowarm-2080ti-gpu1-silent64linear512,inj-warmup-silent64-linear512-r2,completed,2026-07-03T10:56:04+08:00,2026-07-03T12:21:04+08:00,5100.0,85.0,0.1,0.0,0.0,1,704,704,4,64,2,4,16,,256,2048,scheduled,False,[],0.336,0.967,0.816,0.715,0.384,0.708,0.0764,5.07,0.337,1.39,0.556,True,parsed_from_final_validation_log_line,zoology/experiments/flash_vqg/scripts/20260703-02-flash-vqg-injection-warmup-repro-rerun/outputs/reprowarm-2080ti-gpu1-silent64linear512-20260703T025329Z/logs/inj-warmup-silent64-linear512-r2.log,5749c902456220216e44036f1567dc6107e668e779e6ec69b2b2c1db751f0b5c,zoology/experiments/flash_vqg/scripts/20260703-02-flash-vqg-injection-warmup-repro-rerun/outputs/reprowarm-2080ti-gpu1-silent64linear512-20260703T025329Z/configs/inj-warmup-silent64-linear512-r2.json,b0ddd807dc123311bea6da189bde078ad1a9e7d7f3b094955e2f465e6cd63cfb,zoology/experiments/flash_vqg/scripts/20260703-02-flash-vqg-injection-warmup-repro-rerun/outputs/reprowarm-2080ti-gpu1-silent64linear512-20260703T025329Z/results/inj-warmup-silent64-linear512-r2.json,ab426348d8be698e23e7ff410e0ea0d08ca6cd2d8149ce41dd69a2dd1d281574,3ba3e6e,a51b6b0
20260703-02-flash-vqg-injection-warmup-repro-rerun,20260703T025329Z,3090,mclab-3090,0,reprowarm-3090-gpu0-all,inj-warmup-linear512-r2,completed,2026-07-03T02:56:01+00:00,2026-07-03T03:59:18+00:00,3797.0,63.283,0.1,0.0,0.0,1,704,704,4,64,2,4,16,,0,2048,scheduled,False,[],0.385,0.959,0.771,0.725,0.357,14.6,5.05,29.3,0.304,0.968,0.862,True,parsed_from_final_validation_log_line,zoology/experiments/flash_vqg/scripts/20260703-02-flash-vqg-injection-warmup-repro-rerun/outputs/reprowarm-3090-gpu0-all-20260703T025329Z/logs/inj-warmup-linear512-r2.log,f381c9cf9b15d54ee10d9b887f451e97591d533d1448fac242f7f8acf2cfcae4,zoology/experiments/flash_vqg/scripts/20260703-02-flash-vqg-injection-warmup-repro-rerun/outputs/reprowarm-3090-gpu0-all-20260703T025329Z/configs/inj-warmup-linear512-r2.json,ceddcd8f8805cc41fd65438b8ea244122caf2dd024e3e2a494782e47efc01596,zoology/experiments/flash_vqg/scripts/20260703-02-flash-vqg-injection-warmup-repro-rerun/outputs/reprowarm-3090-gpu0-all-20260703T025329Z/results/inj-warmup-linear512-r2.json,d96862977867b30c2a26179cf70e44434c2dddaf52b7956a154c98135a28a72f,3ba3e6e,a51b6b0
20260703-02-flash-vqg-injection-warmup-repro-rerun,20260703T025329Z,3090,mclab-3090,0,reprowarm-3090-gpu0-all,inj-warmup-silent64-linear512-r2,completed,2026-07-03T03:59:29+00:00,2026-07-03T05:02:09+00:00,3760.0,62.667,0.1,0.0,0.0,1,704,704,4,64,2,4,16,,256,2048,scheduled,False,[],0.405,0.952,0.748,0.247,0.155,2.86,0.786,5.76,0.338,1.26,0.561,True,parsed_from_final_validation_log_line,zoology/experiments/flash_vqg/scripts/20260703-02-flash-vqg-injection-warmup-repro-rerun/outputs/reprowarm-3090-gpu0-all-20260703T025329Z/logs/inj-warmup-silent64-linear512-r2.log,359529802df3d48a0dda4dac8e69e67f1a82f1052796ab8d0567348443fe5e26,zoology/experiments/flash_vqg/scripts/20260703-02-flash-vqg-injection-warmup-repro-rerun/outputs/reprowarm-3090-gpu0-all-20260703T025329Z/configs/inj-warmup-silent64-linear512-r2.json,583d0b23c2994c6f56f94c6edddd61e147099f9fb1e29c9111b705a6db1926a7,zoology/experiments/flash_vqg/scripts/20260703-02-flash-vqg-injection-warmup-repro-rerun/outputs/reprowarm-3090-gpu0-all-20260703T025329Z/results/inj-warmup-silent64-linear512-r2.json,dbb02ae72b2e9741f95c61be34dcb71dc1d1ac30cbd96bb57cd6191b6f598649,3ba3e6e,a51b6b0
