queue,target,gpu,pid,status,log,trace_output_dir,started_at,finished_at,status_path
2080ti-gpu0,default-s124-r2,0,,pending,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T135615Z/logs/default-s124-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/default-s124-r2,,,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T135615Z/queue-status.tsv
2080ti-gpu0,default-s124-r2,0,5219,failed:1,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T145800Z/logs/default-s124-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/default-s124-r2,2026-06-26T02:49:24+08:00,2026-06-26T02:49:24+08:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T145800Z/queue-status.tsv
2080ti-gpu0-default-s124-r2-retry,default-s124-r2,0,743,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-default-s124-r2-retry-20260625T194131Z/logs/default-s124-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/default-s124-r2,2026-06-26T03:41:31+08:00,2026-06-26T04:48:32+08:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-default-s124-r2-retry-20260625T194131Z/queue-status.tsv
2080ti-gpu0-r3r4,default-s123-r3,0,2274,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-r3r4-20260625T204902Z/logs/default-s123-r3.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/default-s123-r3,2026-06-26T04:49:02+08:00,2026-06-26T05:58:41+08:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-r3r4-20260625T204902Z/queue-status.tsv
2080ti-gpu0-r3r4,default-s123-r4,0,2274,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-r3r4-20260625T204902Z/logs/default-s123-r4.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/default-s123-r4,2026-06-26T07:01:19+08:00,2026-06-26T08:14:50+08:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-r3r4-20260625T204902Z/queue-status.tsv
2080ti-gpu0-r3r4,default-s124-r3,0,2274,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-r3r4-20260625T204902Z/logs/default-s124-r3.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/default-s124-r3,2026-06-26T05:58:41+08:00,2026-06-26T07:01:19+08:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-r3r4-20260625T204902Z/queue-status.tsv
2080ti-gpu0-r3r4,default-s124-r4,0,2274,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-r3r4-20260625T204902Z/logs/default-s124-r4.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/default-s124-r4,2026-06-26T08:14:50+08:00,2026-06-26T09:25:12+08:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-r3r4-20260625T204902Z/queue-status.tsv
2080ti-smoke,smoke-default-s123,0,100726,failed:1,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-smoke-20260625T132525Z/logs/smoke-default-s123.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/smoke-default-s123,2026-06-25T21:25:25+08:00,2026-06-25T21:25:32+08:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-smoke-20260625T132525Z/queue-status.tsv
2080ti-smoke,smoke-default-s123,0,36,failed:1,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-smoke-20260625T135156Z/logs/smoke-default-s123.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/smoke-default-s123,2026-06-25T13:51:56+00:00,2026-06-25T13:52:05+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-smoke-20260625T135156Z/queue-status.tsv
2080ti-smoke,smoke-default-s123,0,36,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-smoke-20260625T135329Z/logs/smoke-default-s123.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/smoke-default-s123,2026-06-25T13:53:29+00:00,2026-06-25T13:54:10+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-smoke-20260625T135329Z/queue-status.tsv
2080ti-smoke,smoke-default-s123,0,1057,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-smoke-20260625T144200Z/logs/smoke-default-s123.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/smoke-default-s123,2026-06-25T22:41:44+08:00,2026-06-25T22:42:09+08:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-smoke-20260625T144200Z/queue-status.tsv
3090-gpu0,default-s123-r1,0,36,failed:1,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T135503Z/logs/default-s123-r1.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/3090/default-s123-r1,2026-06-25T13:55:03+00:00,2026-06-25T13:55:09+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T135503Z/queue-status.tsv
3090-gpu0,default-s123-r1,0,36,started,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T135615Z/logs/default-s123-r1.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/3090/default-s123-r1,2026-06-25T13:56:15+00:00,,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T135615Z/queue-status.tsv
3090-gpu0,default-s123-r1,0,3457013,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T145800Z/logs/default-s123-r1.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/3090/default-s123-r1,2026-06-25T14:57:41+00:00,2026-06-25T16:13:08+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T145800Z/queue-status.tsv
3090-gpu0,default-s123-r2,0,,pending,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T135503Z/logs/default-s123-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/3090/default-s123-r2,,,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T135503Z/queue-status.tsv
3090-gpu0,default-s123-r2,0,,pending,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T135615Z/logs/default-s123-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/3090/default-s123-r2,,,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T135615Z/queue-status.tsv
3090-gpu0,default-s123-r2,0,3461829,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T145800Z/logs/default-s123-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/3090/default-s123-r2,2026-06-25T16:45:49+00:00,2026-06-25T17:58:36+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T145800Z/queue-status.tsv
3090-gpu0,default-s124-r1,0,,pending,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T135503Z/logs/default-s124-r1.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/3090/default-s124-r1,,,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T135503Z/queue-status.tsv
3090-gpu0,default-s124-r1,0,,pending,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T135615Z/logs/default-s124-r1.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/3090/default-s124-r1,,,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T135615Z/queue-status.tsv
3090-gpu0,default-s124-r1,0,3459939,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T145800Z/logs/default-s124-r1.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/3090/default-s124-r1,2026-06-25T16:13:08+00:00,2026-06-25T16:45:49+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T145800Z/queue-status.tsv
3090-gpu0,default-s124-r2,0,,pending,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T135503Z/logs/default-s124-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/3090/default-s124-r2,,,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T135503Z/queue-status.tsv
3090-gpu0,default-s124-r2,0,,pending,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T135615Z/logs/default-s124-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/3090/default-s124-r2,,,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T135615Z/queue-status.tsv
3090-gpu0,default-s124-r2,0,3465284,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T145800Z/logs/default-s124-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/3090/default-s124-r2,2026-06-25T17:58:36+00:00,2026-06-25T18:31:43+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-20260625T145800Z/queue-status.tsv
3090-gpu0-r3r4,default-s123-r3,0,3470103,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-r3r4-20260625T195034Z/logs/default-s123-r3.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/3090/default-s123-r3,2026-06-25T19:50:34+00:00,2026-06-25T20:59:19+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-r3r4-20260625T195034Z/queue-status.tsv
3090-gpu0-r3r4,default-s123-r4,0,3470103,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-r3r4-20260625T195034Z/logs/default-s123-r4.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/3090/default-s123-r4,2026-06-25T21:31:51+00:00,2026-06-25T22:45:46+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-r3r4-20260625T195034Z/queue-status.tsv
3090-gpu0-r3r4,default-s124-r3,0,3470103,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-r3r4-20260625T195034Z/logs/default-s124-r3.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/3090/default-s124-r3,2026-06-25T20:59:19+00:00,2026-06-25T21:31:51+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-r3r4-20260625T195034Z/queue-status.tsv
3090-gpu0-r3r4,default-s124-r4,0,3470103,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-r3r4-20260625T195034Z/logs/default-s124-r4.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/3090/default-s124-r4,2026-06-25T22:45:46+00:00,2026-06-25T23:12:45+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-gpu0-r3r4-20260625T195034Z/queue-status.tsv
3090-smoke,smoke-default-s123,0,36,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-smoke-20260625T135155Z/logs/smoke-default-s123.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/3090/smoke-default-s123,2026-06-25T13:51:56+00:00,2026-06-25T13:52:30+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/3090-smoke-20260625T135155Z/queue-status.tsv
