queue,target,gpu,pid,status,log,trace_output_dir,started_at,finished_at,status_path
2080ti-gpu0,default-s123-r1,0,36,failed:1,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T135503Z/logs/default-s123-r1.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/default-s123-r1,2026-06-25T13:55:04+00:00,2026-06-25T13:55:10+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T135503Z/queue-status.tsv
2080ti-gpu0,default-s123-r1,0,36,started,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T135615Z/logs/default-s123-r1.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/default-s123-r1,2026-06-25T13:56:16+00:00,,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T135615Z/queue-status.tsv
2080ti-gpu0,default-s123-r1,0,2285,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T145800Z/logs/default-s123-r1.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/default-s123-r1,2026-06-25T22:57:41+08:00,2026-06-26T00:17:46+08:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T145800Z/queue-status.tsv
2080ti-gpu0,default-s123-r2,0,,pending,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T135503Z/logs/default-s123-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/default-s123-r2,,,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T135503Z/queue-status.tsv
2080ti-gpu0,default-s123-r2,0,,pending,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T135615Z/logs/default-s123-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/default-s123-r2,,,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T135615Z/queue-status.tsv
2080ti-gpu0,default-s123-r2,0,4854,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T145800Z/logs/default-s123-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/default-s123-r2,2026-06-26T01:26:28+08:00,2026-06-26T02:49:24+08:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T145800Z/queue-status.tsv
2080ti-gpu0,default-s124-r1,0,,pending,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T135503Z/logs/default-s124-r1.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/default-s124-r1,,,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T135503Z/queue-status.tsv
2080ti-gpu0,default-s124-r1,0,,pending,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T135615Z/logs/default-s124-r1.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/default-s124-r1,,,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T135615Z/queue-status.tsv
2080ti-gpu0,default-s124-r1,0,4329,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T145800Z/logs/default-s124-r1.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/default-s124-r1,2026-06-26T00:17:46+08:00,2026-06-26T01:26:28+08:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T145800Z/queue-status.tsv
2080ti-gpu0,default-s124-r2,0,,pending,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T135503Z/logs/default-s124-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/traces/2080ti/default-s124-r2,,,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-02-flash-vqg-1epoch-repro-screen/outputs/2080ti-gpu0-20260625T135503Z/queue-status.tsv
