experiment_id,machine,target,run_id,train_step,loss,update_norm_p95,update_norm_max,uncapped_sum_zeta_p95,cap_hit_ratio,m_norm_max,lambda_mean,inject_ratio
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r1,rscreen-cb64r16-default-s123-r1-d123-b64ga4-2080ti,0,9.037312507629395,0.1112910732626915,0.22665639221668243,0.5,,0.2853860855102539,0.05000000819563866,0.14461518824100494
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r1,rscreen-cb64r16-default-s123-r1-d123-b64ga4-2080ti,64,8.67382526397705,0.10987149924039841,0.389340341091156,0.2639864683151245,,0.9887703061103821,0.0072555337101221085,0.006138976197689772
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r1,rscreen-cb64r16-default-s123-r1-d123-b64ga4-2080ti,130,8.451095581054688,0.05899926275014877,0.39743247628211975,0.19041018187999725,,0.6321538686752319,0.0009104458149522543,0.01973840408027172
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r1,rscreen-cb64r16-default-s123-r1-d123-b64ga4-2080ti,203,8.433431625366211,0.02056220918893814,0.3290109932422638,0.05709224194288254,,0.7259702682495117,0.00010698380356188864,0.0008867906290106475
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r1,rscreen-cb64r16-default-s123-r1-d123-b64ga4-2080ti,352,8.353355407714844,0.09477783739566803,0.6132712960243225,0.166758194565773,,2.2753732204437256,0.040236543864011765,0.48820891976356506
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r1,rscreen-cb64r16-default-s123-r1-d123-b64ga4-2080ti,448,3.1851277351379395,0.21464107930660248,0.6074734330177307,0.48065319657325745,,2.3298184871673584,0.17581206560134888,1.6146620512008667
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r1,rscreen-cb64r16-default-s123-r1-d123-b64ga4-2080ti,704,0.8635097742080688,0.10369342565536499,0.42764967679977417,0.20129331946372986,,4.023314952850342,0.12425471842288971,0.7393040060997009
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r2,rscreen-cb64r16-default-s123-r2-d123-b64ga4-2080ti,0,9.037312507629395,0.1112910732626915,0.22665639221668243,0.5,,0.2853860855102539,0.05000000819563866,0.14461518824100494
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r2,rscreen-cb64r16-default-s123-r2-d123-b64ga4-2080ti,64,8.67382526397705,0.10987149924039841,0.3893403708934784,0.2639864981174469,,0.9887703061103821,0.007255534175783396,0.006138978525996208
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r2,rscreen-cb64r16-default-s123-r2-d123-b64ga4-2080ti,130,8.451094627380371,0.05899924784898758,0.39743247628211975,0.19041021168231964,,0.6321536302566528,0.0009104457567445934,0.019738420844078064
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r2,rscreen-cb64r16-default-s123-r2-d123-b64ga4-2080ti,203,8.407100677490234,0.02049531415104866,0.31148064136505127,0.05773950740695,,0.689223051071167,0.00010563346586422995,0.0010221450356766582
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r2,rscreen-cb64r16-default-s123-r2-d123-b64ga4-2080ti,352,8.312585830688477,0.06157490238547325,0.30367207527160645,0.0858592614531517,,2.049137830734253,0.06641220301389694,0.8768007755279541
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r2,rscreen-cb64r16-default-s123-r2-d123-b64ga4-2080ti,448,2.904428243637085,0.2211426943540573,0.6844052672386169,0.48993510007858276,,3.0509302616119385,0.17562013864517212,2.011019706726074
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r2,rscreen-cb64r16-default-s123-r2-d123-b64ga4-2080ti,704,0.8423782587051392,0.10354868322610855,0.44374749064445496,0.2100154608488083,,3.6703834533691406,0.1111965999007225,0.8303062319755554
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r3,rscreen-cb64r16-default-s123-r3-d123-b64ga4-2080ti,0,9.037312507629395,0.1112910732626915,0.22665639221668243,0.5,,0.2853860855102539,0.05000000819563866,0.14461518824100494
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r3,rscreen-cb64r16-default-s123-r3-d123-b64ga4-2080ti,64,8.67382526397705,0.10987149178981781,0.3893404006958008,0.2639864683151245,,0.9887702465057373,0.0072555337101221085,0.006138977594673634
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r3,rscreen-cb64r16-default-s123-r3-d123-b64ga4-2080ti,130,8.451095581054688,0.05899926647543907,0.39743250608444214,0.1904103308916092,,0.6321538686752319,0.0009104455821216106,0.01973840966820717
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r3,rscreen-cb64r16-default-s123-r3-d123-b64ga4-2080ti,203,8.417780876159668,0.01689862087368965,0.28076085448265076,0.04835539683699608,,0.5859782695770264,8.806421101326123e-05,0.001183978863991797
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r3,rscreen-cb64r16-default-s123-r3-d123-b64ga4-2080ti,352,8.263628959655762,0.06562264263629913,0.3977321982383728,0.10649602860212326,,2.2828755378723145,0.052584052085876465,0.6180521249771118
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r3,rscreen-cb64r16-default-s123-r3-d123-b64ga4-2080ti,448,2.7693769931793213,0.21282833814620972,0.6008872985839844,0.4665932357311249,,2.161267042160034,0.17078493535518646,1.3997384309768677
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r3,rscreen-cb64r16-default-s123-r3-d123-b64ga4-2080ti,704,0.7855933308601379,0.11260272562503815,0.4985964000225067,0.2122090756893158,,4.297764301300049,0.12016931176185608,0.7850359082221985
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r4,rscreen-cb64r16-default-s123-r4-d123-b64ga4-2080ti,0,9.037312507629395,0.1112910732626915,0.22665639221668243,0.5,,0.2853860855102539,0.05000000819563866,0.14461518824100494
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r4,rscreen-cb64r16-default-s123-r4-d123-b64ga4-2080ti,64,8.67382526397705,0.10987149924039841,0.3893403708934784,0.2639864385128021,,0.9887703061103821,0.0072555337101221085,0.006138978525996208
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r4,rscreen-cb64r16-default-s123-r4-d123-b64ga4-2080ti,130,8.451095581054688,0.05899928882718086,0.39743247628211975,0.19041046500205994,,0.6321540474891663,0.0009104454657062888,0.019738424569368362
20260625-02-flash-vqg-1epoch-repro-screen,2080ti,default-s123-r4,rscreen-cb64r16-default-s123-r4-d123-b64ga4-2080ti,203,8.402556419372559,0.022267788648605347,0.36605918407440186,0.06108890473842621,,0.8102402091026306,0.00011666502541629598,0.000861993117723614
