queue,machine,target,variant,gpu,pid,status,log,config_json,result_json,started_at,finished_at,status_path
2080ti-gpu0,2080ti,fixed-r2-baseline,fixed-r2-baseline,0,78400,completed,zoology/experiments/flash_vqg/scripts/20260630-02-flash-vqg-s124-readk4-gate/outputs/2080ti-gpu0-20260630T030827Z/logs/fixed-r2-baseline.log,zoology/experiments/flash_vqg/scripts/20260630-02-flash-vqg-s124-readk4-gate/outputs/2080ti-gpu0-20260630T030827Z/configs/fixed-r2-baseline.json,zoology/experiments/flash_vqg/scripts/20260630-02-flash-vqg-s124-readk4-gate/outputs/2080ti-gpu0-20260630T030827Z/results/fixed-r2-baseline.json,2026-06-30T11:09:26+08:00,2026-06-30T12:26:16+08:00,zoology/experiments/flash_vqg/scripts/20260630-02-flash-vqg-s124-readk4-gate/outputs/2080ti-gpu0-20260630T030827Z/queue-status.tsv
2080ti-gpu1,2080ti,fixed-r4,fixed-r4,1,78402,completed,zoology/experiments/flash_vqg/scripts/20260630-02-flash-vqg-s124-readk4-gate/outputs/2080ti-gpu1-20260630T030827Z/logs/fixed-r4.log,zoology/experiments/flash_vqg/scripts/20260630-02-flash-vqg-s124-readk4-gate/outputs/2080ti-gpu1-20260630T030827Z/configs/fixed-r4.json,zoology/experiments/flash_vqg/scripts/20260630-02-flash-vqg-s124-readk4-gate/outputs/2080ti-gpu1-20260630T030827Z/results/fixed-r4.json,2026-06-30T11:09:26+08:00,2026-06-30T12:04:15+08:00,zoology/experiments/flash_vqg/scripts/20260630-02-flash-vqg-s124-readk4-gate/outputs/2080ti-gpu1-20260630T030827Z/queue-status.tsv
3090-gpu0,3090,fixed-r2-baseline,fixed-r2-baseline,0,3608039,completed,zoology/experiments/flash_vqg/scripts/20260630-02-flash-vqg-s124-readk4-gate/outputs/3090-gpu0-20260630T030827Z/logs/fixed-r2-baseline.log,zoology/experiments/flash_vqg/scripts/20260630-02-flash-vqg-s124-readk4-gate/outputs/3090-gpu0-20260630T030827Z/configs/fixed-r2-baseline.json,zoology/experiments/flash_vqg/scripts/20260630-02-flash-vqg-s124-readk4-gate/outputs/3090-gpu0-20260630T030827Z/results/fixed-r2-baseline.json,2026-06-30T03:10:57+00:00,2026-06-30T04:02:21+00:00,zoology/experiments/flash_vqg/scripts/20260630-02-flash-vqg-s124-readk4-gate/outputs/3090-gpu0-20260630T030827Z/queue-status.tsv
3090-gpu0,3090,fixed-r4,fixed-r4,0,3608039,completed,zoology/experiments/flash_vqg/scripts/20260630-02-flash-vqg-s124-readk4-gate/outputs/3090-gpu0-20260630T030827Z/logs/fixed-r4.log,zoology/experiments/flash_vqg/scripts/20260630-02-flash-vqg-s124-readk4-gate/outputs/3090-gpu0-20260630T030827Z/configs/fixed-r4.json,zoology/experiments/flash_vqg/scripts/20260630-02-flash-vqg-s124-readk4-gate/outputs/3090-gpu0-20260630T030827Z/results/fixed-r4.json,2026-06-30T04:02:21+00:00,2026-06-30T04:44:05+00:00,zoology/experiments/flash_vqg/scripts/20260630-02-flash-vqg-s124-readk4-gate/outputs/3090-gpu0-20260630T030827Z/queue-status.tsv
