launch_id,sweep_id,run_id,source,status,project,entity,experiment_id,run_url,run_dir,backup_file,available_metrics,created_at_utc,finished_at_utc,seed,data_seed,learning_rate,d_model,n_layers,train_batch_order,block_len,local_num_blocks,if_remote_enabled,num_codebook_vectors,num_heads,use_time_mixing,fox_remote_path_backend,fox_remote_read_topk,read_mode,experiment_part,experiment_mode,fox_clr_selector_mode,fox_clr_merge_mode,fox_clr_gate_mode,fox_clr_lambda_remote,fox_clr_gate_init_bias,fox_clr_residual_update_mode,fox_clr_residual_forget_mode,fox_clr_state_write_topk,fox_clr_delta_target_mode
flash-vqg-20260420-gdn-default-baseline-2026-04-20-08-35-50,flash-vqg-20260420-gdn-default-baseline,gated_delta_net-default-s123-d123,local,completed,flash_vqg_vs_gdn,scu-mclab,obaucgzwabipbxl3vz8of,https://swanlab.cn/@scu-mclab/flash_vqg_vs_gdn/runs/obaucgzwabipbxl3vz8of,/home/lyj/mnt/project/zoology/swanlog/run-20260420_083555-obaucgzwabipbxl3vz8of,/home/lyj/mnt/project/zoology/swanlog/run-20260420_083555-obaucgzwabipbxl3vz8of/backup.swanlab,"['train/loss', 'valid/accuracy', 'valid/input_seq_len/accuracy-1024', 'valid/input_seq_len/accuracy-128', 'valid/input_seq_len/accuracy-256', 'valid/input_seq_len/accuracy-512', 'valid/input_seq_len/accuracy-64', 'valid/loss', 'valid/mqar_case/accuracy-1024x256', 'valid/mqar_case/accuracy-128x32', 'valid/mqar_case/accuracy-256x64', 'valid/mqar_case/accuracy-512x128', 'valid/mqar_case/accuracy-512x64', 'valid/mqar_case/accuracy-64x16', 'valid/mqar_case/accuracy-64x4', 'valid/mqar_case/accuracy-64x8', 'valid/num_kv_pairs/accuracy-128', 'valid/num_kv_pairs/accuracy-16', 'valid/num_kv_pairs/accuracy-256', 'valid/num_kv_pairs/accuracy-32', 'valid/num_kv_pairs/accuracy-4', 'valid/num_kv_pairs/accuracy-64', 'valid/num_kv_pairs/accuracy-8']",,,123,123,0.001,128,2,global_shuffle,,,,,,,,,dense,,,,,,,,,,,
