variant,variant_kind,description,completed_machines,completed_count,final_1024x256_2080ti,final_1024x256_3090,final_gap,final_gap_percentage_points,final_within_4pp,best_1024x256_2080ti,best_1024x256_3090,best_gap,best_gap_percentage_points,best_within_4pp,fox_remote_read_topk,fox_remote_read_topk_initial,fox_remote_read_topk_final,release_start,release_end,schedule,dense_read_chunked
baseline-r2-no-trace,fixed,"default-dropout fixed read_topk=2 baseline, no trace and no softcap","2080ti,3090",2,0.74,0.46,0.27999999999999997,27.999999999999996,False,0.74,0.46,0.27999999999999997,27.999999999999996,False,2,,,0,0,linear_int,False
inject-softcap0p5-r2,fixed,default-dropout fixed read_topk=2 with injection smooth_p4 softcap ratio=0.5,"2080ti,3090",2,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,2,,,0,0,linear_int,False
inject-softcap0p5-linear512-r2,fixed,injection smooth_p4 softcap ratio=0.5 plus residual injection linear warmup 0->512 optimizer steps,"2080ti,3090",2,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,2,,,0,0,linear_int,False
update-softcap0p5-r2,fixed,default-dropout fixed read_topk=2 with M_state update_norm smooth_p4 softcap=0.5,"2080ti,3090",2,0.806,0.508,0.29800000000000004,29.800000000000004,False,0.806,0.508,0.29800000000000004,29.800000000000004,False,2,,,0,0,linear_int,False
update-softcap0p5-linear512-r2,fixed,M_state update_norm smooth_p4 softcap=0.5 plus residual injection linear warmup 0->512 optimizer steps,"2080ti,3090",2,0.903,0.708,0.19500000000000006,19.500000000000007,False,0.903,0.708,0.19500000000000006,19.500000000000007,False,2,,,0,0,linear_int,False
default-r2,fixed,compatibility alias used internally by the default-dropout wrapper,,0,,,,,,,,,,,2,,,0,0,linear_int,False
fixed-r2-baseline,fixed,compatibility alias used internally by the train-read-topk wrapper,,0,,,,,,,,,,,2,,,0,0,linear_int,False
