queue,machine,target,variant,gpu,pid,status,log,config_json,result_json,started_at,finished_at,status_path
softcap-2080ti-gpu0-baseline-inject,2080ti,baseline-r2-no-trace,baseline-r2-no-trace,0,127991,completed,zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu0-baseline-inject-20260703T0812Z/logs/baseline-r2-no-trace.log,zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu0-baseline-inject-20260703T0812Z/configs/baseline-r2-no-trace.json,zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu0-baseline-inject-20260703T0812Z/results/baseline-r2-no-trace.json,2026-07-03T16:10:36+08:00,2026-07-03T17:17:52+08:00,zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu0-baseline-inject-20260703T0812Z/queue-status.tsv
softcap-2080ti-gpu0-baseline-inject,2080ti,inject-softcap0p5-r2,inject-softcap0p5-r2,0,128938,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu0-remainder-20260703T0925Z/logs/inject-softcap0p5-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu0-remainder-20260703T0925Z/configs/inject-softcap0p5-r2.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu0-remainder-20260703T0925Z/results/inject-softcap0p5-r2.json,2026-07-03T17:24:55+08:00,2026-07-03T17:29:55+08:00,zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu0-remainder-20260703T0925Z/queue-status.tsv
softcap-2080ti-gpu0-baseline-inject,2080ti,update-softcap0p5-linear512-r2,update-softcap0p5-linear512-r2,0,129203,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu0-updatelin-20260703T0932Z/logs/update-softcap0p5-linear512-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu0-updatelin-20260703T0932Z/configs/update-softcap0p5-linear512-r2.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu0-updatelin-20260703T0932Z/results/update-softcap0p5-linear512-r2.json,2026-07-03T17:32:35+08:00,2026-07-03T19:21:36+08:00,zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu0-updatelin-20260703T0932Z/queue-status.tsv
softcap-2080ti-gpu1-injectlin-update,2080ti,inject-softcap0p5-linear512-r2,inject-softcap0p5-linear512-r2,1,127995,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu1-injectlin-update-20260703T0812Z/logs/inject-softcap0p5-linear512-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu1-injectlin-update-20260703T0812Z/configs/inject-softcap0p5-linear512-r2.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu1-injectlin-update-20260703T0812Z/results/inject-softcap0p5-linear512-r2.json,2026-07-03T16:10:36+08:00,2026-07-03T16:15:36+08:00,zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu1-injectlin-update-20260703T0812Z/queue-status.tsv
softcap-2080ti-gpu1-injectlin-update,2080ti,update-softcap0p5-r2,update-softcap0p5-r2,1,128246,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu1-injectlin-update-20260703T0812Z/logs/update-softcap0p5-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu1-injectlin-update-20260703T0812Z/configs/update-softcap0p5-r2.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu1-injectlin-update-20260703T0812Z/results/update-softcap0p5-r2.json,2026-07-03T16:15:49+08:00,2026-07-03T18:00:49+08:00,zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu1-injectlin-update-20260703T0812Z/queue-status.tsv
softcap-2080ti-gpu1-injectlin-update,2080ti,update-softcap0p5-linear512-r2,update-softcap0p5-linear512-r2,1,,pending,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu1-injectlin-update-20260703T0812Z/logs/update-softcap0p5-linear512-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu1-injectlin-update-20260703T0812Z/configs/update-softcap0p5-linear512-r2.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu1-injectlin-update-20260703T0812Z/results/update-softcap0p5-linear512-r2.json,,,zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-2080ti-gpu1-injectlin-update-20260703T0812Z/queue-status.tsv
softcap-3090-gpu0-all,3090,baseline-r2-no-trace,baseline-r2-no-trace,0,3705036,completed,zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-3090-gpu0-all-20260703T0812Z/logs/baseline-r2-no-trace.log,zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-3090-gpu0-all-20260703T0812Z/configs/baseline-r2-no-trace.json,zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-3090-gpu0-all-20260703T0812Z/results/baseline-r2-no-trace.json,2026-07-03T08:10:32+00:00,2026-07-03T19:56:38+08:00,zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-3090-gpu0-all-20260703T0812Z/queue-status.tsv
softcap-3090-gpu0-all,3090,inject-softcap0p5-r2,inject-softcap0p5-r2,0,3706360,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-3090-gpu0-remainder-20260703T0915Z/logs/inject-softcap0p5-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-3090-gpu0-remainder-20260703T0915Z/configs/inject-softcap0p5-r2.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-3090-gpu0-remainder-20260703T0915Z/results/inject-softcap0p5-r2.json,2026-07-03T09:03:41+00:00,2026-07-03T09:08:41+00:00,zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-3090-gpu0-remainder-20260703T0915Z/queue-status.tsv
softcap-3090-gpu0-all,3090,inject-softcap0p5-linear512-r2,inject-softcap0p5-linear512-r2,0,3706682,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-3090-gpu0-remainder-20260703T0915Z/logs/inject-softcap0p5-linear512-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-3090-gpu0-remainder-20260703T0915Z/configs/inject-softcap0p5-linear512-r2.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-3090-gpu0-remainder-20260703T0915Z/results/inject-softcap0p5-linear512-r2.json,2026-07-03T09:08:52+00:00,2026-07-03T09:13:52+00:00,zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-3090-gpu0-remainder-20260703T0915Z/queue-status.tsv
softcap-3090-gpu0-all,3090,update-softcap0p5-r2,update-softcap0p5-r2,0,3707015,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-3090-gpu0-remainder-20260703T0915Z/logs/update-softcap0p5-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-3090-gpu0-remainder-20260703T0915Z/configs/update-softcap0p5-r2.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-3090-gpu0-remainder-20260703T0915Z/results/update-softcap0p5-r2.json,2026-07-03T09:14:02+00:00,2026-07-03T10:25:02+00:00,zoology/experiments/flash_vqg/scripts/20260703-03-flash-vqg-softcap-stability-screen/outputs/softcap-3090-gpu0-remainder-20260703T0915Z/queue-status.tsv
