queue,machine,target,variant,gpu,pid,status,log,config_json,result_json,started_at,finished_at,status_path
event-2080ti-gpu0-baseline,2080ti,baseline-r2,baseline-r2,0,106315,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/event-2080ti-gpu0-baseline-20260702T0155Z/logs/baseline-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/event-2080ti-gpu0-baseline-20260702T0155Z/configs/baseline-r2.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/event-2080ti-gpu0-baseline-20260702T0155Z/results/baseline-r2.json,2026-07-02T01:54:58+08:00,2026-07-02T04:14:58+08:00,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/event-2080ti-gpu0-baseline-20260702T0155Z/queue-status.tsv
event-2080ti-gpu1-ucap0p5,2080ti,ucap0p5-r2,ucap0p5-r2,1,106468,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/event-2080ti-gpu1-ucap0p5-20260702T0155Z/logs/ucap0p5-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/event-2080ti-gpu1-ucap0p5-20260702T0155Z/configs/ucap0p5-r2.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/event-2080ti-gpu1-ucap0p5-20260702T0155Z/results/ucap0p5-r2.json,2026-07-02T01:54:58+08:00,2026-07-02T04:59:58+08:00,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/event-2080ti-gpu1-ucap0p5-20260702T0155Z/queue-status.tsv
event-3090-gpu0-all,3090,baseline-r2,baseline-r2,0,3659247,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/event-3090-gpu0-all-20260702T0155Z/logs/baseline-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/event-3090-gpu0-all-20260702T0155Z/configs/baseline-r2.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/event-3090-gpu0-all-20260702T0155Z/results/baseline-r2.json,2026-07-01T17:55:04+00:00,2026-07-01T19:30:04+00:00,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/event-3090-gpu0-all-20260702T0155Z/queue-status.tsv
event-3090-gpu0-all,3090,ucap0p5-r2,ucap0p5-r2,0,3661727,completed,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/event-3090-gpu0-all-20260702T0155Z/logs/ucap0p5-r2.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/event-3090-gpu0-all-20260702T0155Z/configs/ucap0p5-r2.json,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/event-3090-gpu0-all-20260702T0155Z/results/ucap0p5-r2.json,2026-07-01T19:30:11+00:00,2026-07-01T21:35:11+00:00,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/event-3090-gpu0-all-20260702T0155Z/queue-status.tsv
