actual_cap_hit,actual_cap_scale,actual_update_norm_cap,addr_d_norm,block_idx,code_idx,epoch_idx,err_norm,event_idx_in_block_pack,event_rank_in_block,global_step,head_idx,hypothetical_cap,hypothetical_cap_hit,hypothetical_cap_scale,layer_idx,raw_topk_mass,run_id,sample_idx,sum_zeta_pack,sum_zeta_uncapped_pack,target_u_norm,token_ell,token_pos,update_norm_uncapped,valid_batch_idx,write_q_entropy,write_q_raw_entropy,write_q_raw_top1,write_q_top1,write_top1_mass,zeta_after_update_cap,zeta_before_update_cap,zeta_pack,zeta_uncapped_pack,experiment_id,machine,target,trace_path
True,0.11980753653837867,0.5,1.0,8,39,0,6.7799272537231445,3407,0,704,0,0.5,True,0.11980754487172895,1,0.6807580590248108,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,13,,,7.007081985473633,15,271,4.1733598709106445,441,,,,,,0.07374709844589233,0.6155464053153992,0.6155464053153992,0.6155464053153992,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.12317996913686116,0.5,1.0,31,39,0,7.0572590827941895,2893,0,704,0,0.5,True,0.1231799672789115,1,0.710475504398346,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,11,,,7.29872989654541,11,1003,4.059101581573486,441,,,,,,0.07084903866052628,0.5751668810844421,0.5751668810844421,0.5751668810844421,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.12558796935857394,0.5,1.0,9,39,0,7.393128395080566,2377,0,704,0,0.5,True,0.1255879735085473,1,0.6201208829879761,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,9,,,7.227342128753662,3,291,3.9812729358673096,441,,,,,,0.06763036549091339,0.5385099053382874,0.5385099053382874,0.5385099053382874,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.12787398316775078,0.5,0.9999999403953552,1,50,0,6.393481254577637,2142,0,704,0,0.5,True,0.12787398356087806,1,0.7016472220420837,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,8,,,6.460043430328369,3,35,3.910099506378174,441,,,,,,0.07820465415716171,0.6115759611129761,0.6115759611129761,0.6115759611129761,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.1319009945392085,0.5,1.0,0,59,0,6.148104667663574,383,0,704,0,0.5,True,0.13190098947503878,1,0.6997928619384766,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,1,0.03040573000907898,0.03040573000907898,6.537622451782227,29,29,3.790722131729126,441,0.283383846282959,0.283383846282959,0.942328691482544,0.942328691482544,0.942328691482544,0.08132588118314743,0.6165676116943359,0.6165676116943359,0.6165676116943359,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.13266555473940905,0.5,1.0,1,39,0,7.319993495941162,3162,1,704,0,0.5,True,0.13266556214934264,1,0.7003941535949707,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,12,,,6.978044509887695,25,57,3.7688755989074707,441,,,,,,0.06830606609582901,0.5148741602897644,0.5148741602897644,0.5148741602897644,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.13523538491833095,0.5,1.0,11,39,0,6.556405067443848,2140,0,704,0,0.5,True,0.13523538182138733,1,0.6500328779220581,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,8,,,6.949934482574463,27,379,3.6972572803497314,441,,,,,,0.07626130431890488,0.5639153122901917,0.5639153122901917,0.5639153122901917,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.14243597717624995,0.5,1.0,6,39,0,6.441095352172852,329,0,704,0,0.5,True,0.14243597858140924,1,0.6664106249809265,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,1,0.5281355381011963,0.5281355381011963,6.3329176902771,1,193,3.5103490352630615,441,0.7573983669281006,0.7573983669281006,0.7833724617958069,0.7833724617958069,0.7833724617958069,0.0776265487074852,0.5449925661087036,0.5449925661087036,0.5449925661087036,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.14282558191984404,0.5,1.0,9,39,0,7.027203559875488,335,1,704,0,0.5,True,0.14282558126547507,1,0.6634674072265625,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,1,0.4992336630821228,0.4992336630821228,6.9426422119140625,9,297,3.5007734298706055,441,1.063826322555542,1.063826322555542,0.6309739947319031,0.6309739947319031,0.6309739947319031,0.07115206122398376,0.4981744885444641,0.4981744885444641,0.4981744885444641,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.1447071441732296,0.5,1.0,6,39,0,7.104099750518799,1094,1,704,0,0.5,True,0.14470714865673956,1,0.6425620913505554,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,4,,,7.035941123962402,1,193,3.455254316329956,441,,,,,,0.07038189470767975,0.48637470602989197,0.48637470602989197,0.48637470602989197,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
