actual_cap_hit,actual_cap_scale,actual_update_norm_cap,addr_d_norm,block_idx,code_idx,epoch_idx,err_norm,event_idx_in_block_pack,event_rank_in_block,global_step,head_idx,hypothetical_cap,hypothetical_cap_hit,hypothetical_cap_scale,layer_idx,raw_topk_mass,run_id,sample_idx,sum_zeta_pack,sum_zeta_uncapped_pack,target_u_norm,token_ell,token_pos,update_norm_uncapped,valid_batch_idx,write_q_entropy,write_q_raw_entropy,write_q_raw_top1,write_q_top1,write_top1_mass,zeta_after_update_cap,zeta_before_update_cap,zeta_pack,zeta_uncapped_pack,experiment_id,machine,target,trace_path
True,0.14747984193756558,0.5,0.9999999403953552,10,39,0,7.557363986968994,2392,0,704,0,0.5,True,0.14747984219042537,1,0.6880326271057129,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,9,,,6.891600131988525,19,339,3.390293836593628,441,,,,,,0.06616063416004181,0.4486079812049866,0.4486079812049866,0.4486079812049866,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.14910885184697656,0.5,1.0,1,39,0,7.1412034034729,1109,2,704,0,0.5,True,0.14910886006468738,1,0.5635451078414917,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,4,,,7.194435119628906,23,55,3.353254795074463,441,,,,,,0.07001620531082153,0.46956437826156616,0.46956437826156616,0.46956437826156616,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.14988297347812868,0.5,1.0,0,39,0,6.044953346252441,1368,1,704,0,0.5,True,0.1498829789659453,1,0.6781764626502991,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,5,,,6.167685508728027,21,21,3.3359358310699463,441,,,,,,0.08271361887454987,0.55185467004776,0.55185467004776,0.55185467004776,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.15049473416517187,0.5,1.0,0,5,0,6.155109882354736,3596,2,704,0,0.5,True,0.1504947380174828,1,0.7222334742546082,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,14,,,6.1696906089782715,15,15,3.3223752975463867,441,,,,,,0.08123331516981125,0.5397751331329346,0.5397751331329346,0.5397751331329346,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.15177821939734532,0.5,1.0,2,19,0,5.411664009094238,3369,0,704,0,0.5,True,0.151778220397992,1,0.6143655180931091,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,13,,,5.563992500305176,5,69,3.2942802906036377,441,,,,,,0.09239302575588226,0.608737051486969,0.608737051486969,0.608737051486969,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.15357769741912447,0.5,1.0,0,32,0,5.951671123504639,1611,3,704,0,0.5,True,0.1535776982385468,1,0.6994116306304932,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,6,,,5.917497634887695,21,21,3.255681037902832,441,,,,,,0.08401001989841461,0.5470196604728699,0.5470196604728699,0.5470196604728699,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.15449105332341256,0.5,0.9999999403953552,2,50,0,5.662379741668701,1388,1,704,0,0.5,True,0.15449104672510822,1,0.6884991526603699,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,5,,,6.068756103515625,17,81,3.236433506011963,441,,,,,,0.08830209821462631,0.571567714214325,0.571567714214325,0.571567714214325,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.15564896442795073,0.5,1.0,1,39,0,6.7438836097717285,1621,3,704,0,0.5,True,0.15564896125393649,1,0.6841732263565063,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,6,,,6.805168628692627,25,57,3.2123568058013916,441,,,,,,0.0741412565112114,0.4763363301753998,0.4763363301753998,0.4763363301753998,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.15590521267019894,0.5,0.9999999403953552,1,39,0,6.231630802154541,3665,4,704,0,0.5,True,0.15590521620151873,1,0.6830733418464661,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,14,,,6.288027286529541,21,53,3.2070767879486084,441,,,,,,0.08023581653833389,0.5146448612213135,0.5146448612213135,0.5146448612213135,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.15852159691584725,0.5,1.0,0,19,0,6.070585250854492,3885,4,704,0,0.5,True,0.15852158832712585,1,0.6600078344345093,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,15,,,6.151711940765381,23,23,3.154144525527954,441,,,,,,0.08236438781023026,0.5195783376693726,0.5195783376693726,0.5195783376693726,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.15937659280459293,0.5,1.0,19,39,0,6.102673530578613,609,0,704,0,0.5,True,0.15937659616783686,1,0.6228273510932922,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,2,0.005606182850897312,0.005606182850897312,6.665141582489014,25,633,3.137223482131958,441,0.28350427746772766,0.28350427746772766,0.942310094833374,0.942310094833374,0.9423101544380188,0.08193130046129227,0.5140736103057861,0.5140736103057861,0.5140736103057861,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.15941404999740727,0.5,1.0,2,50,0,5.880717754364014,1133,2,704,0,0.5,True,0.15941405556070343,1,0.7593568563461304,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,4,,,5.9260478019714355,31,95,3.136486291885376,441,,,,,,0.08502363413572311,0.533350944519043,0.533350944519043,0.533350944519043,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.15960304816434578,0.5,0.9999999403953552,7,39,0,6.028337001800537,2886,0,704,0,0.5,True,0.15960303809799237,1,0.7112811803817749,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,11,,,6.596643924713135,1,225,3.132772445678711,441,,,,,,0.08294162154197693,0.5196744203567505,0.5196744203567505,0.5196744203567505,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.16149120912532103,0.5,1.0,2,39,0,6.425292491912842,76,3,704,0,0.5,True,0.16149121126416968,1,0.7294849157333374,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,0,0.008855554275214672,0.008855554275214672,6.4849090576171875,15,79,3.0961437225341797,441,0.8810059428215027,0.8810059428215027,0.7103380560874939,0.7103380560874939,0.7103380560874939,0.07781746983528137,0.4818681478500366,0.4818681478500366,0.4818681478500366,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.1622747164832287,0.5,1.0,6,39,0,6.164783000946045,2887,2,704,0,0.5,True,0.1622747208624435,1,0.6309307813644409,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,11,,,6.32416296005249,3,195,3.0811946392059326,441,,,,,,0.08110585063695908,0.49980583786964417,0.49980583786964417,0.49980583786964417,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.16257083239503214,0.5,1.0,12,39,0,5.786781311035156,3400,0,704,0,0.5,True,0.16257082985269375,1,0.7080953121185303,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,13,,,6.330654621124268,9,393,3.075582504272461,441,,,,,,0.08640381693840027,0.5314841270446777,0.5314841270446777,0.5314841270446777,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.16339776585750967,0.5,0.9999999403953552,8,50,0,5.765441417694092,2400,1,704,0,0.5,True,0.1633977537670698,1,0.6864914298057556,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,9,,,5.9689531326293945,9,265,3.0600175857543945,441,,,,,,0.08672363311052322,0.530751645565033,0.530751645565033,0.530751645565033,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.16452922927052746,0.5,0.9999999403953552,0,5,0,5.880642414093018,1806,5,704,0,0.5,True,0.16452923610697595,1,0.7255243062973022,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,7,,,5.879757404327393,13,13,3.038973569869995,441,,,,,,0.08502472192049026,0.5167757868766785,0.5167757868766785,0.5167757868766785,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.16697865480187454,0.5,1.0,11,39,0,6.494335174560547,2897,1,704,0,0.5,True,0.1669786640302352,1,0.6664878129959106,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,11,,,6.696859836578369,17,369,2.994394540786743,441,,,,,,0.07699017226696014,0.4610779285430908,0.4610779285430908,0.4610779285430908,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.1670620625589335,0.5,1.0,1,39,0,7.055689334869385,3401,5,704,0,0.5,True,0.16706205272118543,1,0.7415758371353149,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,13,,,7.001733779907227,11,43,2.9928998947143555,441,,,,,,0.07086480408906937,0.4241825044155121,0.4241825044155121,0.4241825044155121,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.1674834873060638,0.5,0.9999999403953552,28,50,0,5.140756130218506,1134,0,704,0,0.5,True,0.16748349884007915,1,0.6390242576599121,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,4,,,6.240387916564941,17,913,2.9853687286376953,441,,,,,,0.0972619503736496,0.5807256102561951,0.5807256102561951,0.5807256102561951,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.1680638126652278,0.5,0.9999999403953552,1,39,0,6.477485179901123,2120,6,704,0,0.5,True,0.16806382468390946,1,0.6144099235534668,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,8,,,6.460352420806885,5,37,2.975060224533081,441,,,,,,0.07719044387340546,0.459292471408844,0.459292471408844,0.459292471408844,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.16874992127717264,0.5,1.0,3,39,0,6.590879917144775,585,0,704,0,0.5,True,0.16874991048132162,1,0.6796660423278809,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,2,0.5956341028213501,0.5956341028213501,6.706093788146973,11,107,2.9629645347595215,441,0.782072126865387,0.782072126865387,0.7697070240974426,0.7697070240974426,0.7697070837020874,0.07586240768432617,0.4495552182197571,0.4495552182197571,0.4495552182197571,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.1711673345249166,0.5,1.0,11,39,0,6.011672496795654,3145,2,704,0,0.5,True,0.17116732552196537,1,0.7125276327133179,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,12,,,6.291009902954102,7,359,2.9211182594299316,441,,,,,,0.0831715315580368,0.48590773344039917,0.48590773344039917,0.48590773344039917,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.1721528235528583,0.5,1.0,12,39,0,6.007555961608887,1874,1,704,0,0.5,True,0.17215281563556356,1,0.678317666053772,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,7,,,5.959176063537598,19,403,2.9043962955474854,441,,,,,,0.08322852849960327,0.4834572374820709,0.4834572374820709,0.4834572374820709,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.172398371565711,0.5,1.0,23,19,0,4.914032459259033,47,0,704,0,0.5,True,0.1723983809044118,1,0.7222395539283752,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,0,0.0854136198759079,0.0854136198759079,5.512824058532715,13,749,2.900259256362915,441,0.2850490212440491,0.2850490212440491,0.9419009685516357,0.9419009685516357,0.941900908946991,0.10174942761659622,0.5901994705200195,0.5901994705200195,0.5901994705200195,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.17339914461693437,0.5,1.0,8,39,0,6.073330879211426,3403,2,704,0,0.5,True,0.17339915684673213,1,0.7336257696151733,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,13,,,6.606457710266113,9,265,2.8835203647613525,441,,,,,,0.08232714235782623,0.4747840166091919,0.4747840166091919,0.4747840166091919,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
True,0.17383774202850769,0.5,0.9999999403953552,14,19,0,4.5639848709106445,2103,0,704,0,0.5,True,0.1738377340298054,1,0.6428565979003906,20260702-01-flash-vqg-update-norm-event-trace-probe-ucap0p5-r2-s124-d123-b64ga4-3090-event-3090-gpu0-all,8,,,5.587602138519287,23,471,2.8762454986572266,441,,,,,,0.10955338925123215,0.6302048563957214,0.6302048563957214,0.6302048563957214,20260702-01-flash-vqg-update-norm-event-trace-probe,3090,ucap0p5-r2,zoology/experiments/flash_vqg/scripts/20260702-01-flash-vqg-update-norm-event-trace-probe/outputs/traces/3090/ucap0p5-r2/event-3090-gpu0-all/train_step_704/update_event_trace.jsonl
