target,machine,layer_idx,records,update_norm_max,update_norm_mean,update_norm_p95,err_norm_mean,err_norm_p95,actual_cap_hit_ratio,hypothetical_cap_hit_ratio,actual_cap_scale_mean,hypothetical_cap_scale_mean
baseline-r2,2080ti,1,1088,2.821499824523926,0.5098072947961662,2.3048713207244873,1.2381983033162267,3.029197931289673,0.0,0.20588235294117646,1.0,0.8770835061061534
baseline-r2,3090,1,1088,2.249290943145752,0.40570745355559185,1.7515766620635986,1.423374098013429,4.578646183013916,0.0,0.15349264705882354,1.0,0.9212685080550067
ucap0p5-r2,2080ti,1,1088,2.3130576610565186,0.3573756722788162,1.8464760780334473,1.0857814117334783,2.175062894821167,0.06341911764705882,0.06341911764705882,0.9560859077078208,0.9560859077093395
ucap0p5-r2,3090,1,1088,4.1733598709106445,0.5466116049518699,2.67930269241333,1.4983493197873674,5.411664009094238,0.19209558823529413,0.19209558823529413,0.8869705580786832,0.8869705576255118
