variant,variant_kind,description,completed_machines,completed_count,final_1024x256_2080ti,final_1024x256_3090,final_gap,final_gap_percentage_points,final_within_4pp,best_1024x256_2080ti,best_1024x256_3090,best_gap,best_gap_percentage_points,best_within_4pp,fox_remote_read_topk,fox_remote_read_topk_initial,fox_remote_read_topk_final,release_start,release_end,schedule,dense_read_chunked
baseline-r2,fixed,"default-dropout fixed read_topk=2, no update_norm_cap, update-event trace enabled","2080ti,3090",2,0.596,0.477,0.119,11.899999999999999,False,0.596,0.477,0.119,11.899999999999999,False,2,,,0,0,linear_int,False
ucap0p5-r2,fixed,"default-dropout fixed read_topk=2, update_norm_cap=0.5, update-event trace enabled","2080ti,3090",2,0.695,0.754,0.05900000000000005,5.900000000000006,False,0.695,0.754,0.05900000000000005,5.900000000000006,False,2,,,0,0,linear_int,False
