experiment_id,machine,target,run_id,train_step,loss,update_norm_p95,update_norm_max,uncapped_sum_zeta_p95,cap_hit_ratio,m_norm_max,lambda_mean,inject_ratio,read_entropy_mean,read_selected_mass_mean,read_selected_mass_p05,read_margin_top1_top2_mean,read_margin_top1_top2_p05,read_unique_top1_ids,final_1024x256_accuracy,final_valid_accuracy,final_valid_loss
20260625-01-flash-vqg-early-window-trace,2080ti,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-2080ti,352,8.334423065185547,1.151939034461975,2.569605588912964,0.9916307926177979,,5.9443359375,0.008821525610983372,0.13461805880069733,0.7580993603914976,0.8944124234840274,0.8308289647102356,2.621222510933876,1.7963371276855469,2,0.813,0.972,0.232
20260625-01-flash-vqg-early-window-trace,2080ti,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-2080ti,448,8.449262619018555,1.2082836627960205,3.0566911697387695,0.9974308013916016,,5.719130516052246,0.03719127178192139,0.4964425265789032,1.001473139040172,0.8505917782895267,0.5437771081924438,1.3238735422492027,0.060339927673339844,4,0.813,0.972,0.232
20260625-01-flash-vqg-early-window-trace,2080ti,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-2080ti,705,3.0600311756134033,0.6641749143600464,2.072482109069824,0.6375795602798462,,8.53458309173584,0.08752468973398209,0.7210679650306702,1.0161926285363734,0.8378568394109607,0.6980195045471191,2.08371963724494,0.6031680107116699,16,0.813,0.972,0.232
20260625-01-flash-vqg-early-window-trace,3090,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-3090,0,9.039597511291504,0.11171120405197144,0.20923224091529846,0.5,,0.3302895426750183,0.05000000819563866,0.14626435935497284,3.7069881670176983,0.03168285592983011,0.01490439847111702,0.31392223108559847,0.04122960567474365,43,0.804,0.967,0.222
20260625-01-flash-vqg-early-window-trace,3090,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-3090,64,8.677420616149902,0.11307430267333984,0.3555375337600708,0.2678242623806,,1.0304522514343262,0.0069085839204490185,0.005210652016103268,3.68545626103878,0.16420174157246947,0.10350309312343597,0.3624967383220792,0.025363683700561523,29,0.804,0.967,0.222
20260625-01-flash-vqg-early-window-trace,3090,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-3090,130,8.453656196594238,0.08386746048927307,0.4871711730957031,0.2513672411441803,,0.803647518157959,0.0016658511012792587,0.02733754925429821,1.151425999472849,0.7521823397837579,0.3385869264602661,3.1345044523477554,0.7336788177490234,2,0.804,0.967,0.222
20260625-01-flash-vqg-early-window-trace,3090,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-3090,203,8.404013633728027,0.47378766536712646,1.0653562545776367,0.643770694732666,,3.883634090423584,0.0007688379846513271,0.002454182133078575,0.17571269169275183,0.9713927051052451,0.9442245960235596,6.7277006059885025,3.627281665802002,2,0.804,0.967,0.222
20260625-01-flash-vqg-early-window-trace,3090,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-3090,352,7.796646595001221,0.09358814358711243,0.6247768998146057,0.1861601173877716,,2.715902328491211,0.07967621088027954,0.44387146830558777,0.7121241385721078,0.8240823256783187,0.4260266125202179,4.59730763733387,0.2545485496520996,7,0.804,0.967,0.222
20260625-01-flash-vqg-early-window-trace,3090,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-3090,448,5.850886344909668,0.15417799353599548,0.9783926010131836,0.21462665498256683,,3.439929246902466,0.08728358149528503,0.338482528924942,0.3566112703301769,0.9315041285008192,0.8049513697624207,5.06763019412756,0.5236673355102539,10,0.804,0.967,0.222
20260625-01-flash-vqg-early-window-trace,3090,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-3090,705,3.728975296020508,0.3414332866668701,2.695216417312622,0.3071845769882202,,4.441007137298584,0.12374282628297806,0.30584821105003357,1.0281548558268696,0.8131864219903946,0.662725031375885,2.8240461200475693,0.5529899597167969,13,0.804,0.967,0.222
20260625-01-flash-vqg-early-window-trace,3090,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-3090,0,9.039852142333984,0.1119132936000824,0.20596343278884888,0.5,,0.282053679227829,0.05000000819563866,0.14065086841583252,3.7004306316375732,0.03114433668088168,0.013426635414361954,0.38531045336276293,0.02865457534790039,41,0.962,0.994,0.0712
20260625-01-flash-vqg-early-window-trace,3090,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-3090,64,8.701085090637207,0.10813186317682266,0.26229336857795715,0.24886393547058105,,1.2979472875595093,0.008163257502019405,0.004507125820964575,3.699098836630583,0.16374870331492275,0.10670493543148041,0.3583596898242831,0.021606802940368652,27,0.962,0.994,0.0712
20260625-01-flash-vqg-early-window-trace,3090,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-3090,130,8.451777458190918,0.059653621166944504,0.33957409858703613,0.17152321338653564,,0.8957889080047607,0.0020048683509230614,0.033808235079050064,2.0030048927292228,0.574145182268694,0.21119678020477295,1.6865669041872025,0.10916543006896973,7,0.962,0.994,0.0712
20260625-01-flash-vqg-early-window-trace,3090,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-3090,203,8.407332420349121,0.09763935953378677,1.06937575340271,0.15742093324661255,,3.685828685760498,0.0015132292173802853,0.00261865695938468,1.1730992149095982,0.798145835287869,0.4297265410423279,2.2964304015040398,0.4214043617248535,4,0.962,0.994,0.0712
20260625-01-flash-vqg-early-window-trace,3090,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-3090,352,8.370108604431152,0.07280999422073364,1.113189935684204,0.1602925956249237,,4.7381205558776855,0.13703489303588867,0.21937142312526703,0.8090212875977159,0.9027841575443745,0.8080464005470276,2.51221764087677,0.23218536376953125,3,0.962,0.994,0.0712
20260625-01-flash-vqg-early-window-trace,3090,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-3090,448,8.365453720092773,0.1130930483341217,6.100685119628906,0.5810460448265076,,12.558405876159668,0.439250111579895,0.5643748641014099,0.22607640967908083,0.9626092985272408,0.9450615048408508,5.347947143018246,2.6054134368896484,2,0.962,0.994,0.0712
20260625-01-flash-vqg-early-window-trace,3090,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-3090,705,1.0518006086349487,0.04162817820906639,0.436984121799469,0.01966799423098564,,5.437991619110107,0.7119300365447998,0.40628886222839355,1.2670336395967752,0.7811388284899294,0.49382284283638,1.886921487748623,0.6733713150024414,25,0.962,0.994,0.0712
20260625-01-flash-vqg-early-window-trace,3090,hard04-s123,etrace-cb64r16-hard04-s123-d123-b64ga4-3090,0,9.039615631103516,0.0311142411082983,0.04213334992527962,0.5,1.0,0.09614020586013794,0.05000000819563866,0.048711445182561874,3.7069881670176983,0.03168285592983011,0.01490439847111702,0.31392223108559847,0.04122960567474365,43,0.858,0.974,0.182
20260625-01-flash-vqg-early-window-trace,3090,hard04-s123,etrace-cb64r16-hard04-s123-d123-b64ga4-3090,64,8.677087783813477,0.026369329541921616,0.054236214607954025,0.3057376444339752,0.25,0.7000402212142944,0.007925471290946007,0.002872503362596035,3.7311185263097286,0.1569054771680385,0.10260346531867981,0.3347279066219926,0.024396061897277832,33,0.858,0.974,0.182
20260625-01-flash-vqg-early-window-trace,3090,hard04-s123,etrace-cb64r16-hard04-s123-d123-b64ga4-3090,130,8.454012870788574,0.023422468453645706,0.04599602520465851,0.25896939635276794,0.19380950927734375,0.5408874154090881,0.0027878116816282272,0.04349936172366142,1.0492213659890695,0.7724601188674569,0.29763445258140564,4.134230602532625,0.801227331161499,4,0.858,0.974,0.182
20260625-01-flash-vqg-early-window-trace,3090,hard04-s123,etrace-cb64r16-hard04-s123-d123-b64ga4-3090,203,8.412927627563477,0.04570266604423523,0.2026851773262024,0.2728012800216675,0.25,3.462005138397217,0.0032566674053668976,0.002709624357521534,1.6220708865675988,0.6535314009524882,0.20204296708106995,4.772893980145454,0.06639337539672852,5,0.858,0.974,0.182
20260625-01-flash-vqg-early-window-trace,3090,hard04-s123,etrace-cb64r16-hard04-s123-d123-b64ga4-3090,352,8.423046112060547,0.06058289855718613,0.14204062521457672,0.3632048964500427,0.2248077392578125,2.1158981323242188,0.044671960175037384,0.20811958611011505,2.1528690642444417,0.5074132401496172,0.13020670413970947,1.6526484675705433,0.1172935962677002,15,0.858,0.974,0.182
20260625-01-flash-vqg-early-window-trace,3090,hard04-s123,etrace-cb64r16-hard04-s123-d123-b64ga4-3090,448,6.965582847595215,0.06273027509450912,0.20917370915412903,0.15229375660419464,0.12334442138671875,2.0463411808013916,0.15795812010765076,0.27559730410575867,1.9876676098210737,0.5727757287677377,0.14253811538219452,1.9716947600245476,0.048728227615356445,19,0.858,0.974,0.182
20260625-01-flash-vqg-early-window-trace,3090,hard04-s123,etrace-cb64r16-hard04-s123-d123-b64ga4-3090,705,2.99129581451416,0.09520130604505539,0.23450520634651184,0.11636856943368912,0.12290191650390625,2.279587745666504,0.12375254929065704,0.18682493269443512,2.352269950322807,0.5013816453283653,0.12252116203308105,1.2979270815849304,0.041027069091796875,23,0.858,0.974,0.182
