experiment_id,machine,target,run_id,train_step,valid_batch_idx,records,entropy_mean,selected_mass_mean,selected_mass_p05,margin_top1_top2_mean,margin_top1_top2_p05,unique_top1_ids,source_path
20260625-01-flash-vqg-early-window-trace,2080ti,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-2080ti,0,441,64,3.705371495336294,0.03305469811311923,0.015996186062693596,0.34923721104860306,0.03581559658050537,41,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_0/read_trace.jsonl
20260625-01-flash-vqg-early-window-trace,2080ti,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-2080ti,130,441,64,0.46863628225401044,0.8846611184999347,0.7103137969970703,4.2939017452299595,2.2921981811523438,2,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_130/read_trace.jsonl
20260625-01-flash-vqg-early-window-trace,2080ti,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-2080ti,203,441,64,0.001787409171811305,0.9865760346874595,0.9818832278251648,10.097879156470299,9.056068420410156,2,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_203/read_trace.jsonl
20260625-01-flash-vqg-early-window-trace,2080ti,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-2080ti,352,441,64,0.6283931380166905,0.8573579378426075,0.505291223526001,4.216416597366333,0.9007148742675781,3,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_352/read_trace.jsonl
20260625-01-flash-vqg-early-window-trace,2080ti,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-2080ti,448,441,64,2.0419423633720726,0.5795795568265021,0.24096915125846863,1.452065870165825,0.09019184112548828,24,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_448/read_trace.jsonl
20260625-01-flash-vqg-early-window-trace,2080ti,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-2080ti,64,441,64,3.709168676286936,0.16127349436283112,0.10330769419670105,0.38093012291938066,0.027982234954833984,28,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_64/read_trace.jsonl
20260625-01-flash-vqg-early-window-trace,2080ti,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-2080ti,705,441,64,1.6822471807245165,0.6943032396957278,0.4632413983345032,1.677432045340538,0.13064336776733398,27,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_705/read_trace.jsonl
20260625-01-flash-vqg-early-window-trace,2080ti,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-2080ti,0,441,64,3.680791962891817,0.0367459240660537,0.016145505011081696,0.3896352266892791,0.02184927463531494,40,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_0/read_trace.jsonl
20260625-01-flash-vqg-early-window-trace,2080ti,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-2080ti,130,441,64,2.3414332021493465,0.48985821241512895,0.1920759379863739,1.4605808965861797,0.10054254531860352,14,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_130/read_trace.jsonl
20260625-01-flash-vqg-early-window-trace,2080ti,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-2080ti,203,441,64,2.2958326481748372,0.5112990909256041,0.343807190656662,1.0299009084701538,0.1087656021118164,6,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_203/read_trace.jsonl
20260625-01-flash-vqg-early-window-trace,2080ti,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-2080ti,352,441,64,0.7580993603914976,0.8944124234840274,0.8308289647102356,2.621222510933876,1.7963371276855469,2,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_352/read_trace.jsonl
20260625-01-flash-vqg-early-window-trace,2080ti,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-2080ti,448,441,64,1.001473139040172,0.8505917782895267,0.5437771081924438,1.3238735422492027,0.060339927673339844,4,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_448/read_trace.jsonl
20260625-01-flash-vqg-early-window-trace,2080ti,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-2080ti,64,441,64,3.697860036045313,0.16749662556685507,0.10976395010948181,0.4025649377144873,0.029252469539642334,26,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_64/read_trace.jsonl
20260625-01-flash-vqg-early-window-trace,2080ti,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-2080ti,705,441,64,1.0161926285363734,0.8378568394109607,0.6980195045471191,2.08371963724494,0.6031680107116699,16,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/train_step_705/read_trace.jsonl
20260625-01-flash-vqg-early-window-trace,3090,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-3090,0,441,64,3.7069881670176983,0.03168285592983011,0.01490439847111702,0.31392223108559847,0.04122960567474365,43,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/3090/default-s123/train_step_0/read_trace.jsonl
20260625-01-flash-vqg-early-window-trace,3090,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-3090,130,441,64,1.151425999472849,0.7521823397837579,0.3385869264602661,3.1345044523477554,0.7336788177490234,2,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/3090/default-s123/train_step_130/read_trace.jsonl
20260625-01-flash-vqg-early-window-trace,3090,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-3090,203,441,64,0.17571269169275183,0.9713927051052451,0.9442245960235596,6.7277006059885025,3.627281665802002,2,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/3090/default-s123/train_step_203/read_trace.jsonl
20260625-01-flash-vqg-early-window-trace,3090,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-3090,352,441,64,0.7121241385721078,0.8240823256783187,0.4260266125202179,4.59730763733387,0.2545485496520996,7,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/3090/default-s123/train_step_352/read_trace.jsonl
20260625-01-flash-vqg-early-window-trace,3090,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-3090,448,441,64,0.3566112703301769,0.9315041285008192,0.8049513697624207,5.06763019412756,0.5236673355102539,10,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/3090/default-s123/train_step_448/read_trace.jsonl
20260625-01-flash-vqg-early-window-trace,3090,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-3090,64,441,64,3.68545626103878,0.16420174157246947,0.10350309312343597,0.3624967383220792,0.025363683700561523,29,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/3090/default-s123/train_step_64/read_trace.jsonl
