experiment_id,source_machine,source_host,source_path,mirror_path,sha256,file_size,status
20260625-01-flash-vqg-early-window-trace,3090,mclab-3090,mclab-3090:/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/3090-wave1-20260625T012500Z/logs/default-s123.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/3090-wave1-20260625T012500Z/logs/default-s123.log,d692953d1c6cff414fb7295c3ab08b907e83054847bd7958b3c0e3047c22eb29,2421796,mirrored-to-2080ti
20260625-01-flash-vqg-early-window-trace,3090,mclab-3090,mclab-3090:/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/3090-wave1-20260625T012500Z/logs/default-s124.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/3090-wave1-20260625T012500Z/logs/default-s124.log,d8ef6c9b2829da3b32693849a15608a2a112b0153d38ad8d05030796fdc1a4ac,2366413,mirrored-to-2080ti
20260625-01-flash-vqg-early-window-trace,3090,mclab-3090,mclab-3090:/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/3090-wave1-20260625T012500Z/logs/hard04-s123.log,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/3090-wave1-20260625T012500Z/logs/hard04-s123.log,75dd2d3e267065081c95317d3bee3b38deb66913751a650fddfab15b903e19c6,2424177,mirrored-to-2080ti
20260625-01-flash-vqg-early-window-trace,2080ti,mclab-2080ti,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/early_window_metrics.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/early_window_metrics.jsonl,bb985b5e497f31141abb7130366ba5bb274801fa36ffd1973afce58210a1a363,91822,source-local
20260625-01-flash-vqg-early-window-trace,2080ti,mclab-2080ti,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/early_window_metrics.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s124/early_window_metrics.jsonl,5766d101dced845fc3075679b982424312f1ab71c77ccbe0f8836ec53ed10028,91739,source-local
20260625-01-flash-vqg-early-window-trace,2080ti,mclab-2080ti,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/smoke-default-s123/early_window_metrics.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/smoke-default-s123/early_window_metrics.jsonl,1d58397b728ce27bde3347b9483d9434f62d10c44e1d2829195fd76049e962ef,155928,source-local
20260625-01-flash-vqg-early-window-trace,2080ti,mclab-2080ti,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/smoke-hard04-s123/early_window_metrics.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/smoke-hard04-s123/early_window_metrics.jsonl,711e6a74c87614b1d5e35fada20e426381e9ff1d43b08cede9706258b1871317,117459,source-local
20260625-01-flash-vqg-early-window-trace,3090,mclab-3090,mclab-3090:/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/3090/default-s123/early_window_metrics.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/3090/default-s123/early_window_metrics.jsonl,05841ef80b8a675549a3bbdd9fef6777617c1acadd622dab29a8270a05e73eb1,91687,mirrored-to-2080ti
20260625-01-flash-vqg-early-window-trace,3090,mclab-3090,mclab-3090:/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/3090/default-s124/early_window_metrics.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/3090/default-s124/early_window_metrics.jsonl,2ec14fad81112c4911bddec619d2e80c6f810cf389ce350247746e325a7451de,91782,mirrored-to-2080ti
20260625-01-flash-vqg-early-window-trace,3090,mclab-3090,mclab-3090:/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/3090/hard04-s123/early_window_metrics.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/3090/hard04-s123/early_window_metrics.jsonl,4d87bf2b6c67fb031b3d861d056ad71a55b99c75d9bb3da75140fff6ad21d295,93370,mirrored-to-2080ti
20260625-01-flash-vqg-early-window-trace,3090,mclab-3090,mclab-3090:/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/3090/smoke-default-s123/early_window_metrics.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/3090/smoke-default-s123/early_window_metrics.jsonl,fc5c64246edf712ee3dd0767a90e24a60b08c11d36b89370041b51ed18232fb6,38969,mirrored-to-2080ti
20260625-01-flash-vqg-early-window-trace,3090,mclab-3090,mclab-3090:/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/3090/smoke-hard04-s123/early_window_metrics.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/3090/smoke-hard04-s123/early_window_metrics.jsonl,d2fabab21fd5128f717fbcc3f29ba743b03199be956f8139e9c75c59f293337c,39103,mirrored-to-2080ti
20260625-01-flash-vqg-early-window-trace,2080ti,mclab-2080ti,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_0/read_trace.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_0/read_trace.jsonl,3b0dc9f71696d0320bf8c903f06a5a6cd5234d6fd96cbb583120641173fe3730,36179,source-local
20260625-01-flash-vqg-early-window-trace,2080ti,mclab-2080ti,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_130/read_trace.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_130/read_trace.jsonl,0603151b00b6716976a0abf31e28de959ea269276a6b9b4ece60d2b29f3e44ac,35931,source-local
20260625-01-flash-vqg-early-window-trace,2080ti,mclab-2080ti,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_203/read_trace.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_203/read_trace.jsonl,1bae73433b61629f4d9c2f7f83af94acd1955545322931c7538a4fe565d3e4b7,36221,source-local
20260625-01-flash-vqg-early-window-trace,2080ti,mclab-2080ti,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_352/read_trace.jsonl,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260625-01-flash-vqg-early-window-trace/outputs/traces/2080ti/default-s123/train_step_352/read_trace.jsonl,5686373222c71384023645d7c7eaa3fa71957b1b3a1ee9f0adfc12e49ab629da,35950,source-local
