experiment_id,machine,target,run_id,train_step,loss,update_norm_p95,update_norm_max,uncapped_sum_zeta_p95,cap_hit_ratio,m_norm_max,lambda_mean,inject_ratio
20260625-01-flash-vqg-early-window-trace,2080ti,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-2080ti,0,9.037312507629395,0.1112910732626915,0.22665639221668243,0.5,,0.2853860855102539,0.05000000819563866,0.14461518824100494
20260625-01-flash-vqg-early-window-trace,2080ti,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-2080ti,64,8.67382526397705,0.10987149178981781,0.3893403708934784,0.2639864981174469,,0.9887702465057373,0.0072555337101221085,0.006138977129012346
20260625-01-flash-vqg-early-window-trace,2080ti,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-2080ti,130,8.451095581054688,0.058999232947826385,0.39743247628211975,0.1904103010892868,,0.6321535110473633,0.0009104456403292716,0.019738342612981796
20260625-01-flash-vqg-early-window-trace,2080ti,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-2080ti,203,8.39938735961914,0.022473400458693504,0.4311521649360657,0.05656851455569267,,1.1951686143875122,0.00010954315075650811,0.0005904208519496024
20260625-01-flash-vqg-early-window-trace,2080ti,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-2080ti,352,8.403178215026855,0.1137888953089714,0.5508780479431152,0.16650915145874023,,2.8817832469940186,0.022790297865867615,0.291890025138855
20260625-01-flash-vqg-early-window-trace,2080ti,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-2080ti,448,3.625094413757324,0.21470902860164642,0.6464301347732544,0.4877740740776062,,1.892224669456482,0.1814919114112854,1.784014105796814
20260625-01-flash-vqg-early-window-trace,2080ti,default-s123,etrace-cb64r16-default-s123-d123-b64ga4-2080ti,705,0.8804334402084351,0.08127199858427048,0.32089507579803467,0.17213760316371918,,2.9161510467529297,0.11015453189611435,0.8247819542884827
20260625-01-flash-vqg-early-window-trace,2080ti,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-2080ti,0,9.038751602172852,0.11187998205423355,0.204389289021492,0.5,,0.29540905356407166,0.05000000819563866,0.14336538314819336
20260625-01-flash-vqg-early-window-trace,2080ti,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-2080ti,64,8.705349922180176,0.11995673179626465,0.414959579706192,0.265254408121109,,1.3374580144882202,0.008459502831101418,0.004880567081272602
20260625-01-flash-vqg-early-window-trace,2080ti,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-2080ti,130,8.456003189086914,0.06367189437150955,0.5570403933525085,0.1977681815624237,,0.9510360956192017,0.0027002301067113876,0.037797678261995316
20260625-01-flash-vqg-early-window-trace,2080ti,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-2080ti,203,8.40966510772705,0.06758449226617813,0.714223325252533,0.14906105399131775,,1.3837262392044067,0.0011301268823444843,0.002205274300649762
20260625-01-flash-vqg-early-window-trace,2080ti,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-2080ti,352,8.334423065185547,1.151939034461975,2.569605588912964,0.9916307926177979,,5.9443359375,0.008821525610983372,0.13461805880069733
20260625-01-flash-vqg-early-window-trace,2080ti,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-2080ti,448,8.449262619018555,1.2082836627960205,3.0566911697387695,0.9974308013916016,,5.719130516052246,0.03719127178192139,0.4964425265789032
20260625-01-flash-vqg-early-window-trace,2080ti,default-s124,etrace-cb64r16-default-s124-d123-b64ga4-2080ti,705,3.0600311756134033,0.6641749143600464,2.072482109069824,0.6375795602798462,,8.53458309173584,0.08752468973398209,0.7210679650306702
