queue	machine	target	variant	gpu	pid	status	log	config_json	result_json	started_at	finished_at
repro-3090-gpu0	3090	r8-update-softcap0p5-injwarm512-rerun	r8-update-softcap0p5-injwarm512-rerun	0		pending	/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260707-01-flash-vqg-r8-r16-joint-repro/outputs/repro-3090-gpu0-r8-update-softcap0p5-injwarm512-rerun-20260707T065101Z-formal-formal/logs/r8-update-softcap0p5-injwarm512-rerun.log	/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260707-01-flash-vqg-r8-r16-joint-repro/outputs/repro-3090-gpu0-r8-update-softcap0p5-injwarm512-rerun-20260707T065101Z-formal-formal/configs/r8-update-softcap0p5-injwarm512-rerun.json	/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260707-01-flash-vqg-r8-r16-joint-repro/outputs/repro-3090-gpu0-r8-update-softcap0p5-injwarm512-rerun-20260707T065101Z-formal-formal/results/r8-update-softcap0p5-injwarm512-rerun.json		
repro-3090-gpu0	3090	r8-update-softcap0p5-injwarm512-rerun	r8-update-softcap0p5-injwarm512-rerun	0	3840973	train-started	/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260707-01-flash-vqg-r8-r16-joint-repro/outputs/repro-3090-gpu0-r8-update-softcap0p5-injwarm512-rerun-20260707T065101Z-formal-formal/logs/r8-update-softcap0p5-injwarm512-rerun.log	/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260707-01-flash-vqg-r8-r16-joint-repro/outputs/repro-3090-gpu0-r8-update-softcap0p5-injwarm512-rerun-20260707T065101Z-formal-formal/configs/r8-update-softcap0p5-injwarm512-rerun.json	/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260707-01-flash-vqg-r8-r16-joint-repro/outputs/repro-3090-gpu0-r8-update-softcap0p5-injwarm512-rerun-20260707T065101Z-formal-formal/results/r8-update-softcap0p5-injwarm512-rerun.json	2026-07-07T06:51:20+00:00	
repro-3090-gpu0	3090	r8-update-softcap0p5-injwarm512-rerun	r8-update-softcap0p5-injwarm512-rerun	0	3840973	completed	/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260707-01-flash-vqg-r8-r16-joint-repro/outputs/repro-3090-gpu0-r8-update-softcap0p5-injwarm512-rerun-20260707T065101Z-formal-formal/logs/r8-update-softcap0p5-injwarm512-rerun.log	/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260707-01-flash-vqg-r8-r16-joint-repro/outputs/repro-3090-gpu0-r8-update-softcap0p5-injwarm512-rerun-20260707T065101Z-formal-formal/configs/r8-update-softcap0p5-injwarm512-rerun.json	/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260707-01-flash-vqg-r8-r16-joint-repro/outputs/repro-3090-gpu0-r8-update-softcap0p5-injwarm512-rerun-20260707T065101Z-formal-formal/results/r8-update-softcap0p5-injwarm512-rerun.json	2026-07-07T06:51:20+00:00	2026-07-07T08:11:20+00:00
