machine,target,variant,num_batches,sha256,first_16,read_trace_enabled,train_inline_event_trace_enabled,path,file_sha256
2080ti,fixed-r16-baseline,fixed-r16-baseline,2815,fb11b66aca3ad686a85f9623c9ae6769bb4a799fdaa0d952c0af518f0dfcc320,"[487, 968, 1599, 205, 1685, 1567, 1443, 72, 1336, 2219, 756, 2572, 1778, 2588, 2430, 2464]",False,False,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-01-flash-vqg-default-dropout-r16-mstate-control/outputs/mstate-2080ti-gpu0-20260705T074648Z/preflight/batch-order-fixed-r16-baseline.json,a022ef3892dc5252e55484b869babb4178efa57bb8f65b69d99f7c95ee27a130
2080ti,r16-mnorm-cap6,r16-mnorm-cap6,2815,fb11b66aca3ad686a85f9623c9ae6769bb4a799fdaa0d952c0af518f0dfcc320,"[487, 968, 1599, 205, 1685, 1567, 1443, 72, 1336, 2219, 756, 2572, 1778, 2588, 2430, 2464]",False,False,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-01-flash-vqg-default-dropout-r16-mstate-control/outputs/mstate-2080ti-gpu0-20260705T074648Z/preflight/batch-order-r16-mnorm-cap6.json,3932a82ab68ec276bc83179dddc59cba984fb8d15d7e90bd75971e370ec6cd85
2080ti,r16-update-softcap0p5-injwarm512,r16-update-softcap0p5-injwarm512,2815,fb11b66aca3ad686a85f9623c9ae6769bb4a799fdaa0d952c0af518f0dfcc320,"[487, 968, 1599, 205, 1685, 1567, 1443, 72, 1336, 2219, 756, 2572, 1778, 2588, 2430, 2464]",False,False,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-01-flash-vqg-default-dropout-r16-mstate-control/outputs/mstate-2080ti-gpu0-20260705T074648Z/preflight/batch-order-r16-update-softcap0p5-injwarm512.json,412846e7bd7579e10743692c26288fbc297813edb739727f38d8f64830fd5814
2080ti,r16-update-softcap0p5,r16-update-softcap0p5,2815,fb11b66aca3ad686a85f9623c9ae6769bb4a799fdaa0d952c0af518f0dfcc320,"[487, 968, 1599, 205, 1685, 1567, 1443, 72, 1336, 2219, 756, 2572, 1778, 2588, 2430, 2464]",False,False,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-01-flash-vqg-default-dropout-r16-mstate-control/outputs/mstate-2080ti-gpu0-20260705T074648Z/preflight/batch-order-r16-update-softcap0p5.json,a09cd3a7a3a7982758546badb37b34743a23cb52d00e070e35f0d58f3d7e6aed
3090,fixed-r16-baseline,fixed-r16-baseline,2815,fb11b66aca3ad686a85f9623c9ae6769bb4a799fdaa0d952c0af518f0dfcc320,"[487, 968, 1599, 205, 1685, 1567, 1443, 72, 1336, 2219, 756, 2572, 1778, 2588, 2430, 2464]",False,False,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-01-flash-vqg-default-dropout-r16-mstate-control/outputs/mstate-3090-gpu0-20260705T074648Z/preflight/batch-order-fixed-r16-baseline.json,69707ec46fbf340a31927fbe33373ae2a85204c220e2e51b5633e6e1e0046900
3090,r16-mnorm-cap6,r16-mnorm-cap6,2815,fb11b66aca3ad686a85f9623c9ae6769bb4a799fdaa0d952c0af518f0dfcc320,"[487, 968, 1599, 205, 1685, 1567, 1443, 72, 1336, 2219, 756, 2572, 1778, 2588, 2430, 2464]",False,False,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-01-flash-vqg-default-dropout-r16-mstate-control/outputs/mstate-3090-gpu0-20260705T074648Z/preflight/batch-order-r16-mnorm-cap6.json,1feb23ccdbc39a4bf41ecf39e7a3967ff00c295efb77f36f1ee2eaca5bd3ba3d
3090,r16-update-softcap0p5-injwarm512,r16-update-softcap0p5-injwarm512,2815,fb11b66aca3ad686a85f9623c9ae6769bb4a799fdaa0d952c0af518f0dfcc320,"[487, 968, 1599, 205, 1685, 1567, 1443, 72, 1336, 2219, 756, 2572, 1778, 2588, 2430, 2464]",False,False,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-01-flash-vqg-default-dropout-r16-mstate-control/outputs/mstate-3090-gpu0-20260705T074648Z/preflight/batch-order-r16-update-softcap0p5-injwarm512.json,3752c4c1cb494e20afbaa5f93b6da46c412fdca50848c2b1a339cb8e341da749
3090,r16-update-softcap0p5,r16-update-softcap0p5,2815,fb11b66aca3ad686a85f9623c9ae6769bb4a799fdaa0d952c0af518f0dfcc320,"[487, 968, 1599, 205, 1685, 1567, 1443, 72, 1336, 2219, 756, 2572, 1778, 2588, 2430, 2464]",False,False,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-01-flash-vqg-default-dropout-r16-mstate-control/outputs/mstate-3090-gpu0-20260705T074648Z/preflight/batch-order-r16-update-softcap0p5.json,69ca4180e3a04e793e8820c70174e97058c1aa1488b325e19601e55830a5c2eb
