config,run_id,source,gpu,seed,data_seed,cb,rank,dynamic_capacity,relative_to_gdn,status,trainable_params,zoology_state_size_metric_seq1024,elapsed_sec,wall_clock,validation_count,valid_loss,valid_accuracy,valid_mqar_case_accuracy_1024x256,valid_input_seq_len_accuracy_512,valid_input_seq_len_accuracy_1024,valid_num_kv_pairs_accuracy_128,valid_num_kv_pairs_accuracy_256,valid_gd_write_strength_mean,valid_gd_m_norm_mean,valid_gd_m_norm_max,valid_gd_mu_valid_ratio,valid_gd_lambda_mean,valid_gd_inject_ratio,valid_vq_relative_err_mean,valid_vq_c_entropy,valid_vq_c_usage_mean,valid_vq_write_entropy_mean,valid_vq_write_top1_mass_mean,swanlab_url,swanlab_run_dir
cb256-r4-s125,gd-r4-wk4-mu01-t025-cb256-s125-d123-noearly4ep-r4r8-seed125,r4_r8_seed125_paired_recheck,0,125,123,256,4,131072,8x,completed,1183430,724480,16957,04:42:37,8,0.28544360399246216,0.95087841796875,0.73907421875,0.9486015625,0.73907421875,0.925109375,0.73907421875,0.0006652630816836516,0.001831050369392393,0.1726910032272812,0.3473351266649034,0.37715064882049487,0.23127544340160158,0.080194583650501,3.312728117855768,20.337301491035355,3.0369583623749867,0.29236371022841284,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/c4yabui0tu8ugxqcubx1u,swanlog/run-20260517_125134-c4yabui0tu8ugxqcubx1u
cb256-r8-s125,gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-r4r8-seed125,r4_r8_seed125_paired_recheck,1,125,123,256,8,262144,16x,completed,1183942,1248768,15327,04:15:27,8,0.04600127413868904,0.996052734375,0.98284375,0.9951015625,0.98284375,0.996140625,0.98284375,0.04313268032782371,0.011866346384132547,6.544880357053545,0.4267789674183679,0.15711940310540654,0.06424665557486671,0.07085605282779961,3.443469678598737,20.337301285966994,3.1705762289819264,0.38082681093660614,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/zdp3us6bdfr7pumvj67nj,swanlog/run-20260517_125134-zdp3us6bdfr7pumvj67nj
cb256-r16-s124,gd-r16-wk4-mu01-t025-cb256-s124-d123-noearly4ep-r16-robustness,r16_seed_robustness,0,124,123,256,16,524288,32x,completed,1184966,2297344,19103,05:18:23,8,0.16711272299289703,0.980533203125,0.8765078125,0.98922265625,0.8765078125,0.9863828125,0.8765078125,0.0468355999476025,0.07004246349993443,5.696549773216248,0.30583259037562777,0.10333053087667814,0.17502064118900942,0.06683687912300229,3.0587848822275796,20.337301505936516,2.9078957575654227,0.2882781610602424,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/8pxbx6snpv28y1ke7p3sp,swanlog/run-20260517_173952-8pxbx6snpv28y1ke7p3sp
cb256-r16-s125,gd-r16-wk4-mu01-t025-cb256-s125-d123-noearly4ep-r16-robustness,r16_seed_robustness,1,125,123,256,16,524288,32x,completed,1184966,2297344,15966,04:26:06,8,0.04959365352988243,0.99691357421875,0.98517578125,0.99637890625,0.98517578125,0.9985390625,0.98517578125,0.007348906867841762,0.004824162545865254,2.103743699334917,0.32990080969674246,0.05942393391437474,0.05438089121635708,0.05512561983916731,3.318777249445991,20.33730116723076,3.1313788469821686,0.34293070813966176,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/jafa90xf5dz54o7ypy5jk,swanlog/run-20260517_173952-jafa90xf5dz54o7ypy5jk
