machine,checkpoint,expected_model_state_sha256,embedded_model_state_sha256,actual_model_state_sha256,match_expected,match_embedded,path,sha256
2080ti,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260630-03-flash-vqg-s124-fixed-r4-4ep-confirm/outputs/canonical-init/cb64r16-s124-init.pt,2a1107bf22d0804ed485ab94bdc7af8004ef7b892a60c2967f842ba0f4b4efb0,2a1107bf22d0804ed485ab94bdc7af8004ef7b892a60c2967f842ba0f4b4efb0,2a1107bf22d0804ed485ab94bdc7af8004ef7b892a60c2967f842ba0f4b4efb0,True,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260701-04-flash-vqg-default-dropout-update-norm-cap-probe/outputs/ucap-2080ti-gpu0-baseline-ucap0p25-20260701T114109Z/init-verify.json,dd184a09ce0a40b78fcf15573a7bdb1a3d2038275a9dc48b8367e83b124bc333
2080ti,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260630-03-flash-vqg-s124-fixed-r4-4ep-confirm/outputs/canonical-init/cb64r16-s124-init.pt,2a1107bf22d0804ed485ab94bdc7af8004ef7b892a60c2967f842ba0f4b4efb0,2a1107bf22d0804ed485ab94bdc7af8004ef7b892a60c2967f842ba0f4b4efb0,2a1107bf22d0804ed485ab94bdc7af8004ef7b892a60c2967f842ba0f4b4efb0,True,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260701-04-flash-vqg-default-dropout-update-norm-cap-probe/outputs/ucap-2080ti-gpu1-ucap0p5-20260701T114109Z/init-verify.json,2bc304af3dcff6f1d31ef95c9cc29128b30916d36d70d1289ca0a4ba5a80622e
3090,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260630-03-flash-vqg-s124-fixed-r4-4ep-confirm/outputs/canonical-init/cb64r16-s124-init.pt,2a1107bf22d0804ed485ab94bdc7af8004ef7b892a60c2967f842ba0f4b4efb0,2a1107bf22d0804ed485ab94bdc7af8004ef7b892a60c2967f842ba0f4b4efb0,2a1107bf22d0804ed485ab94bdc7af8004ef7b892a60c2967f842ba0f4b4efb0,True,True,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260701-04-flash-vqg-default-dropout-update-norm-cap-probe/outputs/ucap-3090-gpu0-all-20260701T114109Z/init-verify.json,ec9f230e68b575a1d1239b2e0ba8d4fdf2c745794cb3d5bb6c074607e51f2423
