experiment_id,machine,target,run_id,train_step,valid_batches,source_path,loss,gd_residual_read_candidate_retention_mean,gd_residual_read_candidate_churn_mean,gd_residual_read_candidate_top1_flip_rate,gd_residual_read_margin_top1_top2_mean,gd_residual_read_margin_top1_top2_p05,gd_residual_read_entropy_mean,gd_residual_read_selected_mass_mean,gd_residual_read_selected_mass_p05,gd_residual_lambda_mean,gd_residual_inject_ratio,gd_residual_m_norm_mean,gd_residual_m_norm_max,gd_residual_update_norm_mean,gd_residual_update_norm_p95,gd_residual_update_norm_max,gd_residual_write_strength_mean,gd_residual_write_strength_p95,gd_residual_write_strength_max,gd_residual_sum_zeta_mean,gd_residual_sum_zeta_p95,gd_residual_sum_zeta_max,gd_residual_raw_topk_mass_mean,gd_residual_raw_topk_mass_p05,gd_residual_write_top1_mass_mean,gd_residual_write_q_entropy_mean,gd_residual_write_q_top1_mean,layer_1/attn/gd_residual_inject_ratio,layer_1/attn/gd_residual_lambda_mean,layer_1/attn/gd_residual_m_norm_max,layer_1/attn/gd_residual_m_norm_mean,layer_1/attn/gd_residual_read_candidate_churn_mean,layer_1/attn/gd_residual_read_candidate_has_prev,layer_1/attn/gd_residual_read_candidate_probe_count,layer_1/attn/gd_residual_read_candidate_retention_mean,layer_1/attn/gd_residual_read_candidate_top1_flip_rate,layer_1/attn/gd_residual_read_entropy_mean,layer_1/attn/gd_residual_read_margin_top1_top2_mean,layer_1/attn/gd_residual_read_margin_top1_top2_p05,layer_1/attn/gd_residual_read_selected_mass_mean,layer_1/attn/gd_residual_read_selected_mass_p05,layer_1/attn/gd_residual_update_norm_cap_active,layer_1/attn/gd_residual_update_norm_cap_hit_ratio,layer_1/attn/gd_residual_update_norm_effective_cap,layer_1/attn/gd_residual_update_norm_max,layer_1/attn/gd_residual_update_norm_mean,layer_1/attn/gd_residual_update_norm_p95
20260701-04-flash-vqg-default-dropout-update-norm-cap-probe,2080ti,baseline-r2,20260701-04-flash-vqg-default-dropout-update-norm-cap-probe-baseline-r2-s124-d123-b64ga4-2080ti-ucap-2080ti-gpu0-baseline-ucap0p25,0,[441],/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260701-04-flash-vqg-default-dropout-update-norm-cap-probe/outputs/traces/2080ti/baseline-r2/ucap-2080ti-gpu0-baseline-ucap0p25/early_window_metrics.jsonl,9.038751602172852,0.0,0.0,0.0,0.3420845866203308,0.0,3.4502551555633545,0.023108458146452904,0.0,0.05000000819563866,0.14336538314819336,0.06290135532617569,0.29540905356407166,0.08179070055484772,0.11187998205423355,0.204389289021492,0.125,0.16616804897785187,0.2910999357700348,0.5,0.5,0.5000000596046448,0.14608624577522278,0.12225420027971268,0.30616942048072815,1.3719041347503662,0.30616942048072815,0.14336538314819336,0.05000000819563866,0.29540905356407166,0.06290135532617569,0.0,0.0,8192.0,0.0,0.0,3.4502551555633545,0.3420845866203308,0.0,0.023108458146452904,0.0,0.0,0.0,0.0,0.204389289021492,0.08179070055484772,0.11187998205423355
20260701-04-flash-vqg-default-dropout-update-norm-cap-probe,2080ti,baseline-r2,20260701-04-flash-vqg-default-dropout-update-norm-cap-probe-baseline-r2-s124-d123-b64ga4-2080ti-ucap-2080ti-gpu0-baseline-ucap0p25,16,[441],/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260701-04-flash-vqg-default-dropout-update-norm-cap-probe/outputs/traces/2080ti/baseline-r2/ucap-2080ti-gpu0-baseline-ucap0p25/early_window_metrics.jsonl,9.036155700683594,0.469482421875,0.530517578125,0.5938720703125,0.37289226055145264,0.0,3.3613760471343994,0.03298119083046913,0.0,0.050577305257320404,0.1689431071281433,0.046117983758449554,0.4126177430152893,0.08195923268795013,0.12170963734388351,0.23767541348934174,0.12489835917949677,0.18232394754886627,0.3165857791900635,0.49959343671798706,0.5216208696365356,0.5518988370895386,0.20092059671878815,0.15977555513381958,0.32784903049468994,1.3594610691070557,0.32784903049468994,0.1689431071281433,0.050577305257320404,0.4126177430152893,0.046117983758449554,0.530517578125,1.0,8192.0,0.469482421875,0.5938720703125,3.3613760471343994,0.37289226055145264,0.0,0.03298119083046913,0.0,0.0,0.0,0.0,0.23767541348934174,0.08195923268795013,0.12170963734388351
20260701-04-flash-vqg-default-dropout-update-norm-cap-probe,2080ti,baseline-r2,20260701-04-flash-vqg-default-dropout-update-norm-cap-probe-baseline-r2-s124-d123-b64ga4-2080ti-ucap-2080ti-gpu0-baseline-ucap0p25,64,[441],/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260701-04-flash-vqg-default-dropout-update-norm-cap-probe/outputs/traces/2080ti/baseline-r2/ucap-2080ti-gpu0-baseline-ucap0p25/early_window_metrics.jsonl,8.705350875854492,0.43218994140625,0.56781005859375,0.640380859375,0.36149924993515015,0.0,3.465728282928467,0.15528851747512817,0.0,0.008459439501166344,0.004880457650870085,0.009902790188789368,1.3374580144882202,0.024450041353702545,0.11995668709278107,0.4149596393108368,0.03969486057758331,0.19154353439807892,0.3692336678504944,0.15877942740917206,0.2652463912963867,0.4148404598236084,0.5834860801696777,0.5747667551040649,0.8746011257171631,0.5125916004180908,0.8746011257171631,0.004880457650870085,0.008459439501166344,1.3374580144882202,0.009902790188789368,0.56781005859375,1.0,8192.0,0.43218994140625,0.640380859375,3.465728282928467,0.36149924993515015,0.0,0.15528851747512817,0.0,0.0,0.0,0.0,0.4149596393108368,0.024450041353702545,0.11995668709278107
20260701-04-flash-vqg-default-dropout-update-norm-cap-probe,2080ti,baseline-r2,20260701-04-flash-vqg-default-dropout-update-norm-cap-probe-baseline-r2-s124-d123-b64ga4-2080ti-ucap-2080ti-gpu0-baseline-ucap0p25,128,[441],/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260701-04-flash-vqg-default-dropout-update-norm-cap-probe/outputs/traces/2080ti/baseline-r2/ucap-2080ti-gpu0-baseline-ucap0p25/early_window_metrics.jsonl,8.460675239562988,0.24420166015625,0.75579833984375,0.888916015625,1.079186201095581,0.0,2.280820846557617,0.415971964597702,0.0,0.00279367808252573,0.03389318659901619,0.01033848524093628,0.9701740145683289,0.009934443980455399,0.06478291004896164,0.4887195825576782,0.01705005392432213,0.11095292121171951,0.67609041929245,0.06820020824670792,0.19892190396785736,0.7260859608650208,0.7672663927078247,0.7632269263267517,0.9287533164024353,0.33349522948265076,0.9287532567977905,0.03389318659901619,0.00279367808252573,0.9701740145683289,0.01033848524093628,0.75579833984375,1.0,8192.0,0.24420166015625,0.888916015625,2.280820846557617,1.079186201095581,0.0,0.415971964597702,0.0,0.0,0.0,0.0,0.4887195825576782,0.009934443980455399,0.06478291004896164
20260701-04-flash-vqg-default-dropout-update-norm-cap-probe,2080ti,baseline-r2,20260701-04-flash-vqg-default-dropout-update-norm-cap-probe-baseline-r2-s124-d123-b64ga4-2080ti-ucap-2080ti-gpu0-baseline-ucap0p25,256,[441],/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260701-04-flash-vqg-default-dropout-update-norm-cap-probe/outputs/traces/2080ti/baseline-r2/ucap-2080ti-gpu0-baseline-ucap0p25/early_window_metrics.jsonl,8.393078804016113,0.4813232421875,0.5186767578125,0.7725830078125,1.976534128189087,0.0,1.6789588928222656,0.6405150890350342,0.0,0.0005767396651208401,0.0029905051924288273,0.008729467168450356,1.2319773435592651,0.007411481812596321,0.043477222323417664,0.3705807030200958,0.007722626440227032,0.04544436186552048,0.38457751274108887,0.030890505760908127,0.0824405774474144,0.40704870223999023,0.7989920377731323,0.793832540512085,0.9415854215621948,0.2856365740299225,0.9415854215621948,0.0029905051924288273,0.0005767396651208401,1.2319773435592651,0.008729467168450356,0.5186767578125,1.0,8192.0,0.4813232421875,0.7725830078125,1.6789588928222656,1.976534128189087,0.0,0.6405150890350342,0.0,0.0,0.0,0.0,0.3705807030200958,0.007411481812596321,0.043477222323417664
20260701-04-flash-vqg-default-dropout-update-norm-cap-probe,2080ti,baseline-r2,20260701-04-flash-vqg-default-dropout-update-norm-cap-probe-baseline-r2-s124-d123-b64ga4-2080ti-ucap-2080ti-gpu0-baseline-ucap0p25,384,[441],/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260701-04-flash-vqg-default-dropout-update-norm-cap-probe/outputs/traces/2080ti/baseline-r2/ucap-2080ti-gpu0-baseline-ucap0p25/early_window_metrics.jsonl,8.34679889678955,0.98638916015625,0.01361083984375,0.0,2.7259323596954346,0.0,0.7373361587524414,0.8180521726608276,0.0,0.009096166118979454,0.0519833080470562,0.06428271532058716,6.966475009918213,0.15675069391727448,1.249756097793579,2.924468517303467,0.11871463805437088,0.9008702635765076,0.9465079307556152,0.4748585522174835,0.9835246205329895,0.9943908452987671,0.7961480617523193,0.7767776846885681,0.935309886932373,0.30748140811920166,0.935309886932373,0.0519833080470562,0.009096166118979454,6.966475009918213,0.06428271532058716,0.01361083984375,1.0,8192.0,0.98638916015625,0.0,0.7373361587524414,2.7259323596954346,0.0,0.8180521726608276,0.0,0.0,0.0,0.0,2.924468517303467,0.15675069391727448,1.249756097793579
20260701-04-flash-vqg-default-dropout-update-norm-cap-probe,2080ti,baseline-r2,20260701-04-flash-vqg-default-dropout-update-norm-cap-probe-baseline-r2-s124-d123-b64ga4-2080ti-ucap-2080ti-gpu0-baseline-ucap0p25,512,[441],/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260701-04-flash-vqg-default-dropout-update-norm-cap-probe/outputs/traces/2080ti/baseline-r2/ucap-2080ti-gpu0-baseline-ucap0p25/early_window_metrics.jsonl,3.4751157760620117,0.25732421875,0.74267578125,0.7862548828125,1.0096149444580078,0.0,2.547492027282715,0.37008482217788696,0.0,0.1380230337381363,0.3949885368347168,0.26495957374572754,3.988773822784424,0.04802445322275162,0.24129830300807953,1.647657871246338,0.03830000013113022,0.19413019716739655,0.48670098185539246,0.15320000052452087,0.37933406233787537,0.5168671011924744,0.721442461013794,0.26002880930900574,0.8132363557815552,0.5624517202377319,0.8132363557815552,0.3949885368347168,0.1380230337381363,3.988773822784424,0.26495957374572754,0.74267578125,1.0,8192.0,0.25732421875,0.7862548828125,2.547492027282715,1.0096149444580078,0.0,0.37008482217788696,0.0,0.0,0.0,0.0,1.647657871246338,0.04802445322275162,0.24129830300807953
20260701-04-flash-vqg-default-dropout-update-norm-cap-probe,2080ti,baseline-r2,20260701-04-flash-vqg-default-dropout-update-norm-cap-probe-baseline-r2-s124-d123-b64ga4-2080ti-ucap-2080ti-gpu0-baseline-ucap0p25,704,[441],/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260701-04-flash-vqg-default-dropout-update-norm-cap-probe/outputs/traces/2080ti/baseline-r2/ucap-2080ti-gpu0-baseline-ucap0p25/early_window_metrics.jsonl,1.187666893005371,0.67584228515625,0.32415771484375,0.28955078125,1.9689745903015137,0.0,1.6074918508529663,0.5802299976348877,0.0,0.12207227945327759,0.32662686705589294,0.07651805132627487,2.633448600769043,0.011166544631123543,0.06277058273553848,0.5290972590446472,0.009991230443120003,0.04541522637009621,0.2005031853914261,0.03996492177248001,0.0849744975566864,0.21257375180721283,0.7442045211791992,0.35486483573913574,0.8044832348823547,0.5858926177024841,0.8044832348823547,0.32662686705589294,0.12207227945327759,2.633448600769043,0.07651805132627487,0.32415771484375,1.0,8192.0,0.67584228515625,0.28955078125,1.6074918508529663,1.9689745903015137,0.0,0.5802299976348877,0.0,0.0,0.0,0.0,0.5290972590446472,0.011166544631123543,0.06277058273553848
20260701-04-flash-vqg-default-dropout-update-norm-cap-probe,2080ti,ucap0p25-r2,20260701-04-flash-vqg-default-dropout-update-norm-cap-probe-ucap0p25-r2-s124-d123-b64ga4-2080ti-ucap-2080ti-gpu0-baseline-ucap0p25,0,[441],/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260701-04-flash-vqg-default-dropout-update-norm-cap-probe/outputs/traces/2080ti/ucap0p25-r2/ucap-2080ti-gpu0-baseline-ucap0p25/early_window_metrics.jsonl,9.038751602172852,0.0,0.0,0.0,0.3420845866203308,0.0,3.4502551555633545,0.023108458146452904,0.0,0.05000000819563866,0.14336538314819336,0.06290135532617569,0.29540905356407166,0.08179070055484772,0.11187998205423355,0.204389289021492,0.125,0.16616804897785187,0.2910999357700348,0.5,0.5,0.5000000596046448,0.14608624577522278,0.12225420027971268,0.30616942048072815,1.3719041347503662,0.30616942048072815,0.14336538314819336,0.05000000819563866,0.29540905356407166,0.06290135532617569,0.0,0.0,8192.0,0.0,0.0,3.4502551555633545,0.3420845866203308,0.0,0.023108458146452904,0.0,1.0,0.0,0.25,0.204389289021492,0.08179070055484772,0.11187998205423355
20260701-04-flash-vqg-default-dropout-update-norm-cap-probe,2080ti,ucap0p25-r2,20260701-04-flash-vqg-default-dropout-update-norm-cap-probe-ucap0p25-r2-s124-d123-b64ga4-2080ti-ucap-2080ti-gpu0-baseline-ucap0p25,16,[441],/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260701-04-flash-vqg-default-dropout-update-norm-cap-probe/outputs/traces/2080ti/ucap0p25-r2/ucap-2080ti-gpu0-baseline-ucap0p25/early_window_metrics.jsonl,9.036155700683594,0.469482421875,0.530517578125,0.5938720703125,0.37289226055145264,0.0,3.3613760471343994,0.03298118710517883,0.0,0.050577305257320404,0.16894304752349854,0.046117983758449554,0.4126177132129669,0.08195923268795013,0.12170965224504471,0.23767539858818054,0.12489835917949677,0.18232396245002747,0.3165857493877411,0.49959343671798706,0.5216208696365356,0.5518989562988281,0.20092059671878815,0.15977555513381958,0.32784903049468994,1.3594610691070557,0.32784903049468994,0.16894304752349854,0.050577305257320404,0.4126177132129669,0.046117983758449554,0.530517578125,1.0,8192.0,0.469482421875,0.5938720703125,3.3613760471343994,0.37289226055145264,0.0,0.03298118710517883,0.0,1.0,0.0,0.25,0.23767539858818054,0.08195923268795013,0.12170965224504471
