launch_id,sweep_id,run_id,source,status,project,entity,experiment_id,run_url,run_dir,backup_file,available_metrics,created_at_utc,finished_at_utc,seed,data_seed,learning_rate,d_model,n_layers,train_batch_order,block_len,local_num_blocks,if_remote_enabled,num_codebook_vectors,num_heads,use_time_mixing,fox_remote_path_backend,fox_remote_formula,fox_remote_read_topk,read_mode,experiment_part,experiment_mode,fox_clr_selector_mode,fox_clr_merge_mode,fox_clr_gate_mode,fox_clr_lambda_remote,fox_clr_gate_init_bias,fox_clr_residual_update_mode,fox_clr_residual_forget_mode,fox_clr_state_write_topk,fox_clr_delta_target_mode,fox_gd_residual_rank,fox_gd_residual_write_topk,fox_gd_residual_builder,fox_gd_residual_pack_mode,fox_gd_residual_chunk_size,fox_gd_residual_lambda_init
flash-vqg-20260514-gd-residual-v1-bucketed-smoke-mu01-tbs64-ga4-2026-05-14-14-29-41,flash-vqg-20260514-gd-residual-v1-bucketed-smoke-mu01-tbs64-ga4,gd-r16-wk4-mu01-t025-cb256-s123-d123-bucketed-smoke-tbs64-ga4,local,completed,flash_vqg_gd_residual_v1_mqar,scu-mclab,kenodc241sz14nmu2lhbz,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/kenodc241sz14nmu2lhbz,/home/lyj/mnt/project/zoology/swanlog/run-20260514_142949-kenodc241sz14nmu2lhbz,/home/lyj/mnt/project/zoology/swanlog/run-20260514_142949-kenodc241sz14nmu2lhbz/backup.swanlab,"['attn/gd_residual_inject_ratio', 'attn/gd_residual_lambda_mean', 'attn/gd_residual_m_norm_max', 'attn/gd_residual_m_norm_mean', 'attn/gd_residual_mu_valid_ratio', 'attn/gd_residual_write_strength_mean', 'layer_1/attn/gd_residual_inject_ratio', 'layer_1/attn/gd_residual_lambda_mean', 'layer_1/attn/gd_residual_m_norm_max', 'layer_1/attn/gd_residual_m_norm_mean', 'layer_1/attn/gd_residual_mu_valid_ratio', 'layer_1/attn/gd_residual_write_strength_mean', 'train/loss', 'valid/accuracy', 'valid/attn/gd_residual_inject_ratio', 'valid/attn/gd_residual_lambda_mean', 'valid/attn/gd_residual_m_norm_max', 'valid/attn/gd_residual_m_norm_mean', 'valid/attn/gd_residual_mu_valid_ratio', 'valid/attn/gd_residual_write_strength_mean', 'valid/input_seq_len/accuracy-1024', 'valid/input_seq_len/accuracy-128', 'valid/input_seq_len/accuracy-256', 'valid/input_seq_len/accuracy-512', 'valid/input_seq_len/accuracy-64', 'valid/layer_1/attn/gd_residual_inject_ratio', 'valid/layer_1/attn/gd_residual_lambda_mean', 'valid/layer_1/attn/gd_residual_m_norm_max', 'valid/layer_1/attn/gd_residual_m_norm_mean', 'valid/layer_1/attn/gd_residual_mu_valid_ratio', 'valid/layer_1/attn/gd_residual_write_strength_mean', 'valid/loss', 'valid/mqar_case/accuracy-1024x256', 'valid/mqar_case/accuracy-128x32', 'valid/mqar_case/accuracy-256x64', 'valid/mqar_case/accuracy-512x128', 'valid/mqar_case/accuracy-512x64', 'valid/mqar_case/accuracy-64x16', 'valid/mqar_case/accuracy-64x4', 'valid/mqar_case/accuracy-64x8', 'valid/num_kv_pairs/accuracy-128', 'valid/num_kv_pairs/accuracy-16', 'valid/num_kv_pairs/accuracy-256', 'valid/num_kv_pairs/accuracy-32', 'valid/num_kv_pairs/accuracy-4', 'valid/num_kv_pairs/accuracy-64', 'valid/num_kv_pairs/accuracy-8', 'valid/vq/c_entropy', 'valid/vq/c_usage_mean', 'valid/vq/relative_err_mean', 'valid/vq/write_entropy_mean', 'valid/vq/write_top1_mass_mean', 'vq/c_entropy', 'vq/c_usage_mean', 'vq/relative_err_mean', 'vq/write_entropy_mean', 'vq/write_top1_mass_mean']",,,123,123,0.001,128,2,global_shuffle,32,2,True,256,2,kv_shift,torch,gd_residual_v1,2,top2,gd_residual_v1_mqar,smoke_mu01_bucketed,den_aware,shared_den,off,1.0,-2.0,additive,global,4,residual_to_coarse,16,4,grouped_chunk_torch_ref,semivec_ref,64,0.05
