source_status,target,run_id,launch_id,rank,seed,data_seed,num_codebook_vectors,train_batch_size,eval_batch_size,gradient_accumulation_steps,effective_train_batch_size,batch_accum_profile,dtype_policy,gpu,gpu_name,active_state_capacity,trainable_params,started_at_utc,ended_at_utc,wall_clock_sec,status,swanlab_url,analysis_dir,train_config_path,last_checkpoint_path,best_checkpoint_path,valid_loss,valid_accuracy,valid_mqar_case_accuracy_1024x256,valid_mqar_case_accuracy_512x128,valid_mqar_case_accuracy_512x64,valid_mqar_case_accuracy_256x64,valid_vq_relative_err_mean,valid_vq_c_entropy,valid_vq_c_usage_mean,valid_vq_write_entropy_mean,valid_vq_write_top1_mass_mean
new,cb256-r6-s125,gd-residual-v1-train-s125-d123-rread-top2-r6-wk4-b64,flash-vqg-20260526-gdn-flash-fairness-phase2-r6-s125-2026-05-26-13-47-07,6,125,123,256,64,16,4,256,b64_ga4,float32,1,NVIDIA GeForce RTX 2080 Ti,196608,1183686,2026-05-26T13:47:12+00:00,2026-05-26T18:41:27.407008+00:00,17655.407008,completed,https://swanlab.cn/@scu-mclab/flash_vqg_gdn_flash_fairness_phase2/runs/tovy9isy3wgk19krt56bz,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260526-gdn-flash-fairness-phase2-r6-s125-2026-05-26-13-47-07,checkpoints/flash-vqg-20260526-gdn-flash-fairness-phase2-r6-s125-2026-05-26-13-47-07/gd-residual-v1-train-s125-d123-rread-top2-r6-wk4-b64/train_config.json,checkpoints/flash-vqg-20260526-gdn-flash-fairness-phase2-r6-s125-2026-05-26-13-47-07/gd-residual-v1-train-s125-d123-rread-top2-r6-wk4-b64/last.pt,checkpoints/flash-vqg-20260526-gdn-flash-fairness-phase2-r6-s125-2026-05-26-13-47-07/gd-residual-v1-train-s125-d123-rread-top2-r6-wk4-b64/best.pt,0.07611086219549179,0.99170703125,0.9593046875,0.9898828125,0.992109375,0.995671875,0.07133576086914492,3.4636659660036604,20.33730148086472,3.1996318565474615,0.29238981440190287
new,cb256-r8-s126,gd-residual-v1-train-s126-d123-rread-top2-r8-wk4-b64,flash-vqg-20260526-gdn-flash-fairness-phase2-2026-05-26-13-35-52,8,126,123,256,64,16,4,256,b64_ga4,float32,0,NVIDIA GeForce RTX 2080 Ti,262144,1183942,2026-05-26T13:35:57+00:00,2026-05-26T18:21:39.668840+00:00,17142.668840,completed,https://swanlab.cn/@scu-mclab/flash_vqg_gdn_flash_fairness_phase2/runs/3v1mpqir3qd4pwf79r5fj,/home/lyj/mnt/project/zoology/zoology/analysis/flash_vqg/results/flash-vqg-20260526-gdn-flash-fairness-phase2-2026-05-26-13-35-52,checkpoints/flash-vqg-20260526-gdn-flash-fairness-phase2-2026-05-26-13-35-52/gd-residual-v1-train-s126-d123-rread-top2-r8-wk4-b64/train_config.json,checkpoints/flash-vqg-20260526-gdn-flash-fairness-phase2-2026-05-26-13-35-52/gd-residual-v1-train-s126-d123-rread-top2-r8-wk4-b64/last.pt,checkpoints/flash-vqg-20260526-gdn-flash-fairness-phase2-2026-05-26-13-35-52/gd-residual-v1-train-s126-d123-rread-top2-r8-wk4-b64/best.pt,0.223521426320076,0.96881494140625,0.80922265625,0.96884375,0.986296875,0.9928125,0.07419307099743969,3.1834905403000966,20.33730151350536,2.9640588670495958,0.2655046669736741
reused,cb256-r10-s125-d123,gd-r10-s125-d123-b64-ga4-fp32-noearly4ep,,10,125,123,256,64,16,4,256,b64_ga4,float32,0,NVIDIA GeForce RTX 2080 Ti,327680,1184198,,,13585.642972534522,completed,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/bpnefr0n1a4rzca94seeh,,checkpoints/flash-vqg-20260519-gd-r10-gdn-official-b64-fp32-flash-r10-s125-2026-05-19-21-14-43/gd-r10-s125-d123-b64-ga4-fp32-noearly4ep/train_config.json,checkpoints/flash-vqg-20260519-gd-r10-gdn-official-b64-fp32-flash-r10-s125-2026-05-19-21-14-43/gd-r10-s125-d123-b64-ga4-fp32-noearly4ep/last.pt,checkpoints/flash-vqg-20260519-gd-r10-gdn-official-b64-fp32-flash-r10-s125-2026-05-19-21-14-43/gd-r10-s125-d123-b64-ga4-fp32-noearly4ep/best.pt,0.039301443845033646,0.99725146484375,0.99073046875,0.998140625,0.993375,0.998109375,0.07901434961055952,3.448908653524187,20.337301452718084,3.1807398772428908,0.24491612719638006
reused,cb256-r16-s126-d123,gd-r16-wk4-mu01-t025-cb256-s126-d123-noearly4ep,,16,126,123,256,64,16,4,256,b64_ga4,float32,1,NVIDIA GeForce RTX 2080 Ti,524288,1184966,,,19708.276558030397,completed,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/bqlwniii9i1mamzk2rcr6,,checkpoints/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r16-s126-b64-ga4-eb16-2026-05-19-07-51-57/gd-r16-wk4-mu01-t025-cb256-s126-d123-noearly4ep/train_config.json,checkpoints/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r16-s126-b64-ga4-eb16-2026-05-19-07-51-57/gd-r16-wk4-mu01-t025-cb256-s126-d123-noearly4ep/last.pt,checkpoints/flash-vqg-20260519-gd-rank-gdn-capacity-up-flash-r16-s126-b64-ga4-eb16-2026-05-19-07-51-57/gd-r16-wk4-mu01-t025-cb256-s126-d123-noearly4ep/best.pt,0.10523050278425217,0.99070703125,0.9426953125,0.9953203125,,,0.0745457454717585,3.286549178380815,20.337301545199892,3.1042575864564803,0.19409033404811035
