run_id,launch_id,model_family,config_family,config,logical_role,num_heads,expand_k,expand_v,head_k_dim,head_v_dim,active_state_capacity,reported_state_size_metric,trainable_params,seed,data_seed,train_batch_size,eval_batch_size,gradient_accumulation_steps,effective_train_batch_size,batch_accum_profile,configured_max_epochs,final_epoch,validations_per_epoch,final_validation_index,checkpoint_label,early_stopping_disabled,dtype_policy,outer_model_dtype,kernel_input_dtype,hidden_states_dtype,actual_kernel_dtype,gdn_kernel_dtype_policy,gpu,gpu_name,gpu_compute_capability,status,started_at_utc,ended_at_utc,wall_clock_sec,wall_clock,observed_peak_memory_used_mib,peak_memory_total_mib,valid_loss,valid_accuracy,valid_mqar_case_accuracy_1024x256,valid_mqar_case_accuracy_512x128,valid_input_seq_len_accuracy_512,valid_input_seq_len_accuracy_1024,valid_num_kv_pairs_accuracy_128,valid_num_kv_pairs_accuracy_256,swanlab_url,swanlab_run_dir,train_config_path,last_checkpoint_path,best_checkpoint_path,source_analysis_dir,source_manifest,zoology_branch,zoology_commit,note
ek4-ev4-s123-d123-b64-ga4-fp32-noearly4ep,flash-vqg-20260526-gdn-flash-fairness-phase1-2026-05-26-11-35-02,gdn,gdnxk-h2-ek4-ev4-usegate0,gdnxk-h2-ek4-ev4-usegate0-s123-d123,expanded_k_boundary_probe,2,4,4,256,256,131072,525824,1335942,123,123,64,16,4,256,b64_ga4,4,4,2,8,epoch4_noearly_b64_ga4_fp32,True,float32,float32,float32,float32,float32,float32,0,NVIDIA GeForce RTX 2080 Ti,7.5,completed,2026-05-26T11:35:13.472353+00:00,2026-05-26T11:57:52.424290+00:00,1358.951937,00:22:39,5729,11264,0.1928456574678421,0.99226025390625,0.93885546875,0.9998984375,0.99967578125,0.93885546875,0.9998984375,0.93885546875,https://swanlab.cn/@scu-mclab/flash_vqg_gdn_flash_fairness_phase1/runs/55ed5w4nbhf9zt2a67wmz,/home/lyj/mnt/project/zoology/swanlog/run-20260526_193507-55ed5w4nbhf9zt2a67wmz,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260526-gdn-flash-fairness-phase1-2026-05-26-11-35-02/ek4-ev4-s123-d123-b64-ga4-fp32-noearly4ep/train_config.json,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260526-gdn-flash-fairness-phase1-2026-05-26-11-35-02/ek4-ev4-s123-d123-b64-ga4-fp32-noearly4ep/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260526-gdn-flash-fairness-phase1-2026-05-26-11-35-02/ek4-ev4-s123-d123-b64-ga4-fp32-noearly4ep/best.pt,zoology/analysis/flash_vqg/results/flash-vqg-20260526-gdn-flash-fairness-phase1-2026-05-26-11-35-02/ek4-ev4-s123-d123-b64-ga4-fp32-noearly4ep,zoology/experiments/flash_vqg/generated/flash-vqg-20260526-gdn-flash-fairness-phase1-2026-05-26-11-35-02/manifest.json,flash-vqg,b83328a02358ed088169372940d5876f7633859e,Phase 1 kernel-compatible GDN fairness probe; same active state capacity 131072; GDN_KERNEL_DTYPE=float32; final epoch-end metric from local SwanLab backup.
mh-h4-k256-v128-s123-d123-b64-ga4-fp32-noearly4ep,flash-vqg-20260526-gdn-flash-fairness-phase1-2026-05-26-11-35-02,gdn,gdnxk-h4-ek8-ev4-usegate0,mh-h4-k256-v128-usegate0-s123-d123,multi_head_capacity_probe_h4,4,8,4,256,128,131072,525824,1471500,123,123,64,16,4,256,b64_ga4,4,4,2,8,epoch4_noearly_b64_ga4_fp32,True,float32,float32,float32,float32,float32,float32,0,NVIDIA GeForce RTX 2080 Ti,7.5,completed,2026-05-26T11:57:55.151105+00:00,2026-05-26T12:19:46.183952+00:00,1311.032847,00:21:51,5729,11264,0.1849704831838607,0.99428125,0.9551015625,0.9999453125,0.99976171875,0.9551015625,0.9999453125,0.9551015625,https://swanlab.cn/@scu-mclab/flash_vqg_gdn_flash_fairness_phase1/runs/wkx0j0i9grsjh2okali71,/home/lyj/mnt/project/zoology/swanlog/run-20260526_195754-wkx0j0i9grsjh2okali71,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260526-gdn-flash-fairness-phase1-2026-05-26-11-35-02/mh-h4-k256-v128-s123-d123-b64-ga4-fp32-noearly4ep/train_config.json,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260526-gdn-flash-fairness-phase1-2026-05-26-11-35-02/mh-h4-k256-v128-s123-d123-b64-ga4-fp32-noearly4ep/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260526-gdn-flash-fairness-phase1-2026-05-26-11-35-02/mh-h4-k256-v128-s123-d123-b64-ga4-fp32-noearly4ep/best.pt,zoology/analysis/flash_vqg/results/flash-vqg-20260526-gdn-flash-fairness-phase1-2026-05-26-11-35-02/mh-h4-k256-v128-s123-d123-b64-ga4-fp32-noearly4ep,zoology/experiments/flash_vqg/generated/flash-vqg-20260526-gdn-flash-fairness-phase1-2026-05-26-11-35-02/manifest.json,flash-vqg,b83328a02358ed088169372940d5876f7633859e,Phase 1 kernel-compatible GDN fairness probe; same active state capacity 131072; GDN_KERNEL_DTYPE=float32; final epoch-end metric from local SwanLab backup.
mh-h8-k256-v64-s123-d123-b64-ga4-fp32-noearly4ep,flash-vqg-20260526-gdn-flash-fairness-phase1-2026-05-26-11-35-02,gdn,gdnxk-h8-ek16-ev4-usegate0,mh-h8-k256-v64-usegate0-s123-d123,multi_head_capacity_probe_h8,8,16,4,256,64,131072,525824,1742808,123,123,64,16,4,256,b64_ga4,4,4,2,8,epoch4_noearly_b64_ga4_fp32,True,float32,float32,float32,float32,float32,float32,0,NVIDIA GeForce RTX 2080 Ti,7.5,completed,2026-05-26T12:19:49.395542+00:00,2026-05-26T12:44:32.100795+00:00,1482.705253,00:24:43,5757,11264,0.2037674784660339,0.9930927734375,0.945796875,0.9999609375,0.99966015625,0.945796875,0.9999609375,0.945796875,https://swanlab.cn/@scu-mclab/flash_vqg_gdn_flash_fairness_phase1/runs/7r7ko32gi083bqe0j7atm,/home/lyj/mnt/project/zoology/swanlog/run-20260526_201948-7r7ko32gi083bqe0j7atm,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260526-gdn-flash-fairness-phase1-2026-05-26-11-35-02/mh-h8-k256-v64-s123-d123-b64-ga4-fp32-noearly4ep/train_config.json,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260526-gdn-flash-fairness-phase1-2026-05-26-11-35-02/mh-h8-k256-v64-s123-d123-b64-ga4-fp32-noearly4ep/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260526-gdn-flash-fairness-phase1-2026-05-26-11-35-02/mh-h8-k256-v64-s123-d123-b64-ga4-fp32-noearly4ep/best.pt,zoology/analysis/flash_vqg/results/flash-vqg-20260526-gdn-flash-fairness-phase1-2026-05-26-11-35-02/mh-h8-k256-v64-s123-d123-b64-ga4-fp32-noearly4ep,zoology/experiments/flash_vqg/generated/flash-vqg-20260526-gdn-flash-fairness-phase1-2026-05-26-11-35-02/manifest.json,flash-vqg,b83328a02358ed088169372940d5876f7633859e,Phase 1 kernel-compatible GDN fairness probe; same active state capacity 131072; GDN_KERNEL_DTYPE=float32; final epoch-end metric from local SwanLab backup.
