machine,variant,train_step,loss,read_churn,read_top1_flip,read_selected_mass_mean,raw_topk_mass_mean,update_norm_max,m_norm_max,lambda_mean,inject_ratio,write_q_top1_mean,vq_entropy
2080ti,trace-r16-readwrite-256,256,8.390131950378418,0.06455230712890625,0.0009765625,0.9017764329910278,0.798891544342041,2.5912282466888428,4.554159641265869,0.0044048381969332695,0.007725438103079796,0.9414787888526917,1.51043701171875
3090,trace-r16-readwrite-256,256,8.388060569763184,0.13372802734375,0.180908203125,0.737499475479126,0.7990167140960693,1.026166558265686,3.3689990043640137,0.0014970185002312064,0.0026682065799832344,0.9406134486198425,1.512578010559082
2080ti,trace-r2-readwrite-256,256,8.387803077697754,0.5096435546875,0.6939697265625,0.4769223630428314,0.7989397048950195,0.7900620102882385,2.3019182682037354,0.0007692145300097764,0.0005729293334297836,0.9415135383605957,1.510146141052246
3090,trace-r2-readwrite-256,256,8.38790225982666,0.18414306640625,0.131591796875,0.5508607625961304,0.799042284488678,0.8298839330673218,2.8657493591308594,0.0011990282218903303,0.002194543369114399,0.9405794739723206,1.512556552886963
2080ti,trace-r4-read-256,256,8.391023635864258,0.1925048828125,0.3272705078125,0.7914899587631226,0.7989034652709961,1.8502460718154907,3.6236302852630615,0.0018572950502857566,0.0034481529146432877,0.9414714574813843,1.5103912353515625
3090,trace-r4-read-256,256,8.393014907836914,0.079925537109375,0.2176513671875,0.6773968935012817,0.79892498254776,1.3598419427871704,3.2821526527404785,0.0012366044102236629,0.002169924322515726,0.9407185316085815,1.512655258178711
2080ti,trace-r64-read-256,256,8.390172004699707,0.0,0.0,0.8344927430152893,0.7988379001617432,1.0353496074676514,3.9813802242279053,0.002078109420835972,0.0037000016309320927,0.9417098164558411,1.5100460052490234
3090,trace-r64-read-256,256,8.38901424407959,0.0,0.0,0.9093849658966064,0.7990239858627319,0.9369839429855347,1.9709100723266602,0.0008436354110017419,0.0015144309727475047,0.9406307339668274,1.5124802589416504
