variant,variant_kind,description,completed_machines,completed_count,final_1024x256_2080ti,final_1024x256_3090,final_gap,final_gap_percentage_points,final_within_4pp,best_1024x256_2080ti,best_1024x256_3090,best_gap,best_gap_percentage_points,best_within_4pp,fox_remote_read_topk,fox_remote_read_topk_initial,fox_remote_read_topk_final,release_start,release_end,schedule,dense_read_chunked
fixed-r2-baseline,fixed,fixed train-time read_topk=2 baseline,"2080ti,3090",2,0.592,0.582,0.010000000000000009,1.0000000000000009,True,0.592,0.582,0.010000000000000009,1.0000000000000009,True,2,,,0,0,linear_int,False
fixed-r4,fixed,fixed train-time read_topk=4,"2080ti,3090",2,0.928,0.923,0.0050000000000000044,0.5000000000000004,True,0.928,0.923,0.0050000000000000044,0.5000000000000004,True,4,,,0,0,linear_int,False
sched16to4,linear_int_schedule,linearly shrink train-time read_topk from 16 to 4 over train forward steps 0..448,"2080ti,3090",2,0.923,0.895,0.028000000000000025,2.8000000000000025,True,0.923,0.895,0.028000000000000025,2.8000000000000025,True,,16,4,0,448,linear_int,False
sched64to4,linear_int_schedule,linearly shrink train-time read_topk from 64 to 4 over train forward steps 0..448,3090,1,,0.907,,,,,0.907,,,,,64,4,0,448,linear_int,True
