config,run_id,source,gpu,cb,rank,dynamic_capacity,relative_to_gdn,status,trainable_params,zoology_state_size_metric_seq1024,elapsed_sec,wall_clock,validation_count,valid_loss,valid_accuracy,valid_mqar_case_accuracy_1024x256,valid_input_seq_len_accuracy_512,valid_input_seq_len_accuracy_1024,valid_num_kv_pairs_accuracy_128,valid_num_kv_pairs_accuracy_256,valid_gd_write_strength_mean,valid_gd_m_norm_mean,valid_gd_m_norm_max,valid_gd_mu_valid_ratio,valid_gd_lambda_mean,valid_gd_inject_ratio,valid_vq_relative_err_mean,valid_vq_c_entropy,valid_vq_c_usage_mean,valid_vq_write_entropy_mean,valid_vq_write_top1_mass_mean,swanlab_url,swanlab_run_dir
cb256-r4-s124-gpu0,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-r4r8-recheck,seed124_paired_recheck_original,0,256,4,131072,8x,completed,1183430,724480,17675,04:54:35,8,0.3415682911872864,0.9494521484375,0.6872890625,0.96140625,0.6872890625,0.943875,0.6872890625,0.000510188171848847,0.0013701973369149658,0.10401075365140088,0.3238893160744319,0.15453558767007458,0.33086592375877355,0.09230480956593676,3.441057752995264,20.33730155134958,3.0271830218178883,0.25704260501596665,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/gkfh5gwq52kkjvncyhunj,swanlog/run-20260516_165704-gkfh5gwq52kkjvncyhunj
cb256-r4-s124-gpu1,gd-r4-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu1,seed124_crossgpu_check,1,256,4,131072,8x,completed,1183430,724480,19762,05:29:22,8,0.31066733598709106,0.955798828125,0.73059375,0.9650078125,0.73059375,0.948890625,0.73059375,0.0005976088170196847,0.0015476725852677769,0.1314540845415895,0.33402130338880753,0.1637798018517002,0.3229566031682586,0.08625178559431954,3.406604490582905,20.337301547565158,3.012587824984202,0.30320161829392117,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/ud352fm68ie04ghbquv2t,swanlog/run-20260517_042332-ud352fm68ie04ghbquv2t
cb256-r8-s124-gpu0,gd-r8-wk4-mu01-t025-cb256-s124-d123-noearly4ep-crossgpu-gpu0,seed124_crossgpu_check,0,256,8,262144,16x,completed,1183942,1248768,18795,05:13:15,8,0.14645721018314362,0.98282421875,0.8988125,0.986125,0.8988125,0.981984375,0.8988125,0.018445851508572343,0.02655976682546593,13.396391961309645,0.36414862435961526,0.2892734319089897,0.1956907714761439,0.06653395772630734,3.427689885809308,20.33730148346651,3.1732150221627857,0.25561481442243333,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/n49l4cmxwdpgnjkxvu438,swanlog/run-20260517_042332-n49l4cmxwdpgnjkxvu438
cb256-r8-s124-gpu1,gd-r8-wk4-mu01-t025-cb256-s124-d123-noearly4ep-r4r8-recheck,seed124_paired_recheck_original,1,256,8,262144,16x,completed,1183942,1248768,18185,05:03:05,8,0.07733848690986633,0.99276513671875,0.96502734375,0.9923359375,0.96502734375,0.9930625,0.96502734375,0.01273521491592484,0.007331992694941748,0.7030703826319604,0.3621976413424053,0.06758174526372127,0.18652156545292764,0.0639324313887055,3.6279369341948677,20.337301538104104,3.317474189258757,0.1920742347599968,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/pa3wpsjh1x65ah502qwn0,swanlog/run-20260516_165704-pa3wpsjh1x65ah502qwn0
