batch_order_sha256,cache_match,cache_sha256,flash_vqg_commit,init_match,init_sha256,machine,zoology_commit
fb11b66aca3ad686a85f9623c9ae6769bb4a799fdaa0d952c0af518f0dfcc320,True,d9098e876a036b8cb90a7186174fd827e0f5b422482266772850069c905bd8c8,474b763,True,dd0b7bb57b8bbb1fd2bd6dbcfcaa82d609c318b9b1c9ead0e89032f17bf16edf,2080ti,99cc2f8
fb11b66aca3ad686a85f9623c9ae6769bb4a799fdaa0d952c0af518f0dfcc320,True,d9098e876a036b8cb90a7186174fd827e0f5b422482266772850069c905bd8c8,474b763,True,dd0b7bb57b8bbb1fd2bd6dbcfcaa82d609c318b9b1c9ead0e89032f17bf16edf,3090,99cc2f8
