dtype,l2_norm,layer_idx,machine,max,mean,micro_step,min,numel,optimizer_step,sample,sha256,shape,source_json,std,target,trace_name,variant,window_micro_idx
torch.float32,25.248516082763672,1,2080ti,0.4707127511501312,0.13812081515789032,0,0.0,16384,0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",a67e82aff7cb42fa6b1498aee1b10275b8dbe01c069ace347b7a03ed905b25ff,"[64,2,2,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.14082539081573486,mixer-probe-s123-r1,state_build/L_state,no-dropout,0
torch.float32,6.691649436950684,1,2080ti,0.049796395003795624,5.044794761488447e-06,0,-0.05900086462497711,16777216,0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",e84ed3bb11dceff043c27710eb05196a531a34a5acd6c1ef8ffda28f2114f16f,"[64,2,2,64,64,16]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.0016343846218660474,mixer-probe-s123-r1,state_build/M_state,no-dropout,0
torch.float32,inf,1,2080ti,-1.0000000150474662e+30,-1.0000003172789211e+30,0,-1.0000000150474662e+30,524288,0,"[-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30]",61ce6a8cd370ca81c3f343145d521a45aac538ef8972e11b8dba8c5540f1eff2,"[64,2,2,32,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,3.022314549036573e+23,mixer-probe-s123-r1,phase2/S_far,no-dropout,0
torch.float32,25.824739456176758,1,2080ti,0.38107576966285706,0.006429946981370449,0,-0.1840706467628479,524288,0,"[0.07940109074115753,0.039708636701107025,-0.07384831458330154,-0.08339323848485947,-0.009571666829288006,-0.07319962978363037,0.1329384446144104,-0.10811452567577362]",9cfabc9443672808c4687d4edac8b5f1d7ba468ef6720d2c221d6e8a94b946ce,"[64,2,2,32,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.035081565380096436,mixer-probe-s123-r1,phase2/O_base,no-dropout,0
torch.int64,90.5096664428711,1,2080ti,1.0,0.5,0,0.0,16384,0,"[1,0,1,0,1,0,1,0]",dc11edbaeecd85c2e2c82456db4232b7ddbbdfd7d6481b97eca720a60ac56f7c,"[64,2,2,32,2]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.5,mixer-probe-s123-r1,phase2_read/top_idx,no-dropout,0
torch.float32,inf,1,2080ti,-1.0000000150474662e+30,-1.0000001661631937e+30,0,-1.0000000150474662e+30,16384,0,"[-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30]",9a9fe1aa50ef523d738b70d1c4410771a1eebdba615eba1bac04c3b3539793cb,"[64,2,2,32,2]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,1.5111572745182865e+23,mixer-probe-s123-r1,phase2_read/top_scores,no-dropout,0
torch.float32,0.0,1,2080ti,0.0,0.0,0,0.0,16384,0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",85a80fae2f428310daf8e819aed8147d2ca75f273599d1da531939dbf3f55a7b,"[64,2,2,32,2]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.0,mixer-probe-s123-r1,phase2_read/top_probs,no-dropout,0
torch.float32,0.0,1,2080ti,0.0,0.0,0,0.0,16384,0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",85a80fae2f428310daf8e819aed8147d2ca75f273599d1da531939dbf3f55a7b,"[64,2,2,32,2]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.0,mixer-probe-s123-r1,phase2_read/omega_sel,no-dropout,0
torch.float32,0.0,1,2080ti,0.0,0.0,0,0.0,8192,0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",f8dbbb428d043d7769f8fef4e7717b8a7a9697ac9b6425b62cef8cbd4120f9b0,"[64,2,2,32]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.0,mixer-probe-s123-r1,phase2_read/read_selected_mass,no-dropout,0
torch.float32,0.0,1,2080ti,0.0,0.0,0,0.0,524288,0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",33f5081ccd747a947e389515e1c9cde8155433ffa6999a97fd86a1da6b73247a,"[64,2,2,32,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.0,mixer-probe-s123-r1,phase2_read/u_res,no-dropout,0
torch.float32,0.0,1,2080ti,0.0,0.0,0,0.0,524288,0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",33f5081ccd747a947e389515e1c9cde8155433ffa6999a97fd86a1da6b73247a,"[64,2,2,32,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.0,mixer-probe-s123-r1,phase2/O_res_added,no-dropout,0
torch.float32,25.824739456176758,1,2080ti,0.38107576966285706,0.006429946981370449,0,-0.1840706467628479,524288,0,"[0.07940109074115753,0.039708636701107025,-0.07384831458330154,-0.08339323848485947,-0.009571666829288006,-0.07319962978363037,0.1329384446144104,-0.10811452567577362]",9cfabc9443672808c4687d4edac8b5f1d7ba468ef6720d2c221d6e8a94b946ce,"[64,2,2,32,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.035081565380096436,mixer-probe-s123-r1,phase2/Out_f32,no-dropout,0
torch.float32,25.824739456176758,1,2080ti,0.38107576966285706,0.006429946981370449,0,-0.1840706467628479,524288,0,"[0.07940109074115753,0.039708636701107025,-0.07384831458330154,-0.08339323848485947,-0.009571666829288006,-0.07319962978363037,0.1329384446144104,-0.10811452567577362]",afbe02d37c5f81abfc1240b7a0d09cb700557cb86ce0fe65c3c054e46eb1afdf,"[64,2,64,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.035081565380096436,mixer-probe-s123-r1,output_proj/O_heads,no-dropout,0
torch.float32,83.50859832763672,1,2080ti,1.7408274412155151,0.002401280915364623,0,-1.7503535747528076,524288,0,"[-0.19990679621696472,-0.00010660163388820365,-0.1854211390018463,0.040087029337882996,-0.004327393602579832,-0.012505988590419292,0.2003031075000763,0.19611649215221405]",cc844405f2c7741c626e524a6692e9ce707c4af0d844c5fcaa1b60cf66e42de6,"[64,2,64,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.11530762165784836,mixer-probe-s123-r1,output_proj/o_heads,no-dropout,0
torch.float32,18.868906021118164,1,2080ti,0.13842158019542694,-0.00013265137386042625,0,-0.14551879465579987,524288,0,"[0.03996148332953453,-0.0033638705499470234,0.012420875951647758,0.04953775182366371,0.013684508390724659,0.001448249677196145,0.00022671140322927386,0.010053996928036213]",732c319b863c6dfa1e5538d33948643cb48af0b8a91db74e75a9f04a8efb9ee7,"[64,64,128]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.02605900913476944,mixer-probe-s123-r1,output_proj/res,no-dropout,0
torch.float32,1318.9432373046875,,2080ti,3.167426347732544,0.0002454897912684828,0,-1.1616417169570923,33554432,0,"[-0.3174777626991272,-0.15193472802639008,0.16587187349796295,0.04986667260527611,-0.08510883152484894,-0.003580532968044281,-0.0306699275970459,0.2924538850784302]",459baa4b02f43dc4a12a8c5c0e19a62ecc02949ec1150d44920460ee48983f56,"[64,64,8192]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.22817322611808777,mixer-probe-s123-r1,forward/logits,no-dropout,0
,,,2080ti,,,0,,,0,,d8ddeb731d5304875c304e1a27f22f52981e5e38d0995ec69bb6311ca8656683,,zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,,mixer-probe-s123-r1,forward/preds,no-dropout,0
float,10.871895790100098,,2080ti,10.871895790100098,10.871895790100098,0,10.871895790100098,1,0,[10.871895790100098],10.8718957901,[],zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0,mixer-probe-s123-r1,forward/loss,no-dropout,0
torch.float32,362.03082275390625,1,2080ti,1.5838767290115356,0.0012374620418995619,4,-1.5867475271224976,1048576,1,"[-0.16777242720127106,0.15290845930576324,-0.14047765731811523,-0.28370848298072815,0.219734787940979,0.5104270577430725,0.16752690076828003,-0.3058089017868042]",2c6855f8151b91fcf7b1f7ddbb1e34f5a0bd182fd9106e69ff00773ad38caf81,"[64,2,128,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.353547602891922,mixer-probe-s123-r1,phase1/q_all,no-dropout,0
torch.float32,362.0274963378906,1,2080ti,1.5713329315185547,0.0006706067943014205,4,-1.647322416305542,1048576,1,"[-0.19380617141723633,0.7514046430587769,0.22231176495552063,0.1130921021103859,0.40694817900657654,-0.2674444615840912,0.29446619749069214,-0.1348334401845932]",adf86e0d29400b034289e04b3f50e66e83aec48d2ff781f3b2aba377f4413ad8,"[64,2,128,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.35354557633399963,mixer-probe-s123-r1,phase1/k_all,no-dropout,0
torch.float32,83.43143463134766,1,2080ti,0.6730828881263733,0.006443673744797707,4,-0.2575630843639374,1048576,1,"[-0.015553750097751617,-0.026564382016658783,0.13319556415081024,-0.006882244721055031,-0.04905040189623833,0.06787211447954178,-0.0010197844821959734,0.027408123016357422]",a92cf061dc0b98b9ce7a54a6d0c6f0a3c0b75069d54543a1ea377658adabde66,"[64,2,128,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.08122162520885468,mixer-probe-s123-r1,phase1/v_all,no-dropout,0
torch.float32,231.6661834716797,1,2080ti,1.058910608291626,0.00019427118240855634,4,-1.0625340938568115,1048576,1,"[-0.08519785851240158,0.12955698370933533,0.33556583523750305,-0.04565999284386635,-0.054912421852350235,-0.06252109259366989,0.39017197489738464,0.10450750589370728]",3a1870b90129fe4409cae93e71b8308a65099787a26ce6cadf16bcac465f8fbf,"[64,2,128,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.22623921930789948,mixer-probe-s123-r1,phase1/g_raw_all,no-dropout,0
torch.float32,59.272735595703125,1,2080ti,0.2515982687473297,0.0017250848468393087,4,-0.25989261269569397,1048576,1,"[-0.003649345599114895,0.008390258066356182,0.03597196564078331,0.09794089943170547,0.07773058861494064,-0.07232344150543213,-0.037670765072107315,-0.09629852324724197]",89af9b4051a4931607133530ecdbc40cba1a62da82b937849e0b53867ecb0e5b,"[64,2,128,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.05785837396979332,mixer-probe-s123-r1,phase1/K_q_all,no-dropout,0
torch.int32,4827.93017578125,1,2080ti,63.0,32.9443359375,4,0.0,16384,1,"[45,44,11,12,8,38,38,18]",359996a0300dd15c64ba31af21d704f631d98a304ddec217bd56ac5405e0ac07,"[64,2,128]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,18.366649627685547,mixer-probe-s123-r1,phase1/Delta_all,no-dropout,0
torch.float32,18.265687942504883,1,2080ti,0.1270197182893753,0.015625,4,0.0012770314933732152,1048576,1,"[0.015865851193666458,0.019818324595689774,0.013537713326513767,0.026639100164175034,0.02596074528992176,0.011286645196378231,0.013356202282011509,0.02080187015235424]",64c980409b98c051d4a23f24d79628cfe63aefb1a59e60ed1fde92533f7379d3,"[64,2,128,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.008604551665484905,mixer-probe-s123-r1,phase1/W_all,no-dropout,0
torch.float32,5.670543193817139,1,2080ti,-0.02360101416707039,-0.04374382272362709,4,-0.08033020794391632,16384,1,"[-0.04605311155319214,-0.05149735510349274,-0.039961472153663635,-0.047226764261722565,-0.03980998694896698,-0.050966888666152954,-0.042843546718358994,-0.034485891461372375]",62410286589f29c62787f3f80c31fd838d4bab2f4919046d47fb55d27db14340,"[64,2,128]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.007004797924309969,mixer-probe-s123-r1,state_build/logf_all,no-dropout,0
torch.float32,63.97880554199219,1,2080ti,0.5108117461204529,0.49982666969299316,4,0.49036332964897156,16384,1,"[0.5017622709274292,0.5013792514801025,0.5019950866699219,0.4984910786151886,0.5021466612815857,0.5043736100196838,0.49848002195358276,0.5018180012702942]",77af6c8396b8fad8cd2a9f6c410c7accfd58f8b50746f95908a346eddd33d9d3,"[64,2,128]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.002783231670036912,mixer-probe-s123-r1,state_build/beta_all,no-dropout,0
torch.float32,9.228290557861328,1,2080ti,0.05632184073328972,0.0015998648013919592,4,-0.04064016416668892,2097152,1,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",758a2ab1e4a689bf08b4180c0360cc317ea94eb49db165c6e5d546f08c409a5c,"[64,2,4,64,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.006168522872030735,mixer-probe-s123-r1,state_build/G_state,no-dropout,0
torch.float32,51.81071853637695,1,2080ti,0.6146818399429321,0.24424727261066437,4,0.0,32768,1,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",f35a63badbdbff4ba757bfcacb726bd1949c5e25ff178bc63c9a2882f76d3c53,"[64,2,4,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.14920848608016968,mixer-probe-s123-r1,state_build/L_state,no-dropout,0
torch.float32,11.967278480529785,1,2080ti,0.056951798498630524,7.845170330256224e-06,4,-0.0640835165977478,33554432,1,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",f11d6a971008c28feecfcd24c4d481c6e5edf748c55c1fe68e6d0152c3513fab,"[64,2,4,64,64,16]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.0020702779293060303,mixer-probe-s123-r1,state_build/M_state,no-dropout,0
torch.float32,inf,1,2080ti,1.4199841022491455,-5.000000075237331e+29,4,-1.0000000150474662e+30,1048576,1,"[-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30]",0f362059169b30b0b7433dc1eb8ceb9b890f12fac75f5144b6b2be1677660f63,"[64,2,4,32,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,5.000000075237331e+29,mixer-probe-s123-r1,phase2/S_far,no-dropout,0
torch.float32,30.939266204833984,1,2080ti,0.31242796778678894,0.006402069237083197,4,-0.18826508522033691,1048576,1,"[-0.015553750097751617,-0.026564382016658783,0.13319556415081024,-0.006882244721055031,-0.04905040189623833,0.06787211447954178,-0.0010197844821959734,0.027408123016357422]",5e18969bdf56591133ef8d56cf827556b298f47e792d9a725f190cf0d9c18b7b,"[64,2,4,32,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.029528465121984482,mixer-probe-s123-r1,phase2/O_base,no-dropout,0
torch.int64,4696.99951171875,1,2080ti,63.0,16.190399169921875,4,0.0,32768,1,"[1,0,1,0,1,0,1,0]",310049a45aa081529f40a793fc267d329c2b6e01665666f387dafb743d0f3004,"[64,2,4,32,2]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,20.276681900024414,mixer-probe-s123-r1,phase2_read/top_idx,no-dropout,0
torch.float32,inf,1,2080ti,1.4199841022491455,-5.000000075237331e+29,4,-1.0000000150474662e+30,32768,1,"[-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30,-1.0000000150474662e+30]",e85a2192cee7f4dd53194a5373f9301e9b7d9da0de3b93f7c5f853fc89f86149,"[64,2,4,32,2]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,5.000000075237331e+29,mixer-probe-s123-r1,phase2_read/top_scores,no-dropout,0
torch.float32,12.124382972717285,1,2080ti,0.518949031829834,0.04382232204079628,4,0.0,32768,1,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",dd6953de732ca519930efed044fb1fd30c92b02c652b222f8f8d7a8326b4cc17,"[64,2,4,32,2]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.05065283924341202,mixer-probe-s123-r1,phase2_read/top_probs,no-dropout,0
torch.float32,1.6558610200881958,1,2080ti,0.12449026107788086,0.005245090927928686,4,0.0,32768,1,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0ff57cdd4ec8fd60342d330bd6f4e55084fb4a67dd3f1ac6683c1c2b1f39939a,"[64,2,4,32,2]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.007494295481592417,mixer-probe-s123-r1,phase2_read/omega_sel,no-dropout,0
torch.float32,2.248469591140747,1,2080ti,0.15552808344364166,0.010490180924534798,4,0.0,16384,1,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",7c21ff94527ac4ec43f38485cc7efa4a6e8a614af7dc0087a7764a00b7637e99,"[64,2,4,32]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.01408994197845459,mixer-probe-s123-r1,phase2_read/read_selected_mass,no-dropout,0
torch.float32,0.06815925240516663,1,2080ti,0.00431824242696166,2.4258429220935795e-06,4,-0.00167009886354208,1048576,1,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",6c2b5bfca27549a8b52e5b951be25239df2c2fee750448d4c8c45736c7fd0003,"[64,2,4,32,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,6.65185070829466e-05,mixer-probe-s123-r1,phase2_read/u_res,no-dropout,0
torch.float32,3.266653060913086,1,2080ti,0.14681342244148254,0.0001191531409858726,4,-0.06576362997293472,1048576,1,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",508ec920b96c6ae6bf2be4cd169e68544179ff188e741c2c6b050df169dce57c,"[64,2,4,32,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.003187907161191106,mixer-probe-s123-r1,phase2/O_res_added,no-dropout,0
torch.float32,31.24889373779297,1,2080ti,0.31242796778678894,0.006521222181618214,4,-0.18826508522033691,1048576,1,"[-0.015553750097751617,-0.026564382016658783,0.13319556415081024,-0.006882244721055031,-0.04905040189623833,0.06787211447954178,-0.0010197844821959734,0.027408123016357422]",dc0036426f77e775837e5f86a2d528737d92ed567f88f90115852bd0cd90d72a,"[64,2,4,32,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.02981194481253624,mixer-probe-s123-r1,phase2/Out_f32,no-dropout,0
torch.float32,31.24889373779297,1,2080ti,0.31242796778678894,0.006521222181618214,4,-0.18826508522033691,1048576,1,"[-0.015553750097751617,-0.026564382016658783,0.13319556415081024,-0.006882244721055031,-0.04905040189623833,0.06787211447954178,-0.0010197844821959734,0.027408123016357422]",604986055bd4f7b9477a770ca06678e67524cc719f9b234975c8a1b44bc1e5fd,"[64,2,128,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.02981194481253624,mixer-probe-s123-r1,output_proj/O_heads,no-dropout,0
torch.float32,117.77005004882812,1,2080ti,2.079526424407959,0.0030052252113819122,4,-1.5267324447631836,1048576,1,"[0.011413675732910633,-0.03302973508834839,0.4697774350643158,0.0027624513022601604,0.023612918332219124,-0.03698161989450455,-0.004269064404070377,0.0271134153008461]",77fddbc50e2e264687658ffea10b6578301abbc9b9672240edf48b38f88fa5a2,"[64,2,128,64]",zoology/experiments/flash_vqg/scripts/20260628-03-flash-vqg-mixer-divergence-probe/outputs/2080ti/probe.json,0.11497429758310318,mixer-probe-s123-r1,output_proj/o_heads,no-dropout,0
