queue,machine,target,variant,gpu,pid,status,log,config_json,result_json,started_at,finished_at,status_path
2080ti-r1,2080ti,dense-read-4ep-s123-r1,dense-read,0,53812,failed:stale-start,zoology/experiments/flash_vqg/scripts/20260629-03-flash-vqg-dense-read-confirm/outputs/2080ti-r1/logs/dense-read-4ep-s123-r1.log,zoology/experiments/flash_vqg/scripts/20260629-03-flash-vqg-dense-read-confirm/outputs/2080ti-r1/configs/dense-read-4ep-s123-r1.json,zoology/experiments/flash_vqg/scripts/20260629-03-flash-vqg-dense-read-confirm/outputs/2080ti-r1/results/dense-read-4ep-s123-r1.json,2026-06-29T11:16:27+08:00,2026-06-29T11:21:15+08:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260629-03-flash-vqg-dense-read-confirm/outputs/2080ti-r1/queue-status.tsv
2080ti-r1-retry1,2080ti,dense-read-4ep-s123-r1,dense-read,0,53891,failed:stale-start,zoology/experiments/flash_vqg/scripts/20260629-03-flash-vqg-dense-read-confirm/outputs/2080ti-r1-retry1/logs/dense-read-4ep-s123-r1.log,zoology/experiments/flash_vqg/scripts/20260629-03-flash-vqg-dense-read-confirm/outputs/2080ti-r1-retry1/configs/dense-read-4ep-s123-r1.json,zoology/experiments/flash_vqg/scripts/20260629-03-flash-vqg-dense-read-confirm/outputs/2080ti-r1-retry1/results/dense-read-4ep-s123-r1.json,2026-06-29T11:21:15+08:00,2026-06-29T11:22:51+08:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260629-03-flash-vqg-dense-read-confirm/outputs/2080ti-r1-retry1/queue-status.tsv
3090-r2,3090,dense-read-4ep-s123-r2,dense-read,0,3582224,failed:1,zoology/experiments/flash_vqg/scripts/20260629-03-flash-vqg-dense-read-confirm/outputs/3090-r2/logs/dense-read-4ep-s123-r2.log,zoology/experiments/flash_vqg/scripts/20260629-03-flash-vqg-dense-read-confirm/outputs/3090-r2/configs/dense-read-4ep-s123-r2.json,zoology/experiments/flash_vqg/scripts/20260629-03-flash-vqg-dense-read-confirm/outputs/3090-r2/results/dense-read-4ep-s123-r2.json,2026-06-29T06:51:41+00:00,2026-06-29T06:51:47+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260629-03-flash-vqg-dense-read-confirm/outputs/3090-r2/queue-status.tsv
