machine,model,phase,paired_repeats,repeat_ratios_v050_over_v042,median_time_ratio_v050_over_v042,median_time_change_pct,bootstrap_ratio_ci95_low,bootstrap_ratio_ci95_high,v050_pair_wins,no_time_regression_over_2pct,stable_positive_gain,peak_allocated_ratio_v050_over_v042,memory_within_5pct
2080ti,flash,eval,5,1:0.946029460;2:0.993085227;3:0.959492032;4:0.960145974;5:0.956435334,0.9594920322537945,-4.050796774620546,0.9460294604856679,0.9930852274253661,5,True,True,1.0,True
2080ti,flash,train,5,1:0.994225261;2:0.993985459;3:0.993039344;4:0.994393288;5:0.996463809,0.9942252608839711,-0.5774739116028882,0.9930393440541878,0.9964638086196265,5,True,True,1.0,True
2080ti,gdn,eval,5,1:0.873333569;2:0.943773214;3:0.948172492;4:0.889494088;5:0.908072947,0.9080729468228406,-9.192705317715944,0.8733335687033833,0.9481724922685743,5,True,True,1.0,True
2080ti,gdn,train,5,1:0.988428118;2:0.951931605;3:0.981766148;4:0.973794497;5:0.973563375,0.9737944970411578,-2.6205502958842164,0.9519316049886337,0.988428118258919,5,True,True,1.0,True
3090,flash,eval,5,1:0.995177780;2:1.014769951;3:1.040088956;4:1.012865053;5:1.003354427,1.0128650525155245,1.28650525155245,0.9951777796452234,1.0400889562312325,1,True,False,1.0,True
3090,flash,train,5,1:0.951816574;2:0.963725668;3:1.035365529;4:1.024247437;5:0.905100450,0.9637256678773793,-3.6274332122620656,0.9051004502190585,1.035365529155326,3,True,False,1.0,True
3090,gdn,eval,5,1:0.929244885;2:0.754772984;3:1.160445893;4:0.901746376;5:0.957432757,0.9292448846060017,-7.075511539399826,0.7547729836363742,1.1604458932595372,4,True,False,1.0,True
3090,gdn,train,5,1:1.071933103;2:1.177043995;3:1.091131084;4:1.027435425;5:1.107762849,1.0911310837617267,9.113108376172674,1.027435425495083,1.1770439949057216,0,False,False,1.0,True
