machine,comparison,kind,model,reference_fla,candidate_fla,loss_abs,tensor,exact,max_abs,relative_l2,tensor_passed,comparison_passed,source
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.q_conv1d.weight,False,1.8917489796876907e-10,2.998822959918628e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.q_proj.weight,False,8.731149137020111e-10,3.290682414840121e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.v_conv1d.weight,False,1.6007106751203537e-10,2.876617309017524e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.v_proj.weight,False,7.566995918750763e-10,3.4175072298643665e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,grad/backbone.ln_f.bias,False,4.656612873077393e-10,6.130649159892227e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,grad/backbone.ln_f.weight,False,9.313225746154785e-10,1.2180030460039427e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,logits,False,7.152557373046875e-07,1.0943198788212182e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.embeddings.word_embeddings.weight,False,5.938578397035599e-06,4.129289485004406e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.norm1.bias,False,2.3283064365386963e-10,6.343141607751639e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.norm1.weight,True,0.0,0.0,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.norm2.bias,False,2.3283064365386963e-10,6.343222818332265e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.norm2.weight,False,5.960464477539063e-08,5.269125757428269e-09,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.sequence_mixer.mixer.conv.conv.bias,True,0.0,0.0,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.sequence_mixer.mixer.conv.conv.weight,False,1.1641532182693481e-10,1.809552056285552e-11,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.sequence_mixer.mixer.projection.bias,False,1.1641532182693481e-10,6.174478292435037e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.sequence_mixer.mixer.projection.weight,False,5.21540641784668e-08,2.3752623359408964e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.norm1.bias,False,2.3283064365386963e-10,6.74870900258908e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.norm1.weight,True,0.0,0.0,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.norm2.bias,False,1.1641532182693481e-10,5.821141850894541e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.norm2.weight,True,0.0,0.0,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.A_log,True,0.0,0.0,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.D,True,0.0,0.0,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.a_proj.weight,False,5.587935447692871e-09,2.0308540389715894e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.b_proj.weight,False,3.725290298461914e-09,1.568039223110659e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.dt_bias,True,0.0,0.0,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.k_conv1d.weight,False,8.940696716308594e-08,7.840023907746135e-09,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.k_proj.weight,False,9.369105100631714e-07,2.7321201075718423e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.o_norm.weight,False,1.1920928955078125e-07,7.451151944461436e-09,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.o_proj.weight,False,1.9855797290802e-06,5.138988358321174e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.q_conv1d.weight,False,3.2782554626464844e-07,2.5517261962155194e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.q_proj.weight,False,3.2780226320028305e-06,8.76479518696692e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.v_conv1d.weight,False,2.384185791015625e-07,2.0006607285824795e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.sequence_mixer.mixer.v_proj.weight,False,2.736225724220276e-06,6.842485492261005e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.ln_f.bias,False,2.3283064365386963e-10,4.3656460337533655e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-gdn-model,model,gdn,0.4.0,0.5.0,9.5367431640625e-07,param_after/backbone.ln_f.weight,True,0.0,0.0,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-gdn-model.json
2080ti,current040-vs-v050-kernel,kernel,,0.4.0,0.5.0,8.526512829121202e-14,final_state,False,3.725290298461914e-08,8.059825601525807e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-kernel.json
2080ti,current040-vs-v050-kernel,kernel,,0.4.0,0.5.0,8.526512829121202e-14,grad/beta,False,1.9539925233402755e-13,8.392923328151126e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-kernel.json
2080ti,current040-vs-v050-kernel,kernel,,0.4.0,0.5.0,8.526512829121202e-14,grad/g,False,1.2434497875801753e-13,3.017815768475339e-06,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-kernel.json
2080ti,current040-vs-v050-kernel,kernel,,0.4.0,0.5.0,8.526512829121202e-14,grad/k,False,2.220446049250313e-15,4.253125141648933e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-kernel.json
2080ti,current040-vs-v050-kernel,kernel,,0.4.0,0.5.0,8.526512829121202e-14,grad/q,False,1.887379141862766e-15,3.845458931384382e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-kernel.json
2080ti,current040-vs-v050-kernel,kernel,,0.4.0,0.5.0,8.526512829121202e-14,grad/v,False,1.4654943925052066e-14,8.923268071237476e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-kernel.json
2080ti,current040-vs-v050-kernel,kernel,,0.4.0,0.5.0,8.526512829121202e-14,output,False,9.89530235528946e-10,3.735536494470209e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/current040-vs-v050-kernel.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.embeddings.word_embeddings.weight,False,1.4901161193847656e-08,7.890395645863556e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.0.norm1.bias,False,9.313225746154785e-10,1.324857901201818e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.0.norm1.weight,False,1.0477378964424133e-09,1.4563534806341507e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.0.norm2.bias,False,5.238689482212067e-10,1.2780032650789544e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.0.norm2.weight,False,4.0745362639427185e-10,1.4108058881201987e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.0.sequence_mixer.mixer.conv.conv.bias,False,1.7462298274040222e-10,1.0292076071399823e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.0.sequence_mixer.mixer.conv.conv.weight,False,2.9103830456733704e-10,1.19250409851036e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.0.sequence_mixer.mixer.projection.bias,False,6.984919309616089e-10,1.2353022341591495e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.0.sequence_mixer.mixer.projection.weight,False,1.1641532182693481e-09,1.2587483485468506e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.norm1.bias,False,2.9103830456733704e-10,3.223849960158096e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.norm1.weight,False,2.9103830456733704e-10,3.9495527184072296e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.norm2.bias,False,2.3283064365386963e-10,9.656718245748859e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.norm2.weight,False,2.3283064365386963e-10,1.264418952166731e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.A_log,False,7.09405867382884e-11,1.9858550954337857e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.a_proj.weight,False,2.1827872842550278e-10,6.580739820313517e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.b_proj.weight,False,6.402842700481415e-10,3.958543892615355e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.dt_bias,False,6.912159733474255e-11,1.9373459779191355e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.k_conv1d.weight,False,1.964508555829525e-10,3.293015329316396e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.k_proj.weight,False,9.313225746154785e-10,3.5650918400106267e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.o_norm.weight,False,8.731149137020111e-11,2.405602312504928e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.o_proj.weight,False,4.94765117764473e-10,2.1911973945483115e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.q_conv1d.weight,False,2.0372681319713593e-10,3.017115405231051e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.q_proj.weight,False,8.731149137020111e-10,3.290682414840121e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.v_conv1d.weight,False,1.7462298274040222e-10,2.671293900890293e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.layers.1.sequence_mixer.mixer.v_proj.weight,False,8.149072527885437e-10,3.179351721057092e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.ln_f.bias,False,4.656612873077393e-10,6.130649159892227e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,grad/backbone.ln_f.weight,False,9.313225746154785e-10,1.2180030460039427e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,logits,False,7.152557373046875e-07,1.0943198788212182e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.embeddings.word_embeddings.weight,False,1.8887221813201904e-06,3.1384312421149985e-07,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.norm1.bias,False,2.3283064365386963e-10,5.911117351305777e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.norm1.weight,True,0.0,0.0,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.norm2.bias,False,1.1641532182693481e-10,5.636101345964168e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.norm2.weight,True,0.0,0.0,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.sequence_mixer.mixer.conv.conv.bias,True,0.0,0.0,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.sequence_mixer.mixer.conv.conv.weight,False,1.1641532182693481e-10,1.809552056285552e-11,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.sequence_mixer.mixer.projection.bias,False,2.3283064365386963e-10,7.055015142735575e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.0.sequence_mixer.mixer.projection.weight,False,3.3527612686157227e-08,1.8058779292379715e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.norm1.bias,False,1.1641532182693481e-10,6.826731308403331e-08,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
2080ti,v042-vs-v050-gdn-model,model,gdn,0.4.2,0.5.0,9.5367431640625e-07,param_after/backbone.layers.1.norm1.weight,True,0.0,0.0,True,True,zoology/experiments/flash_vqg/scripts/20260724-02-gdn-ek4-fla-compatibility/outputs/2080ti/equivalence/v042-vs-v050-gdn-model.json
