machine,fla_variant,phase,flash_repeats,gdn_repeats,flash_wall_ms_p50_median,gdn_wall_ms_p50_median,flash_over_gdn_time_ratio,paired_repeat_ratios,paired_ratio_bootstrap_ci95_low,paired_ratio_bootstrap_ci95_high,time_within_2x,flash_peak_allocated_bytes,gdn_peak_allocated_bytes,flash_over_gdn_allocated_ratio,memory_within_2x
2080ti,v042,eval,5,5,79.96742438990623,43.91522740479559,1.8209497961332133,1:1.652281940;2:1.813396194;3:1.840439908;4:1.793389880;5:1.813233704,1.65228194046661,1.8404399084027012,True,1095572992,1096258560,0.9993746292845367,True
2080ti,v042,train,5,5,953.860821435228,633.3408745704219,1.5060781006471533,1:1.530825267;2:1.485896874;3:1.505469522;4:1.513353038;5:1.500298344,1.4858968740638367,1.5308252666091453,True,3276562432,2013742080,1.6271013376251242,True
2080ti,v050,eval,5,5,76.78040058817714,40.90240353252739,1.8771610946314683,1:1.789817143;2:1.908145882;3:1.862411578;4:1.935837569;5:1.909803381,1.789817142870789,1.9358375693333782,True,1095572992,1096258560,0.9993746292845367,True
2080ti,v050,train,5,5,948.7506309524179,616.1504274932668,1.5398035749359043,1:1.539803575;2:1.551539921;3:1.522756178;4:1.545365176;5:1.535588788,1.5227561778566256,1.5515399208747602,True,3276562432,2013742080,1.6271013376251242,True
3090,v042,eval,5,5,54.371857549995184,49.99287938699126,1.0875920374401036,1:1.131810182;2:0.927418762;3:1.188243221;4:1.057008024;5:1.092335138,0.927418761693342,1.1882432207155016,True,1095572992,1096258560,0.9993746292845367,True
3090,v042,train,5,5,844.0796728245914,881.3698403537273,0.9576906698847671,1:0.986340303;2:0.957690670;3:0.948269717;4:0.880082354;5:0.952744463,0.880082354298107,0.9863403029673578,True,3276247552,2013742080,1.6269449720194555,True
3090,v050,eval,5,5,54.792160633951426,45.951133128255606,1.1924006418083175,1:1.212115733;2:1.246887093;3:1.065003253;4:1.187258986;5:1.144727176,1.0650032529404765,1.2468870930146292,True,1095572992,1096258560,0.9993746292845367,True
3090,v050,train,5,5,821.2264305911958,960.0422363728285,0.8554065638756708,1:0.875814960;2:0.784126239;3:0.899805525;4:0.877351582;5:0.778442284,0.7784422841708237,0.8998055248284904,True,3276247552,2013742080,1.6269449720194555,True
