machine,fla_variant,flash_repeats,gdn_repeats,flash_total_wall_seconds_median,gdn_total_wall_seconds_median,flash_over_gdn_total_ratio,total_within_2x,flash_train_wall_seconds_median,gdn_train_wall_seconds_median,flash_over_gdn_train_ratio,flash_validation_wall_seconds_median,gdn_validation_wall_seconds_median,flash_over_gdn_validation_ratio,flash_peak_allocated_bytes_median,gdn_peak_allocated_bytes_median,flash_over_gdn_allocated_ratio,memory_within_2x,all_runs_valid
2080ti,v042,3,3,394.97199446382,279.6408040660899,1.412426186453365,True,336.86019485397264,246.06164072616957,1.3690073505965463,58.72805621824227,33.590589561033994,1.7483484805032548,3822538240.0,2550612992.0,1.498674339066489,True,True
3090,v042,3,3,332.06153377890587,395.8651300193742,0.8388249143405339,True,289.8512595053762,358.7676634239033,0.8079079835099334,42.55288070254028,37.097466595470905,1.1470562442055114,3822575104.0,2550612992.0,1.4986887920627356,True,True
