run_id,launch_id,status,wall_clock_sec,wall_clock,oom,gpu,peak_memory_used_mib,peak_memory_total_mib,memory_samples,created_at_utc,finished_at_utc
gated_delta_net-default-s123-d123-noearly4ep-b64-ga4-repeat,flash-vqg-20260519-gdn-default-64x4-repeat-2026-05-19-03-29-43,completed,310.550,00:05:11,false,0,2869,11264,63,2026-05-19T03:29:43.287361+00:00,2026-05-19T03:34:53.837657+00:00
