run_id,launch_id,model,run_type,status,seed,data_seed,max_epochs,configured_max_epochs,early_stopping_disabled,validations_per_epoch,train_batch_size,eval_batch_size,gradient_accumulation_steps,effective_train_batch_size,batch_accum_profile,gpu,wall_clock_sec,wall_clock,oom,peak_memory_used_mib,peak_memory_total_mib,valid_loss,valid_accuracy,valid_mqar_case_accuracy_1024x256,valid_mqar_case_accuracy_512x128,valid_input_seq_len_accuracy_512,valid_input_seq_len_accuracy_1024,valid_num_kv_pairs_accuracy_128,valid_num_kv_pairs_accuracy_256
gated_delta_net-default-s123-d123-noearly4ep-b64-ga4-repeat,flash-vqg-20260519-gdn-default-64x4-repeat-2026-05-19-03-29-43,gated_delta_net_use_gate_false,same_seed_repeat,completed,123,123,4,4,true,1,64,16,4,256,64x4,0,310.550,00:05:11,false,2869,11264,0.34397611021995544,0.962484375,0.712515625,0.98828125,0.9937890625,0.712515625,0.98828125,0.712515625
