variant,machine,optimizer_step,hotspot_metric,rank,metric_value,layer_idx,head_idx,code_idx,num_events_sum,pair_abs_cos_p95_mean,update_norm_p95_mean,condition_number_mean,effective_rank_mean
dgeom-r16-injwarm512-only,3090,64,high_pair_abs_cos_p95,13,0.9947485360834334,1,0,21,123,0.9947485360834334,0.014185553808745584,880.9779903010318,1.0563957189258777
dgeom-r16-injwarm512-only,3090,64,high_pair_abs_cos_p95,14,0.9946624636650085,1,1,26,12,0.9946624636650085,0.012049360759556293,3.8932727813720702,1.0034429788589478
dgeom-r16-injwarm512-only,3090,64,high_pair_abs_cos_p95,15,0.9933034271001816,1,0,57,320,0.9933034271001816,0.015595384733751416,226.23338508605957,1.1380453050136565
dgeom-r16-injwarm512-only,3090,64,high_pair_abs_cos_p95,16,0.9880732258160909,1,1,20,88,0.9880732258160909,0.013970717075554764,40.692015030804804,1.1242876333348892
dgeom-r16-injwarm512-only,3090,64,high_update_norm_p95,1,0.3669537454843521,1,0,39,40960,0.8591491103172302,0.3669537454843521,16.81196141242981,4.956260418891906
dgeom-r16-injwarm512-only,3090,64,high_update_norm_p95,2,0.31240654438734056,1,1,50,40960,0.9146936923265457,0.31240654438734056,26.011702728271484,3.2551158905029296
dgeom-r16-injwarm512-only,3090,64,high_update_norm_p95,3,0.02784437984228134,1,0,50,40953,0.9989755481481553,0.02784437984228134,255.65776443481445,1.0348953247070312
dgeom-r16-injwarm512-only,3090,64,high_update_norm_p95,4,0.020833176269661635,1,0,59,38,0.9745477139949799,0.020833176269661635,10.922973394393921,1.0891649350523949
dgeom-r16-injwarm512-only,3090,64,high_update_norm_p95,5,0.020254852436482906,1,0,19,40698,0.9989430427551269,0.020254852436482906,266.0106033325195,1.037615555524826
dgeom-r16-injwarm512-only,3090,64,high_update_norm_p95,6,0.0186384464148432,1,0,5,18667,0.9971491247415543,0.0186384464148432,157.6024211883545,1.0940919637680053
dgeom-r16-injwarm512-only,3090,64,high_update_norm_p95,7,0.017883412539958954,1,0,32,1,,0.017883412539958954,1.0,1.0
dgeom-r16-injwarm512-only,3090,64,high_update_norm_p95,8,0.017312945891171695,1,1,48,40559,0.998062738776207,0.017312945891171695,193.94292526245118,1.059641569852829
dgeom-r16-injwarm512-only,3090,64,high_update_norm_p95,9,0.01694777738302946,1,0,0,5,,0.01694777738302946,1.0,1.0
dgeom-r16-injwarm512-only,3090,64,high_update_norm_p95,10,0.01612705122679472,1,0,33,22064,0.9984195113182068,0.01612705122679472,213.2814064025879,1.0544632196426391
dgeom-r16-injwarm512-only,3090,64,high_update_norm_p95,11,0.015969363134354354,1,1,12,37836,0.9981756329536438,0.015969363134354354,202.76500549316407,1.0562633275985718
dgeom-r16-injwarm512-only,3090,64,high_update_norm_p95,12,0.015595384733751416,1,0,57,320,0.9933034271001816,0.015595384733751416,226.23338508605957,1.1380453050136565
dgeom-r16-injwarm512-only,3090,64,high_update_norm_p95,13,0.015086331327135364,1,1,24,17,0.9798831224441529,0.015086331327135364,5.078081210454305,1.0237485667069752
dgeom-r16-injwarm512-only,3090,64,high_update_norm_p95,14,0.014727486530318856,1,0,51,4,,0.014727486530318856,1.0,1.0
dgeom-r16-injwarm512-only,3090,64,high_update_norm_p95,15,0.014218073524534702,1,1,40,8511,0.9966938197612762,0.014218073524534702,148.57479133605958,1.0951702177524567
dgeom-r16-injwarm512-only,3090,64,high_update_norm_p95,16,0.014185553808745584,1,0,21,123,0.9947485360834334,0.014185553808745584,880.9779903010318,1.0563957189258777
dgeom-r16-injwarm512-only,3090,64,high_condition_number,1,880.9779903010318,1,0,21,123,0.9947485360834334,0.014185553808745584,880.9779903010318,1.0563957189258777
dgeom-r16-injwarm512-only,3090,64,high_condition_number,2,544.322549200058,1,1,25,283,0.9951553125130502,0.013885261211544275,544.322549200058,1.091664683818817
dgeom-r16-injwarm512-only,3090,64,high_condition_number,3,269.69157485961915,1,1,18,6828,0.9989734083414078,0.013864459097385406,269.69157485961915,1.0352970719337464
dgeom-r16-injwarm512-only,3090,64,high_condition_number,4,266.0106033325195,1,0,19,40698,0.9989430427551269,0.020254852436482906,266.0106033325195,1.037615555524826
dgeom-r16-injwarm512-only,3090,64,high_condition_number,5,255.65776443481445,1,0,50,40953,0.9989755481481553,0.02784437984228134,255.65776443481445,1.0348953247070312
dgeom-r16-injwarm512-only,3090,64,high_condition_number,6,226.23338508605957,1,0,57,320,0.9933034271001816,0.015595384733751416,226.23338508605957,1.1380453050136565
dgeom-r16-injwarm512-only,3090,64,high_condition_number,7,213.2814064025879,1,0,33,22064,0.9984195113182068,0.01612705122679472,213.2814064025879,1.0544632196426391
dgeom-r16-injwarm512-only,3090,64,high_condition_number,8,208.52543716430665,1,1,14,19640,0.9983767002820969,0.013569490145891904,208.52543716430665,1.0515935897827149
dgeom-r16-injwarm512-only,3090,64,high_condition_number,9,202.76500549316407,1,1,12,37836,0.9981756329536438,0.015969363134354354,202.76500549316407,1.0562633275985718
dgeom-r16-injwarm512-only,3090,64,high_condition_number,10,199.41326370239258,1,1,63,9093,0.9983225464820862,0.014087225124239922,199.41326370239258,1.0547198414802552
dgeom-r16-injwarm512-only,3090,64,high_condition_number,11,193.94292526245118,1,1,48,40559,0.998062738776207,0.017312945891171695,193.94292526245118,1.059641569852829
dgeom-r16-injwarm512-only,3090,64,high_condition_number,12,157.6024211883545,1,0,5,18667,0.9971491247415543,0.0186384464148432,157.6024211883545,1.0940919637680053
dgeom-r16-injwarm512-only,3090,64,high_condition_number,13,148.57479133605958,1,1,40,8511,0.9966938197612762,0.014218073524534702,148.57479133605958,1.0951702177524567
dgeom-r16-injwarm512-only,3090,64,high_condition_number,14,40.692015030804804,1,1,20,88,0.9880732258160909,0.013970717075554764,40.692015030804804,1.1242876333348892
dgeom-r16-injwarm512-only,3090,64,high_condition_number,15,26.011702728271484,1,1,50,40960,0.9146936923265457,0.31240654438734056,26.011702728271484,3.2551158905029296
dgeom-r16-injwarm512-only,3090,64,high_condition_number,16,21.7860107421875,1,1,6,3,0.9988970756530762,0.010428228415548801,21.7860107421875,1.0023499727249146
dgeom-r16-injwarm512-only,3090,64,low_effective_rank,1,1.0,1,0,0,5,,0.01694777738302946,1.0,1.0
dgeom-r16-injwarm512-only,3090,64,low_effective_rank,2,1.0,1,0,29,1,,0.013467875309288502,1.0,1.0
dgeom-r16-injwarm512-only,3090,64,low_effective_rank,3,1.0,1,0,32,1,,0.017883412539958954,1.0,1.0
dgeom-r16-injwarm512-only,3090,64,low_effective_rank,4,1.0,1,0,49,1,,0.008553420193493366,1.0,1.0
dgeom-r16-injwarm512-only,3090,64,low_effective_rank,5,1.0,1,0,51,4,,0.014727486530318856,1.0,1.0
dgeom-r16-injwarm512-only,3090,64,low_effective_rank,6,1.0023499727249146,1,1,6,3,0.9988970756530762,0.010428228415548801,21.7860107421875,1.0023499727249146
dgeom-r16-injwarm512-only,3090,64,low_effective_rank,7,1.0034429788589478,1,1,26,12,0.9946624636650085,0.012049360759556293,3.8932727813720702,1.0034429788589478
dgeom-r16-injwarm512-only,3090,64,low_effective_rank,8,1.0105397701263428,1,0,52,5,0.9861667156219482,0.014127789996564388,3.745619297027588,1.0105397701263428
dgeom-r16-injwarm512-only,3090,64,low_effective_rank,9,1.0237485667069752,1,1,24,17,0.9798831224441529,0.015086331327135364,5.078081210454305,1.0237485667069752
dgeom-r16-injwarm512-only,3090,64,low_effective_rank,10,1.0348953247070312,1,0,50,40953,0.9989755481481553,0.02784437984228134,255.65776443481445,1.0348953247070312
dgeom-r16-injwarm512-only,3090,64,low_effective_rank,11,1.0352970719337464,1,1,18,6828,0.9989734083414078,0.013864459097385406,269.69157485961915,1.0352970719337464
dgeom-r16-injwarm512-only,3090,64,low_effective_rank,12,1.037615555524826,1,0,19,40698,0.9989430427551269,0.020254852436482906,266.0106033325195,1.037615555524826
dgeom-r16-injwarm512-only,3090,64,low_effective_rank,13,1.047542929649353,1,1,52,10,0.9308179020881653,0.013324413847710406,5.117689371109009,1.047542929649353
dgeom-r16-injwarm512-only,3090,64,low_effective_rank,14,1.0515935897827149,1,1,14,19640,0.9983767002820969,0.013569490145891904,208.52543716430665,1.0515935897827149
dgeom-r16-injwarm512-only,3090,64,low_effective_rank,15,1.0544632196426391,1,0,33,22064,0.9984195113182068,0.01612705122679472,213.2814064025879,1.0544632196426391
dgeom-r16-injwarm512-only,3090,64,low_effective_rank,16,1.0547198414802552,1,1,63,9093,0.9983225464820862,0.014087225124239922,199.41326370239258,1.0547198414802552
dgeom-r16-injwarm512-only,3090,256,high_pair_abs_cos_p95,1,0.9999310501984188,1,1,63,28672,0.9999310501984188,0.06225453410297632,785.0650460379464,1.0038894670350211
dgeom-r16-injwarm512-only,3090,256,high_pair_abs_cos_p95,2,0.9998877218791417,1,1,48,28672,0.9998877218791417,0.07589398271271161,594.7023206438337,1.005993732384273
dgeom-r16-injwarm512-only,3090,256,high_pair_abs_cos_p95,3,0.9998509074960437,1,1,12,28672,0.9998509074960437,0.08536136043923241,509.1067897251674,1.0077773928642273
dgeom-r16-injwarm512-only,3090,256,high_pair_abs_cos_p95,4,0.9995805365698678,1,0,19,28666,0.9995805365698678,0.013639939217162984,265.83237021309986,1.022203496524266
dgeom-r16-injwarm512-only,3090,256,high_pair_abs_cos_p95,5,0.9994725712708065,1,0,50,28672,0.9994725712708065,0.02308388939127326,184.7468534197126,1.027901325907026
dgeom-r16-injwarm512-only,3090,256,high_pair_abs_cos_p95,6,0.997587868145534,1,0,5,28672,0.997587868145534,0.016476362511249527,105.01092147827148,1.1092145528112138
dgeom-r16-injwarm512-only,3090,256,high_pair_abs_cos_p95,7,0.9973663176809039,1,1,50,28672,0.9973663176809039,2.4086285403796603,128.35211454119002,1.1028369920594352
dgeom-r16-injwarm512-only,3090,256,high_pair_abs_cos_p95,8,0.970866858959198,1,0,33,3,0.970866858959198,0.0028689185273833573,4.612489223480225,1.03951495885849
dgeom-r16-injwarm512-only,3090,256,high_pair_abs_cos_p95,9,0.921127438545227,1,0,57,3,0.921127438545227,0.004265464245690964,2.9676578044891357,1.090374231338501
dgeom-r16-injwarm512-only,3090,256,high_pair_abs_cos_p95,10,0.9056498578616551,1,0,39,28672,0.9056498578616551,0.8027601689100266,11.198765209742955,4.353632126535688
dgeom-r16-injwarm512-only,3090,256,high_update_norm_p95,1,2.4086285403796603,1,1,50,28672,0.9973663176809039,2.4086285403796603,128.35211454119002,1.1028369920594352
dgeom-r16-injwarm512-only,3090,256,high_update_norm_p95,2,0.8027601689100266,1,0,39,28672,0.9056498578616551,0.8027601689100266,11.198765209742955,4.353632126535688
dgeom-r16-injwarm512-only,3090,256,high_update_norm_p95,3,0.08536136043923241,1,1,12,28672,0.9998509074960437,0.08536136043923241,509.1067897251674,1.0077773928642273
dgeom-r16-injwarm512-only,3090,256,high_update_norm_p95,4,0.07589398271271161,1,1,48,28672,0.9998877218791417,0.07589398271271161,594.7023206438337,1.005993732384273
dgeom-r16-injwarm512-only,3090,256,high_update_norm_p95,5,0.06225453410297632,1,1,63,28672,0.9999310501984188,0.06225453410297632,785.0650460379464,1.0038894670350211
dgeom-r16-injwarm512-only,3090,256,high_update_norm_p95,6,0.02308388939127326,1,0,50,28672,0.9994725712708065,0.02308388939127326,184.7468534197126,1.027901325907026
dgeom-r16-injwarm512-only,3090,256,high_update_norm_p95,7,0.016476362511249527,1,0,5,28672,0.997587868145534,0.016476362511249527,105.01092147827148,1.1092145528112138
dgeom-r16-injwarm512-only,3090,256,high_update_norm_p95,8,0.013639939217162984,1,0,19,28666,0.9995805365698678,0.013639939217162984,265.83237021309986,1.022203496524266
dgeom-r16-injwarm512-only,3090,256,high_update_norm_p95,9,0.004265464245690964,1,0,57,3,0.921127438545227,0.004265464245690964,2.9676578044891357,1.090374231338501
dgeom-r16-injwarm512-only,3090,256,high_update_norm_p95,10,0.0028689185273833573,1,0,33,3,0.970866858959198,0.0028689185273833573,4.612489223480225,1.03951495885849
dgeom-r16-injwarm512-only,3090,256,high_condition_number,1,785.0650460379464,1,1,63,28672,0.9999310501984188,0.06225453410297632,785.0650460379464,1.0038894670350211
dgeom-r16-injwarm512-only,3090,256,high_condition_number,2,594.7023206438337,1,1,48,28672,0.9998877218791417,0.07589398271271161,594.7023206438337,1.005993732384273
dgeom-r16-injwarm512-only,3090,256,high_condition_number,3,509.1067897251674,1,1,12,28672,0.9998509074960437,0.08536136043923241,509.1067897251674,1.0077773928642273
dgeom-r16-injwarm512-only,3090,256,high_condition_number,4,265.83237021309986,1,0,19,28666,0.9995805365698678,0.013639939217162984,265.83237021309986,1.022203496524266
dgeom-r16-injwarm512-only,3090,256,high_condition_number,5,184.7468534197126,1,0,50,28672,0.9994725712708065,0.02308388939127326,184.7468534197126,1.027901325907026
dgeom-r16-injwarm512-only,3090,256,high_condition_number,6,128.35211454119002,1,1,50,28672,0.9973663176809039,2.4086285403796603,128.35211454119002,1.1028369920594352
dgeom-r16-injwarm512-only,3090,256,high_condition_number,7,105.01092147827148,1,0,5,28672,0.997587868145534,0.016476362511249527,105.01092147827148,1.1092145528112138
dgeom-r16-injwarm512-only,3090,256,high_condition_number,8,11.198765209742955,1,0,39,28672,0.9056498578616551,0.8027601689100266,11.198765209742955,4.353632126535688
dgeom-r16-injwarm512-only,3090,256,high_condition_number,9,4.612489223480225,1,0,33,3,0.970866858959198,0.0028689185273833573,4.612489223480225,1.03951495885849
dgeom-r16-injwarm512-only,3090,256,high_condition_number,10,2.9676578044891357,1,0,57,3,0.921127438545227,0.004265464245690964,2.9676578044891357,1.090374231338501
dgeom-r16-injwarm512-only,3090,256,low_effective_rank,1,1.0038894670350211,1,1,63,28672,0.9999310501984188,0.06225453410297632,785.0650460379464,1.0038894670350211
dgeom-r16-injwarm512-only,3090,256,low_effective_rank,2,1.005993732384273,1,1,48,28672,0.9998877218791417,0.07589398271271161,594.7023206438337,1.005993732384273
dgeom-r16-injwarm512-only,3090,256,low_effective_rank,3,1.0077773928642273,1,1,12,28672,0.9998509074960437,0.08536136043923241,509.1067897251674,1.0077773928642273
dgeom-r16-injwarm512-only,3090,256,low_effective_rank,4,1.022203496524266,1,0,19,28666,0.9995805365698678,0.013639939217162984,265.83237021309986,1.022203496524266
dgeom-r16-injwarm512-only,3090,256,low_effective_rank,5,1.027901325907026,1,0,50,28672,0.9994725712708065,0.02308388939127326,184.7468534197126,1.027901325907026
dgeom-r16-injwarm512-only,3090,256,low_effective_rank,6,1.03951495885849,1,0,33,3,0.970866858959198,0.0028689185273833573,4.612489223480225,1.03951495885849
