variant,machine,optimizer_step,micro_step,layer_idx,block_idx,block_len,head_idx,code_idx,num_events,pair_total_count,pair_sample_count,pair_abs_cos_mean,pair_abs_cos_p50,pair_abs_cos_p90,pair_abs_cos_p95,pair_abs_cos_max,signed_cos_mean,signed_cos_std,adjacent_cos_mean,adjacent_abs_cos_mean,resultant_length,effective_rank,condition_number,update_norm_mean,update_norm_p95,update_norm_max,write_strength_mean,write_strength_p95,raw_topk_mass_mean,addr_z_norm_mean,addr_z_norm_p05,addr_z_norm_p95,addr_z_norm_min,trace_path
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,10,102,5151,4096,0.37979042530059814,0.389823853969574,0.6499881148338318,0.7140737771987915,0.9033181667327881,0.35595884919166565,0.25577378273010254,0.4110253155231476,0.4283773601055145,0.5908564925193787,8.912163734436035,6.84804105758667,0.07649362832307816,0.09908899664878845,0.12689420580863953,0.12193377315998077,0.16199089586734772,0.14346295595169067,1.6810474395751953,1.1860872507095337,2.110826015472412,1.0193558931350708,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,11,117,6786,4096,0.4834328591823578,0.49469906091690063,0.6985143423080444,0.7812154293060303,0.9168663024902344,0.48238056898117065,0.18157462775707245,0.5388408303260803,0.5403091311454773,0.6850560307502747,7.175564765930176,8.513094902038574,0.07704229652881622,0.10201981663703918,0.1254645735025406,0.11831513792276382,0.15583254396915436,0.14517000317573547,1.8081271648406982,1.3238314390182495,2.3506052494049072,1.0318353176116943,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,12,74,2701,2701,0.38252192735671997,0.3870634138584137,0.6317718029022217,0.6863776445388794,0.8920754194259644,0.3753852844238281,0.20441746711730957,0.43339499831199646,0.436187207698822,0.6195369362831116,8.711636543273926,7.463444709777832,0.0779031291604042,0.10300569981336594,0.1189408227801323,0.12294567376375198,0.15436016023159027,0.14480336010456085,1.6673792600631714,1.2655245065689087,2.125936269760132,1.1082674264907837,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,13,112,6216,4096,0.3512170612812042,0.3132988214492798,0.6470441222190857,0.7207198143005371,0.805817723274231,0.33125001192092896,0.23780527710914612,0.43725553154945374,0.4399386942386627,0.6041933298110962,9.006611824035645,8.1288423538208,0.07878321409225464,0.10302171111106873,0.1191965639591217,0.1242792010307312,0.15615421533584595,0.14588746428489685,1.6399362087249756,1.2030574083328247,2.130953550338745,0.9564312100410461,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,14,134,8911,4096,0.4439329504966736,0.45944398641586304,0.6789685487747192,0.7930348515510559,0.8329453468322754,0.42401182651519775,0.23032620549201965,0.5021919012069702,0.5145145654678345,0.6368021965026855,7.999176025390625,7.792819976806641,0.07999438792467117,0.10032109916210175,0.11869052797555923,0.12420765310525894,0.1530718356370926,0.1464170664548874,1.7795414924621582,1.2625049352645874,2.3566462993621826,0.9876118898391724,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,15,155,11935,4096,0.5865079760551453,0.6045976281166077,0.7668797969818115,0.8010858297348022,0.9182150363922119,0.5865079760551453,0.1568240523338318,0.6752138733863831,0.6752954721450806,0.7794105410575867,5.074523448944092,10.69311809539795,0.08182796835899353,0.10807784646749496,0.16297483444213867,0.12713907659053802,0.16292354464530945,0.1442386656999588,2.0844297409057617,1.5153862237930298,2.6807780265808105,1.1000111103057861,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,16,93,4278,4096,0.3808317184448242,0.3929048180580139,0.6314244866371155,0.6488299369812012,0.8291139602661133,0.3714073896408081,0.2128802090883255,0.45969143509864807,0.46906670928001404,0.6434339880943298,7.881214141845703,7.672056674957275,0.07959932833909988,0.10859302431344986,0.12380199134349823,0.12292003631591797,0.15920311212539673,0.14562010765075684,1.7308162450790405,1.2422784566879272,2.254654884338379,0.8780409693717957,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,17,80,3160,3160,0.40305012464523315,0.4088743329048157,0.6671956181526184,0.7223695516586304,0.9063572287559509,0.39236095547676086,0.2214270383119583,0.42005085945129395,0.4226415157318115,0.6324210166931152,8.02458667755127,7.884476184844971,0.07731946557760239,0.10154727846384048,0.14514300227165222,0.12151813507080078,0.1569710224866867,0.14282363653182983,1.7180309295654297,1.154822826385498,2.2648634910583496,0.8295936584472656,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,18,90,4005,4005,0.39758238196372986,0.4102223515510559,0.652278482913971,0.7113030552864075,0.8912986516952515,0.3810291588306427,0.2290627658367157,0.4084145128726959,0.4240148365497589,0.6228215098381042,8.303071975708008,8.188867568969727,0.08033965528011322,0.10863277316093445,0.14759249985218048,0.1203339472413063,0.15574130415916443,0.14442695677280426,1.648661494255066,1.1551135778427124,2.1314284801483154,1.0092487335205078,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,19,162,13041,4096,0.5041731595993042,0.5065205097198486,0.7224442362785339,0.7788819074630737,0.9437741041183472,0.5041731595993042,0.16597360372543335,0.5541046261787415,0.5549155473709106,0.7122241854667664,6.579516410827637,9.867700576782227,0.07985330373048782,0.10739507526159286,0.16203534603118896,0.12420008331537247,0.16232448816299438,0.1433386653661728,1.8810073137283325,1.3584015369415283,2.398205280303955,1.0765724182128906,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,20,161,12880,4096,0.459136962890625,0.47846511006355286,0.6770121455192566,0.7647323608398438,0.8218269348144531,0.44989681243896484,0.21481800079345703,0.5518812537193298,0.5560252666473389,0.6862334609031677,7.14791202545166,8.066742897033691,0.08144108206033707,0.11552698165178299,0.16820259392261505,0.12702420353889465,0.1756373941898346,0.14715521037578583,1.850503921508789,1.3284480571746826,2.30880069732666,1.0261508226394653,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,21,99,4851,4096,0.5071300268173218,0.5107651948928833,0.6995764374732971,0.7335890531539917,0.9329923391342163,0.503574550151825,0.17907863855361938,0.5602895021438599,0.5649106502532959,0.6999183297157288,6.796834468841553,9.84532356262207,0.07787326723337173,0.09949316829442978,0.14044012129306793,0.121009461581707,0.15306708216667175,0.14596766233444214,1.8568497896194458,1.445096731185913,2.312730073928833,1.1500999927520752,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,22,88,3828,3828,0.38569560647010803,0.3907405436038971,0.644762396812439,0.7030065059661865,0.8879534006118774,0.36944133043289185,0.22615095973014832,0.4529589116573334,0.45478442311286926,0.6136829853057861,8.372831344604492,7.89424467086792,0.07896019518375397,0.1042209342122078,0.1547851413488388,0.12139272689819336,0.15786883234977722,0.14270661771297455,1.735526442527771,1.3291590213775635,2.172710657119751,1.1965633630752563,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,23,186,17205,4096,0.36294347047805786,0.35956016182899475,0.6556991934776306,0.7301154732704163,0.8311973810195923,0.34182003140449524,0.2463284134864807,0.4561767280101776,0.4688285291194916,0.5826108455657959,9.25305461883545,6.1306304931640625,0.08089640736579895,0.10467692464590073,0.14194753766059875,0.12716570496559143,0.1641576737165451,0.1470521241426468,1.6695802211761475,1.224635124206543,2.126843214035034,1.0092161893844604,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,24,124,7626,4096,0.35358381271362305,0.34585559368133545,0.6297118663787842,0.667532205581665,0.7210677862167358,0.3336030840873718,0.2270769625902176,0.45770466327667236,0.4751516878604889,0.578784704208374,9.40267276763916,7.759568214416504,0.08043621480464935,0.10466250777244568,0.1263585239648819,0.1264185607433319,0.16002973914146423,0.14640183746814728,1.634724497795105,1.0916787385940552,2.121889352798462,0.9332899451255798,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,25,107,5671,4096,0.562785804271698,0.5745261907577515,0.8135279417037964,0.8240948915481567,0.9457080364227295,0.562785804271698,0.1809520423412323,0.562615692615509,0.562615692615509,0.7083980441093445,6.501744270324707,10.858677864074707,0.07862186431884766,0.10398727655410767,0.12911351025104523,0.12085659056901932,0.1484382450580597,0.14548395574092865,1.8823692798614502,1.460053563117981,2.3696041107177734,1.0925527811050415,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,26,118,6903,4096,0.3205047845840454,0.27930477261543274,0.6683567762374878,0.7416815161705017,0.824377179145813,0.28749993443489075,0.2563053071498871,0.3840686082839966,0.39995864033699036,0.5593999028205872,9.711235046386719,7.608593940734863,0.07817783951759338,0.10741200298070908,0.13765285909175873,0.12403694540262222,0.15745417773723602,0.14509549736976624,1.6413483619689941,1.2140620946884155,2.0963034629821777,1.0658491849899292,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,27,125,7750,4096,0.3746568560600281,0.3790568709373474,0.6337664723396301,0.7192690968513489,0.7912973165512085,0.3522927761077881,0.2413959801197052,0.460539847612381,0.4715323746204376,0.5955142974853516,9.047891616821289,6.606191158294678,0.08153370022773743,0.10978391766548157,0.12801963090896606,0.12509194016456604,0.1577720046043396,0.14506413042545319,1.64004647731781,1.1773451566696167,2.193876266479492,0.9859570264816284,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,28,120,7140,4096,0.34622055292129517,0.35349446535110474,0.5936159491539001,0.6790579557418823,0.7497183084487915,0.3085756301879883,0.2569475471973419,0.4517519176006317,0.4732395112514496,0.5958373546600342,9.003703117370605,8.178112983703613,0.0807373970746994,0.11236926913261414,0.13756084442138672,0.12423314154148102,0.16127344965934753,0.1452125757932663,1.67659330368042,1.1675496101379395,2.1776695251464844,0.928278923034668,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,29,185,17020,4096,0.5251294374465942,0.5423747897148132,0.7544046640396118,0.7954858541488647,0.9862807393074036,0.5228664875030518,0.1917075514793396,0.5838332772254944,0.5849989056587219,0.7048819065093994,6.765025615692139,9.52676010131836,0.08152877539396286,0.10823037475347519,0.16168305277824402,0.12877219915390015,0.17336505651474,0.14731189608573914,1.8896567821502686,1.42019522190094,2.3829309940338135,1.2936099767684937,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,30,191,18145,4096,0.5013375282287598,0.5189875960350037,0.7540147304534912,0.775547206401825,0.8804982900619507,0.4999024271965027,0.2063227742910385,0.5590996146202087,0.5613164901733398,0.7095032334327698,6.645349979400635,9.9242525100708,0.08465805649757385,0.12686675786972046,0.16623805463314056,0.13236983120441437,0.18764883279800415,0.14944815635681152,1.9018425941467285,1.4038302898406982,2.43538761138916,1.0033940076828003,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,31,107,5671,4096,0.5235249400138855,0.5317410826683044,0.7936615943908691,0.8332565426826477,0.9516054391860962,0.5211882591247559,0.20944970846176147,0.5197914242744446,0.5221067070960999,0.7061564326286316,6.679596424102783,8.826251029968262,0.07934940606355667,0.1128024235367775,0.13209393620491028,0.12226860970258713,0.16270197927951813,0.14734767377376556,1.895570158958435,1.4190702438354492,2.4422810077667236,1.2811554670333862,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,32,176,15400,4096,0.3523523211479187,0.33915507793426514,0.5758187174797058,0.6662187576293945,0.748569667339325,0.34227561950683594,0.19838029146194458,0.46960997581481934,0.4741908311843872,0.6050829291343689,9.000983238220215,7.190489768981934,0.07872152328491211,0.10541541874408722,0.11970128118991852,0.12270168960094452,0.15799179673194885,0.14770002663135529,1.699735403060913,1.2861168384552002,2.1255147457122803,0.9916543960571289,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
dgeom-r16-injwarm512-only,2080ti,0,0,1,0,32,0,33,170,14365,4096,0.4394286870956421,0.4496390223503113,0.6634514331817627,0.7055100798606873,0.794395923614502,0.4384539723396301,0.19158141314983368,0.4934139549732208,0.5081399083137512,0.6400794982910156,8.189348220825195,8.03332805633545,0.08357132971286774,0.11209234595298767,0.18848423659801483,0.12705710530281067,0.17439909279346466,0.14712470769882202,1.7477140426635742,1.293746829032898,2.2472357749938965,1.1357946395874023,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260706-02-flash-vqg-default-dropout-joint-control-dgeom/outputs/collect-20260706T0050-formal/jointdgeom-2080ti-gpu0-20260706T0050-formal/traces/dgeom-r16-injwarm512-only/train_inline_step_0/micro_0/d_geometry_trace.jsonl
