variant,machine,optimizer_step,layer_idx,head_idx,code_idx,num_groups,num_events_sum,num_pairs_sampled_sum,pair_abs_cos_mean_mean,pair_abs_cos_mean_max,pair_abs_cos_mean_min,pair_abs_cos_p95_mean,pair_abs_cos_p95_max,pair_abs_cos_p95_min,pair_abs_cos_max_mean,pair_abs_cos_max_max,pair_abs_cos_max_min,signed_cos_mean_mean,signed_cos_mean_max,signed_cos_mean_min,resultant_length_mean,resultant_length_max,resultant_length_min,effective_rank_mean,effective_rank_max,effective_rank_min,condition_number_mean,condition_number_max,condition_number_min,update_norm_mean_mean,update_norm_mean_max,update_norm_mean_min,update_norm_p95_mean,update_norm_p95_max,update_norm_p95_min,update_norm_max_mean,update_norm_max_max,update_norm_max_min,write_strength_mean_mean,write_strength_mean_max,write_strength_mean_min,raw_topk_mass_mean_mean,raw_topk_mass_mean_max,raw_topk_mass_mean_min,addr_z_norm_mean_mean,addr_z_norm_mean_max,addr_z_norm_mean_min
dgeom-r16-injwarm512-only,2080ti,0,1,0,20,10,1365,0,0.46241415441036227,0.5167493224143982,0.446306049823761,0.7561944127082825,0.8110992908477783,0.7010132074356079,0.8640076577663421,0.9317451119422913,0.7988816499710083,0.45857040882110595,0.5167182087898254,0.4426121711730957,0.681835287809372,0.6975855827331543,0.6570497751235962,7.192193794250488,7.714813709259033,6.818014144897461,8.867928409576416,9.901357650756836,8.066742897033691,0.08168889209628105,0.08448321372270584,0.0777750313282013,0.11195115894079208,0.12477957457304001,0.09800336509943008,0.1393328346312046,0.16820259392261505,0.12234995514154434,0.1253356710076332,0.1279464066028595,0.1230563074350357,0.14712895900011064,0.15018567442893982,0.14404715597629547,1.8369646906852721,1.8834387063980103,1.8134304285049438
dgeom-r16-injwarm512-only,2080ti,0,1,0,21,10,1059,0,0.49025464355945586,0.5106510519981384,0.4675329923629761,0.7483846187591553,0.7987799644470215,0.7037986516952515,0.8577931344509124,0.9465692639350891,0.7903993129730225,0.48791789412498476,0.5088281035423279,0.46548017859458923,0.6955706059932709,0.712755024433136,0.6810175776481628,6.917093276977539,7.163937568664551,6.481531620025635,9.691403198242188,10.800040245056152,8.384651184082031,0.08101507425308227,0.08355669677257538,0.07787326723337173,0.10808454155921936,0.124547578394413,0.09949316829442978,0.13537880182266235,0.1546238362789154,0.11210793256759644,0.12391350790858269,0.1260094940662384,0.121009461581707,0.1444195568561554,0.14689292013645172,0.14256244897842407,1.8511744141578674,1.9130842685699463,1.8191404342651367
dgeom-r16-injwarm512-only,2080ti,0,1,0,22,10,1014,0,0.35617575943470003,0.4129798412322998,0.3176445960998535,0.6885427594184875,0.7151813507080078,0.6572229266166687,0.8239635646343231,0.9115824699401855,0.7279874086380005,0.33362938165664674,0.40055373311042786,0.30366915464401245,0.5721552908420563,0.6136829853057861,0.532791256904602,9.335005760192871,10.09545612335205,8.372831344604492,6.960103130340576,8.099467277526855,5.6193413734436035,0.07966292500495911,0.08280804753303528,0.07428296655416489,0.10519564151763916,0.11620776355266571,0.09249649196863174,0.14050282835960387,0.17274895310401917,0.1249835193157196,0.12251832187175751,0.12589164078235626,0.11738468706607819,0.14442352652549745,0.14580172300338745,0.14202912151813507,1.6538515925407409,1.735526442527771,1.598610758781433
dgeom-r16-injwarm512-only,2080ti,0,1,0,23,10,1721,0,0.34980812966823577,0.36454975605010986,0.32742515206336975,0.68459153175354,0.7301154732704163,0.652978777885437,0.8473535478115082,0.9699009656906128,0.7816720604896545,0.3275401681661606,0.35445958375930786,0.2990185022354126,0.580682224035263,0.593457818031311,0.5678331851959229,9.449288749694825,9.84959602355957,9.10081958770752,6.231158065795898,7.231542110443115,5.468209743499756,0.08377714306116105,0.08768120408058167,0.07987789809703827,0.11537592932581901,0.12343262135982513,0.10467692464590073,0.14679140001535415,0.16691482067108154,0.12812840938568115,0.12735999673604964,0.12854355573654175,0.12534135580062866,0.14755088090896606,0.15005406737327576,0.1458693891763687,1.6495161771774292,1.6695802211761475,1.6311758756637573
dgeom-r16-injwarm512-only,2080ti,0,1,0,24,10,1195,0,0.3412832826375961,0.37409067153930664,0.30464181303977966,0.6827915906906128,0.7686057686805725,0.633322536945343,0.7928514003753662,0.870785117149353,0.7210677862167358,0.30948334038257597,0.3641729950904846,0.259849488735199,0.5661856353282928,0.5908902287483215,0.5384169220924377,9.5349946975708,10.063006401062012,8.837067604064941,7.017563533782959,8.584233283996582,6.116335868835449,0.0801945298910141,0.08247149735689163,0.07682735472917557,0.10622081160545349,0.11110217124223709,0.09918791055679321,0.13909438848495484,0.1738835871219635,0.11286696791648865,0.12378321886062622,0.1264185607433319,0.11971138417720795,0.14558692574501036,0.14801853895187378,0.14349718391895294,1.6449437499046327,1.6915452480316162,1.59125554561615
dgeom-r16-injwarm512-only,2080ti,0,1,0,25,10,1223,0,0.49566563963890076,0.562785804271698,0.43623900413513184,0.7810713231563569,0.8240948915481567,0.7528649568557739,0.8678325891494751,0.9457080364227295,0.8184958696365356,0.4919468373060226,0.562785804271698,0.4266313910484314,0.6967696428298951,0.7155974507331848,0.6753086447715759,6.752456474304199,7.143683910369873,6.195350170135498,9.405194807052613,10.858677864074707,7.501464366912842,0.08155466020107269,0.08716006577014923,0.0773477554321289,0.11117964014410972,0.12345052510499954,0.10390612483024597,0.13929154500365257,0.15392917394638062,0.11836331337690353,0.12318475469946862,0.12820842862129211,0.11985427886247635,0.1444818690419197,0.14662539958953857,0.14175748825073242,1.8934601902961732,1.9494150876998901,1.8356624841690063
dgeom-r16-injwarm512-only,2080ti,0,1,0,26,10,1050,0,0.3683140367269516,0.40560391545295715,0.3205047845840454,0.6985952138900757,0.7624931931495667,0.6505982875823975,0.8066213309764863,0.8825030326843262,0.694789469242096,0.35202550888061523,0.3852875828742981,0.28749993443489075,0.5905275404453277,0.6218684911727905,0.5593999028205872,9.141983318328858,9.711235046386719,8.305920600891113,7.222871732711792,8.246846199035645,6.386720180511475,0.0792475014925003,0.08216191828250885,0.07279068231582642,0.10645782724022865,0.12012413144111633,0.09484530985355377,0.13088369220495225,0.14299321174621582,0.11721257865428925,0.12265214473009109,0.12615112960338593,0.1179913729429245,0.1467529743909836,0.1502273827791214,0.14376063644886017,1.6404173731803895,1.6816259622573853,1.5825284719467163
dgeom-r16-injwarm512-only,2080ti,0,1,0,27,10,1385,0,0.3644876927137375,0.41570204496383667,0.32955652475357056,0.6856915056705475,0.7702822685241699,0.6331997513771057,0.8038027107715606,0.8559278249740601,0.7428900003433228,0.34124027788639066,0.40670886635780334,0.30760860443115234,0.5851722240447998,0.6164768934249878,0.5614107251167297,9.172818374633788,9.658650398254395,8.602155685424805,6.54451003074646,7.419191837310791,5.679638862609863,0.0825074627995491,0.0854371190071106,0.08057881891727448,0.11468207612633705,0.1195865273475647,0.10978391766548157,0.13777501434087752,0.15549659729003906,0.12285328656435013,0.12570337057113648,0.12818828225135803,0.12279927730560303,0.14684777110815048,0.14898723363876343,0.14479242265224457,1.6578526854515077,1.693392276763916,1.6167140007019043
dgeom-r16-injwarm512-only,2080ti,0,1,0,28,10,1313,0,0.3511659562587738,0.393615186214447,0.303434282541275,0.6874677300453186,0.7388849258422852,0.6108664274215698,0.808614307641983,0.8626769185066223,0.7497183084487915,0.3202986538410187,0.3754951059818268,0.2637747526168823,0.5704818844795227,0.5958373546600342,0.541257381439209,9.350141143798828,9.969975471496582,8.930496215820312,6.816811180114746,8.178112983703613,5.744227409362793,0.08128641396760941,0.08489065617322922,0.0773157924413681,0.11142185404896736,0.12067306786775589,0.10093033313751221,0.14231242835521699,0.16224661469459534,0.12976039946079254,0.12436940371990204,0.12630261480808258,0.12098567187786102,0.14580346047878265,0.1484869420528412,0.14392989873886108,1.6562488794326782,1.6990540027618408,1.5976481437683105
dgeom-r16-injwarm512-only,2080ti,0,1,0,29,10,1949,0,0.5093139678239822,0.5719659328460693,0.4793108105659485,0.7884544610977173,0.867865800857544,0.7435368299484253,0.9064304113388062,0.9862807393074036,0.8409007787704468,0.5079095005989075,0.5719659328460693,0.47745150327682495,0.7049573838710785,0.7120464444160461,0.6994429230690002,6.778710412979126,6.986137390136719,6.625942230224609,8.932204532623292,9.555550575256348,8.32107162475586,0.08343454524874687,0.08648481220006943,0.07964055985212326,0.11578559651970863,0.1267329305410385,0.10823037475347519,0.1512884482741356,0.16685383021831512,0.1326691061258316,0.12932485044002534,0.13185767829418182,0.12706579267978668,0.14901483207941055,0.15021328628063202,0.14731189608573914,1.8991383552551269,1.9457389116287231,1.8693060874938965
