variant,optimizer_step,layer_idx,head_idx,code_idx,final_1024x256_2080ti,final_1024x256_3090,higher_final_machine,num_events_sum_2080ti,num_events_sum_3090,pair_abs_cos_p95_mean_2080ti,pair_abs_cos_p95_mean_3090,pair_abs_cos_p95_mean_abs_diff,pair_abs_cos_max_mean_2080ti,pair_abs_cos_max_mean_3090,pair_abs_cos_max_mean_abs_diff,effective_rank_mean_2080ti,effective_rank_mean_3090,effective_rank_mean_abs_diff,condition_number_mean_2080ti,condition_number_mean_3090,condition_number_mean_abs_diff,update_norm_p95_mean_2080ti,update_norm_p95_mean_3090,update_norm_p95_mean_abs_diff,update_norm_max_mean_2080ti,update_norm_max_mean_3090,update_norm_max_mean_abs_diff,write_strength_mean_mean_2080ti,write_strength_mean_mean_3090,write_strength_mean_mean_abs_diff,raw_topk_mass_mean_mean_2080ti,raw_topk_mass_mean_mean_3090,raw_topk_mass_mean_mean_abs_diff
dgeom-r16-injwarm512-only,0,1,0,10,0.957,0.88,2080ti,894,897,0.6927469551563263,0.7032917261123657,0.01054477095603934,0.8834592700004578,0.8898617208003998,0.006402450799942061,8.877571392059327,8.85504789352417,0.02252349853515767,7.159369421005249,7.376486921310425,0.21711750030517596,0.10528191700577735,0.10627254620194435,0.0009906291961669922,0.12929096445441246,0.12952184826135635,0.00023088380694388788,0.12183084040880203,0.12244196236133575,0.0006111219525337247,0.14441933780908583,0.1445808380842209,0.0001615002751350625
dgeom-r16-injwarm512-only,0,1,0,11,0.957,0.88,2080ti,1019,1002,0.7721913933753968,0.7705213546752929,0.0016700387001038486,0.8548272550106049,0.9094611525535583,0.05463389754295345,7.200441122055054,7.039813423156739,0.16062769889831507,9.528737783432007,9.679410648345947,0.15067286491393972,0.10320760309696198,0.10634373724460602,0.0031361341476440485,0.1276886872947216,0.12944494262337686,0.001756255328655254,0.12071952521800995,0.12171674519777298,0.0009972199797630282,0.14524714052677154,0.14519360214471816,5.3538382053380795e-05
dgeom-r16-injwarm512-only,0,1,0,12,0.957,0.88,2080ti,735,730,0.6907312870025635,0.6933695197105407,0.0026382327079772505,0.8790937900543213,0.8848304867744445,0.005736696720123224,8.694035720825195,8.621732711791992,0.07230300903320241,7.493416881561279,7.701191997528076,0.20777511596679688,0.1029325433075428,0.10104024782776833,0.0018922954797744723,0.11423772722482681,0.11050568968057632,0.0037320375442504855,0.11884721145033836,0.11833940967917442,0.0005078017711639404,0.14494444727897643,0.14506403356790543,0.0001195862889289967
dgeom-r16-injwarm512-only,0,1,0,13,0.957,0.88,2080ti,1212,1246,0.7180954873561859,0.7196994066238404,0.0016039192676544634,0.8333137154579162,0.8302156329154968,0.003098082542419389,8.79449920654297,8.936179542541504,0.1416803359985348,7.537545394897461,7.278558444976807,0.2589869499206543,0.10755186378955842,0.10877307429909706,0.0012212105095386477,0.14007937908172607,0.13738909587264062,0.002690283209085459,0.12360449954867363,0.12339039966464042,0.00021409988403320312,0.14405384808778762,0.14436209499835967,0.00030824691057204645
dgeom-r16-injwarm512-only,0,1,0,14,0.957,0.88,2080ti,1156,1172,0.7315760433673859,0.7097538053989411,0.021822237968444846,0.8497436940670013,0.7948063135147094,0.054937380552291915,8.065753364562989,8.0995698928833,0.03381652832031179,8.335876941680908,7.93138427734375,0.404492664337158,0.10427212193608285,0.10580182150006294,0.0015296995639800942,0.13026941269636155,0.12693870961666107,0.0033307030797004866,0.1223555214703083,0.12147672325372696,0.0008787982165813363,0.1469948932528496,0.14715364277362825,0.000158749520778656
dgeom-r16-injwarm512-only,0,1,0,15,0.957,0.88,2080ti,1515,1517,0.8280273258686066,0.8242094874382019,0.0038178384304047297,0.9063588440418243,0.8895247399806976,0.01683410406112673,5.06737790107727,5.045563983917236,0.021813917160034002,11.621458053588867,11.529186630249024,0.0922714233398434,0.11329144984483719,0.11320142671465874,9.002313017844599e-05,0.14635012671351433,0.1487361326813698,0.002386005967855459,0.12643939778208732,0.12555358335375785,0.0008858144283294678,0.14684689790010452,0.14735748320817948,0.0005105853080749623
dgeom-r16-injwarm512-only,0,1,0,16,0.957,0.88,2080ti,1027,1040,0.7169358193874359,0.7418594539165497,0.024923634529113836,0.8506187736988068,0.855935800075531,0.005317026376724265,7.808328151702881,7.9354695796966555,0.1271414279937746,8.313212490081787,8.163880586624146,0.14933190345764125,0.10782894715666771,0.10674647241830826,0.0010824747383594568,0.12975745350122453,0.1341271609067917,0.004369707405567164,0.12172408923506736,0.12205309048295021,0.00032900124788284857,0.14538008570671082,0.14585117250680923,0.00047108680009841364
dgeom-r16-injwarm512-only,0,1,0,17,0.957,0.88,2080ti,988,950,0.7250820517539978,0.7353265583515167,0.010244506597518965,0.8516373217105866,0.8563222587108612,0.004684937000274614,8.117338371276855,8.073705530166626,0.04363284111022914,7.62885537147522,7.918604612350464,0.2897492408752438,0.10438374429941177,0.1048835813999176,0.0004998371005058289,0.12600191533565522,0.12616825625300407,0.0001663409173488506,0.12077412977814675,0.1214073807001114,0.0006332509219646454,0.14526787549257278,0.14533395171165467,6.607621908188976e-05
dgeom-r16-injwarm512-only,0,1,0,18,0.957,0.88,2080ti,957,954,0.704184502363205,0.7220221042633057,0.017837601900100752,0.8779441237449646,0.8527958214282989,0.02514830231666565,8.614808177947998,8.706413459777831,0.09160528182983363,7.395418882369995,6.870787668228149,0.5246312141418459,0.1041440486907959,0.10675561130046844,0.0026115626096725464,0.13197568878531457,0.12260936945676804,0.009366319328546535,0.11985699608922004,0.12061336040496826,0.0007563643157482147,0.1450342819094658,0.145523738861084,0.0004894569516182001
dgeom-r16-injwarm512-only,0,1,0,19,0.957,0.88,2080ti,1324,1347,0.7770153164863587,0.7723493158817292,0.004666000604629517,0.8713829517364502,0.8722945511341095,0.0009115993976592796,6.560478591918946,6.542625474929809,0.017853116989136275,9.732386016845703,9.777629947662353,0.04524393081664968,0.11078960970044135,0.11064484268426895,0.00014476701617240073,0.14108417332172393,0.13816454485058785,0.002919628471136082,0.12539076805114746,0.12417268380522728,0.0012180842459201813,0.145029416680336,0.1444583550095558,0.000571061670780193
dgeom-r16-injwarm512-only,0,1,0,20,0.957,0.88,2080ti,1365,1390,0.7561944127082825,0.7583650887012482,0.0021706759929657204,0.8640076577663421,0.8531951427459716,0.010812515020370506,7.192193794250488,7.048853254318237,0.14334053993225115,8.867928409576416,8.86805419921875,0.00012578964233433965,0.11195115894079208,0.11098456680774689,0.0009665921330451882,0.1393328346312046,0.14134415313601495,0.0020113185048103444,0.1253356710076332,0.12448407113552093,0.0008515998721122797,0.14712895900011064,0.14752468913793565,0.0003957301378250122
dgeom-r16-injwarm512-only,0,1,0,21,0.957,0.88,2080ti,1059,1010,0.7483846187591553,0.7503509819507599,0.001966363191604592,0.8577931344509124,0.851866501569748,0.005926632881164462,6.917093276977539,6.870978832244873,0.046114444732666016,9.691403198242188,9.678674983978272,0.012728214263916016,0.10808454155921936,0.10963683277368545,0.001552291214466095,0.13537880182266235,0.13504139631986617,0.00033740550279617865,0.12391350790858269,0.1237335130572319,0.0001799948513507843,0.1444195568561554,0.14556462615728377,0.0011450693011283708
dgeom-r16-injwarm512-only,0,1,0,22,0.957,0.88,2080ti,1014,985,0.6885427594184875,0.6806609332561493,0.007881826162338235,0.8239635646343231,0.8313591241836548,0.007395559549331687,9.335005760192871,9.329329776763917,0.005675983428954368,6.960103130340576,7.319102478027344,0.3589993476867681,0.10519564151763916,0.1057256132364273,0.0005299717187881442,0.14050282835960387,0.13472674563527107,0.005776082724332804,0.12251832187175751,0.12301349192857743,0.000495170056819913,0.14442352652549745,0.14489765614271163,0.00047412961721418623
dgeom-r16-injwarm512-only,0,1,0,23,0.957,0.88,2080ti,1721,1715,0.68459153175354,0.6893451631069183,0.0047536313533782515,0.8473535478115082,0.841374272108078,0.005979275703430154,9.449288749694825,9.37003059387207,0.07925815582275497,6.231158065795898,6.116088151931763,0.11506991386413556,0.11537592932581901,0.11565728783607483,0.00028135851025581915,0.14679140001535415,0.14980506300926208,0.0030136629939079285,0.12735999673604964,0.1275052011013031,0.00014520436525344849,0.14755088090896606,0.14870606362819672,0.0011551827192306519
dgeom-r16-injwarm512-only,0,1,0,24,0.957,0.88,2080ti,1195,1217,0.6827915906906128,0.6946066737174987,0.011815083026885942,0.7928514003753662,0.8041370153427124,0.011285614967346258,9.5349946975708,9.584538841247559,0.04954414367675852,7.017563533782959,6.989585971832275,0.027977561950684127,0.10622081160545349,0.10755263194441796,0.001331820338964465,0.13909438848495484,0.13611019626259804,0.0029841922223567963,0.12378321886062622,0.12380917742848396,2.5958567857739534e-05,0.14558692574501036,0.14588277786970139,0.0002958521246910206
dgeom-r16-injwarm512-only,0,1,0,25,0.957,0.88,2080ti,1223,1188,0.7810713231563569,0.7705582022666931,0.010513120889663718,0.8678325891494751,0.8678545773029327,2.1988153457552784e-05,6.752456474304199,6.702678775787353,0.04977769851684588,9.405194807052613,9.53803596496582,0.13284115791320694,0.11117964014410972,0.11063733771443367,0.0005423024296760531,0.13929154500365257,0.1310428000986576,0.00824874490499497,0.12318475469946862,0.12426700070500374,0.001082246005535123,0.1444818690419197,0.14433076083660126,0.00015110820531843983
dgeom-r16-injwarm512-only,0,1,0,26,0.957,0.88,2080ti,1050,1088,0.6985952138900757,0.6606651842594147,0.037930029630661055,0.8066213309764863,0.7676070511341095,0.03901427984237671,9.141983318328858,9.369104671478272,0.22712135314941406,7.222871732711792,7.103457403182984,0.1194143295288086,0.10645782724022865,0.106632748991251,0.00017492175102234997,0.13088369220495225,0.1269277147948742,0.003955977410078054,0.12265214473009109,0.12269103676080703,3.889203071594238e-05,0.1467529743909836,0.14701009541749954,0.00025712102651595514
dgeom-r16-injwarm512-only,0,1,0,27,0.957,0.88,2080ti,1385,1371,0.6856915056705475,0.7023976624011994,0.0167061567306519,0.8038027107715606,0.8202164769172668,0.01641376614570622,9.172818374633788,9.123923587799073,0.048894786834715376,6.54451003074646,6.817507982254028,0.272997951507568,0.11468207612633705,0.11292068287730217,0.001761393249034876,0.13777501434087752,0.1535576030611992,0.015782588720321677,0.12570337057113648,0.12607294395565988,0.0003695733845233973,0.14684777110815048,0.14712391644716263,0.0002761453390121571
dgeom-r16-injwarm512-only,0,1,0,28,0.957,0.88,2080ti,1313,1245,0.6874677300453186,0.6978291034698486,0.01036137342453003,0.808614307641983,0.8065844237804413,0.0020298838615417925,9.350141143798828,9.464979076385498,0.11483793258667063,6.816811180114746,6.693536710739136,0.12327446937560982,0.11142185404896736,0.1132734052836895,0.0018515512347221375,0.14231242835521699,0.1416668601334095,0.0006455682218074743,0.12436940371990204,0.1259499579668045,0.0015805542469024547,0.14580346047878265,0.14631042033433914,0.000506959855556488
dgeom-r16-injwarm512-only,0,1,0,29,0.957,0.88,2080ti,1949,1929,0.7884544610977173,0.7711113870143891,0.017343074083328247,0.9064304113388062,0.8861737906932831,0.020256620645523138,6.778710412979126,6.77232551574707,0.006384897232055486,8.932204532623292,8.896640300750732,0.035564231872559304,0.11578559651970863,0.1161018542945385,0.0003162577748298673,0.1512884482741356,0.15552516430616378,0.004236716032028187,0.12932485044002534,0.1299634963274002,0.0006386458873748613,0.14901483207941055,0.14877813011407853,0.0002367019653320146
dgeom-r16-injwarm512-only,0,1,0,30,0.957,0.88,2080ti,1813,1861,0.7531620860099792,0.7523429572582245,0.0008191287517547163,0.854784083366394,0.8625932037830353,0.00780912041664128,6.7616712093353275,6.778019952774048,0.01634874343872017,9.299573421478271,9.354403686523437,0.054830265045165305,0.11823162958025932,0.11980597972869873,0.0015743501484394157,0.16249813735485077,0.16408489197492598,0.0015867546200752092,0.1308930516242981,0.1307081863284111,0.00018486529588698786,0.14826286137104033,0.148311348259449,4.848688840866644e-05
dgeom-r16-injwarm512-only,0,1,0,31,0.957,0.88,2080ti,1091,1065,0.7613141715526581,0.763437283039093,0.0021231114864348477,0.8727733194828033,0.8683919012546539,0.004381418228149414,6.967421054840088,6.9944792747497555,0.027058219909667613,9.083166027069092,9.595040130615235,0.5118741035461429,0.10935742557048797,0.10892217308282852,0.00043525248765945157,0.13868120610713958,0.13256183937191962,0.0061193667352199554,0.12330266013741494,0.12308864146471024,0.00021401867270469388,0.14570218324661255,0.14640974700450898,0.0007075637578964344
dgeom-r16-injwarm512-only,0,1,0,32,0.957,0.88,2080ti,1574,1604,0.6790079236030578,0.6987659096717834,0.019757986068725586,0.8140864133834839,0.820221608877182,0.00613519549369812,9.351474189758301,9.251834392547607,0.09963979721069371,6.736953020095825,6.947960948944091,0.21100792884826625,0.1141199953854084,0.11125814467668534,0.0028618507087230655,0.14745619595050813,0.1469576045870781,0.0004985913634300287,0.12686257660388947,0.12568344175815582,0.0011791348457336481,0.14851740896701812,0.1479747027158737,0.0005427062511444147
dgeom-r16-injwarm512-only,0,1,0,33,0.957,0.88,2080ti,1707,1707,0.7136003196239471,0.7087751448154449,0.004825174808502197,0.8202388167381287,0.8308171927928925,0.01057837605476375,8.43281078338623,8.457608699798584,0.024797916412353516,7.458827209472656,7.446270608901978,0.012556600570678533,0.11583910882472992,0.11342092007398605,0.0024181887507438715,0.16517309844493866,0.15346868634223937,0.011704412102699291,0.12778531536459922,0.12770989611744882,7.541924715040449e-05,0.14672297537326812,0.1460895523428917,0.0006334230303764177
dgeom-r16-injwarm512-only,0,1,0,34,0.957,0.88,2080ti,1838,1747,0.7442921340465546,0.755271953344345,0.01097981929779046,0.8722413063049317,0.8642834782600403,0.007957828044891424,7.851230621337891,7.725123596191406,0.1261070251464842,7.871369314193726,8.046713304519653,0.17534399032592685,0.11688936352729798,0.11681888327002525,7.048025727272866e-05,0.1552401751279831,0.15742724388837814,0.002187068760395039,0.1298450544476509,0.13006186187267305,0.0002168074250221419,0.14776066988706588,0.1479858562350273,0.00022518634796142578
dgeom-r16-injwarm512-only,0,1,0,35,0.957,0.88,2080ti,1417,1410,0.6846103131771087,0.6857088446617127,0.0010985314846039262,0.812863564491272,0.8364169657230377,0.023553401231765747,9.232432651519776,9.190972232818604,0.04146041870117223,6.898072624206543,7.006632375717163,0.10855975151061958,0.11132168993353844,0.11284334361553192,0.0015216536819934734,0.1405305966734886,0.1456536754965782,0.0051230788230896,0.12519268840551376,0.12455002591013908,0.000642662495374674,0.14646313935518265,0.1460775539278984,0.0003855854272842574
dgeom-r16-injwarm512-only,0,1,0,36,0.957,0.88,2080ti,1195,1177,0.6577567398548126,0.6413242280483246,0.01643251180648808,0.7821817040443421,0.7886812686920166,0.006499564647674538,10.39759874343872,10.286563110351562,0.11103563308715891,6.190629005432129,6.324907732009888,0.13427872657775897,0.10904514044523239,0.1087115615606308,0.00033357888460158747,0.13461691066622733,0.13446028605103494,0.00015662461519239113,0.12342657595872879,0.12299866452813149,0.00042791143059729697,0.14832145422697068,0.14751349538564681,0.0008079588413238692
dgeom-r16-injwarm512-only,0,1,0,37,0.957,0.88,2080ti,1733,1750,0.6794070243835449,0.6704943001270294,0.00891272425651557,0.8174044251441955,0.8028365850448609,0.01456784009933465,9.602091598510743,9.642420482635497,0.04032888412475444,6.44776029586792,6.613360738754272,0.165600442886352,0.11787940934300423,0.11594839170575141,0.0019310176372528132,0.15272180885076522,0.15909153521060942,0.006369726359844202,0.12829902172088622,0.12827259227633475,2.6429444551473447e-05,0.14716447293758392,0.1471634715795517,1.0013580322154603e-06
dgeom-r16-injwarm512-only,0,1,0,38,0.957,0.88,2080ti,925,912,0.7096125304698944,0.73404660820961,0.02443407773971562,0.879777318239212,0.8729796051979065,0.006797713041305498,8.384832286834717,8.20641188621521,0.17842040061950648,7.7328838348388675,8.036405754089355,0.3035219192504872,0.10853293463587761,0.10495075136423111,0.0035821832716464996,0.13045655712485313,0.12706079930067063,0.0033957578241824993,0.12273417711257935,0.122809499502182,7.532238960265836e-05,0.14368247389793395,0.14416330307722092,0.00048082917928696234
dgeom-r16-injwarm512-only,0,1,0,39,0.957,0.88,2080ti,783,792,0.7008378505706787,0.7053317725658417,0.004493921995162964,0.8877231180667877,0.8870082855224609,0.0007148325443268044,8.56722583770752,8.70931339263916,0.14208755493164027,7.590158891677857,7.809792566299438,0.21963367462158168,0.10247410386800766,0.10222161784768105,0.0002524860203266116,0.12632134780287743,0.12802029475569726,0.0016989469528198298,0.11970466375350952,0.11951899603009224,0.00018566772341728488,0.14453812539577485,0.14415766447782516,0.0003804609179496876
dgeom-r16-injwarm512-only,0,1,0,40,0.957,0.88,2080ti,1463,1430,0.7153435170650482,0.7247135996818542,0.009370082616806052,0.8373518943786621,0.8491594016551971,0.011807507276535012,8.38519926071167,8.306964254379272,0.0782350063323971,7.742866039276123,7.833620500564575,0.09075446128845233,0.1137151576578617,0.11273752525448799,0.0009776324033737155,0.14557386487722396,0.14509731382131577,0.00047655105590818647,0.12577431723475457,0.12650492265820504,0.0007306054234504644,0.14658271819353103,0.14590851217508316,0.0006742060184478649
dgeom-r16-injwarm512-only,0,1,0,41,0.957,0.88,2080ti,1752,1733,0.7419792711734772,0.739068728685379,0.002910542488098189,0.858702427148819,0.8590188503265381,0.0003164231777191828,7.729648447036743,7.692655181884765,0.03699326515197754,7.802886056900024,7.72937388420105,0.07351217269897425,0.11611764281988143,0.1158835045993328,0.00023413822054862976,0.1522805482149124,0.15346174091100692,0.001181192696094513,0.12885263860225676,0.12879801243543626,5.462616682050392e-05,0.14748362600803375,0.14769898504018783,0.00021535903215408325
dgeom-r16-injwarm512-only,0,1,0,42,0.957,0.88,2080ti,1517,1547,0.7148203670978546,0.7049421310424805,0.009878236055374079,0.8462689459323883,0.8337486326694489,0.012520313262939453,8.986584568023682,9.081020641326905,0.09443607330322301,6.725142765045166,6.6128744125366214,0.11226835250854439,0.11468752175569534,0.11511567905545235,0.00042815729975700934,0.14508386179804802,0.15576634407043458,0.010682482272386551,0.12646893709897994,0.1268865630030632,0.0004176259040832575,0.14592066556215286,0.14575439542531968,0.00016627013683317982
dgeom-r16-injwarm512-only,0,1,0,43,0.957,0.88,2080ti,847,858,0.7718971014022827,0.7730639636516571,0.0011668622493743452,0.9047693729400634,0.9145678997039794,0.009798526763916016,6.8883449077606205,6.885510969161987,0.0028339385986333454,9.26401252746582,9.371912574768066,0.10790004730224645,0.10403219684958458,0.10258270651102067,0.0014494903385639107,0.12602128461003304,0.12073519229888915,0.005286092311143881,0.12150061130523682,0.12087994366884232,0.000620667636394498,0.1453422263264656,0.1465779110789299,0.0012356847524643
dgeom-r16-injwarm512-only,0,1,0,44,0.957,0.88,2080ti,1476,1550,0.7858947217464447,0.7846692025661468,0.001225519180297896,0.8699387788772583,0.8760935366153717,0.006154757738113359,6.344926500320435,6.3100415706634525,0.03488492965698242,9.804830360412598,9.903983306884765,0.09915294647216655,0.11334045380353927,0.11300241500139237,0.0003380388021469033,0.14528313428163528,0.14260318055748938,0.002679953724145895,0.12589529082179068,0.12586915791034697,2.6132911443710327e-05,0.148064424097538,0.1475299909710884,0.0005344331264496016
dgeom-r16-injwarm512-only,0,1,0,45,0.957,0.88,2080ti,1473,1488,0.6961850941181182,0.6979622304439544,0.0017771363258362038,0.8272034764289856,0.8356920957565308,0.008488619327545188,9.10976152420044,9.134151363372803,0.024389839172362926,6.966709423065185,6.862633800506591,0.10407562255859393,0.10967203229665756,0.11279031559824944,0.003118283301591876,0.13497766554355622,0.1432523563504219,0.008274690806865687,0.1245152473449707,0.12545326948165894,0.0009380221366882407,0.1469279110431671,0.14696138501167297,3.3473968505864926e-05
dgeom-r16-injwarm512-only,0,1,0,46,0.957,0.88,2080ti,849,847,0.708480703830719,0.7151543736457825,0.006673669815063454,0.8679882049560547,0.8915542364120483,0.023566031455993675,8.506446647644044,8.282741165161132,0.22370548248291122,8.12282943725586,8.21575231552124,0.09292287826538015,0.10456807911396027,0.1061933845281601,0.0016253054141998347,0.12532676085829736,0.12472375854849815,0.0006030023097992054,0.12001348435878753,0.12083062902092934,0.0008171446621418055,0.1451333776116371,0.14391521364450455,0.0012181639671325628
dgeom-r16-injwarm512-only,0,1,0,47,0.957,0.88,2080ti,1205,1203,0.801401960849762,0.8037940621376037,0.0023921012878417303,0.8833624601364136,0.8889458894729614,0.005583429336547763,5.780522680282592,5.7970020294189455,0.016479349136353072,10.951157474517823,10.818927574157716,0.13222990036010707,0.11213120073080063,0.10852103233337403,0.0036101683974266024,0.1331774152815342,0.12976554557681083,0.003411869704723375,0.12386528626084328,0.12283283546566963,0.0010324507951736533,0.1459079712629318,0.14603310376405715,0.0001251325011253357
dgeom-r16-injwarm512-only,0,1,0,48,0.957,0.88,2080ti,1431,1367,0.6624584913253784,0.6487753629684448,0.013683128356933527,0.824561607837677,0.8070750415325165,0.017486566305160434,10.325778675079345,10.400483894348145,0.07470521926880025,6.023698902130127,5.906954526901245,0.11674437522888148,0.1157379001379013,0.11622805818915367,0.0004901580512523679,0.15582828968763351,0.1376519300043583,0.018176359683275217,0.12685046792030336,0.12642267495393752,0.00042779296636583086,0.14642696976661682,0.14744160771369935,0.0010146379470825362
dgeom-r16-injwarm512-only,0,1,0,49,0.957,0.88,2080ti,1207,1293,0.76065034866333,0.7509781002998352,0.009672248363494784,0.8374802827835083,0.8499717652797699,0.012491482496261641,6.882018136978149,6.952887105941772,0.07086896896362305,8.88103895187378,8.780999946594239,0.10003900527954102,0.1086659200489521,0.10960653275251389,0.0009406127035617856,0.13788169696927072,0.14258428141474724,0.004702584445476526,0.12476201876997947,0.12385385558009147,0.0009081631898879977,0.14675162881612777,0.14605410993099213,0.0006975188851356395
