config,run_id,source,run_type,gpu,seed,data_seed,cb,rank,dynamic_capacity,relative_to_gdn,status,train_batch_size,eval_batch_size,gradient_accumulation_steps,effective_train_batch_size,configured_max_epochs,final_epoch,validations_per_epoch,final_validation_index,final_validation_phase,checkpoint_label,early_stopping_disabled,validation_count,trainable_params,zoology_state_size_metric_seq1024,valid_loss,valid_accuracy,valid_mqar_case_accuracy_1024x256,valid_mqar_case_accuracy_512x128,valid_input_seq_len_accuracy_512,valid_input_seq_len_accuracy_1024,valid_num_kv_pairs_accuracy_128,valid_num_kv_pairs_accuracy_256,valid_attn_gd_residual_write_strength_mean,valid_attn_gd_residual_m_norm_mean,valid_attn_gd_residual_m_norm_max,valid_attn_gd_residual_mu_valid_ratio,valid_attn_gd_residual_lambda_mean,valid_attn_gd_residual_inject_ratio,valid_vq_relative_err_mean,valid_vq_c_entropy,valid_vq_c_usage_mean,valid_vq_write_entropy_mean,valid_vq_write_top1_mass_mean,swanlab_url,swanlab_run_dir,elapsed_sec,wall_clock,peak_memory_mib,gpu_memory_total_mib,oom_detected
cb256-r8-s125-d123-b128-ga2-probe,gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-b128-ga2-probe,batch128_ga2_probe,batch_accum_probe,0,125,123,256,8,262144,16x,completed,128,16,2,256,4,4,2,8,epoch_end,epoch4_noearly_b128_ga2_probe,True,8,1183942,1248768,0.06541332602500916,0.9936767578125,0.9675390625,0.99371875,0.993375,0.9675390625,0.99371875,0.9675390625,0.016174878306051212,0.019350588619191613,10.674713369399782,0.41420240250844803,0.23187622454549586,0.11881335322109479,0.06979616071348863,3.393678293341682,20.337301474715037,3.115464629634978,0.34178286885458325,https://swanlab.cn/@scu-mclab/flash_vqg_gd_residual_v1_mqar/runs/0letf3z5m4rv0wdp876kb,swanlog/run-20260518_184426-0letf3z5m4rv0wdp876kb,9621,02:40:21,9687,11264,False
