run_id,run_type,status,gpu,train_batch_size,gradient_accumulation_steps,effective_train_batch_size,configured_max_epochs,start_utc,end_utc,elapsed_sec,wall_clock,avg_epoch_wall_sec,avg_effective_step_wall_sec_including_validation,avg_microbatch_wall_sec_including_validation,peak_memory_mib,gpu_memory_total_mib,peak_memory_fraction,memory_sample_first_utc,memory_sample_last_utc,oom_detected,original_64x4_elapsed_sec,original_64x4_wall_clock,repeat_64x4_elapsed_sec,repeat_64x4_wall_clock,speedup_vs_original_64x4_pct,speedup_vs_repeat_64x4_pct
gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-b128-ga2-probe,batch_accum_probe,completed,0,128,2,256,4,2026-05-18T18:44:21Z,2026-05-18T21:24:42.252433+00:00,9621,02:40:21,2405.25,3.4117021276595745,1.7058510638297872,9687,11264,0.8599964488636364,2026-05-18T18:45:31Z,2026-05-18T21:25:10Z,False,15327,04:15:27,14251,03:57:31,37.2284204345273,32.488948143989894
