comparison,reference_run_id,reference_label,probe_valid_loss,reference_valid_loss,delta_valid_loss,probe_valid_accuracy,reference_valid_accuracy,delta_valid_accuracy,probe_valid_mqar_case_accuracy_1024x256,reference_valid_mqar_case_accuracy_1024x256,delta_valid_mqar_case_accuracy_1024x256,probe_valid_mqar_case_accuracy_512x128,reference_valid_mqar_case_accuracy_512x128,delta_valid_mqar_case_accuracy_512x128,probe_valid_input_seq_len_accuracy_512,reference_valid_input_seq_len_accuracy_512,delta_valid_input_seq_len_accuracy_512,probe_valid_input_seq_len_accuracy_1024,reference_valid_input_seq_len_accuracy_1024,delta_valid_input_seq_len_accuracy_1024,probe_valid_num_kv_pairs_accuracy_128,reference_valid_num_kv_pairs_accuracy_128,delta_valid_num_kv_pairs_accuracy_128,probe_valid_num_kv_pairs_accuracy_256,reference_valid_num_kv_pairs_accuracy_256,delta_valid_num_kv_pairs_accuracy_256,probe_valid_attn_gd_residual_write_strength_mean,reference_valid_attn_gd_residual_write_strength_mean,delta_valid_attn_gd_residual_write_strength_mean,probe_valid_attn_gd_residual_m_norm_mean,reference_valid_attn_gd_residual_m_norm_mean,delta_valid_attn_gd_residual_m_norm_mean,probe_valid_attn_gd_residual_m_norm_max,reference_valid_attn_gd_residual_m_norm_max,delta_valid_attn_gd_residual_m_norm_max,probe_valid_attn_gd_residual_mu_valid_ratio,reference_valid_attn_gd_residual_mu_valid_ratio,delta_valid_attn_gd_residual_mu_valid_ratio,probe_valid_attn_gd_residual_lambda_mean,reference_valid_attn_gd_residual_lambda_mean,delta_valid_attn_gd_residual_lambda_mean,probe_valid_attn_gd_residual_inject_ratio,reference_valid_attn_gd_residual_inject_ratio,delta_valid_attn_gd_residual_inject_ratio,probe_valid_vq_relative_err_mean,reference_valid_vq_relative_err_mean,delta_valid_vq_relative_err_mean,probe_valid_vq_c_entropy,reference_valid_vq_c_entropy,delta_valid_vq_c_entropy,probe_valid_vq_c_usage_mean,reference_valid_vq_c_usage_mean,delta_valid_vq_c_usage_mean,probe_valid_vq_write_entropy_mean,reference_valid_vq_write_entropy_mean,delta_valid_vq_write_entropy_mean,probe_valid_vq_write_top1_mass_mean,reference_valid_vq_write_top1_mass_mean,delta_valid_vq_write_top1_mass_mean
64x4_original,gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-r4r8-seed125,r8-s125 64x4 original,0.06541332602500916,0.04600127413868904,0.019412051886320114,0.9936767578125,0.996052734375,-0.002375976562499993,0.9675390625,0.98284375,-0.015304687500000025,0.99371875,0.996140625,-0.0024218750000000178,0.993375,0.9951015625,-0.0017265625000000284,0.9675390625,0.98284375,-0.015304687500000025,0.99371875,0.996140625,-0.0024218750000000178,0.9675390625,0.98284375,-0.015304687500000025,0.016174878306051212,0.04313268032782371,-0.0269578020217725,0.019350588619191613,0.011866346384132547,0.007484242235059066,10.674713369399782,6.544880357053545,4.1298330123462375,0.41420240250844803,0.4267789674183679,-0.012576564909919874,0.23187622454549586,0.15711940310540654,0.07475682144008933,0.11881335322109479,0.06424665557486671,0.05456669764622808,0.06979616071348863,0.07085605282779961,-0.001059892114310984,3.393678293341682,3.443469678598737,-0.049791385257055065,20.337301474715037,20.337301285966994,1.8874804297297487e-07,3.115464629634978,3.1705762289819264,-0.055111599346948204,0.34178286885458325,0.38082681093660614,-0.03904394208202289
64x4_repeat,gd-r8-wk4-mu01-t025-cb256-s125-d123-noearly4ep-repeat-gpu1,r8-s125 64x4 same-GPU repeat,0.06541332602500916,0.047220628708601,0.018192697316408157,0.9936767578125,0.99581787109375,-0.0021411132812499956,0.9675390625,0.98122265625,-0.013683593750000056,0.99371875,0.9950859375,-0.0013671874999999778,0.993375,0.99483203125,-0.0014570312499999627,0.9675390625,0.98122265625,-0.013683593750000056,0.99371875,0.9950859375,-0.0013671874999999778,0.9675390625,0.98122265625,-0.013683593750000056,0.016174878306051212,0.058737426013168365,-0.04256254770711715,0.019350588619191613,0.013626092078445095,0.005724496540746518,10.674713369399782,7.293781982527839,3.3809313868719437,0.41420240250844803,0.4261649373977903,-0.011962534889342291,0.23187622454549586,0.1660541214403652,0.06582210310513067,0.11881335322109479,0.060540521960882915,0.05827283126021188,0.06979616071348863,0.07167651459190344,-0.0018803538784148144,3.393678293341682,3.451193741862736,-0.05751544852105406,20.337301474715037,20.337301500023358,-2.5308320772410298e-08,3.115464629634978,3.1776692649674794,-0.0622046353325012,0.34178286885458325,0.37324701332383686,-0.03146414446925361
