metric,seeds,a0_mean,a1_mean,a1_minus_a0_mean,a1_minus_a0_population_sd
2048x512,3,0.8362526041666667,0.7075130208333333,-0.12873958333333335,0.1287602895367744
4096x1024,3,0.46855078125,0.34616145833333334,-0.12238932291666665,0.13335825419229042
8190x2047,3,0.15744699350992838,0.11190131706247727,-0.04554567644745112,0.05730007743056681
8190x512,3,0.7065481770833334,0.5807434895833333,-0.12580468750000004,0.1330929667681252
standard_mqar_1024x256,3,0.9777421875,0.937546875,-0.04019531249999997,0.037721592334350504
