experiment_id,descriptor_id,variant,remat_mode,seed,data_seed,precision,final_epoch,valid_loss,valid_accuracy,mqar_1024x256_accuracy,wall_clock_sec,optimizer_step_wall_sec_p50,peak_allocated_mib,peak_reserved_mib,last_checkpoint_path,last_checkpoint_sha256,best_checkpoint_path,best_checkpoint_sha256,resolved_config_path,resolved_config_sha256
20260729-01-mqar-gd-remat-regression,3090-a0-off-s123-bf16,a0-off,off,123,123,bf16,4,0.06476899422705173,0.994828125,0.9721484375,1118.71568642091,0.3046552063897252,2565.7548828125,3156.0,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/checkpoints/formal/20260729-01-mqar-gd-remat-regression-20260729-mqar-remat-01-formal/a0-off-s123-bf16-b64ga4-formal/last.pt,0b78e7d9270667fab1a90592906b4f09c7e8dc80021ba4db9ee7ef1d87c7ea37,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/checkpoints/formal/20260729-01-mqar-gd-remat-regression-20260729-mqar-remat-01-formal/a0-off-s123-bf16-b64ga4-formal/best.pt,dca8d37b34fb6496e998fe7cc7963a637b11a7cda234a655f94ba2bac5d47b23,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260729-01-mqar-gd-remat-regression-20260729-mqar-remat-01/a0-off-s123-bf16-b64ga4-formal.json,7cf591cc5ca00cae55b0751b63ecbfd96d15b5b8dc53a757af64c2879b48b6c1
20260729-01-mqar-gd-remat-regression,3090-a1-post-phase1-s123-bf16,a1-post-phase1,post_phase1,123,123,bf16,4,0.08087194635577145,0.9925732421875,0.9563828125,1285.6194384191185,0.36206065490841866,1988.3671875,2424.0,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/checkpoints/formal/20260729-01-mqar-gd-remat-regression-20260729-mqar-remat-01-formal/a1-post-phase1-s123-bf16-b64ga4-formal/last.pt,dbad20ca6fb9a59603be1d6052a772563a87691a5f051adcb8d4d30ea6105ff0,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/checkpoints/formal/20260729-01-mqar-gd-remat-regression-20260729-mqar-remat-01-formal/a1-post-phase1-s123-bf16-b64ga4-formal/best.pt,64a0854515d4a2283b46d5577fc7a2bd6529806382074f643844abe68aac2662,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260729-01-mqar-gd-remat-regression-20260729-mqar-remat-01/a1-post-phase1-s123-bf16-b64ga4-formal.json,b036a2362ce1f0f30f2f56e0b7659396548f8499d001a09f80c13076b0ca2046
20260729-01-mqar-gd-remat-regression,3090-a1-post-phase1-s124-bf16,a1-post-phase1,post_phase1,124,123,bf16,4,0.06710125074263602,0.99420654296875,0.96769140625,1291.0613166000694,0.3633558414876461,1988.4287109375,2426.0,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/checkpoints/formal/20260729-01-mqar-gd-remat-regression-20260729-mqar-remat-01-formal/a1-post-phase1-s124-bf16-b64ga4-formal/last.pt,1b8ef0d24f199512ca98bee752d74059bc327725fd3d7c111c2e5ebca2b8d525,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/checkpoints/formal/20260729-01-mqar-gd-remat-regression-20260729-mqar-remat-01-formal/a1-post-phase1-s124-bf16-b64ga4-formal/best.pt,4f222a6bff56467c7088ffe264b6e836fd36272315fe5686e72e227ee7b8f973,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260729-01-mqar-gd-remat-regression-20260729-mqar-remat-01/a1-post-phase1-s124-bf16-b64ga4-formal.json,087c6c8bd2f4e8686d9c7f3f4d606bfb027047c3b092755592c259bab0086a13
20260729-01-mqar-gd-remat-regression,3090-a0-off-s124-bf16,a0-off,off,124,123,bf16,4,0.06275200452064238,0.9956591796875,0.97903125,1122.8873062590137,0.3062222944572568,2565.0859375,3158.0,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/checkpoints/formal/20260729-01-mqar-gd-remat-regression-20260729-mqar-remat-01-formal/a0-off-s124-bf16-b64ga4-formal/last.pt,a6755e5a382d9452022f1a4037189f8c5b9972af41a92f3f5d8872c25ba55ed8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/checkpoints/formal/20260729-01-mqar-gd-remat-regression-20260729-mqar-remat-01-formal/a0-off-s124-bf16-b64ga4-formal/best.pt,76ec0706aace22a939ed31bf61674b6ef37773b45cc9c81722c7456945368523,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260729-01-mqar-gd-remat-regression-20260729-mqar-remat-01/a0-off-s124-bf16-b64ga4-formal.json,d09a1a8f9b4fa225275552b8635b64edfdd1c59d51832a9d2a9844adaa7b2767
20260729-01-mqar-gd-remat-regression,3090-a0-off-s125-bf16,a0-off,off,125,123,bf16,4,0.05253618642214745,0.99630859375,0.982046875,1117.6230148058385,0.3052165163680911,2566.22998046875,3156.0,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/checkpoints/formal/20260729-01-mqar-gd-remat-regression-20260729-mqar-remat-01-formal/a0-off-s125-bf16-b64ga4-formal/last.pt,6c17c43f5f651dbe96aa5c98caa5b20123ce9764215d511cfccbbe4f868612f8,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/checkpoints/formal/20260729-01-mqar-gd-remat-regression-20260729-mqar-remat-01-formal/a0-off-s125-bf16-b64ga4-formal/best.pt,befacc02aaf6408e67b849803ea3a0577e2e6db0151ed56b73429d7fd35bc63a,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260729-01-mqar-gd-remat-regression-20260729-mqar-remat-01/a0-off-s125-bf16-b64ga4-formal.json,da90a12b2629c0a99781ebe1176205983503f147411270cb715368670a37c190
20260729-01-mqar-gd-remat-regression,3090-a1-post-phase1-s125-bf16,a1-post-phase1,post_phase1,125,123,bf16,4,0.14711498139455678,0.98250244140625,0.88856640625,1282.7875593742356,0.3601889479905367,1988.04248046875,2424.0,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/checkpoints/formal/20260729-01-mqar-gd-remat-regression-20260729-mqar-remat-01-formal/a1-post-phase1-s125-bf16-b64ga4-formal/last.pt,a69b8761586659b13dd4d6f98f099a89a9b6da188e0b05fa4940edd970200f99,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/checkpoints/formal/20260729-01-mqar-gd-remat-regression-20260729-mqar-remat-01-formal/a1-post-phase1-s125-bf16-b64ga4-formal/best.pt,89669ecb11499fb3b8c5a28db408f7d2790527c96ee2c71337c85ecbbee3b165,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/generated/20260729-01-mqar-gd-remat-regression-20260729-mqar-remat-01/a1-post-phase1-s125-bf16-b64ga4-formal.json,6a28001d0196ad4b06749892373b7d274c3ae212945821b5cb33d901c6900bd5
