accuracy,checkpoint_role,dataset_hash,logical_source_id,loss,peak_allocated_mib,raw_result_path,remat_mode,seed,shape,status,variant,wall_clock_sec
0.9724453125,last,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,3090-a0-off-s123-bf16-last,0.3240287074148655,10257.18115234375,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/evaluation/formal/formal-3090-a0-off-s123-bf16-last-bf16-1024x256-n500-b128-a607cf87fd6ab994-z62985d0b-f79fef6a8/result.json,off,123,1024x256,completed,a0-off,8.325018785893917
0.8161328125,last,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,3090-a0-off-s123-bf16-last,1.2439892563819885,10257.1806640625,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/evaluation/formal/formal-3090-a0-off-s123-bf16-last-bf16-2048x512-n500-b64-a607cf87fd6ab994-z62985d0b-f79fef6a8/result.json,off,123,2048x512,completed,a0-off,9.548874885775149
0.44147265625,last,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,3090-a0-off-s123-bf16-last,3.0958698081970213,10257.1806640625,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/evaluation/formal/formal-3090-a0-off-s123-bf16-last-bf16-4096x1024-n500-b32-a607cf87fd6ab994-z62985d0b-f79fef6a8/result.json,off,123,4096x1024,completed,a0-off,13.531851721927524
0.6822890625,last,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,3090-a0-off-s123-bf16-last,1.9233113405704498,10257.1806640625,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/evaluation/formal/formal-3090-a0-off-s123-bf16-last-bf16-8190x512-n500-b16-a607cf87fd6ab994-z62985d0b-f79fef6a8/result.json,off,123,8190x512,completed,a0-off,25.608507227152586
0.14522911193966864,last,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,3090-a0-off-s123-bf16-last,5.289940178871155,10257.1806640625,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/evaluation/formal/formal-3090-a0-off-s123-bf16-last-bf16-8190x2047-n500-b16-a607cf87fd6ab994-z62985d0b-f79fef6a8/result.json,off,123,8190x2047,completed,a0-off,25.88563439436257
0.9724453125,best,f30f1e09e1300deb2e0f430d7c50c47a77f58f43657aa4d6f425f938a91a9acb,3090-a0-off-s123-bf16-best,0.3240287074148655,10257.18115234375,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/evaluation/formal/formal-3090-a0-off-s123-bf16-last-bf16-1024x256-n500-b128-a607cf87fd6ab994-z62985d0b-f79fef6a8/result.json,off,123,1024x256,deduplicated,a0-off,8.325018785893917
0.8161328125,best,e446efc9f4dc774377c56c403a468c747870beb18ff0320f15df794dcb69f015,3090-a0-off-s123-bf16-best,1.2439892563819885,10257.1806640625,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/evaluation/formal/formal-3090-a0-off-s123-bf16-last-bf16-2048x512-n500-b64-a607cf87fd6ab994-z62985d0b-f79fef6a8/result.json,off,123,2048x512,deduplicated,a0-off,9.548874885775149
0.44147265625,best,0981292ce8ebea1402a4c3a7a6655dfc1de42688c329bd5ea921541a0f1d16ed,3090-a0-off-s123-bf16-best,3.0958698081970213,10257.1806640625,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/evaluation/formal/formal-3090-a0-off-s123-bf16-last-bf16-4096x1024-n500-b32-a607cf87fd6ab994-z62985d0b-f79fef6a8/result.json,off,123,4096x1024,deduplicated,a0-off,13.531851721927524
0.6822890625,best,37a8533a985fabd3db03daf9dfd3a8e0936513ab724039c63b9a22bf352d002d,3090-a0-off-s123-bf16-best,1.9233113405704498,10257.1806640625,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/evaluation/formal/formal-3090-a0-off-s123-bf16-last-bf16-8190x512-n500-b16-a607cf87fd6ab994-z62985d0b-f79fef6a8/result.json,off,123,8190x512,deduplicated,a0-off,25.608507227152586
0.14522911193966864,best,8c16a91ea127bb7bf2130238ecd56b49fb1fd73bb3e0c2f4c586ddba8e9b97a9,3090-a0-off-s123-bf16-best,5.289940178871155,10257.1806640625,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260729-01-mqar-gd-remat-regression/outputs/3090/20260729-mqar-remat-01/evaluation/formal/formal-3090-a0-off-s123-bf16-last-bf16-8190x2047-n500-b16-a607cf87fd6ab994-z62985d0b-f79fef6a8/result.json,off,123,8190x2047,deduplicated,a0-off,25.88563439436257
