experiment_id,machine,target,train_step,warmup_start_optimizer_step,warmup_end_optimizer_step,warmup_start_train_forward_step,warmup_end_train_forward_step,warmup_eval_policy,factor_mean,factor_layer0,factor_layer1,inject_ratio_mean,inject_ratio_layer0,inject_ratio_layer1,lambda_mean,loss
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear1024-r2,0,0,1024,0,4096,scheduled,0.0,,0.0,0.0,,0.0,0.05000000819563866,9.038751602172852
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear1024-r2,1,0,1024,0,4096,scheduled,0.0009765625,,0.0009765625,0.00013936245522927493,,0.00013936245522927493,0.05001639574766159,9.038322448730469
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear1024-r2,2,0,1024,0,4096,scheduled,0.001953125,,0.001953125,0.0002756285248324275,,0.0002756285248324275,0.05002538859844208,9.038458824157715
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear1024-r2,4,0,1024,0,4096,scheduled,0.00390625,,0.00390625,0.0005424131522886455,,0.0005424131522886455,0.05006163567304611,9.038789749145508
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear1024-r2,8,0,1024,0,4096,scheduled,0.0078125,,0.0078125,0.0010976539924740791,,0.0010976539924740791,0.050203852355480194,9.03887939453125
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear1024-r2,16,0,1024,0,4096,scheduled,0.015625,,0.015625,0.0026302116457372904,,0.0026302116457372904,0.05037609860301018,9.036168098449707
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear1024-r2,24,0,1024,0,4096,scheduled,0.0234375,,0.0234375,0.004891515709459782,,0.004891515709459782,0.05003684014081955,9.027444839477539
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear1024-r2,32,0,1024,0,4096,scheduled,0.03125,,0.03125,0.00953711848706007,,0.00953711848706007,0.04972623288631439,9.011229515075684
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear1024-r2,48,0,1024,0,4096,scheduled,0.046875,,0.046875,0.012286548502743244,,0.012286548502743244,0.03912023454904556,8.908379554748535
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear1024-r2,64,0,1024,0,4096,scheduled,0.0625,,0.0625,0.005724096670746803,,0.005724096670746803,0.018361136317253113,8.704904556274414
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear1024-r2,96,0,1024,0,4096,scheduled,0.09375,,0.09375,0.0073184361681342125,,0.0073184361681342125,0.010580168105661869,8.52858829498291
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear1024-r2,128,0,1024,0,4096,scheduled,0.125,,0.125,0.02483794465661049,,0.02483794465661049,0.011379706673324108,8.46127700805664
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear1024-r2,192,0,1024,0,4096,scheduled,0.1875,,0.1875,0.02391689270734787,,0.02391689270734787,0.06016547977924347,8.416034698486328
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear1024-r2,256,0,1024,0,4096,scheduled,0.25,,0.25,0.11422703415155411,,0.11422703415155411,0.2073272466659546,8.387895584106445
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear1024-r2,384,0,1024,0,4096,scheduled,0.375,,0.375,0.7400409579277039,,0.7400409579277039,0.9041908979415894,7.723767280578613
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear1024-r2,512,0,1024,0,4096,scheduled,0.5,,0.5,0.36795759201049805,,0.36795759201049805,0.945109486579895,1.9285639524459839
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear1024-r2,704,0,1024,0,4096,scheduled,0.687255859375,,0.687255859375,0.34370577335357666,,0.34370577335357666,0.7150362133979797,1.1428498029708862
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear704-r2,0,0,704,0,2816,scheduled,0.0,,0.0,0.0,,0.0,0.05000000819563866,9.038751602172852
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear704-r2,1,0,704,0,2816,scheduled,0.0014204545877873898,,0.0014204545877873898,0.00020271331595722586,,0.00020271331595722586,0.05001724511384964,9.038322448730469
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear704-r2,2,0,704,0,2816,scheduled,0.0028409091755747795,,0.0028409091755747795,0.00040090945549309254,,0.00040090945549309254,0.05002463608980179,9.038458824157715
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear704-r2,4,0,704,0,2816,scheduled,0.005681818351149559,,0.005681818351149559,0.0007889844127930701,,0.0007889844127930701,0.05006168782711029,9.038789749145508
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear704-r2,8,0,704,0,2816,scheduled,0.011363636702299118,,0.011363636702299118,0.0015973836416378617,,0.0015973836416378617,0.0502195805311203,9.03887939453125
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear704-r2,16,0,704,0,2816,scheduled,0.022727273404598236,,0.022727273404598236,0.003826746018603444,,0.003826746018603444,0.05040720850229263,9.036168098449707
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear704-r2,24,0,704,0,2816,scheduled,0.034090910106897354,,0.034090910106897354,0.007091508246958256,,0.007091508246958256,0.05003618448972702,9.027445793151855
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear704-r2,32,0,704,0,2816,scheduled,0.04545454680919647,,0.04545454680919647,0.013832896016538143,,0.013832896016538143,0.04970334470272064,9.011229515075684
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear704-r2,48,0,704,0,2816,scheduled,0.06818182021379471,,0.06818182021379471,0.01674536056816578,,0.01674536056816578,0.0368383526802063,8.908382415771484
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear704-r2,64,0,704,0,2816,scheduled,0.09090909361839294,,0.09090909361839294,0.007184979040175676,,0.007184979040175676,0.015669208019971848,8.704904556274414
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear704-r2,96,0,704,0,2816,scheduled,0.13636364042758942,,0.13636364042758942,0.00890544056892395,,0.00890544056892395,0.008858302608132362,8.528587341308594
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear704-r2,128,0,704,0,2816,scheduled,0.1818181872367859,,0.1818181872367859,0.024221155792474747,,0.024221155792474747,0.007659515831619501,8.461272239685059
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear704-r2,192,0,704,0,2816,scheduled,0.27272728085517883,,0.27272728085517883,0.014622882939875126,,0.014622882939875126,0.026315070688724518,8.416685104370117
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear704-r2,256,0,704,0,2816,scheduled,0.3636363744735718,,0.3636363744735718,0.016567420214414597,,0.016567420214414597,0.02195541188120842,8.388301849365234
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear704-r2,384,0,704,0,2816,scheduled,0.5454545617103577,,0.5454545617103577,0.183783620595932,,0.183783620595932,0.10688239336013794,8.395918846130371
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear704-r2,512,0,704,0,2816,scheduled,0.7272727489471436,,0.7272727489471436,0.2985715866088867,,0.2985715866088867,0.4221717119216919,3.3373301029205322
20260703-01-flash-vqg-injection-warmup-refinement-screen,2080ti,inj-warmup-linear704-r2,704,0,704,0,2816,scheduled,0.9996448755264282,,0.9996448755264282,0.21240413188934326,,0.21240413188934326,0.3728315830230713,0.9104005694389343
