variant,variant_kind,description,completed_machines,completed_count,final_1024x256_2080ti,final_1024x256_3090,final_gap,final_gap_percentage_points,final_within_4pp,best_1024x256_2080ti,best_1024x256_3090,best_gap,best_gap_percentage_points,best_within_4pp,fox_remote_read_topk,fox_remote_read_topk_initial,fox_remote_read_topk_final,release_start,release_end,schedule,dense_read_chunked
inj-warmup-linear704-r2,fixed,"default-dropout fixed read_topk=2, residual injection linearly warms from optimizer step 0 to 704","2080ti,3090",2,0.921,0.798,0.123,12.3,False,0.921,0.798,0.123,12.3,False,2,,,0,0,linear_int,False
inj-warmup-linear1024-r2,fixed,"default-dropout fixed read_topk=2, residual injection linearly warms from optimizer step 0 to 1024","2080ti,3090",2,0.863,0.666,0.19699999999999995,19.699999999999996,False,0.863,0.666,0.19699999999999995,19.699999999999996,False,2,,,0,0,linear_int,False
inj-warmup-silent32-linear704-r2,fixed,"default-dropout fixed read_topk=2, residual injection silent to optimizer step 32 then linearly warms to 704","2080ti,3090",2,0.909,0.757,0.15200000000000002,15.200000000000003,False,0.909,0.757,0.15200000000000002,15.200000000000003,False,2,,,0,0,linear_int,False
