arm,checkpoint_role,n_seeds,endpoint_1024x256_mean,endpoint_1024x256_population_sd,endpoint_1024x256_min,endpoint_1024x256_max,extrapolation_macro_mean,extrapolation_macro_population_sd,extrapolation_macro_min,extrapolation_macro_max,standard_macro_mean,standard_macro_population_sd,standard_macro_min,standard_macro_max,longer_endpoint_1024x256_mean,longer_endpoint_1024x256_population_sd,longer_endpoint_1024x256_min,longer_endpoint_1024x256_max,extrapolation_retention_mean,extrapolation_retention_population_sd,extrapolation_retention_min,extrapolation_retention_max,accuracy_2048x512-n500_mean,accuracy_2048x512-n500_population_sd,accuracy_2048x512-n500_min,accuracy_2048x512-n500_max,accuracy_4096x1024-n500_mean,accuracy_4096x1024-n500_population_sd,accuracy_4096x1024-n500_min,accuracy_4096x1024-n500_max,accuracy_8190x512-n500_mean,accuracy_8190x512-n500_population_sd,accuracy_8190x512-n500_min,accuracy_8190x512-n500_max,accuracy_8190x2047-n500_mean,accuracy_8190x2047-n500_population_sd,accuracy_8190x2047-n500_min,accuracy_8190x2047-n500_max
flash-canonical,best,3,0.9671028645833334,0.0073806532979393885,0.9570625,0.97459375,0.5980108191122612,0.038156515458079035,0.5453969236463309,0.6346962547302246,0.9937706705729167,0.0011239356433745725,0.9923720703125,0.9951240234375001,0.9670442708333332,0.007637467216980477,0.956625,0.97471875,0.618116418609521,0.034728895593158345,0.5701261451941261,0.651158351811971,0.8503124999999999,0.02778782756164474,0.8114765625,0.87493359375,0.5637740885416667,0.04685550430986969,0.49887890625,0.60782421875,0.7333190104166666,0.04317432845176959,0.67362890625,0.77429296875,0.24463767749071122,0.035057787648402165,0.19760331958532334,0.28173423767089845
flash-canonical,last,3,0.7771901041666668,0.014829025843252573,0.75992578125,0.7961328125,0.08340246699311926,0.005167029153054142,0.07741117360204225,0.090021039030049,0.9706080729166667,0.0018402117527407547,0.9684047851562501,0.9729091796875,0.7793671875,0.014791339766780907,0.761421875,0.7976484375,0.1069262142295454,0.004593544687661646,0.10166660053211926,0.11285803970505365,0.20245833333333332,0.01264684350693956,0.18805078125,0.21883984375,0.012451822916666667,0.0013476207095756475,0.010755859375,0.014052734375,0.11835677083333333,0.006683990096169028,0.11050390625,0.12683984375,0.00034294088914369543,7.179745119890201e-06,0.00033414753316901623,0.00035173424519598486
flash-fastest,best,3,0.9374075520833333,0.039676483606446475,0.882640625,0.97536328125,0.5085484016661842,0.10175112983603356,0.38458222573250533,0.6338104676008225,0.98843310546875,0.007411575816856993,0.9781337890625,0.99526806640625,0.9373151041666666,0.04014399858369029,0.8818984375,0.975703125,0.539065918090638,0.08732788934625847,0.43608448476529404,0.6495935611570605,0.7680729166666667,0.10419018928745363,0.62858984375,0.8789453125,0.4518346354166667,0.12746307042008703,0.2938125,0.605958984375,0.63777734375,0.10751377352222799,0.51833203125,0.7789765625,0.17650871083140374,0.07182949881155667,0.09759452793002128,0.2713610110282898
flash-fastest,last,3,0.76148828125,0.001779458734748273,0.760171875,0.76400390625,0.08297286767159433,0.004580881590041522,0.07826469256659038,0.0891807234577136,0.96810693359375,0.00041634464535846884,0.9675185546875,0.96842041015625,0.7623151041666666,0.0008708124623695204,0.761453125,0.7635078125,0.10884661425157575,0.006072920955721684,0.10271167642589833,0.11711912464436154,0.20280078125,0.010954014225524574,0.19099609375,0.217390625,0.013492838541666668,0.002541806076478957,0.011150390625,0.017025390625,0.11519921875,0.004807571331360545,0.11055078125,0.1218203125,0.00039863214471066993,6.242867447201527e-05,0.00034782608691602947,0.0004865657058544457
gdn,best,3,0.96842578125,0.0015442719312109582,0.9662421875,0.96955078125,0.213549994889899,0.002788678658419775,0.2106635062485584,0.21732051884190878,0.9959493815104167,0.00019000868816479517,0.995681640625,0.99610302734375,0.9685963541666666,0.0012351713763656686,0.966859375,0.969625,0.22047162077282437,0.002703157170571966,0.21788432909238575,0.2242024841563647,0.4782942708333333,0.004355626203867961,0.47345703125,0.484015625,0.07448958333333333,0.0017462658476119892,0.0728203125,0.076900390625,0.29785807291666666,0.004977146393227557,0.29293359375,0.30467578125,0.0035580524762626737,0.00010165072520690472,0.0034430874942336233,0.003690278492635116
gdn,last,3,0.96842578125,0.0015442719312109582,0.9662421875,0.96955078125,0.213549994889899,0.002788678658419775,0.2106635062485584,0.21732051884190878,0.9959493815104167,0.00019000868816479517,0.995681640625,0.99610302734375,0.9685963541666666,0.0012351713763656686,0.966859375,0.969625,0.22047162077282437,0.002703157170571966,0.21788432909238575,0.2242024841563647,0.4782942708333333,0.004355626203867961,0.47345703125,0.484015625,0.07448958333333333,0.0017462658476119892,0.0728203125,0.076900390625,0.29785807291666666,0.004977146393227557,0.29293359375,0.30467578125,0.0035580524762626737,0.00010165072520690472,0.0034430874942336233,0.003690278492635116
