arm,model,seed,data_seed,train_precision,optimizer_steps,wall_clock_sec,optimizer_step_wall_sec_p50,peak_allocated_mib,peak_reserved_mib,fallbacks,last_epoch,last_valid_loss,last_valid_accuracy,last_endpoint_1024x256,best_epoch,best_valid_loss,best_valid_accuracy,best_endpoint_1024x256,last_model_state_sha256,best_model_state_sha256,last_checkpoint_sha256,best_checkpoint_sha256,resolved_config_sha256,started_at_utc,ended_at_utc,result_path
flash-canonical,flash,123,123,bf16,2816,826.5672994609922,0.22824414540082216,1456.642578125,2196.0,0,4,0.21531808349703038,0.96842431640625,0.76069921875,1,0.15171604094997285,0.99245849609375,0.95745703125,c6861012a990459c95badde35f897e22bec9cd6b9b6160ed7dc742c9179a5a99,e41fe74ec414c97db48dee83f23a8b4ee70bfb52b686a1ca5ebfeb842af8923e,1b0bf5b5616f75b0b07d4f56e48bbc1894a215f59d3aa7df12061ed3fe48a425,1b553c413ff36cf38f2e59e1e79b1dc6e1f1c2db64327af27c979a946b439029,78713c024109d4aa9e1925b4a67d6c930142dbffeedd6c36343a07d9269b7733,2026-08-01T05:57:18.607555+00:00,2026-08-01T06:11:05.174852+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/training/formal/flash-canonical-s123-bf16-b64ga4-formal/result.json
flash-fastest,flash,123,123,bf16,2816,550.7654630374163,0.1550897490233183,1456.642578125,2134.0,0,4,0.21622351092833375,0.96828466796875,0.76249609375,1,0.16574964234753262,0.99176904296875,0.95348828125,9ff675f56db81b17577452c24dea88304b5c61fed8b555433ab27ff756404365,6e66b0f321261920e0e4d0d26b1452ca844078e340114b1b9175b689377f99a8,413d2b6bfef3e7bebb7e588b027a7fe7347645ae0fad5f85f3f877cccb97b0a0,189458e001c0b0d514ceeea0a24ec67d7b422737e188a6a27e6251de86feb821,23b25d1cb760191de435c4c9d78c880bcbbad96ef6fab873fd506122a470461a,2026-08-01T05:48:03.343562+00:00,2026-08-01T05:57:14.109021+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/training/formal/flash-fastest-s123-bf16-b64ga4-formal/result.json
gdn,gdn,123,123,bf16,2816,236.3196343416348,0.05445977579802275,1535.73974609375,2108.0,0,4,0.16786946324513308,0.99606298828125,0.96950390625,4,0.16786946324513308,0.99606298828125,0.96950390625,f13a550e4ab48da98e05061e74e644d5212c3cdf9f8a722f178c94b0de65c037,f13a550e4ab48da98e05061e74e644d5212c3cdf9f8a722f178c94b0de65c037,38b82d2f83ddc52964b41ea06620cdcef21f4e374244b82ace3ed1c2c0c91854,7bc81ab0fe3fd0898bc45e1119e31ec1514918e5148f20f28d7be8e156c80a25,9e580ded30d176309b80464f837d4424bfbbcad6cd8aa69c7aee8a51a83eb68f,2026-08-01T06:11:08.641060+00:00,2026-08-01T06:15:04.960691+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/training/formal/gdn-s123-bf16-b64ga4-formal/result.json
flash-canonical,flash,124,123,bf16,2816,831.6853248560801,0.2287242440506816,1456.642578125,2196.0,0,4,0.2060060872149373,0.97039111328125,0.77519921875,1,0.1279230359054747,0.99383251953125,0.97018359375,fc8f7242890a7a4ceef9df428841ad3f10a1a49e3e59399c9e3f9cf76a0f81da,c3338d26caa21fb7f8945a5c35dadc407858c7215b098239794218de3c26bbcf,d6122a6eb7453e711182b379ee3b0ba3cc4b4590f71aae14cded24e008cf7e12,fab8c959ed4c490ee7aa5696ac9ed2de70837ef8cc6feaf3bfa9eb52642475b9,6ca949421728908cb5b212406f66125bdb1c0192c454ed16ed9a0d5d357858b9,2026-08-01T06:28:39.292423+00:00,2026-08-01T06:42:30.977746+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/training/formal/flash-canonical-s124-bf16-b64ga4-formal/result.json
flash-fastest,flash,124,123,bf16,2816,557.3829132113606,0.1566524114459753,1456.642578125,2134.0,0,4,0.21955871219850248,0.96828173828125,0.75958203125,1,0.11756183875222055,0.995095703125,0.9750625,51085ea8340373c27f1bc1cb505aaa7ce79955f16b21fd86884b8143351ad30c,d0d1b18e59780465cd52f2b034df2429734feb550d3571f5082eb4f0506134b3,77b996ed84473aac7cac5704aa93150487bc25b6145bbff01aa83d138ff41454,f02bdf95b85186ee9bb795b1b265ef38cc54ffd1c5e3a030bd6e4a762fe4a3ed,721d820b74da233125511e972334eb2d27ad0da1bfb026d3beb360333cab1ab6,2026-08-01T06:19:14.074630+00:00,2026-08-01T06:28:31.457541+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/training/formal/flash-fastest-s124-bf16-b64ga4-formal/result.json
gdn,gdn,124,123,bf16,2816,236.9253149367869,0.05460925027728081,1535.73974609375,2108.0,0,4,0.1707187908228546,0.99566015625,0.966296875,4,0.1707187908228546,0.99566015625,0.966296875,fc9c8d7ec90f6edfca503e68a4be15fb20dfd2b1e6aaa6bcc8fbce30dcf6c55a,fc9c8d7ec90f6edfca503e68a4be15fb20dfd2b1e6aaa6bcc8fbce30dcf6c55a,17d91cdcc2fc2b330715688f67ed11ccb0daac65c48f9f358898cb671aa3e3b2,66b6c705e0b2dccbcc7fae700810329f7ba3e82ce21e6d6f90ee4cca2d5688e5,c28bb9f0c8027608f04f8e3d26c88d1de5c29a0cb422ad102fb4c8381cce4550,2026-08-01T06:15:08.968175+00:00,2026-08-01T06:19:05.893488+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/training/formal/gdn-s124-bf16-b64ga4-formal/result.json
flash-canonical,flash,125,123,bf16,2816,832.4274834468961,0.2300955206155777,1456.642578125,2194.0,0,4,0.1900547073030519,0.9728447265625,0.7941875,1,0.11652600646965088,0.99504931640625,0.97402734375,93fd2652a27cd08679ab87b687a8bf3dee76d3db041143f360aecfcb07f2c35c,06e73da50aafdd1bf0dfd368f0286b86b95ea868bee9fd332e872103e1d2dd8c,3a0fafb13f8adb72502cc3f1aa8951087973d109ec2977d723628d7cf7925636,999b4bede9824da973085b5e7a6ffb1aec5079cc93d35e27411cf00d0c18f84b,7383f8e822d1bfd1438b79b0e98be648dce02b42c7c38411bebc722d37c24fb4,2026-08-01T06:42:34.368388+00:00,2026-08-01T06:56:26.795870+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/training/formal/flash-canonical-s125-bf16-b64ga4-formal/result.json
flash-fastest,flash,125,123,bf16,2816,555.4419493647292,0.15575545653700829,1456.642578125,2134.0,0,4,0.21696334477100107,0.967234375,0.7581875,1,0.2892774458205889,0.97781396484375,0.88130078125,e13125727efa5dd74f04db75b820b156805c669bd1767b76ec52509dfe9a019d,3e74552112cfedf73d8370f632cf1b217b593ccbeecdb159d212f179e2a03292,b75dd6668f3a2ed28ccea288547361d34fca9f80310bfa7b0f86e650aff12a4a,a30b33633d655df790bd09a23053570cf068a4654816a830224180b5ae6c18e9,9c02b77e63d312b0607806d57980928614fcee3703bcbba1f24a993cc1adba30,2026-08-01T07:00:39.867814+00:00,2026-08-01T07:09:55.309761+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/training/formal/flash-fastest-s125-bf16-b64ga4-formal/result.json
gdn,gdn,125,123,bf16,2816,236.81685930117965,0.05431892443448305,1535.73974609375,2108.0,0,4,0.16785975385250318,0.99596435546875,0.96879296875,4,0.16785975385250318,0.99596435546875,0.96879296875,7dd244c8726f38114e116fb4b21b15f9f0784080a33d00b3da0b5b9a0b306bdf,7dd244c8726f38114e116fb4b21b15f9f0784080a33d00b3da0b5b9a0b306bdf,57c563407e5547843187a42652c32cd64549bb5f3e07687af5ed2841ab03a663,acff170f9b08fbd8ba996e58317b90d40aa3136ac604aefdef2caf14df3c6d3f,052a5eb3652c491ffaa6f29db72c50694be6a60cdd0cd9d55ee80afd8023df90,2026-08-01T06:56:34.725037+00:00,2026-08-01T07:00:31.541891+00:00,/home/lyj/mnt/project/zoology/zoology/experiments/flash_vqg/scripts/20260801-01-fastest-flash-vs-gdn-mqar/outputs/3090/20260801-fastest-gdn-mqar-01/training/formal/gdn-s125-bf16-b64ga4-formal/result.json
