machine,case_id,passed,missing_required_metrics,effective_cap,scheduled_cap,release_progress,update_norm_mean,update_norm_p95,update_norm_max,update_norm_cap_active,update_norm_cap_hit_ratio,m_norm_max,inject_ratio
2080ti,hard04,True,,0.03999999910593033,0.03999999910593033,0.0,0.01309925876557827,0.01657578907907009,0.017570000141859055,0.0,0.0,0.03173055499792099,0.7024580836296082
2080ti,caprel0406late-progress,True,,0.05000000074505806,0.05000000074505806,0.5,0.016541726887226105,0.021428197622299194,0.024894792586565018,0.0,0.0,0.04808805510401726,0.7008129954338074
2080ti,update-norm-cap,True,,0.03999999910593033,0.03999999910593033,0.0,0.01309925876557827,0.01657578907907009,0.017570000141859055,1.0,0.0,0.03173055499792099,0.7024580836296082
2080ti,update-norm-cap-hit,True,,0.03999999910593033,0.03999999910593033,0.0,0.013104979880154133,0.016445346176624298,0.017611941322684288,1.0,1.0,0.002469703322276473,0.08081536740064621
3090,hard04,True,,0.03999999910593033,0.03999999910593033,0.0,0.01309925876557827,0.01657578907907009,0.017570000141859055,0.0,0.0,0.03173055499792099,0.7024580836296082
3090,caprel0406late-progress,True,,0.05000000074505806,0.05000000074505806,0.5,0.016541726887226105,0.021428197622299194,0.024894792586565018,0.0,0.0,0.04808805510401726,0.7008129954338074
3090,update-norm-cap,True,,0.03999999910593033,0.03999999910593033,0.0,0.01309925876557827,0.01657578907907009,0.017570000141859055,1.0,0.0,0.03173055499792099,0.7024580836296082
3090,update-norm-cap-hit,True,,0.03999999910593033,0.03999999910593033,0.0,0.013104979880154133,0.016445346176624298,0.017611941322684288,1.0,1.0,0.002469703322276473,0.08081536740064621
