variant,status,launch_id,run_id,manifest_status,started_at_utc,ended_at_utc,wall_clock_sec,swanlab_url,checkpoint_last,checkpoint_best,analysis_source,analysis_path,local_swanlog_status,wrapper_exit_status,local_num_blocks,if_remote_enabled,num_codebook_vectors,fox_gd_residual_rank,valid_accuracy,valid_loss,acc_1024x256,acc_512x128,acc_512x64,acc_256x64,acc_128x32,acc_64x16,acc_64x8,acc_64x4,acc_len1024,acc_len512,acc_len256,acc_len128,acc_len64
local-only,completed,flash-vqg-20260529-local-window-fairness-stage3-localonly-2026-05-28-19-16-28,gd-cb64-r16-s123-localonly-d123-b64-ga4-fp32-noearly4ep,completed,2026-05-28T19:16:34.585410+00:00,2026-05-28T20:43:43.168439+00:00,5228.583029,https://swanlab.cn/@scu-mclab/flash_vqg_local_window_fairness/runs/l6llw0y84dbanp2jz9m79,checkpoints/flash-vqg-20260529-local-window-fairness-stage3-localonly-2026-05-28-19-16-28/gd-cb64-r16-s123-localonly-d123-b64-ga4-fp32-noearly4ep/last.pt,checkpoints/flash-vqg-20260529-local-window-fairness-stage3-localonly-2026-05-28-19-16-28/gd-cb64-r16-s123-localonly-d123-b64-ga4-fp32-noearly4ep/best.pt,remote,zoology/analysis/flash_vqg/results/flash-vqg-20260529-local-window-fairness-stage3-localonly-2026-05-28-19-16-28,local_backup_checksum_invalid; remote_analysis_succeeded,terminated_after_manifest_completed; gpu_freed,2,False,64,16,0.40447021484375,5.00082540512085,0.00026171875,0.00021875,0.02515625,0.00678125,0.20396875,1.0,0.999875,0.9995,0.00026171875,0.0126875,0.00678125,0.20396875,0.9997916666666666
local1,completed,flash-vqg-20260529-local-window-fairness-stage3-local1-2026-05-28-20-56-47,gd-cb64-r16-s123-local1-d123-b64-ga4-fp32-noearly4ep,completed,2026-05-28T20:56:53.700732+00:00,2026-05-29T00:10:36.986854+00:00,11623.286122,https://swanlab.cn/@scu-mclab/flash_vqg_local_window_fairness/runs/b2eu0hcn1e448nro9je8f,checkpoints/flash-vqg-20260529-local-window-fairness-stage3-local1-2026-05-28-20-56-47/gd-cb64-r16-s123-local1-d123-b64-ga4-fp32-noearly4ep/last.pt,checkpoints/flash-vqg-20260529-local-window-fairness-stage3-local1-2026-05-28-20-56-47/gd-cb64-r16-s123-local1-d123-b64-ga4-fp32-noearly4ep/best.pt,local,zoology/analysis/flash_vqg/results/flash-vqg-20260529-local-window-fairness-stage3-local1-2026-05-28-20-56-47,local_analysis_succeeded,process_not_running_after_analysis; gpu_idle,1,True,64,16,0.91782080078125,0.4662160873413086,0.50837890625,0.87728125,0.977296875,0.984453125,0.99784375,0.9995625,0.99925,0.9985,0.50837890625,0.9272890625,0.984453125,0.99784375,0.9991041666666667
local4,completed,flash-vqg-20260529-local-window-fairness-stage3-local4-2026-05-29-00-30-31,gd-cb64-r16-s123-local4-d123-b64-ga4-fp32-noearly4ep,completed,2026-05-29T00:30:38.000929+00:00,2026-05-29T03:12:54.746882+00:00,9736.745953,https://swanlab.cn/@scu-mclab/flash_vqg_local_window_fairness/runs/z58teo9eamx011dynzrf8,checkpoints/flash-vqg-20260529-local-window-fairness-stage3-local4-2026-05-29-00-30-31/gd-cb64-r16-s123-local4-d123-b64-ga4-fp32-noearly4ep/last.pt,checkpoints/flash-vqg-20260529-local-window-fairness-stage3-local4-2026-05-29-00-30-31/gd-cb64-r16-s123-local4-d123-b64-ga4-fp32-noearly4ep/best.pt,local,zoology/analysis/flash_vqg/results/flash-vqg-20260529-local-window-fairness-stage3-local4-2026-05-29-00-30-31,local_analysis_succeeded,process_not_running_after_analysis; gpu_idle,4,True,64,16,0.96750146484375,0.21810346841812134,0.75849609375,0.986875,0.996828125,0.99809375,0.99996875,1.0,0.99975,1.0,0.75849609375,0.9918515625,0.99809375,0.99996875,0.9999166666666667
