source_id,target,config_family,machine,gpu,gpu_index,seed,launch_id,run_id,status,swanlab_run_url,log_path,generated_manifest_path,generated_launch_config_path,checkpoint_run_dir,best_checkpoint,last_checkpoint,train_config_json,notes
cb128r8-sched-s124,cb128r8-sched-s124,cb128-r8,mclab-2080ti,2080ti,0,124,flash-vqg-20260622-seed-next-cb128r8-sched-s124-2026-06-21-19-58-40,flash_vqg_h2_torch-block32-dmodel128-cb128-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed124-tbs64-ebs16-ga4-vpe2,completed,https://swanlab.cn/@scu-mclab/flash_vqg_seed_stability_next/runs/nhjoozfrxbjxskhstindu,zoology/experiments/flash_vqg/scripts/20260622-flash-vqg-seed-stability-next/outputs/logs/20260621T195838Z/cb128r8-sched-s124.log,zoology/experiments/flash_vqg/generated/flash-vqg-20260622-seed-next-cb128r8-sched-s124-2026-06-21-19-58-40/manifest.json,zoology/experiments/flash_vqg/generated/flash-vqg-20260622-seed-next-cb128r8-sched-s124-2026-06-21-19-58-40/launch_configs.py,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260622-seed-next-cb128r8-sched-s124-2026-06-21-19-58-40/flash_vqg_h2_torch-block32-dmodel128-cb128-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed124-tbs64-ebs16-ga4-vpe2,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260622-seed-next-cb128r8-sched-s124-2026-06-21-19-58-40/flash_vqg_h2_torch-block32-dmodel128-cb128-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed124-tbs64-ebs16-ga4-vpe2/best.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260622-seed-next-cb128r8-sched-s124-2026-06-21-19-58-40/flash_vqg_h2_torch-block32-dmodel128-cb128-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed124-tbs64-ebs16-ga4-vpe2/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260622-seed-next-cb128r8-sched-s124-2026-06-21-19-58-40/flash_vqg_h2_torch-block32-dmodel128-cb128-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed124-tbs64-ebs16-ga4-vpe2/train_config.json,local 2080ti run
cb128r8-sched-s125,cb128r8-sched-s125,cb128-r8,mclab-2080ti,2080ti,1,125,flash-vqg-20260622-seed-next-cb128r8-sched-s125-2026-06-21-19-58-40,flash_vqg_h2_torch-block32-dmodel128-cb128-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed125-tbs64-ebs16-ga4-vpe2,completed,https://swanlab.cn/@scu-mclab/flash_vqg_seed_stability_next/runs/bz65gf9xypb5v64ropeek,zoology/experiments/flash_vqg/scripts/20260622-flash-vqg-seed-stability-next/outputs/logs/20260621T195838Z/cb128r8-sched-s125.log,zoology/experiments/flash_vqg/generated/flash-vqg-20260622-seed-next-cb128r8-sched-s125-2026-06-21-19-58-40/manifest.json,zoology/experiments/flash_vqg/generated/flash-vqg-20260622-seed-next-cb128r8-sched-s125-2026-06-21-19-58-40/launch_configs.py,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260622-seed-next-cb128r8-sched-s125-2026-06-21-19-58-40/flash_vqg_h2_torch-block32-dmodel128-cb128-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed125-tbs64-ebs16-ga4-vpe2,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260622-seed-next-cb128r8-sched-s125-2026-06-21-19-58-40/flash_vqg_h2_torch-block32-dmodel128-cb128-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed125-tbs64-ebs16-ga4-vpe2/best.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260622-seed-next-cb128r8-sched-s125-2026-06-21-19-58-40/flash_vqg_h2_torch-block32-dmodel128-cb128-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed125-tbs64-ebs16-ga4-vpe2/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260622-seed-next-cb128r8-sched-s125-2026-06-21-19-58-40/flash_vqg_h2_torch-block32-dmodel128-cb128-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed125-tbs64-ebs16-ga4-vpe2/train_config.json,local 2080ti run
cb256r8-sched-s123,cb256r8-sched-s123,cb256-r8,mclab-3090,3090,0,123,flash-vqg-20260622-seed-next-cb256r8-sched-s123-2026-06-21-19-47-03,flash_vqg_h2_torch-block32-dmodel128-cb256-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed123-tbs64-ebs16-ga4-vpe2,completed,https://swanlab.cn/@scu-mclab/flash_vqg_seed_stability_next/runs/nqfargtq30gibx2mfo6t3,zoology/experiments/flash_vqg/scripts/20260622-flash-vqg-seed-stability-next/outputs/logs/20260621T194702Z/cb256r8-sched-s123.log,zoology/experiments/flash_vqg/generated/flash-vqg-20260622-seed-next-cb256r8-sched-s123-2026-06-21-19-47-03/manifest.json,zoology/experiments/flash_vqg/generated/flash-vqg-20260622-seed-next-cb256r8-sched-s123-2026-06-21-19-47-03/launch_configs.py,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260622-seed-next-cb256r8-sched-s123-2026-06-21-19-47-03/flash_vqg_h2_torch-block32-dmodel128-cb256-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed123-tbs64-ebs16-ga4-vpe2,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260622-seed-next-cb256r8-sched-s123-2026-06-21-19-47-03/flash_vqg_h2_torch-block32-dmodel128-cb256-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed123-tbs64-ebs16-ga4-vpe2/best.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260622-seed-next-cb256r8-sched-s123-2026-06-21-19-47-03/flash_vqg_h2_torch-block32-dmodel128-cb256-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed123-tbs64-ebs16-ga4-vpe2/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260622-seed-next-cb256r8-sched-s123-2026-06-21-19-47-03/flash_vqg_h2_torch-block32-dmodel128-cb256-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed123-tbs64-ebs16-ga4-vpe2/train_config.json,3090 raw generated/logs copied back to 2080ti artifact workspace
cb256r8-sched-s124,cb256r8-sched-s124,cb256-r8,mclab-3090,3090,0,124,flash-vqg-20260622-seed-next-cb256r8-sched-s124-2026-06-21-19-47-03,flash_vqg_h2_torch-block32-dmodel128-cb256-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed124-tbs64-ebs16-ga4-vpe2,completed,https://swanlab.cn/@scu-mclab/flash_vqg_seed_stability_next/runs/u1omwp4xfatkl47om3y1o,zoology/experiments/flash_vqg/scripts/20260622-flash-vqg-seed-stability-next/outputs/logs/20260621T194702Z/cb256r8-sched-s124.log,zoology/experiments/flash_vqg/generated/flash-vqg-20260622-seed-next-cb256r8-sched-s124-2026-06-21-19-47-03/manifest.json,zoology/experiments/flash_vqg/generated/flash-vqg-20260622-seed-next-cb256r8-sched-s124-2026-06-21-19-47-03/launch_configs.py,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260622-seed-next-cb256r8-sched-s124-2026-06-21-19-47-03/flash_vqg_h2_torch-block32-dmodel128-cb256-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed124-tbs64-ebs16-ga4-vpe2,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260622-seed-next-cb256r8-sched-s124-2026-06-21-19-47-03/flash_vqg_h2_torch-block32-dmodel128-cb256-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed124-tbs64-ebs16-ga4-vpe2/best.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260622-seed-next-cb256r8-sched-s124-2026-06-21-19-47-03/flash_vqg_h2_torch-block32-dmodel128-cb256-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed124-tbs64-ebs16-ga4-vpe2/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260622-seed-next-cb256r8-sched-s124-2026-06-21-19-47-03/flash_vqg_h2_torch-block32-dmodel128-cb256-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed124-tbs64-ebs16-ga4-vpe2/train_config.json,3090 raw generated/logs copied back to 2080ti artifact workspace
cb256r8-sched-s125,cb256r8-sched-s125,cb256-r8,mclab-3090,3090,0,125,flash-vqg-20260622-seed-next-cb256r8-sched-s125-2026-06-21-19-47-03,flash_vqg_h2_torch-block32-dmodel128-cb256-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed125-tbs64-ebs16-ga4-vpe2,completed,https://swanlab.cn/@scu-mclab/flash_vqg_seed_stability_next/runs/ixtjqcgvukga1kxyqcd9j,zoology/experiments/flash_vqg/scripts/20260622-flash-vqg-seed-stability-next/outputs/logs/20260621T194702Z/cb256r8-sched-s125.log,zoology/experiments/flash_vqg/generated/flash-vqg-20260622-seed-next-cb256r8-sched-s125-2026-06-21-19-47-03/manifest.json,zoology/experiments/flash_vqg/generated/flash-vqg-20260622-seed-next-cb256r8-sched-s125-2026-06-21-19-47-03/launch_configs.py,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260622-seed-next-cb256r8-sched-s125-2026-06-21-19-47-03/flash_vqg_h2_torch-block32-dmodel128-cb256-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed125-tbs64-ebs16-ga4-vpe2,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260622-seed-next-cb256r8-sched-s125-2026-06-21-19-47-03/flash_vqg_h2_torch-block32-dmodel128-cb256-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed125-tbs64-ebs16-ga4-vpe2/best.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260622-seed-next-cb256r8-sched-s125-2026-06-21-19-47-03/flash_vqg_h2_torch-block32-dmodel128-cb256-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed125-tbs64-ebs16-ga4-vpe2/last.pt,/home/lyj/mnt/project/zoology/checkpoints/flash-vqg-20260622-seed-next-cb256r8-sched-s125-2026-06-21-19-47-03/flash_vqg_h2_torch-block32-dmodel128-cb256-lr1.0e-03-local2-remote1-sampler-gshuffle-rformula-gdr1-r8-wk4-gctref-semivec-readsched4to2-rel200to800-linear_int-evalscheduled-rwrite-additive-global-wk4-rread-top2-seed125-tbs64-ebs16-ga4-vpe2/train_config.json,3090 raw generated/logs copied back to 2080ti artifact workspace
