run_id,launch_id,status,wall_clock_sec,wall_clock,oom,gpu,peak_memory_used_mib,peak_memory_total_mib,memory_samples,created_at_utc,finished_at_utc
gated_delta_net-default-s123-d123-noearly4ep-b256-ga1-probe,flash-vqg-20260519-gdn-default-b256-ga1-probe-2026-05-19-03-00-33,completed,395.445,00:06:35,false,0,8599,11264,58,2026-05-19T03:00:33.212396+00:00,2026-05-19T03:07:08.657453+00:00
